trade_id,trade_date,trader_id,asset,symbol,trade_type,quantity,price,total_value,fees,profit_loss,leverage,risk_score
TRADE-00000560,2022-08-06,TRADER-0172,Crypto,BTC,Sell,517.2842271520763,1983.3787263476913,885826.4113304032,87.38390414707386,9928.197771366325,5,3.436636717707471
TRADE-00000561,2020-01-22,TRADER-0141,Commodity,AAPL,Sell,970.0287207727897,16285.970588463055,465932.4872461883,96.26445169247766,16029.436290874291,5,2.533682445913579
TRADE-00000562,2023-02-12,TRADER-0020,Commodity,OIL,Sell,874.6198321791538,49625.049146154386,771056.9874367786,505.52690186776226,39130.39735682058,5,4.021661079016614
TRADE-00000563,2021-06-28,TRADER-0058,Commodity,OIL,Buy,821.4216974981484,9530.452435783525,636127.9271605258,906.5434663744751,27270.712345749358,2,6.05303257107154
TRADE-00000564,2021-01-19,TRADER-0015,Bond,BTC,Sell,288.90716393900766,39338.50408947625,433095.62819753075,463.7097279070468,26118.74135393544,10,3.0041226157549614
TRADE-00000565,2022-12-01,TRADER-0087,Bond,GOLD,Sell,510.2557267665096,2593.1896362547977,85374.23392916557,284.1058041500809,30613.103342124246,10,4.806122646106887
TRADE-00000566,2020-10-02,TRADER-0180,,OIL,Buy,88.01845459961697,16216.105188004818,104712.9335759869,388.614611905145,44.63706451165672,2,9.616918836229004
TRADE-00000567,2023-01-02,TRADER-0195,Crypto,GOOGL,Sell,588.867402654908,14950.600091685188,211975.94177767594,25.08017167882648,3486.016719354715,2,8.37486387683515
TRADE-00000568,2021-09-25,TRADER-0102,Crypto,OIL,Sell,524.0901796106544,26816.82813759327,887672.5596957698,82.68457445303635,12690.383934556914,10,5.106695135028757
TRADE-00000569,2021-12-06,TRADER-0054,Crypto,OIL,Buy,216.68085653599528,44323.38191112337,572213.9407909828,37.8245876914115,37897.308078501046,1,6.848858767736356
TRADE-00000570,2021-05-26,TRADER-0002,Stock,AAPL,Buy,184.10581936313966,25566.957415625926,292564.58901800076,374.21656098518577,-9782.600275354807,5,5.250557539842349
TRADE-00000571,2021-07-25,TRADER-0122,Commodity,ETH,Buy,872.5463240030858,46615.040955776334,883104.1194672098,201.29588021642232,38716.47247802943,10,6.549741064764589
TRADE-00000572,2020-03-12,TRADER-0023,Forex,OIL,Buy,742.4854935574431,5481.362068050809,126877.70986349646,810.9470366384757,-4072.756577212366,2,3.7391573475216093
TRADE-00000573,2022-10-31,TRADER-0095,Crypto,OIL,Sell,194.88147170382678,27073.478916198004,492592.0595457641,31.330252217938835,39985.24788528981,2,2.5065815581166286
TRADE-00000574,2020-08-11,TRADER-0072,Crypto,OIL,,208.65101307146048,34947.81654657442,580005.0779942803,585.3923743491712,4307.9374799926645,2,6.926408798115635
TRADE-00000575,2022-11-18,TRADER-0035,Stock,GOLD,Sell,440.1988826713234,37072.27538549417,467062.9092110941,792.0368234672293,20068.00036154981,1,8.832545594750659
TRADE-00000576,2020-10-13,TRADER-0056,Stock,OIL,Sell,108.82332475085768,34238.63069411332,60709.56256566505,472.292595483205,41484.23532486087,2,7.35011527297087
TRADE-00000577,2021-02-21,TRADER-0059,Bond,OIL,Buy,523.8536324157311,13665.768605387035,888460.846230384,853.1862108576735,28549.00352519485,1,7.178782853834688
TRADE-00000578,2022-09-17,TRADER-0147,Commodity,OIL,Buy,729.8745236761703,4799.876766145717,627710.1676882785,443.49004690289695,42916.17083632693,2,9.550530257750989
TRADE-00000579,2021-05-17,TRADER-0154,Forex,BTC,Buy,412.33901511004876,45017.336159905215,507149.5245285414,917.3543058555855,42248.0025866253,5,7.177619773102468
TRADE-00000580,2021-01-27,TRADER-0039,Stock,GOLD,Buy,490.7376523774523,5219.595588376174,547686.2469038975,410.7795113141044,39508.50028220375,2,5.7432842105011055
TRADE-00000581,2020-03-08,TRADER-0120,Bond,AAPL,Sell,703.2095766531387,45806.85079685274,506654.1638483394,328.01433065289774,36402.9425692474,25,6.805215906515727
TRADE-00000582,2020-03-30,TRADER-0180,Crypto,BTC,Sell,499.6073158474181,35235.290492455155,913085.5537163682,217.5979579404488,42893.47098992069,2,9.234831669113456
TRADE-00000583,2020-09-27,TRADER-0038,Bond,GOOGL,Sell,670.0354493020901,30961.879047606064,854286.327494138,844.0125771304777,38466.092288173175,20,9.807075292822393
TRADE-00000584,2022-06-24,TRADER-0004,Commodity,AAPL,Buy,182.46029568616098,19845.646655072964,105764.8687923204,381.64255878243904,24926.631280754824,1,3.007380596165725
TRADE-00000585,2023-05-28,TRADER-0042,Stock,GOOGL,Sell,490.6673006264463,21000.878242588293,255963.41235372188,753.7918131788475,29158.836368725555,1,2.884321950194958
TRADE-00000586,2021-08-05,TRADER-0189,Forex,ETH,Sell,357.14430382181814,30518.089334409266,154521.7357069848,401.1470620995146,45151.85755218157,10,2.888257938687095
TRADE-00000587,2024-01-18,TRADER-0128,Bond,BTC,Sell,958.8860917550982,48148.03163245504,378909.03685147106,430.0316488117041,-8910.623626971363,2,6.751954129968279
TRADE-00000588,2023-03-24,TRADER-0047,Bond,GOLD,Buy,794.7592242340829,6161.938030867442,150230.18380467067,922.385034680773,17932.049991596123,2,2.9169523027829865
TRADE-00000589,2020-10-16,TRADER-0109,Forex,ETH,Buy,95.0744910013024,17276.817498762142,181794.98348746408,761.7197984499319,-540.5056112334842,5,4.822067689978338
TRADE-00000590,2020-07-24,TRADER-0174,Commodity,BTC,Sell,428.00738336113585,17213.27375936661,887545.1394983404,30.18825676326553,12165.314865051128,2,1.9982146020263527
TRADE-00000591,2021-07-25,TRADER-0065,Forex,AAPL,Buy,700.1787841412653,15923.487375944627,540319.2121999576,878.5616820772121,44582.62171564943,5,8.463567373091506
TRADE-00000592,2020-05-08,TRADER-0100,Commodity,,Sell,858.8436129947964,43700.049055327436,199761.62836087792,49.81116078549774,15570.209255240658,2,4.034350200146106
TRADE-00000593,2020-06-19,TRADER-0034,Stock,ETH,Buy,503.8949618513789,19185.599859719354,399480.90821253695,707.0085247841741,3866.526945918791,10,4.02174816896934
TRADE-00000594,2021-07-22,TRADER-0057,Stock,BTC,Sell,242.07281329250222,34518.95895697665,73760.6725568141,966.3174837160924,20016.46474738069,20,5.834495150087395
TRADE-00000595,2022-06-23,TRADER-0027,Forex,AAPL,Buy,536.3123776483005,46130.82216314746,556564.229869457,267.8312138228702,5972.6608865577255,2,6.3979539748929355
TRADE-00000596,2022-05-15,TRADER-0137,Crypto,GOOGL,Buy,621.605183474131,4081.88581403876,72222.81742942976,265.68442297053343,35261.62631450135,1,9.962695264737324
TRADE-00000597,2023-01-20,TRADER-0092,Commodity,ETH,Sell,317.70043257789143,15929.393152642977,95118.23561410974,837.5348566715779,36507.62291120288,5,5.849192201602034
TRADE-00000598,2023-11-13,TRADER-0092,Stock,BTC,Sell,560.1255310167661,16178.145258910214,306850.01495606714,755.3310973811152,48611.53484988184,1,5.679418940800082
TRADE-00000599,2023-04-30,TRADER-0169,Crypto,OIL,Sell,62.860946191884494,17259.09920479587,128423.01868055946,967.6840922204173,-8329.991888236804,20,8.771263492175452
TRADE-00000600,2022-11-08,TRADER-0161,Stock,GOOGL,Buy,458.2838170042056,38570.20244129392,583872.5833966401,956.3950276685465,46640.41511805209,1,4.751340164605325
TRADE-00000601,2021-09-30,TRADER-0039,Stock,ETH,Sell,909.972382106776,24433.369301109728,393056.22507909127,120.5675753886033,-8918.351606083068,10,6.519899457835722
TRADE-00000602,2023-12-01,TRADER-0100,Commodity,OIL,Buy,415.3721328565598,2475.3999862600176,691072.2436769777,13.13497293012944,10427.093377395264,5,9.384547308665153
TRADE-00000603,2023-01-31,TRADER-0040,Bond,GOOGL,Buy,121.2176243250927,15360.398051879498,967557.0530162896,74.92932134466446,7820.81858233524,5,1.2927844530724404
TRADE-00000604,2020-07-25,TRADER-0103,Stock,GOOGL,Buy,324.94546792080814,33434.50687867425,236727.14896767505,421.0611683342671,-2589.233499538168,1,5.250411230015209
TRADE-00000605,2021-12-06,TRADER-0183,Crypto,OIL,Sell,529.7868308971853,18400.36870080906,691538.5789217108,176.29340184636357,41071.69993190859,5,6.668786190730746
TRADE-00000606,2021-02-27,TRADER-0154,Stock,GOOGL,Sell,98.50494127289632,10869.089072496094,74235.08183064112,882.7575738025633,-5972.859808545892,2,8.29355329154535
TRADE-00000607,2021-08-03,TRADER-0137,Bond,OIL,Buy,119.34212127704528,5276.797939243475,912848.5324408457,169.86350175397914,18842.861006062794,1,6.648952962538534
TRADE-00000608,2021-10-22,TRADER-0191,Stock,BTC,Sell,15.522212338080928,20957.085185286604,655379.7663197324,313.5284888595892,-1601.7437678435872,5,1.8064958533420077
TRADE-00000609,2022-02-07,TRADER-0200,Forex,,Sell,968.3505011570529,32639.56559267624,160828.2309980641,409.70379227821707,-540.9693100408749,10,6.6009330790125125
TRADE-00000610,2023-08-04,TRADER-0094,Crypto,GOOGL,Buy,187.77757389825328,13112.008173078739,680502.7528986942,333.45561504102216,21051.067200929192,2,2.5798995676740346
TRADE-00000611,2022-10-29,TRADER-0085,Stock,GOOGL,Sell,503.6707342984799,44143.9430015706,112253.73861998097,4574.077238510121,26872.129422249956,10,5.1880069426888396
TRADE-00000612,2021-12-27,TRADER-0024,Bond,GOOGL,Sell,981.9041738586353,37380.549484903044,853288.1367295587,35.98011636003462,31387.27350834234,10,8.695981741390838
TRADE-00000613,2020-09-28,TRADER-0060,Bond,ETH,Sell,,49379.791748578034,532209.2018888101,265.80535727732234,41570.65527788568,20,4.951029710579498
TRADE-00000614,2021-03-26,TRADER-0152,Bond,GOOGL,Sell,529.5454312951638,45664.25433752078,553730.5682413903,476.7808093752157,-8576.015575222955,1,7.399460075205325
TRADE-00000615,2020-01-26,TRADER-0109,Commodity,GOLD,Buy,976.0484532207944,16018.38470993025,877513.8406152232,330.07468774572015,2434.24140286486,2,8.703506476265837
TRADE-00000616,2021-09-26,TRADER-0155,Stock,GOLD,Buy,972.5878165181691,16256.756790531615,578244.1687483739,131.78920646440616,7976.775661844,10,3.476035464013414
TRADE-00000617,2023-02-09,TRADER-0090,Stock,,Sell,346.31454739956155,42992.56491628932,713096.0977203471,389.1496111154533,16293.118632967278,5,8.3866988405159
TRADE-00000618,2023-05-19,TRADER-0097,Commodity,BTC,Sell,222.03338731756656,16004.744172649414,426620.3398882949,186.1733795095134,45860.075394298045,2,6.627213274982245
TRADE-00000619,2023-04-17,TRADER-0174,Forex,,Sell,808.1481864706814,29884.837239551696,390972.7473045362,843.3963201093562,24749.63617259536,2,9.481618880619882
TRADE-00000620,2023-04-23,TRADER-0067,Commodity,ETH,Buy,555.0780887714603,31763.921555983954,409515.00007895747,753.7429461330765,4014.9515006102647,20,6.819271177880489
TRADE-00000621,2022-10-10,TRADER-0095,Commodity,,Sell,721.4498152898052,17639.95973205507,259960.39260193458,169.79279433274343,34451.85373078119,20,9.002463368415066
TRADE-00000622,2022-07-04,TRADER-0081,Forex,AAPL,Buy,701.9540826590362,47132.8120219919,484184.1681459883,940.0701716751552,8078.907384957984,20,6.987060552728288
TRADE-00000623,2023-03-16,TRADER-0045,Bond,GOOGL,Sell,732.8310517858218,36305.789686552875,990009.2006959998,428.05856735785363,44605.58351927941,2,7.360223109369599
TRADE-00000624,2023-07-08,TRADER-0066,Crypto,ETH,Buy,546.1921501578287,10678.154154615233,639723.8438770211,634.3543373904063,-9308.37303427001,10,5.477343575672177
TRADE-00000625,2023-12-19,TRADER-0083,Bond,BTC,Buy,41.714727654640804,11496.439935711745,752755.6944027416,922.8608731308532,-2249.166655288237,20,3.9518627079407023
TRADE-00000626,2020-05-02,TRADER-0012,Forex,OIL,Sell,,37526.29537919701,559950.5576208261,295.184392714965,39749.34240813951,1,8.436513835770334
TRADE-00000627,2022-06-03,TRADER-0015,Bond,AAPL,Buy,690.7166395149206,43238.94379006719,83671.79272031439,750.0359363881913,11064.6017342573,2,3.2803061200275203
TRADE-00000628,2020-05-11,TRADER-0128,Bond,GOLD,Sell,218.1110285211079,37979.80929062731,731675.0290798484,676.6123877325012,32616.859847075335,20,3.331413052359525
TRADE-00000629,2022-12-11,TRADER-0007,Bond,AAPL,Sell,677.597396138907,13641.924674393833,906196.2752667973,235.9959075430562,13960.91469291952,10,1.6246553266572517
TRADE-00000630,2021-01-11,TRADER-0120,Bond,,Sell,282.8119004363337,29709.89139933402,267724.67356359103,24.816197202642943,5007.872575199708,10,9.963922080671562
TRADE-00000631,2022-09-27,TRADER-0127,Bond,GOLD,Sell,329.5626956221274,40862.387586682795,739857.1637728751,962.1615295591514,18838.581192537353,2,3.7863411042980726
TRADE-00000632,2021-10-30,TRADER-0165,Stock,,Buy,73.91982689647142,30379.292538249643,261825.76640375282,995.9297149708348,42120.313536111054,1,6.70983991261716
TRADE-00000633,2022-08-15,TRADER-0103,Commodity,GOLD,Sell,199.1255292568443,37446.71091189972,426949.60788884974,650.4777581331668,31020.685439964,10,8.417289010028536
TRADE-00000634,2023-09-05,TRADER-0108,Crypto,ETH,Buy,,22169.044131888648,950253.2294620652,872.4928680829252,34287.36362148418,5,8.553524082091421
TRADE-00000635,2020-02-21,TRADER-0184,Commodity,,Buy,681.4963987083721,15341.52795412458,559017.4533710954,91.98533023199873,15842.605448929437,1,6.357151650612851
TRADE-00000636,2022-05-04,TRADER-0097,Stock,GOLD,Buy,338.0867478106387,33158.423147176436,149345.09782466458,617.8398858640604,21836.12298225099,20,5.944353445390901
TRADE-00000637,2021-11-03,TRADER-0037,Commodity,GOLD,Sell,485.4863126087841,5025.929506750952,157745.02550969282,716.9573411326152,39252.9723848585,10,5.936085281371131
TRADE-00000638,2023-02-18,TRADER-0181,Bond,OIL,Sell,947.9160408482088,21115.27162781211,41297.678746394544,483.37031061173485,30199.800023947908,5,7.2588522606154156
TRADE-00000639,2022-08-20,TRADER-0098,Forex,BTC,Buy,254.89226526161744,12287.849667901532,613433.761895524,773.2952357829911,40948.86549203775,2,8.552039098200208
TRADE-00000640,2024-01-05,TRADER-0101,Crypto,AAPL,Sell,225.76485550043964,17131.3161978015,690569.2841138653,154.6878996404756,-9659.421439854099,5,4.375250303894149
TRADE-00000641,2021-04-09,TRADER-0003,Forex,OIL,Sell,215.07187945446591,3240.048367195612,810031.8295243662,834.9898803976532,1962.0951254108895,1,5.724645869074689
TRADE-00000642,2022-10-12,TRADER-0119,Forex,GOLD,Sell,243.27000017942134,18961.063224204503,530446.276381514,367.7670262010069,3458.15694368587,2,7.019569224288557
TRADE-00000643,2021-12-05,TRADER-0104,Forex,OIL,Buy,33.471864334730334,29313.8841232241,549829.6559632063,42.947176828065366,27919.668080162788,10,4.699927189321093
TRADE-00000644,2022-05-04,TRADER-0125,Bond,AAPL,Sell,,1687.434935530091,858088.8322542566,454.98802922711144,32565.574573708014,1,2.0571943580860954
TRADE-00000645,2021-02-02,TRADER-0181,Bond,BTC,Sell,364.2255929396817,27922.776331874673,837915.6804527211,537.6141728119042,17763.610709096873,2,5.420694303456797
TRADE-00000646,2020-01-04,TRADER-0057,Bond,OIL,Buy,593.8662395699948,21948.399950565054,319699.3971053257,882.6083355149632,34496.342863090395,2,4.128639968078419
TRADE-00000647,2020-06-28,TRADER-0169,Stock,AAPL,Sell,653.7079476666755,17484.8674114321,856270.9825261495,204.3190242010666,2854.6491505966733,2,5.226824399396896
TRADE-00000648,2022-02-03,TRADER-0144,Stock,GOOGL,Buy,891.7928793188752,45033.67749307288,690556.7010962744,880.2336188294385,34027.77810693165,1,6.650432258864212
TRADE-00000649,2021-03-19,TRADER-0089,Bond,BTC,Sell,721.1968493193343,39344.89188543767,988416.1768861642,181.80469642465923,22241.455717443147,10,9.491012789807124
TRADE-00000650,2022-11-02,TRADER-0032,Stock,ETH,Buy,7.579675050568375,2362.6531950011763,404027.8912965738,114.3350023526779,6803.240704174881,20,5.20763545601447
TRADE-00000651,2022-08-29,TRADER-0162,Forex,BTC,Buy,472.4492163195162,27388.76736894552,187797.3359512482,407.46296259575445,25787.214922559928,5,7.4546617121222045
TRADE-00000652,2022-08-29,TRADER-0013,Crypto,OIL,Sell,289.6742885597703,36005.336394315236,619374.0829066719,589.9236135666581,26779.355875122274,10,3.7463006308662274
TRADE-00000653,2020-02-04,TRADER-0100,Stock,,Buy,87.07971990582713,47042.82969697882,280330.3773935753,135.81185218405366,24469.37053511243,20,9.477272043216864
TRADE-00000654,2020-09-04,TRADER-0022,Commodity,ETH,Buy,,3017.748042137606,694441.5382133635,761.3882669065634,38704.01446463567,2,5.908315286789957
TRADE-00000655,2021-09-07,TRADER-0197,Commodity,GOLD,Sell,,17444.148437764597,331232.4750958241,662.1152773773047,26348.704164966257,5,9.742694984968097
TRADE-00000656,2023-03-24,TRADER-0113,Stock,BTC,Buy,46.29225499634446,37974.93207633179,902232.1356376765,911.8614265408902,-6694.512743621719,2,1.0510683702465746
TRADE-00000657,2020-09-29,TRADER-0011,Forex,GOOGL,Buy,54.39483428351739,37741.373959397075,554187.9314186878,163.71625499598386,-9884.835315495659,10,7.200268150208064
TRADE-00000658,2021-12-27,TRADER-0089,Commodity,ETH,Sell,561.191628384695,21904.52584636214,694125.6600723965,719.536027719623,20200.61965607623,1,78.83036893453509
TRADE-00000659,2020-07-04,TRADER-0040,Commodity,GOLD,Buy,960.2975682136353,2871.1213463410604,942188.8853418034,81.8483869801051,10572.469469973468,20,3.7698636312422353
TRADE-00000660,2020-07-04,TRADER-0164,Bond,GOOGL,,327.9854092738439,11226.910210471782,470577.50646472536,366.0798937042967,6032.287650279195,5,3.753791913159693
TRADE-00000661,2020-11-24,TRADER-0150,Bond,GOLD,Buy,352.3417714687018,40529.153176666696,333234.4548417218,203.4485814054472,24512.824674243915,10,2.718284755498496
TRADE-00000662,2024-01-02,TRADER-0118,Stock,GOOGL,Buy,238.07226293729184,40709.69417810377,993183.5288159521,915.1212771377953,14861.894971330352,10,1.3419130710121583
TRADE-00000663,2023-10-29,TRADER-0129,Commodity,BTC,Buy,857.991732951513,18362.731987613904,11584.60477484541,513.6818017146276,38051.01822806068,2,6.1254593604339975
TRADE-00000664,2023-11-06,TRADER-0042,Crypto,ETH,Sell,515.1744968845485,33617.16067759635,609592.6262691647,477.967035421614,19387.633844807096,20,1.5210745137670276
TRADE-00000665,2024-02-07,TRADER-0124,Forex,BTC,Sell,267.66125595655893,39275.7755980361,352903.4507909773,311.60695058150856,21802.471707661254,5,1.9841679652705937
TRADE-00000666,2020-05-09,TRADER-0184,Forex,OIL,Buy,23.40128712534882,31423.588793748277,459766.6566394069,191.5968425657022,41385.11647305427,10,2.9524094123459026
TRADE-00000667,2023-01-22,TRADER-0096,Stock,OIL,SELL,904.9115488737991,24246.1805280454,584745.4747085397,164.4687754518903,7279.696485485667,20,1.2968452203236676
TRADE-00000668,2021-10-24,TRADER-0194,Forex,GOLD,Buy,866.4306237316029,13871.896034870795,709878.4247640386,146.7454995931179,15737.315412117321,20,3.6321861593943465
TRADE-00000669,2020-10-26,TRADER-0030,Crypto,ETH,Sell,712.0019529469284,27675.715548185664,115152.27971208893,382.67015946904905,-7189.344605977631,5,9.17044320507481
TRADE-00000670,2021-06-06,TRADER-0132,Commodity,GOLD,,463.86740906276765,4910.990611620106,62503.89562074021,363.6017506272833,28559.066895676668,10,4.967769252914192
TRADE-00000671,2022-12-23,TRADER-0053,Bond,BTC,Sell,60.90071668525234,29596.57948820884,357559.87916609755,13.221753219542109,-8903.090631281055,5,3.7714158811838887
TRADE-00000672,2020-03-31,TRADER-0029,Forex,ETH,Buy,419.72234710511975,36437.87134858795,18161.670751408685,877.0423706767209,23086.592978599343,1,1.3277152692318934
TRADE-00000673,2022-04-11,TRADER-0180,Crypto,OIL,Sell,125.30160845205026,12260.661086985503,523545.17343058414,806.7083586396813,7942.875986435443,5,2.8102077388145776
TRADE-00000674,2020-01-04,TRADER-0098,Forex,AAPL,Sell,648.9964410853087,7008.5019439038515,807354.2927814065,357.6447648537968,11494.532716882124,5,8.428453532232776
TRADE-00000675,2022-09-16,TRADER-0013,Forex,GOLD,Buy,583.9770855626978,27911.609811011785,132686.70410522493,153.2767980612063,24309.60452062697,2,6.9307811669485
TRADE-00000676,2021-09-10,TRADER-0082,Stock,OIL,Sell,193.50608114972303,6078.095150492901,927170.9893261485,706.2886939050101,3286.639394239457,2,9.600773668782576
TRADE-00000677,2021-01-28,TRADER-0161,Crypto,BTC,Buy,530.1545829536531,19776.037636134522,739774.5354082017,250.02888458241267,10685.61188199194,1,6.656673946374699
TRADE-00000678,2020-07-30,TRADER-0161,Forex,GOLD,Buy,897.6752153626661,40664.913680001424,751802.4167059726,379.95406717277837,-9240.624406333176,1,5.171641124687359
TRADE-00000679,2024-01-13,TRADER-0138,,AAPL,Sell,457.38843561466206,34696.488991875674,129791.54096773706,252.94812108411523,26702.23318397819,5,6.649490438762018
TRADE-00000680,2023-02-05,TRADER-0025,Forex,AAPL,Sell,760.4915726412978,49615.27855620162,875668.1520434574,868.670982809788,-6545.8418189511285,2,7.554961473374204
TRADE-00000681,2020-03-23,TRADER-0040,Commodity,ETH,Buy,512.9914148998281,11676.2407863504,200533.56196760279,173.07224119936294,28994.01577800732,10,2.0104181559349943
TRADE-00000682,2020-09-24,TRADER-0078,Stock,ETH,Buy,753.2590508327979,49953.05488055467,9960.218523728292,132.66345073218088,40476.51373181141,1,9.682610127115277
TRADE-00000683,2021-03-04,TRADER-0021,Commodity,OIL,Sell,307.8122464353165,32066.161554078462,803491.8119522035,70.47858587925082,49994.75384189494,5,8.265834995458542
TRADE-00000684,2023-07-17,TRADER-0031,Stock,GOOGL,Buy,427.04694809387314,37302.363220285864,543981.4006844374,994.257402411859,21401.92286227902,1,2.069374998511663
TRADE-00000685,2022-08-02,TRADER-0068,Crypto,,Sell,354.4582204809615,23243.84074514267,420987.52344800316,742.5036724216467,-6777.320115264038,2,1.2666670731954328
TRADE-00000686,2023-05-19,TRADER-0015,Commodity,GOOGL,Sell,500.39353319429335,49357.19474452017,634768.4025079169,668.5090843195608,13274.908268922973,10,3.0649989217344333
TRADE-00000687,2022-03-14,TRADER-0122,Bond,BTC,Sell,216.84620063894434,25646.764029827784,544009.777548688,352.4236413748355,16065.23826585368,5,4.376875922549729
TRADE-00000688,2023-06-20,TRADER-0082,Bond,AAPL,Buy,705.0155351779683,29705.332295968008,213922.5667984693,98.31020888877795,18499.371486553566,5,3.618503135051659
TRADE-00000689,2022-03-26,TRADER-0049,Forex,AAPL,,596.7675403866989,42056.15342113664,738199.4805973674,550.3912223230992,38215.56348317048,2,6.206211646159534
TRADE-00000690,2021-08-26,TRADER-0007,Bond,GOOGL,Sell,,49779.0446066838,808451.1519680377,818.5165933424286,-9044.022640960446,10,1.452368513503462
TRADE-00000691,2021-08-11,TRADER-0113,Commodity,OIL,Buy,632.6556933740918,13205.497463401953,905392.6115128314,258.7245559510184,22193.669284627606,20,2.2480747087929966
TRADE-00000692,2023-05-02,TRADER-0152,Crypto,OIL,Sell,353.1868747568381,12175.223366331056,188122.4628467349,727.0089084202773,27879.02539813475,2,2.437632294109756
TRADE-00000693,2022-02-02,TRADER-0002,Forex,GOLD,Buy,214.04180588808805,35740.6659321721,314773.80167683226,663.2277585005684,30639.41531720339,20,86.19701592811367
TRADE-00000694,2023-08-13,TRADER-0198,Forex,OIL,Sell,988.3222833266531,44477.333370957596,217895.41357002282,677.5636388778343,23762.124273215813,20,9.562788931983098
TRADE-00000695,2021-11-01,TRADER-0172,Bond,OIL,Buy,890.4706512027881,26798.202143680675,890000.5299485083,308.23643919123447,18122.59068993179,2,1.1207164210190808
TRADE-00000696,2022-07-23,TRADER-0050,Stock,,Buy,367.5938266974315,15944.036052327709,289306.9386605075,700.2342447346857,30744.83787403135,1,5.52834424015348
TRADE-00000697,2022-02-23,TRADER-0174,Forex,BTC,Sell,20.039102031312115,43217.87360288242,52617.26001385813,117.90820633142063,37709.962158809365,20,5.6298736250429
TRADE-00000698,2023-03-13,TRADER-0121,Forex,GOLD,Buy,231.89177290557075,47519.71464622447,483292.0787387247,560.6241872755172,43476.61808291988,2,1.821623298401136
TRADE-00000699,2020-08-26,TRADER-0072,Stock,AAPL,Buy,,31700.261541233456,762524.0643528878,165.90840576823362,9463.095704914427,20,3.885918162812916
TRADE-00000700,2021-01-26,TRADER-0182,Commodity,GOLD,Buy,91.0431065982587,7360.753062353606,919432.0944415684,574.5720164804102,40498.037163556444,10,6.34689128792303
TRADE-00000701,2020-08-24,TRADER-0136,Stock,AAPL,,775.5736449375038,3730.64983957939,354455.70743037196,283.59412266384356,19244.05472338171,10,6.35476102110342
TRADE-00000702,2020-12-23,TRADER-0073,Forex,GOLD,Buy,473.61935058084697,27385.66730733352,843317.8275553951,122.38031927976478,27285.639909810474,1,6.491388092163968
TRADE-00000703,2021-03-12,TRADER-0029,Stock,BTC,Buy,602.7320719731044,19060.94219943092,569033.6507518835,908.2158839468655,48785.73605978517,10,7.0314065942683905
TRADE-00000704,2023-08-12,TRADER-0096,Commodity,ETH,Buy,867.3423823301735,45856.13226803231,876322.9346368958,850.1581627007223,46000.81487526553,2,5.850415529242054
TRADE-00000705,2023-01-03,TRADER-0081,Stock,AAPL,Buy,707.3527113089143,40833.805028415205,771901.3175558073,858.7071857665508,4348.979482002398,2,9.196853183479037
TRADE-00000706,2022-12-19,TRADER-0110,Crypto,GOOGL,Buy,27.167898881949593,12166.929105205078,857576.3469413453,233.49980327745334,-7433.092530755388,2,1.4588910630402705
TRADE-00000707,2021-02-01,TRADER-0159,Bond,BTC,Buy,573.1444165026688,30808.187531081025,952142.4310061046,387.63722390385345,37945.929324232326,5,8.342848507157381
TRADE-00000708,2021-07-22,TRADER-0173,Forex,ETH,Sell,770.7525525614171,4015.9560758402317,552858.6351208297,403.05045927311266,44597.605830979206,1,9.932199956399726
TRADE-00000709,2021-05-20,TRADER-0104,Bond,AAPL,Sell,401.6057631580269,26436.369624209867,766988.2725816404,941.4706712266413,344.56883542596916,5,1.056180899601053
TRADE-00000710,2021-04-07,TRADER-0040,Forex,AAPL, Sell ,480.725762182164,34937.485466234044,797721.147904431,246.52719188682727,-1303.1263470984813,2,7.529855111875332
TRADE-00000711,2023-02-19,TRADER-0088,Commodity,OIL,Buy,896.7603374971162,49053.884131552746,717295.893116587,106.49066763080872,-9087.672138269716,1,4.865479586329413
TRADE-00000712,2021-06-16,TRADER-0069,Bond,GOLD,,,6828.46589026645,466139.10615263635,216.0747448944529,481.0086334202042,20,6.680369909127488
TRADE-00000713,2023-08-05,TRADER-0095,Crypto,GOLD,Sell,3.5756628625388966,10807.161853273465,94797.7732609537,529.2030383267557,37112.45399323691,1,5.434059118708946
TRADE-00000714,2021-09-12,TRADER-0164,Crypto,OIL,Sell,415.77185933502165,31169.70686805408,359064.33551638445,642.0752372648268,44102.76403620507,5,8.223279393284834
TRADE-00000715,2021-05-03,TRADER-0003,Crypto,BTC,Sell,387.30896806589664,33226.56603463857,607402.1035674944,264.494643722612,21106.956317743778,1,2.894625275983515
TRADE-00000716,2023-12-20,TRADER-0196,Bond,BTC,Sell,564.3816957086138,4516.446775364829,378251.4435204176,952.2621733459395,24748.071331669824,10,6.956461483147477
TRADE-00000717,2020-07-29,TRADER-0137,Commodity,GOOGL,Sell,892.292155226173,46596.390814982005,993969.7013849718,705.4443073026954,44065.56442401562,20,6.570132155517831
TRADE-00000718,2023-07-16,TRADER-0005,,ETH,Sell,886.6350169415437,28877.50831925126,954078.3544210647,398.5007856094016,-8467.037646317433,1,4.442903303073258
TRADE-00000719,2023-10-04,TRADER-0019,Forex,GOOGL,Buy,65.46384014657762,47533.54625628538,102602.3083266608,236.37607065654586,22741.966184412322,2,4.5748104216111205
TRADE-00000720,2022-05-20,TRADER-0023,Forex,OIL,Buy,945.5726701861176,24382.587292062915,754728.11190592,374.93297162390695,-7133.084549710422,1,2.6240406317031417
