property_id,sale_date,city,area_sqft,bedrooms,bathrooms,age_years,price,price_per_sqft,furnishing,property_type,seller_type,near_metro,parking
PROP-002054,2022-04-03,Kolkata,1066,2,4.0,4,12114293.0,5247,Semi-Furnished,Apartment,Owner,1.0,1
PROP-002055,2019-07-29,Bangalore,3391,2,1.0,12,12817570.0,19782,Unfurnished,Villa,Builder,1.0,2
PROP-002056,2021-07-11,Chennai,2030,2,2.0,46,11146153.0,16623,Furnished,Villa,Owner,0.0,2
PROP-002057,2018-10-10,Chennai,1489,1,2.0,49,6188041.0,3136,Semi-Furnished,Plot,Builder,0.0,1
PROP-002058,2019-07-28,Mumbai,2099,4,4.0,17,6854630.0,12868,Semi-Furnished,Apartment,Owner,1.0,1
PROP-002059,2018-12-18,Mumbai,3047,3,3.0,43,15850709.0,14679,Furnished,Villa,Agent,1.0,0
PROP-002060,2022-11-09,Pune,4285,3,2.0,36,17838471.0,3183,Furnished,Office,Agent,0.0,0
PROP-002061,2020-09-01,Mumbai,4852,2,1.0,16,8716587.0,8699,Unfurnished,Office,Agent,1.0,1
PROP-002062,2022-02-21,Mumbai,3801,2,2.0,28,6946437.0,7221,Unfurnished,Plot,Agent,1.0,1
PROP-002063,2020-05-04,Kolkata,2428,4,3.0,10,10852437.0,9626,Semi-Furnished,Plot,Agent,0.0,0
PROP-002064,2020-03-02,Bangalore,4841,4,4.0,15,19153612.0,15094,Furnished,Plot,Builder,0.0,1
PROP-002065,2021-11-16,Delhi,4222,3,1.0,39,19984212.0,14128,Semi-Furnished,Apartment,Owner,1.0,1
PROP-002066,2020-01-11,Bangalore,750,4,1.0,12,11492412.0,6007,Furnished,Office,Agent,1.0,2
PROP-002067,2018-12-24,Kolkata,1806,1,3.0,22,2340938.0,4097,Furnished,Villa,Owner,1.0,1
PROP-002068,2020-02-21,Mumbai,4006,2,1.0,26,18324495.0,7691,Semi-Furnished,Apartment,Owner,1.0,0
PROP-002069,2020-12-31,Bangalore,4842,3,3.0,45,3737984.0,13335,Furnished,Villa,Owner,1.0,1
PROP-002070,2018-08-28,Delhi,4384,1,3.0,32,13840762.0,15763,Semi-Furnished,Plot,Agent,0.0,2
PROP-002071,2020-01-11,Bangalore,3272,3,1.0,18,8607523.0,6062,Furnished,Office,Owner,1.0,2
PROP-002072,2021-09-11,Pune,4597,4,2.0,20,10578819.0,18250,Furnished,Apartment,Builder,1.0,0
PROP-002073,2021-12-19,Chennai,4076,1,,38,9650659.0,13530,Furnished,Office,Agent,1.0,0
PROP-002074,2021-06-15,Bangalore,3954,1,4.0,10,3732042.0,12690,Furnished,Office,Agent,0.0,1
PROP-002075,2019-10-08,Chennai,2708,1,2.0,31,15345597.0,10304,Semi-Furnished,Plot,Builder,0.0,2
PROP-002076,2020-09-19,Bangalore,3559,5,3.0,9,8519741.0,7667,Semi-Furnished,Office,Builder,0.0,1
PROP-002077,2022-07-22,Bangalore,1317,4,3.0,46,2425767.0,16596,Semi-Furnished,Apartment,Agent,0.0,1
PROP-002078,2022-09-03,Mumbai,4122,2,4.0,19,3390104.0,7017,Unfurnished,Apartment,Agent,1.0,0
PROP-002079,2021-10-09,Delhi,2921,3,2.0,27,17013003.0,9999,Semi-Furnished,Plot,Agent,1.0,0
PROP-002080,2023-03-11,Pune,1837,5,2.0,42,16509138.0,7919,Furnished,Apartment,Agent,1.0,2
PROP-002081,2019-09-01,Kolkata,3885,3,4.0,4,16851217.0,10436,Semi-Furnished,Plot,Agent,1.0,1
PROP-002082,2021-11-02,Pune,3789,5,2.0,8,12802491.0,16695,Unfurnished,Villa,Agent,1.0,0
PROP-002083,2022-02-26,Pune,3092,5,3.0,4,6654790.0,6671,Semi-Furnished,Plot,Owner,0.0,0
PROP-002084,2018-03-02,Chennai,4376,2,2.0,30,18906979.0,6568,Unfurnished,Apartment,Owner,0.0,1
PROP-002085,2022-04-18,Mumbai,1496,1,1.0,25,7873807.0,5133,Furnished,Office,Builder,,1
PROP-002086,2020-11-02,Kolkata,658,3,1.0,32,7794670.0,18849,Semi-Furnished,Plot,Owner,1.0,1
PROP-002087,2022-12-07,Kolkata,4126,4,3.0,43,10907528.0,3978,Unfurnished,Villa,Builder,1.0,0
PROP-002088,2019-08-24,Bangalore,2637,5,2.0,20,16385698.0,8271,Furnished,Plot,Builder,0.0,2
PROP-002089,2021-12-20,Pune,4695,1,1.0,17,4997993.0,13752,Semi-Furnished,Apartment,Owner,1.0,2
PROP-002090,2021-04-11,Delhi,905,1,4.0,34,9673040.0,4451,Unfurnished,Apartment,Builder,0.0,2
PROP-002091,2020-04-28,Kolkata,2401,1,4.0,24,10460188.0,7097,Furnished,Villa,Owner,1.0,0
PROP-002092,2018-12-26,Pune,2086,5,3.0,29,-5431674.0,16505,Furnished,Apartment,Owner,1.0,1
PROP-002093,2021-04-19,Delhi,3403,5,3.0,33,3827181.0,13964,Semi-Furnished,Office,Owner,0.0,1
PROP-002094,2023-02-03,Bangalore,855,5,4.0,34,14681739.0,8301,Unfurnished,Apartment,Agent,0.0,0
PROP-002095,2018-01-11,Kolkata,3642,2,4.0,6,7010665.0,7877,Furnished,Office,Builder,0.0,0
PROP-002096,2018-11-05,Kolkata,2068,3,1.0,8,10675349.0,7975,Semi-Furnished,Plot,Owner,0.0,1
PROP-002097,2019-05-26,Delhi,4253,4,4.0,12,12661863.0,15441,Furnished,Office,Agent,0.0,2
PROP-002098,2020-04-09,Delhi,544,4,2.0,32,19900954.0,3229,Furnished,Apartment,Owner,0.0,0
PROP-002099,2019-11-09,Delhi,1071,3,4.0,14,11777858.0,12773,Furnished,Plot,Builder,0.0,0
PROP-002100,2018-07-15,Bangalore,4835,5,3.0,36,2611863.0,9738,Semi-Furnished,Office,Agent,0.0,2
PROP-002101,2022-01-23,Mumbai,3949,4,2.0,46,13433701.0,11382,Semi-Furnished,Office,Owner,0.0,2
PROP-002102,2021-01-14,Chennai,1248,2,4.0,-19,10901191.0,13339,Furnished,Office,Builder,1.0,1
PROP-002103,2023-02-13,Kolkata,915,1,1.0,47,14459967.0,17976,Furnished,Office,Builder,1.0,2
PROP-002104,2023-05-16,Bangalore,893,4,4.0,45,13089665.0,8889,Unfurnished,Office,Builder,0.0,1
PROP-002105,2021-03-20,Delhi,775,1,1.0,30,19244419.0,6347,Furnished,Office,Agent,0.0,1
PROP-002106,2019-05-06,Bangalore,2684,4,4.0,49,13994357.0,9984,Furnished,Office,Agent,0.0,1
PROP-002107,2020-10-08,Chennai,1527,5,2.0,48,3219088.0,15272,Semi-Furnished,Office,Owner,0.0,1
PROP-002108,2022-11-21,Pune,3943,3,3.0,35,,7156,Semi-Furnished,Plot,Builder,1.0,2
PROP-002109,2023-03-19,Pune,3765,1,2.0,25,9640025.0,13325,Semi-Furnished,Office,Builder,,1
PROP-002110,2021-03-08,Bangalore,3610,1,2.0,14,11036457.0,3485,Furnished,Villa,Builder,0.0,1
,2018-02-28,Bangalore,1440,2,2.0,36,6857983.0,8055,Furnished,Plot,Owner,0.0,1
PROP-002112,2022-06-23,Mumbai,3912,1,2.0,41,17776162.0,3640,Unfurnished,Plot,Agent,0.0,2
PROP-002113,2018-01-25,Delhi,3153,3,3.0,1,13360238.0,8014,Semi-Furnished,Villa,Agent,0.0,2
PROP-002114,2023-04-29,Mumbai,3439,4,4.0,18,14108766.0,11749,Unfurnished,Apartment,Owner,0.0,1
PROP-002115,2022-04-03,Kolkata,1010,4,2.0,42,2255245.0,16764,Unfurnished,Apartment,Owner,0.0,0
PROP-002116,2023-01-24,Mumbai,2418,4,1.0,7,4838520.0,11018,Semi-Furnished,Plot,Agent,0.0,1
PROP-002117,2018-06-29,Bangalore,1747,5,3.0,5,8359610.0,7137,Unfurnished,Office,Agent,0.0,2
PROP-002118,2019-10-16,Bangalore,1373,2,2.0,17,2592709.0,10345,Semi-Furnished,Office,Builder,0.0,1
PROP-002119,2021-10-01,Kolkata,3953,3,2.0,19,11620364.0,8576,Unfurnished,Apartment,Agent,1.0,0
PROP-002120,2019-01-11,Chennai,2413,1,1.0,0,3838565.0,19503,Unfurnished,Office,Owner,1.0,0
PROP-002121,2020-08-03,Bangalore,2338,2,3.0,34,6907451.0,14620,Unfurnished,Villa,Agent,1.0,0
PROP-002122,2020-08-28,Kolkata,2237,3,1.0,42,13691457.0,16992,Unfurnished,Apartment,Builder,1.0,1
PROP-002123,2019-01-30,Bangalore,1670,3,3.0,32,14585882.0,5244,Semi-Furnished,Villa,Builder,,0
PROP-002124,2018-12-10,Pune,2263,3,2.0,47,2181886.0,9466,Unfurnished,Villa,Owner,1.0,1
PROP-002125,2022-03-21,Chennai,3862,3,2.0,40,10971316.0,7467,Furnished,Plot,Agent,1.0,1
PROP-002126,2018-08-24,Pune,795,2,2.0,21,10340072.0,3369,Unfurnished,Office,Builder,0.0,0
PROP-002127,2022-02-17,Mumbai,3702,1,2.0,43,7610540.0,10794,Semi-Furnished,Apartment,Agent,1.0,2
PROP-002128,2021-02-17,Delhi,3618,5,4.0,48,3401239.0,10068,Furnished,Office,Owner,1.0,1
PROP-002129,2020-01-23,Mumbai,2175,5,1.0,45,5342230.0,15901,Semi-Furnished,Office,Builder,1.0,1
PROP-002130,2022-03-27,Delhi,2049,4,2.0,47,10209972.0,6098,Furnished,Villa,Builder,1.0,0
PROP-002131,2018-05-05,Mumbai,4696,4,4.0,6,4946269.0,9563,Unfurnished,Office,Builder,1.0,2
PROP-002132,2018-07-15,Chennai,2470,3,3.0,2,15452345.0,4766,Unfurnished,Apartment,Owner,0.0,2
PROP-002133,2018-12-09,Delhi,545,3,4.0,39,9656402.0,11496,Semi-Furnished,Plot,Builder,0.0,0
PROP-002134,2022-12-19,Chennai,832,2,2.0,21,5340561.0,10308,Furnished,Office,Builder,1.0,0
PROP-002135,2020-04-03,Kolkata,3436,4,4.0,21,2563753.0,10604,Unfurnished,Office,Agent,1.0,2
PROP-002136,2020-10-21,Mumbai,4835,2,1.0,44,6087098.0,18762,Unfurnished,Apartment,Agent,1.0,1
PROP-002137,2019-10-08,Chennai,688,5,4.0,18,15467727.0,11064,Semi-Furnished,Office,Owner,0.0,2
PROP-002138,2020-12-07,Delhi,1417,3,1.0,40,9616667.0,19416,Unfurnished,Plot,Builder,0.0,1
PROP-002139,2022-11-08,Kolkata,3603,1,1.0,37,8814449.0,13532,Semi-Furnished,Office,Builder,1.0,0
PROP-002140,2019-03-28,Kolkata,2682,2,1.0,2,19145035.0,11921,Unfurnished,Office,Builder,1.0,0
PROP-002141,2019-07-18,Delhi,4027,2,4.0,37,10103017.0,11071,Unfurnished,Plot,Owner,0.0,1
PROP-002142,2019-06-22,Bangalore,3447,5,4.0,39,15253401.0,13203,Furnished,Plot,Builder,1.0,0
PROP-002143,2022-03-29,Delhi,3195,4,2.0,35,5105524.0,8671,Semi-Furnished,Apartment,Builder,1.0,1
PROP-002144,2018-04-06,Mumbai,3473,4,2.0,11,8178072.0,16426,Semi-Furnished,Apartment,Builder,0.0,2
PROP-002145,2018-10-23,Mumbai,4035,5,,44,3340639.0,14109,Furnished,Villa, Agent ,1.0,2
PROP-002146,2020-10-08,Chennai,4992,1,1.0,3,11750330.0,10102,Semi-Furnished,Plot,Agent,0.0,1
PROP-002147,2019-12-28,Chennai,2542,2,2.0,19,17700016.0,8304,Unfurnished,Plot,Owner,,2
PROP-002148,2021-09-25,Kolkata,2379,2,4.0,30,10913089.0,14240,Semi-Furnished,Apartment,Owner,1.0,2
PROP-002149,2020-10-12,Delhi,2054,2,4.0,11,15663211.0,13065,Furnished,Plot,Owner,0.0,2
PROP-002150,2022-04-26,Mumbai,2117,4,3.0,11,5895440.0,6425,Unfurnished,Villa,Owner,1.0,2
PROP-002151,2019-05-05,Delhi,1485,2,1.0,0,18554326.0,15924,Furnished,Apartment,Builder,0.0,0
PROP-002152,2018-10-18,Mumbai,1442,2,1.0,18,2918208.0,17196,Unfurnished,Villa,Agent,1.0,2
PROP-002153,2020-06-11,Mumbai,1871,1,1.0,4,10260318.0,19504,Unfurnished,Plot,Builder,0.0,0
PROP-002154,2020-09-27,Chennai,4092,5,3.0,36,11477585.0,16687,Unfurnished,Plot,Builder,0.0,2
PROP-002155,2022-09-09,Bangalore,3877,2,2.0,48,18444582.0,19635,Semi-Furnished,Plot,Agent,1.0,1
PROP-002156,2022-06-21,Kolkata,1297,4,3.0,0,9391288.0,7587,Furnished,Plot,Builder,1.0,0
PROP-002157,2019-10-22,Chennai,2953,2,1.0,41,14353904.0,17139,Semi-Furnished,Apartment,Agent,1.0,0
PROP-002158,2022-08-24,Kolkata,719,4,4.0,16,11549754.0,12979,Unfurnished,Villa,Agent,0.0,0
PROP-002159,2019-08-20,Chennai,4775,5,2.0,31,5557093.0,18819,Semi-Furnished,Villa,Owner,1.0,1
PROP-002160,2018-09-07,Mumbai,3494,1,4.0,23,13451869.0,4463,Semi-Furnished,Plot,Builder,0.0,2
,2018-11-13,Kolkata,4400,2,,6,8012953.0,8727,Unfurnished,Office,Agent,1.0,0
PROP-002162,2018-06-16,Kolkata,581,3,1.0,3,9462207.0,10285,Semi-Furnished,Office,Builder,1.0,0
PROP-002163,2020-09-03,Pune,4244,1,3.0,48,11663260.0,6805,Unfurnished,Villa,Builder,1.0,1
PROP-002164,2022-05-16,Chennai,2447,4,1.0,18,12701206.0,7039,Furnished,Apartment,Owner,1.0,1
PROP-002165,2018-09-29,Chennai,2461,1,2.0,14,15779020.0,3346,Unfurnished,Apartment,Builder,1.0,0
PROP-002166,2023-05-23,Pune,2918,4,1.0,41,18696987.0,8886,Furnished,Villa,Owner,0.0,0
PROP-002167,2021-01-03,Chennai,1994,2,1.0,18,2234542.0,17931,Unfurnished,Villa,Owner,0.0,2
PROP-002168,2018-01-13,Pune,1252,2,3.0,47,8199141.0,15825,Furnished,Plot,Agent,0.0,1
PROP-002169,2021-03-03,Kolkata,4503,2,1.0,30,18343789.0,8325,Unfurnished,Office,Builder,1.0,2
PROP-002170,2021-03-20,Delhi,4912,3,3.0,22,4111832.0,12640,Semi-Furnished,Villa,Owner,1.0,2
PROP-002171,2022-10-14,Mumbai,1843,1,2.0,25,3205362.0,7094,Furnished,Office,Builder,0.0,2
PROP-002172,2020-11-20,Chennai,4589,4,3.0,28,16764453.0,4227,Unfurnished,Apartment,Builder,0.0,0
PROP-002173,2018-04-09,Pune,3000,5,2.0,43,4013156.0,19905,Semi-Furnished,Apartment,Agent,1.0,1
PROP-002174,2022-11-27,Bangalore,4909,4,4.0,42,17168972.0,10730,Furnished,Plot,Agent,1.0,1
PROP-002175,2021-03-06,Delhi,1002,4,2.0,25,4069579.0,3632,Furnished,Apartment,Owner,1.0,0
PROP-002176,2019-04-25,Delhi,1721,5,4.0,1,16612761.0,12592,Unfurnished,Apartment,Owner,,1
,2021-02-24,Delhi,2157,3,3.0,5,11812299.0,6141,Unfurnished,Apartment,Agent,1.0,1
PROP-002178,2018-11-10,Pune,4573,1,1.0,24,5908767.0,11418,Unfurnished,Plot,Agent,0.0,2
PROP-002179,2021-03-13,Pune,4575,3,3.0,17,6405352.0,13645,Unfurnished,Apartment,Owner,0.0,2
PROP-002180,2020-03-15,Mumbai,1411,4,3.0,26,3477612.0,9374,Semi-Furnished,Plot,Agent,1.0,1
PROP-002181,2020-10-17,Kolkata,2344,3,2.0,49,18542712.0,13261,Furnished,Villa,Agent,0.0,1
PROP-002182,2020-11-23,MUMBAI,3430,3,1.0,8,5227093.0,6960,Unfurnished,Plot,Agent,0.0,2
PROP-002183,2021-08-06,Kolkata,1963,4,1.0,38,,9738,Unfurnished,Villa,Builder,0.0,1
PROP-002184,2022-01-24,Bangalore,1015,4,,16,7605402.0,8228,Semi-Furnished,Office,Builder,0.0,2
PROP-002185,2018-07-05,Mumbai,3761,4,1.0,34,12242887.0,5871,Unfurnished,Office,Owner,0.0,1
PROP-002186,2019-09-15,Mumbai,1865,5,2.0,24,8981759.0,9598,Semi-Furnished,Apartment,Builder,1.0,2
PROP-002187,2023-02-23,Pune,3750,5,4.0,46,5307140.0,11681,Unfurnished,Plot,Owner,1.0,1
PROP-002188,2019-04-17,Pune,876,4,4.0,8,16823873.0,17298,Furnished,Villa,Agent,1.0,1
PROP-002189,2022-05-20,Bangalore,2255,1,1.0,44,13223748.0,10318,Furnished,Apartment,Agent,1.0,2
PROP-002190,2023-04-26,Delhi,3738,2,4.0,27,8450288.0,4651,Semi-Furnished,Office,Agent,1.0,0
PROP-002191,2022-05-09,Delhi,3944,4,2.0,8,13980645.0,13696,Semi-Furnished,Apartment,Builder,1.0,1
PROP-002192,2018-10-02,Pune,1549,1,4.0,29,2281973.0,18050,Semi-Furnished,Office,Builder,0.0,0
PROP-002193,2022-08-01,Chennai,3962,3,3.0,36,9946390.0,13146,Semi-Furnished,Plot,Builder,0.0,1
PROP-002194,2020-04-28,Chennai,4865,2,2.0,44,9486152.0,12581,Furnished,Plot,Agent,1.0,2
PROP-002195,2022-08-18,Pune,3753,3,3.0,14,13787117.0,4683,Unfurnished,Apartment,Agent,1.0,2
,2023-04-27,Pune,1616,2,3.0,20,16375621.0,15234,Furnished,Villa,Builder,,0
PROP-002197,2018-11-26,Kolkata,4762,1,2.0,24,2444377.0,14827,Furnished,Villa,Owner,0.0,2
PROP-002198,2022-08-19,Pune,1446,4,4.0,47,10296802.0,11013,Unfurnished,Office,Owner,1.0,0
PROP-002199,2020-03-18,Pune,834,5,2.0,17,12824783.0,8937,Semi-Furnished,Plot,Builder,1.0,0
PROP-002200,2018-09-22,Kolkata,584,1,3.0,43,5803063.0,4227,Furnished,Office,Agent,1.0,1
PROP-002201,2020-06-04,Mumbai,1094,4,1.0,35,13803739.0,8616,Furnished,Apartment,Agent,0.0,2
PROP-002202,2018-02-19,Delhi,1005,4,4.0,11,3756639.0,16963,Furnished,Plot,Owner,1.0,2
PROP-002203,2020-01-24,Mumbai,2422,3,4.0,49,6609641.0,13625,Furnished,Apartment,Agent,1.0,1
PROP-002204,2018-01-26,Bangalore,794,2,4.0,6,5125536.0,3012,Semi-Furnished,Apartment,Owner,0.0,0
PROP-002205,2022-01-07,Delhi,3886,4,4.0,16,13110956.0,12039,Semi-Furnished,Office,Agent,1.0,1
PROP-002206,2022-11-10,Bangalore,1025,2,3.0,5,18433661.0,14945,Furnished,Apartment,Agent,1.0,0
PROP-002207,2021-06-24,Chennai,2282,5,3.0,27,15474297.0,6822,Semi-Furnished,Apartment,Owner,0.0,1
PROP-002208,2019-04-01,Kolkata,2820,2,3.0,21,11023590.0,10937,Semi-Furnished,Villa,Agent,0.0,0
PROP-002209,2021-02-15,Delhi,1926,1,1.0,5,12244463.0,16273,Semi-Furnished,Plot,Owner,0.0,1
PROP-002210,2018-12-10,Chennai,3249,2,4.0,17,14208735.0,6489,Unfurnished,Plot,Agent,1.0,1
PROP-002211,2020-09-10,Kolkata,1702,2,2.0,29,13107162.0,5273,Furnished,Apartment,Builder,1.0,1
PROP-002212,2019-02-17,Bangalore,2457,2,2.0,14,9071768.0,19415,Unfurnished,Plot,Builder,,0
PROP-002213,2018-01-03,Chennai,2028,4,3.0,39,3279446.0,19537,Semi-Furnished,Plot,Builder,1.0,2
PROP-002214,2020-02-19,Chennai,1464,3,3.0,33,6737674.0,13312,Furnished,Apartment,Agent,1.0,2
PROP-002215,2023-03-23,Bangalore,2056,2,3.0,20,9057381.0,14637,Furnished,Apartment,Owner,0.0,2
PROP-002216,2020-01-24,Mumbai,1370,2,2.0,43,11591887.0,16716,Furnished,Office,Builder,0.0,1
PROP-002217,2018-04-21,Mumbai,955,5,2.0,11,4756126.0,7184,Semi-Furnished,Villa,Builder,1.0,2
PROP-002218,2019-06-23,Chennai,2547,1,3.0,12,19965789.0,4731,Furnished,Office,Owner,1.0,0
PROP-002219,2019-11-25,Bangalore,1667,2,4.0,12,9149124.0,15770,Furnished,Plot,Owner,0.0,1
PROP-002220,2022-08-27,Chennai,2668,3,2.0,24,15732729.0,10481,Unfurnished,Plot,Agent,1.0,2
PROP-002221,2018-09-14,Mumbai,3642,3,1.0,1,18195799.0,13447,Unfurnished,Villa,Agent,1.0,0
PROP-002222,2018-05-25,Kolkata,4587,5,4.0,20,8863187.0,9067,Unfurnished,Office,Agent,1.0,0
PROP-002223,2019-11-02,Mumbai,3557,1,3.0,28,16080514.0,8563,Furnished,Apartment,Owner,1.0,1
PROP-002224,2022-06-23,Bangalore,714,2,1.0,30,10314958.0,19769,Semi-Furnished,Villa,Builder,0.0,2
PROP-002225,2019-01-13,Pune,4051,4,2.0,11,17487923.0,17697,Semi-Furnished,Office,Owner,0.0,2
PROP-002226,2021-11-27,Pune,4005,1,3.0,32,9670583.0,5108,Semi-Furnished,Villa,Agent,1.0,1
PROP-002227,2019-07-20,Chennai,2949,2,1.0,47,2117242.0,11783,Unfurnished,Plot,Agent,1.0,1
PROP-002228,2020-07-26,Kolkata,3485,1,3.0,6,17502630.0,16536,Furnished,Office,Agent,1.0,0
PROP-002229,2019-04-30,Mumbai,1670,1,3.0,2,15082608.0,18613,Unfurnished,Villa,Builder,,0
PROP-002230,2018-06-20,Mumbai,2495,1,1.0,14,13196709.0,17037,Semi-Furnished,Apartment,Owner,1.0,2
PROP-002231,2022-12-02,Chennai,1670,3,2.0,1,10268295.0,5741,Unfurnished,Apartment,Builder,0.0,2
PROP-002232,2020-02-27,Delhi,4586,3,4.0,26,17433253.0,16640,Semi-Furnished,Villa,Builder,0.0,2
PROP-002233,2021-03-31,Delhi,582,4,1.0,9,11098241.0,19306,Unfurnished,Villa,Builder,1.0,1
PROP-002234,2019-03-31,Bangalore,2150,5,2.0,37,9046758.0,18036,Semi-Furnished,Apartment,Agent,0.0,1
PROP-002235,2023-04-25,Bangalore,4207,5,4.0,17,19761679.0,3618,Unfurnished,Villa,Builder,0.0,2
PROP-002236,2018-01-02,Kolkata,2370,1,3.0,14,9985975.0,8970,Furnished,Villa,Builder,0.0,0
PROP-002237,2020-03-08,Mumbai,2433,1,2.0,45,15452955.0,11955,Furnished,Villa,Agent,0.0,1
PROP-002238,2018-02-21,Delhi,4019,4,3.0,22,17010178.0,13037,Furnished,Apartment,Builder,1.0,2
,2018-10-08,Bangalore,1333,1,2.0,9,18465938.0,11618,Unfurnished,Office,Owner,1.0,0
PROP-002240,2018-09-10,Mumbai,1189,2,4.0,20,17023565.0,11195,Furnished,Office,Agent,1.0,1
PROP-002241,2020-02-26,Pune,3470,4,1.0,34,19274816.0,16575,Unfurnished,Plot,Owner,1.0,2
PROP-002242,2021-03-19,Chennai,2918,5,3.0,39,10313939.0,18938,Semi-Furnished,Plot,Agent,1.0,1
PROP-002243,2022-09-20,Pune,4827,3,1.0,37,17413065.0,3724,Unfurnished,Villa,Builder,0.0,1
PROP-002244,2021-02-20,Delhi,2616,2,,21,6400144.0,7293,Unfurnished,Plot,Owner,0.0,2
PROP-002245,2020-03-27,Pune,2673,3,1.0,12,16438982.0,7576,Unfurnished,Plot,Owner,0.0,1
PROP-002246,2023-01-21,Chennai,4400,3,2.0,28,17926425.0,6858,Unfurnished,Apartment,Agent,0.0,0
PROP-002247,2018-04-10,Chennai,1847,5,4.0,31,11526893.0,3083,Unfurnished,Office,Agent,0.0,2
PROP-002248,2022-07-16,Bangalore,1534,4,4.0,14,10276782.0,8386,Unfurnished,Plot,Agent,0.0,0
PROP-002249,2023-02-26,Mumbai,4201,2,1.0,9,12191331.0,17417,Unfurnished,Plot,Builder,0.0,2
PROP-002250,2021-03-05,Kolkata,1686,4,2.0,32,6377255.0,16031,Furnished,Apartment,Agent,1.0,0
PROP-002251,2018-11-15,Pune,4914,2,1.0,3,4785497.0,18183,Furnished,Plot,Agent,0.0,0
PROP-002252,2020-11-06,Kolkata,893,4,4.0,1,17309192.0,14772,Unfurnished,Plot,Owner,1.0,0
PROP-002253,2018-11-02,Kolkata,590,3,2.0,22,2587962.0,6841,Furnished,Apartment,Agent,1.0,0
PROP-002254,2022-04-05,Pune,3721,1,3.0,28,,5396,Semi-Furnished,Office,Owner,1.0,1
PROP-002255,2021-10-29,Pune,889,1,4.0,47,19126978.0,13240,Unfurnished,Villa,Builder,0.0,2
PROP-002256,2020-05-06,Pune,1106,1,4.0,23,3106754.0,4490,Unfurnished,Plot,Owner,1.0,1
PROP-002257,2022-04-21,Bangalore,1394,3,4.0,15,8254425.0,4458,Semi-Furnished,Apartment,Builder,0.0,2
PROP-002258,2022-11-06,Delhi,2655,3,3.0,43,2125257.0,16492,Unfurnished,Office,Owner,0.0,2
PROP-002259,2019-11-02,Pune,1212,2,4.0,16,9725703.0,14972,Unfurnished,Plot,Agent,1.0,2
PROP-002260,2019-04-06,Bangalore,1661,3,4.0,12,5361013.0,3352,Semi-Furnished,Plot,Owner,0.0,0
PROP-002261,2021-08-10,Pune,775,4,2.0,33,6895599.0,16147,Semi-Furnished,Apartment,Builder,1.0,1
PROP-002262,2019-01-10,Bangalore,2918,2,4.0,38,7109710.0,19889,Furnished,Office,Agent,1.0,0
PROP-002263,2018-01-13,Pune,3588,1,2.0,28,2263623.0,6465,Semi-Furnished,Office,Owner,1.0,1
PROP-002264,2022-12-08,Bangalore,1739,5,3.0,9,7175753.0,12441,Semi-Furnished,Office,Owner,0.0,2
PROP-002265,2020-07-15,Bangalore,2236,4,4.0,15,3448152.0,18262,Furnished,Villa,Builder,0.0,2
PROP-002266,2021-06-14,Kolkata,3106,5,3.0,37,8362794.0,3656,Unfurnished,Office,Owner,0.0,1
PROP-002267,2023-01-06,Chennai,3006,3,4.0,32,19306553.0,3916,Semi-Furnished,Apartment,Builder,0.0,0
PROP-002268,2019-01-12,Pune,1991,3,1.0,3,2312827.0,17160,Semi-Furnished,Office,Owner,1.0,0
PROP-002269,2019-04-09,Chennai,2185,4,3.0,33,15031793.0,13598,Unfurnished,Apartment,Agent,0.0,2
PROP-002270,2020-01-18,Delhi,1245,4,3.0,11,9485899.0,10460,Furnished,Plot,Builder,0.0,1
PROP-002271,2021-11-16,Kolkata,1697,2,3.0,28,17811540.0,7585,Furnished,Office,Builder,0.0,0
PROP-002272,2019-01-17,Bangalore,1143,5,2.0,14,5755177.0,19638,Furnished,Apartment,Builder,1.0,1
PROP-002273,2020-01-11,Bangalore,3002,1,2.0,7,10276136.0,19582,Semi-Furnished,Villa,Agent,0.0,1
PROP-002274,2020-10-03,Delhi,2091,5,4.0,45,6533384.0,7147,Semi-Furnished,Villa,Owner,1.0,2
PROP-002275,2018-02-18,Mumbai,4271,2,3.0,16,16776157.0,12668,Unfurnished,Office,Agent,1.0,0
PROP-002276,2022-10-02,Bangalore,2883,2,1.0,22,4256896.0,16806,Semi-Furnished,Plot,Builder,1.0,0
PROP-002277,2021-05-01,Bangalore,1385,1,2.0,47,17637985.0,4784,Unfurnished,Office,Owner,0.0,2
PROP-002278,2023-01-22,Delhi,4662,1,3.0,7,7145343.0,15300,Unfurnished,Apartment,Owner,0.0,0
PROP-002279,2018-04-26,Pune,4092,2,4.0,38,10366891.0,15993,Unfurnished,Plot,Owner,1.0,2
PROP-002280,2020-03-13,Delhi,2689,4,3.0,46,5282256.0,16459,Furnished,Plot,Builder,1.0,1
PROP-002281,2019-10-13,Pune,1469,4,4.0,0,11207430.0,17414,Unfurnished,Office,Builder,0.0,1
PROP-002282,2022-06-12,Kolkata,834,3,,14,,14621,Semi-Furnished,Plot,Builder,,1
PROP-002283,2021-05-01,Delhi,3101,3,3.0,15,6463034.0,9222,Semi-Furnished,Apartment,Agent,,2
PROP-002284,2020-10-26,Bangalore,686,5,4.0,32,14478986.0,18600,Semi-Furnished,Villa,Agent,0.0,2
PROP-002285,2021-10-28,Pune,4727,2,4.0,12,19229054.0,16052,Furnished,Plot,Builder,0.0,1
