sku,product_name,category,warehouse,stock_date,stock_qty,reorder_point,incoming_qty,outgoing_qty,unit_cost,stock_value,days_since_last_stock,is_low_stock,supplier
SKU-01721,Product_189,Electronics,WH-Chennai,2023-02-11,210,99,457.0,284,4612.0,282224,4,0,Supplier_28
SKU-00343,Product_98,Apparel,WH-Chennai,2023-11-01,962,58,410.0,411,3185.0,467300,45,1,Supplier_34
SKU-00666,Product_332,Grocery,WH-Bangalore,2023-01-08,68,70,384.0,229,4479.0,63345,36,1,Supplier_93
SKU-01265,Product_110,Electronics,WH-Bangalore,2023-11-16,620,70,20.0,297,1836.0,187316,14,1,Supplier_48
SKU-01779,Product_20,Electronics,WH-Bangalore,2023-11-11,924,68,277.0,51,1653.0,92780,3,1,Supplier_7
SKU-00897,Product_65,Home,WH-Bangalore,2023-11-10,592,34,372.0,443,956.0,132196,77,0,Supplier_42
SKU-00501,Product_452,Electronics,WH-Delhi,2023-12-09,859,27,162.0,484,,71106,870,1,
SKU-00013,Product_173,Home,WH-Bangalore,2023-02-16,567,43,118.0,426,3183.0,495771,50,1,Supplier_39
SKU-00910,Product_6,Books,WH-Bangalore,2023-05-15,484,42,278.0,467,494.0,49435,35,0,Supplier_40
SKU-00960,Product_131,Home,WH-Chennai,2023-07-06,548,61,59.0,280,349.0,207069,82,0,
SKU-00753,Product_257,Grocery,WH-Bangalore,2023-08-26,162,51,428.0,346,3638.0,277449,17,0,Supplier_51
SKU-01643,Product_426,Books,WH-Delhi,2023-08-18,661,30,19.0,142,4228.0,143820,50,0,Supplier_67
SKU-00501,Product_97,Electronics,WH-Delhi,2023-08-26,667,22,395.0,152,4620.0,285804,22,1,Supplier_85
SKU-00067,Product_489,Grocery,WH-Bangalore,2024-01-22,309,28,34.0,74,2734.0,368723,87,1,Supplier_22
SKU-00035,Product_227,Apparel,WH-Delhi,2023-08-16,66,10,387.0,171,3919.0,48421,2,0,Supplier_92
SKU-01430,Product_459,Books,WH-Bangalore,2023-10-25,579,26,293.0,179,3983.0,79596,54,0,Supplier_55
SKU-01127,Product_94,Grocery,WH-Mumbai,2023-09-20,397,69,465.0,407,3520.0,86127,63,1,Supplier_61
SKU-01748,Product_239,Apparel,WH-Mumbai,2023-08-11,412,11,,53,576.0,469366,83,1,Supplier_74
SKU-00934,Product_406,Home,WH-Chennai,2024-01-13,890,82,355.0,95,1825.0,373060,51,0,Supplier_46
SKU-00362,Product_157,Grocery,WH-Bangalore,2024-01-16,865,36,461.0,400,4976.0,192378,44,1,Supplier_99
SKU-01783,Product_275,Grocery,WH-Chennai,2024-01-22,600,45,361.0,305,2928.0,158776,80,0,Supplier_55
SKU-00434,Product_235,Books,WH-Bangalore,2023-02-28,498,71,30.0,404,4183.0,204934,67,1,Supplier_90
SKU-01329,Product_366,Home,WH-Mumbai,2024-01-28,788,25,288.0,240,4020.0,133270,86,0,Supplier_48
SKU-01272,Product_95,Grocery,WH-Chennai,2023-06-22,968,80,259.0,238,1351.0,474460,41,1,Supplier_57
SKU-01598,Product_297,Books,WH-Bangalore,2023-05-29,375,88,2690.0,238,325.0,101263,10,0,Supplier_29
SKU-01842,Product_320,Electronics,WH-Bangalore,2024-01-03,725,19,420.0,342,833.0,419520,23,1,Supplier_2
SKU-00008,Product_9,Apparel,WH-Chennai,2023-07-03,547,64,486.0,455,2959.0,353606,78,0,Supplier_39
SKU-01680,Product_495,Apparel,WH-Bangalore,2024-01-05,535,69,4470.0,89,2088.0,330896,75,0,Supplier_73
SKU-00319,Product_408,Home,WH-Chennai,2024-01-06,763,19,48.0,109,877.0,368790,9,1,Supplier_80
SKU-00719,Product_365,Grocery,WH-Delhi,2023-04-16,236,98,293.0,57,2626.0,332316,80,1,Supplier_91
SKU-00603,Product_494,Apparel,WH-Delhi,2023-04-02,838,31,262.0,296,3030.0,37109,41,1,Supplier_98
SKU-01722,Product_1,Books,WH-Delhi,2023-01-05,380,53,152.0,364,871.0,176141,65,1,
SKU-01885,Product_500,Home,WH-Chennai,2023-07-15,994,76,473.0,405,4891.0,409974,25,0,Supplier_69
SKU-01446,Product_65,Electronics,WH-Delhi,2023-09-13,766,40,139.0,354,1064.0,145711,46,0,Supplier_35
SKU-01461,Product_50,Grocery,WH-Chennai,2023-08-03,722,69,306.0,104,2837.0,277559,67,1,Supplier_17
SKU-00792,Product_411,Apparel,WH-Bangalore,2023-10-27,592,84,461.0,308,289.0,258310,7,0,Supplier_40
SKU-01836,Product_193,Apparel,WH-Chennai,2023-05-20,824,70,94.0,388,521.0,323797,41,1,Supplier_53
SKU-01146,Product_460,Electronics,WH-Bangalore,2023-07-15,648,11,418.0,47,457.0,81275,20,1,Supplier_94
SKU-01000,Product_194,Grocery,WH-Bangalore,2023-07-15,224,11,2.0,60,2834.0,275101,3,0,Supplier_83
SKU-00983,Product_375,Apparel,WH-Delhi,2023-02-13,936,99,135.0,103,4075.0,42812,63,0,Supplier_64
SKU-01103,Product_287,Grocery,WH-Delhi,2023-01-04,994,13,334.0,8,1329.0,402919,31,0,Supplier_86
SKU-00581,Product_454,Books,WH-Chennai,2023-05-07,805,47,387.0,190,4469.0,245987,5,0,Supplier_26
SKU-00307,Product_226,Grocery,WH-Chennai,2023-02-06,856,31,481.0,253,2089.0,57565,53,1,Supplier_67
SKU-00276,Product_446,Apparel,WH-Bangalore,2023-11-21,956,47,50.0,47,1202.0,390421,37,1,Supplier_42
SKU-01145,Product_453,Books,WH-Mumbai,2023-05-05,249,97,489.0,420,2542.0,-46852,23,0,Supplier_2
SKU-01717,Product_31,Apparel,WH-Mumbai,2023-11-11,8,89,493.0,129,3833.0,424240,9,0,Supplier_37
SKU-01461,Product_292,Electronics,WH-Mumbai,2023-10-30,284,90,106.0,478,4482.0,253450,46,1,Supplier_69
SKU-01422,Product_41,Books,WH-Chennai,2023-08-05,798,31,466.0,112,1264.0,221791,16,0,Supplier_21
SKU-01078,Product_273,Apparel,WH-Mumbai,2023-08-03,283,53,35.0,208,4364.0,240398,70,1,Supplier_90
SKU-01169,Product_450,Grocery,WH-Bangalore,2024-01-19,581,92,172.0,43,3752.0,224590,81,1,Supplier_22
SKU-01110,Product_437,Books,WH-Delhi,2024-01-28,0,10,244.0,197,1311.0,100315,71,0,
SKU-01367,Product_309,Home,WH-Bangalore,2023-03-29,325,67,354.0,423,4129.0,380587,17,0,Supplier_8
SKU-01878,Product_296,Apparel,WH-Chennai,2023-02-11,944,38,295.0,369,3036.0,216732,30,1,Supplier_97
SKU-01565,Product_266,Apparel,WH-Delhi,2023-04-29,880,18,48.0,28,2519.0,414600,37,0,Supplier_25
SKU-01463,Product_177,Apparel,WH-Mumbai,2024-01-26,483,94,168.0,3,4535.0,171116,43,1,Supplier_4
SKU-00967,Product_273,Home,WH-Chennai,2023-01-29,978,20,332.0,316,807.0,32302,5,0,Supplier_72
SKU-01563,Product_6,Electronics,WH-Bangalore,2023-07-07,929,50,382.0,441,1806.0,418948,28,0,Supplier_16
SKU-00314,Product_110,Apparel,WH-Delhi,2023-09-26,485,92,342.0,209,2302.0,245381,42,1,Supplier_75
SKU-00298,Product_218,Apparel,WH-Bangalore,2023-04-12,897,40,205.0,220,2792.0,140406,78,1,Supplier_56
SKU-01831,Product_108,Home,WH-Chennai,2023-03-05,770,69,91.0,315,4180.0,79927,36,1,Supplier_57
SKU-00026,Product_131,Books,WH-Chennai,2023-04-08,153,13,282.0,60,4560.0,197601,77,0,Supplier_30
SKU-00990,Product_500,Books,WH-Chennai,2024-01-17,990,48,42.0,49,1137.0,416214,80,1,Supplier_50
SKU-01010,Product_281,Grocery,WH-Mumbai,2023-11-18,308,47,342.0,235,2000.0,127057,35,0,Supplier_5
SKU-01104,Product_174,Electronics,WH-Mumbai,2023-12-25,8,30,132.0,98,3915.0,228806,71,1,Supplier_50
SKU-01046,Product_248,Apparel,WH-Chennai,2023-11-05,938,91,328.0,415,514.0,300875,85,1,Supplier_82
SKU-01572,Product_381,Grocery,WH-Mumbai,2023-09-08,288,19,105.0,421,62.0,344,18,0,Supplier_2
SKU-01430,Product_304,Apparel,WH-Chennai,2023-02-13,569,11,5.0,72,1784.0,414060,59,0,Supplier_20
SKU-00540,Product_334,Home,WH-Mumbai,2024-02-05,683,95,391.0,10,393.0,430871,51,1,Supplier_61
SKU-01071,Product_126,Apparel,WH-Mumbai,2024-01-30,757,97,446.0,153,3539.0,496851,13,1,Supplier_16
SKU-01733,Product_270,Home,WH-Bangalore,2023-09-06,762,25,,487,2263.0,89386,32,1,Supplier_48
SKU-00631,Product_407,Electronics,WH-Delhi,2023-11-01,831,94,329.0,236,4251.0,290053,13,1,Supplier_7
SKU-01054,Product_186,Grocery,WH-Mumbai,2023-10-12,937,12,85.0,245,4927.0,419273,69,0,Supplier_70
SKU-00064,Product_494,Books,WH-Delhi,2023-04-23,973,91,115.0,375,4257.0,72485,27,0,Supplier_37
SKU-01800,Product_243,Books,WH-Chennai,2023-03-24,983,98,443.0,126,2169.0,201309,46,1,Supplier_10
SKU-00074,Product_438,Grocery,WH-Chennai,2023-02-07,888,69,419.0,446,1223.0,72505,76,0,Supplier_57
SKU-00680,Product_469,Apparel,WH-Bangalore,2023-03-14,350,84,5.0,305,1107.0,267797,52,0,Supplier_70
SKU-01801,Product_426,Books,WH-Bangalore,2023-04-30,2,86,349.0,100,2695.0,334684,69,1,Supplier_90
SKU-01913,Product_107,Apparel,WH-Mumbai,2023-09-22,105,91,443.0,90,4906.0,441930,36,1,Supplier_31
SKU-01543,Product_494,Books,WH-Chennai,2023-03-15,946,41,465.0,67,4414.0,157526,9,0,Supplier_30
SKU-00669,Product_378,Home,WH-Bangalore,2023-08-23,129,57,329.0,32,21.0,295512,86,1,Supplier_35
SKU-00673,Product_205,Books,WH-Mumbai,2023-06-21,205,10,115.0,357,1167.0,176259,14,1,Supplier_1
SKU-01410,Product_274,Apparel,WH-Bangalore,2023-12-01,723,16,30.0,116,2762.0,387340,30,0,Supplier_65
SKU-00724,Product_294,Apparel,WH-Delhi,2023-02-07,956,47,487.0,282,1160.0,166667,590,1,Supplier_48
SKU-01707,Product_322,Home,WH-Bangalore,2023-01-07,801,93,444.0,497,1617.0,232881,16,0,Supplier_45
SKU-00756,Product_329,Home,WH-Chennai,2023-03-31,735,89,382.0,463,54.0,134756,45,0,Supplier_74
SKU-01595,Product_246,Grocery,WH-Delhi,2023-01-19,445,21,422.0,392,4854.0,387743,77,0,Supplier_86
SKU-00343,Product_20,Books,WH-Delhi,2023-11-11,287,87,71.0,481,815.0,295711,73,0,Supplier_95
SKU-00487,Product_188,Home,WH-Mumbai,2023-12-20,305,32,75.0,391,769.0,263003,28,0,Supplier_56
SKU-00642,Product_28,Home,WH-Chennai,2023-09-17,789,96,101.0,327,4002.0,168780,36,1,Supplier_25
SKU-01306,Product_81,Books,WH-Bangalore,2023-12-25,204,43,,24,851.0,433039,42,1,Supplier_49
SKU-00201,Product_153,Electronics,WH-Delhi,2023-04-23,489,30,183.0,208,236.0,229244,54,0,Supplier_88
SKU-01626,Product_445,Electronics,WH-Chennai,2023-01-19,40,76,129.0,232,4971.0,354182,72,1,Supplier_100
SKU-00123,Product_340,Books,WH-Chennai,2023-11-04,227,75,154.0,24,1984.0,444510,50,1,Supplier_65
SKU-01251,Product_346,Apparel,WH-Mumbai,2023-11-06,951,53,483.0,192,3434.0,413401,60,0,Supplier_12
SKU-01263,Product_118,Apparel,WH-Chennai,2023-07-17,155,38,187.0,406,3686.0,400253,52,1,Supplier_87
SKU-01558,Product_493,Books,WH-Mumbai,2023-12-09,391,84,26.0,26,1654.0,300168,11,0,
SKU-01531,Product_279,Books,WH-Delhi,2023-02-28,918,51,111.0,389,3699.0,482782,39,0,Supplier_78
SKU-00401,Product_204,Grocery,WH-Mumbai,2023-06-17,560,17,400.0,301,1077.0,5905,39,0,Supplier_68
SKU-01732,Product_214,Books,WH-Delhi,2023-06-03,806,47,404.0,475,2421.0,40414,79,0,Supplier_88
SKU-00916,Product_127,Home,WH-Chennai,2023-04-23,128,89,465.0,60,4756.0,378861,2,1,Supplier_94
SKU-01586,Product_73,Books,WH-Chennai,2023-08-02,209,93,435.0,75,519.0,437364,68,0,Supplier_87
SKU-00966,Product_228,Home,WH-Bangalore,2023-05-31,50,15,130.0,369,4775.0,67109,87,0,Supplier_38
SKU-00858,Product_459,Apparel,WH-Bangalore,2023-01-20,122,39,268.0,472,906.0,274334,87,0,Supplier_44
SKU-00523,Product_43,Home,WH-Mumbai,2023-08-13,588,59,124.0,485,478.0,993,31,0,Supplier_16
SKU-01208,Product_99,Home,WH-Mumbai,2024-01-30,193,21,304.0,202,1341.0,356774,20,1,Supplier_51
SKU-01734,Product_140,Books,WH-Mumbai,2023-08-12,498,91,107.0,124,4927.0,279122,19,1,Supplier_37
SKU-01897,Product_176,Apparel,WH-Delhi,2023-10-20,267,28,294.0,278,-588.0,303367,27,1,Supplier_90
SKU-01447,Product_33,Grocery,WH-Bangalore,2023-10-16,52,74,31.0,261,3951.0,435658,70,1,Supplier_85
SKU-01636,Product_325,Books,WH-Bangalore,2023-08-16,70,36,432.0,456,3804.0,194976,1,1,Supplier_42
SKU-00069,Product_442,Books,WH-Bangalore,2023-02-14,16,48,335.0,225,4358.0,138673,60,0,Supplier_47
SKU-01488,Product_404,Grocery,WH-Bangalore,2023-11-27,614,37,209.0,257,4658.0,263249,3,1,Supplier_36
SKU-00923,Product_24,Electronics,WH-Mumbai,2023-01-01,519,42,393.0,356,2653.0,449862,83,0,Supplier_33
SKU-01593,Product_450,Home,WH-Mumbai,2023-03-04,441,25,464.0,262,2357.0,471912,75,0,Supplier_23
SKU-00748,Product_343,Books,WH-Chennai,2023-05-30,668,14,249.0,339,4270.0,62785,83,1,Supplier_16
SKU-00918,Product_178,Home,WH-Mumbai,2023-08-02,485,32,217.0,421,2275.0,354650,88,0,Supplier_20
SKU-00578,Product_219,Home,WH-Mumbai,2023-04-19,940,65,207.0,132,3164.0,201467,15,0,Supplier_36
SKU-00347,Product_314,Electronics,WH-Chennai,2023-07-22,622,83,19.0,140,4396.0,154918,40,1,Supplier_17
SKU-01771,Product_195,Electronics,WH-Mumbai,2023-12-24,612,85,57.0,192,2234.0,180802,10,1,Supplier_12
SKU-01854,Product_314,Books,WH-Bangalore,2023-02-18,376,40,495.0,395,3411.0,375101,89,1,Supplier_98
SKU-01478,Product_169,Books,WH-Mumbai,2024-01-20,153,42,261.0,174,2441.0,260043,42,1,Supplier_9
SKU-01390,Product_98,Electronics,WH-Bangalore,2024-02-05,599,71,338.0,293,1776.0,471944,88,1,Supplier_61
SKU-00848,Product_45,Home,WH-Chennai,2023-08-19,205,35,344.0,260,595.0,233138,66,1,Supplier_68
SKU-01745,Product_41,Electronics,WH-Chennai,2023-03-27,527,12,291.0,33,2988.0,423404,12,1,Supplier_76
SKU-01915,Product_109,Electronics,WH-Mumbai,2023-05-17,338,35,482.0,403,3843.0,128487,29,0,Supplier_48
SKU-01275,Product_381,Home,WH-Bangalore,2023-08-27,239,98,,498,661.0,8705,78,0,Supplier_50
SKU-01444,Product_334, Apparel ,WH-Delhi,2023-10-06,18,95,40.0,274,1774.0,28956,40,0,Supplier_96
SKU-01476,Product_424,Apparel,WH-Chennai,2023-04-27,868,10,227.0,472,1416.0,339249,23,1,Supplier_3
SKU-01528,Product_383,Books,WH-Mumbai,2023-09-08,809,96,263.0,234,-2057.0,292261,65,1,Supplier_18
SKU-00427,Product_347,Apparel,WH-Bangalore,2024-01-10,733,83,145.0,388,3838.0,240475,79,1,Supplier_93
SKU-00469,Product_119,Grocery,WH-Chennai,2023-11-07,849,84,367.0,99,786.0,110086,86,1,Supplier_70
SKU-01087,Product_182,Books,WH-Delhi,2023-03-12,312,28,238.0,444,1819.0,38818,13,0,Supplier_97
SKU-01980,Product_51,Books,WH-Bangalore,2023-05-29,692,23,462.0,416,851.0,107876,84,1,Supplier_25
SKU-01805,Product_267,Grocery,WH-Delhi,2023-10-13,322,36,225.0,40,562.0,410287,44,1,Supplier_17
SKU-00094,Product_420,Home,WH-Delhi,2023-08-04,880,83,318.0,367,3180.0,35176,28,0,Supplier_79
SKU-00891,Product_219,Apparel,WH-Delhi,2023-03-15,808,20,176.0,124,4961.0,498914,50,1,Supplier_3
SKU-01252,Product_76,Apparel,WH-Delhi,2023-01-29,197,18,215.0,357,2450.0,453012,56,0,Supplier_72
SKU-01301,Product_25,Electronics,WH-Mumbai,2023-10-11,903,89,58.0,116,4075.0,297611,77,1,Supplier_90
SKU-01854,Product_60,Home,WH-Delhi,2023-03-22,761,44,191.0,138,2525.0,336735,15,0,Supplier_35
SKU-00352,Product_460,Books,WH-Delhi,2023-12-10,374,94,285.0,484,3125.0,98724,21,1,Supplier_76
SKU-00294,Product_15,Apparel,WH-Delhi,2023-12-10,644,74,473.0,411,4475.0,322214,42,1,Supplier_50
SKU-00263,Product_149,Electronics,WH-Chennai,2023-04-22,267,47,263.0,486,4490.0,104211,89,0,Supplier_97
SKU-00253,Product_479,APPAREL,WH-Mumbai,2023-06-26,477,91,459.0,421,2009.0,195929,85,1,Supplier_63
SKU-00853,Product_97,Apparel,WH-Chennai,2023-06-17,464,98,305.0,404,238.0,41700,42,0,
SKU-01679,Product_67,Home,WH-Mumbai,2023-04-25,970,15,404.0,439,558.0,37837,54,0,Supplier_28
SKU-01002,Product_179,Grocery,WH-Delhi,2023-02-01,-696,59,101.0,230,2258.0,21868,15,0,Supplier_33
SKU-00297,Product_220,Books,WH-Bangalore,2023-05-04,962,23,317.0,190,564.0,109506,19,0,Supplier_17
SKU-01851,Product_137,Home,WH-Delhi,2023-06-24,36,67,247.0,279,1417.0,81571,0,0,Supplier_39
SKU-00662,Product_140,Apparel,WH-Chennai,2024-01-03,707,85,214.0,96,479.0,453065,89,1,Supplier_65
SKU-01596,Product_249,Apparel,WH-Chennai,2023-09-09,143,24,251.0,427,3172.0,413576,22,1,Supplier_72
SKU-01757,Product_414,Apparel,WH-Delhi,2024-01-27,152,58,129.0,381,3344.0,375374,16,0,Supplier_24
SKU-01698,Product_407,Grocery,WH-Chennai,2023-01-10,464,21,64.0,16,3115.0,69392,24,0,Supplier_40
SKU-01828,Product_331,Home,WH-Chennai,2024-02-04,305,45,174.0,325,4581.0,86503,88,0,Supplier_17
SKU-01282,Product_14,Apparel,WH-Chennai,2023-12-26,665,93,409.0,118,1645.0,136814,36,1,Supplier_47
SKU-01473,Product_334,Home,WH-Mumbai,2023-07-28,151,42,293.0,161,4681.0,20684,55,0,Supplier_99
SKU-00590,Product_421,Home,WH-Bangalore,2023-11-19,459,18,480.0,52,4168.0,78284,26,1,Supplier_25
SKU-00002,Product_477,Home,WH-Chennai,2023-06-27,733,26,492.0,293,1445.0,113195,89,1,Supplier_4
SKU-01391,Product_288,Electronics,WH-Mumbai,2023-05-19,308,56,349.0,473,3857.0,289042,33,1,
SKU-01881,Product_381,Electronics,WH-Chennai,2023-11-30,279,42,284.0,423,1699.0,345102,76,0,Supplier_84
SKU-00003,Product_329,Apparel,WH-Chennai,2023-12-04,238,51,353.0,351,3989.0,284073,73,0,Supplier_52
SKU-01946,Product_367,Apparel,WH-Delhi,2023-06-05,568,93,435.0,182,1201.0,323791,86,0,Supplier_7
SKU-01628,Product_295,Books,WH-Mumbai,,399,12,479.0,367,3546.0,121183,10,0,Supplier_59
SKU-00088,Product_93,Electronics,WH-Mumbai,2023-11-27,12,76,400.0,63,628.0,329547,22,0,Supplier_85
SKU-01097,Product_153,Books,WH-Chennai,2023-02-11,96,32,155.0,437,4244.0,478715,35,0,Supplier_80
SKU-01330,Product_295,Home,WH-Mumbai,2023-03-13,33,73,2.0,163,781.0,40417,11,0,Supplier_84
SKU-01593,Product_204,Home,WH-Delhi,2023-03-12,49,43,333.0,411,2589.0,95017,68,1,Supplier_96
SKU-00119,Product_218,Home,WH-Chennai,2023-10-20,573,48,280.0,492,1793.0,426557,38,0,Supplier_7
SKU-01364,Product_63,Books,WH-Chennai,2023-10-16,436,86,227.0,245,1263.0,249839,83,1,Supplier_68
SKU-01291,Product_10,Books,WH-Delhi,2023-04-27,866,30,417.0,259,4160.0,404886,48,1,Supplier_34
SKU-01375,Product_300,Home,WH-Delhi,2024-01-13,845,81,,252,4332.0,336533,2,1,Supplier_38
SKU-00390,Product_391,Apparel,WH-Bangalore,,410,98,218.0,0,2035.0,23349,68,1,Supplier_68
SKU-01003,Product_180,Books,WH-Mumbai,2023-04-29,243,66,79.0,112,2124.0,276851,49,1,Supplier_89
SKU-01224,Product_421,Books,WH-Mumbai,2023-03-20,160,73,2320.0,497,1135.0,452771,51,1,Supplier_10
SKU-01658,Product_30,Home,WH-Chennai,2023-05-13,598,16,177.0,177,2554.0,259010,14,1,Supplier_44
SKU-01385,Product_90,Books,WH-Delhi,2023-01-30,350,43,279.0,168,356.0,83482,59,1,Supplier_71
SKU-00756,Product_46,Books,WH-Delhi,2024-01-08,544,27,298.0,284,1276.0,388674,58,0,Supplier_75
SKU-00712,Product_82,Books,WH-Delhi,,554,10,420.0,124,339.0,22412,23,0,Supplier_74
SKU-01970,Product_273,Apparel,WH-Chennai,2023-01-09,328,98,94.0,494,2157.0,475036,64,1,Supplier_16
SKU-01138,Product_449,Electronics,WH-Delhi,2023-10-30,390,37,486.0,101,4452.0,249334,81,0,Supplier_24
SKU-01918,Product_199,Electronics,WH-Bangalore,2023-07-12,353,25,399.0,196,2189.0,130863,35,0,Supplier_45
SKU-01893,Product_324,Books,WH-Bangalore,2023-03-24,570,43,259.0,310,2955.0,199300,0,0,Supplier_21
SKU-01482,Product_87,Home,WH-Bangalore,2023-08-21,468,66,3.0,183,2035.0,163259,76,0,Supplier_75
SKU-00243,Product_315,Books,WH-Delhi,2023-03-06,2,84,350.0,106,-4270.0,379417,17,1,Supplier_48
SKU-00241,Product_455,Electronics,WH-Bangalore,2023-11-21,6,29,381.0,114,2570.0,389930,7,1,Supplier_60
SKU-00006,Product_299,Books,WH-Chennai,2023-12-03,771,54,59.0,159,1660.0,423460,70,0,Supplier_74
SKU-00988,Product_31,Books,WH-Mumbai,2023-08-31,212,19,429.0,88,4133.0,370112,73,0,Supplier_99
SKU-00901,Product_208,Apparel,WH-Bangalore,2023-05-29,210,35,472.0,248,,394859,27,1,Supplier_7
SKU-01760,Product_494,Apparel,WH-Mumbai,2023-10-20,447,72,150.0,55,,478057,12,0,Supplier_27
SKU-00920,Product_28,Electronics,WH-Delhi,2023-01-03,195,40,421.0,105,2550.0,175288,17,0,Supplier_88
SKU-00631,Product_356,Grocery,WH-Mumbai,2023-09-07,340,77,423.0,369,1202.0,213982,31,1,Supplier_83
SKU-01039,Product_15,Books,WH-Delhi,2023-02-23,286,45,8.0,338,109.0,463683,84,1,Supplier_75
SKU-01996,Product_398,Grocery,WH-Chennai,2023-08-12,880,80,227.0,64,1928.0,99523,52,0,Supplier_50
SKU-00973,Product_329,Apparel,WH-Mumbai,2023-11-20,146,32,,1,866.0,204429,390,1,Supplier_96
SKU-00008,Product_417,Home,WH-Mumbai,2024-01-15,208,61,64.0,204,1755.0,488617,68,1,Supplier_16
SKU-00123,Product_272,Electronics,WH-Mumbai,2023-01-26,155,76,222.0,356,1176.0,142709,55,1,Supplier_71
SKU-00849,Product_254,Books,WH-Bangalore,2023-11-08,618,11,97.0,150,2596.0,254679,74,0,Supplier_37
SKU-00002,Product_471,Grocery,WH-Chennai,2023-03-04,881,81,87.0,190,3744.0,427446,28,0,Supplier_76
SKU-00475,Product_28,Grocery,WH-Mumbai,2023-12-07,577,51,399.0,245,3356.0,430520,5,0,Supplier_26
SKU-01759,Product_46,Apparel,WH-Delhi,2023-08-19,262,48,316.0,97,2134.0,32069,26,0,Supplier_22
SKU-00944,Product_90,Apparel,WH-Delhi,2023-10-04,221,79,228.0,403,71.0,97791,67,1,Supplier_56
SKU-01112,Product_351,Apparel,WH-Mumbai,2023-11-19,893,97,117.0,173,432.0,215490,76,0,Supplier_90
SKU-01294,Product_64,Home,WH-Mumbai,2023-01-01,280,69,358.0,447,3935.0,70846,82,0,Supplier_49
SKU-00174,Product_172,Grocery,WH-Bangalore,2023-06-13,983,84,174.0,242,3605.0,72786,80,0,Supplier_7
SKU-01959,Product_427,Grocery,WH-Delhi,2023-04-09,884,18,206.0,468,3696.0,226210,37,1,Supplier_61
SKU-01345,Product_345,Grocery,WH-Bangalore,2023-06-30,631,46,498.0,373,-1687.0,388950,48,1,Supplier_6
SKU-00267,Product_265,Books,WH-Bangalore,2023-04-16,337,78,460.0,61,2868.0,349175,78,0,Supplier_19
SKU-00825,Product_31,Home,WH-Bangalore,2023-06-14,55,19,116.0,357,2495.0,305020,47,1,Supplier_83
SKU-01791,Product_281,Grocery,WH-Mumbai,2023-08-25,858,60,370.0,378,148.0,22203,25,1,Supplier_39
SKU-00639,Product_462,Home,WH-Delhi,2023-06-19,861,97,174.0,471,1718.0,311285,71,1,Supplier_10
SKU-01018,Product_365,Apparel,WH-Delhi,2023-02-02,493,30,40.0,390,922.0,30082,23,1,Supplier_55
SKU-00266,Product_273,Books,WH-Mumbai,2023-04-21,974,48,,317,3424.0,24422,81,1,Supplier_10
SKU-01620,Product_18,Electronics,WH-Bangalore,2023-05-06,468,34,213.0,55,472.0,374611,87,1,Supplier_85
SKU-00535,Product_482,Electronics,WH-Mumbai,2023-04-20,451,56,352.0,70,485.0,105617,3,1,
SKU-01167,Product_378,Apparel,WH-Chennai,2023-04-26,595,22,353.0,189,4059.0,412051,40,1,Supplier_9
SKU-01473,Product_293,Books,WH-Delhi,2024-01-19,537,33,471.0,396,283.0,125860,60,1,Supplier_26
SKU-01761,Product_260,Home,WH-Chennai,2023-12-28,55,90,358.0,44,2232.0,325485,170,1,Supplier_17
SKU-01348,Product_408,Grocery,WH-Mumbai,2023-05-24,98,45,122.0,423,409.0,58437,2,1,Supplier_60
SKU-01583,Product_61,Books,WH-Mumbai,2023-04-11,869,17,237.0,4,4888.0,91514,80,0,Supplier_34
SKU-01545,Product_384,Electronics,WH-Bangalore,2023-05-23,923,15,373.0,19,1425.0,180928,24,0,Supplier_76
SKU-00872,Product_229,Books,WH-Chennai,2023-04-26,73,28,203.0,153,2040.0,130468,21,1,Supplier_22
SKU-01872,Product_374,Apparel,WH-Chennai,2023-11-19,534,92,494.0,295,3799.0,311190,47,0,Supplier_28
SKU-01299,Product_309,Home,WH-Chennai,2023-02-16,52,95,239.0,119,2943.0,347102,8,0,Supplier_42
SKU-01177,Product_198,Grocery,WH-Bangalore,2023-03-31,554,34,420.0,178,1846.0,393039,32,0,Supplier_86
SKU-00280,Product_53,Books,WH-Mumbai,2023-05-20,950,89,37.0,167,2190.0,472592,88,0,Supplier_81
SKU-01775,Product_63,Apparel,WH-Chennai,2023-06-13,430,10,376.0,363,3488.0,80486,25,0,Supplier_90
SKU-01614,Product_143,Home,WH-Bangalore,2023-08-29,278,66,51.0,435,3814.0,211683,68,1,Supplier_79
SKU-01323,Product_460,Electronics,WH-Chennai,2023-03-24,691,65,257.0,391,4368.0,155171,18,1,Supplier_58
SKU-01762,Product_263,Home,WH-Mumbai,2024-02-01,147,72,311.0,410,4059.0,211978,15,1,Supplier_35
SKU-01073,Product_430,Home,WH-Bangalore,2023-02-11,96,98,210.0,328,2979.0,166086,53,1,Supplier_60
SKU-01867,Product_164,Books,WH-Bangalore,2023-08-22,367,98,327.0,17,4705.0,341764,1,0,Supplier_59
SKU-01773,Product_448,Grocery,WH-Chennai,2023-04-09,842,62,9.0,324,4562.0,394286,85,1,Supplier_18
SKU-01073,Product_247,Electronics,WH-Mumbai,2023-11-19,644,39,116.0,433,660.0,369864,52,1,Supplier_85
SKU-01849,Product_100,Apparel,WH-Delhi,2023-05-01,428,60,108.0,272,4902.0,1482,28,0,Supplier_78
