employee_id,join_date,department,role,age,gender,salary,tenure_months,performance_score,satisfaction_score,overtime_hours,trainings_attended,attrition,last_promotion_months_ago
EMP-001532,2018-04-26,IT,Mid,26,Female,579249,57.0,3.1136199670641145,4.463122687532144,16,1,0.0,11
EMP-001533,2015-12-02,HR,Senior,36,Male,1659688,66.0,4.906754877970005,1.6817496419212472,33,2,1.0,47
EMP-001534,2015-11-05,Operations,Senior,37,Male,1571473,38.0,3.40970526286907,4.029108598827323,44,9,1.0,36
EMP-001535,2018-06-15,Marketing,Senior,26,Male,1301786,115.0,3.063857858479589,3.46545588110146,42,2,1.0,40
EMP-001536,2021-07-11,IT,Lead,37,Male,1662759,53.0,4.886195508002926,4.779929605677763,13,5,1.0,13
EMP-001537,2020-08-01,Finance,Senior,49,Female,874415,109.0,2.454032695742723,3.7009890415359683,10,1,1.0,28
EMP-001538,2016-12-12,IT,Mid,26,Male,466766,22.0,1.3331645634485039,4.584452991494498,41,2,1.0,12
EMP-001539,2016-10-28,HR,Senior,32,Male,736713,35.0,3.6532587845802356,1.926147659424612,35,4,0.0,44
EMP-001540,2020-03-19,Finance,Junior,27,Male,1680320,117.0,2.8450734547492846,3.3827152627821975,30,2,,42
EMP-001541,2017-11-19,Marketing,Lead,55,Male,468087,93.0,3.9943015662377164,2.736784385393514,2,9,0.0,33
EMP-001542,2016-12-22,Sales,Senior,46,Female,1741043,119.0,4.804567821221935,2.5402389535874192,39,7,0.0,16
EMP-001543,2019-11-13,Sales,Senior,22,Male,1864165,53.0,4.042382038431297,1.0064452624006277,18,5,1.0,17
EMP-001544,2019-08-03,Marketing,,49,Male,1835635,116.0,1.4180125004566984,2.960183893441579,33,8,1.0,29
EMP-001545,2020-10-24,Finance,Manager,34,,803576,28.0,2.9548524733933563,2.0992843517548057,30,1,0.0,42
EMP-001546,2018-04-23,HR,Junior,33,Male,1946524,91.0,3.1803518223232943,4.801394379602499,30,2,1.0,39
EMP-001547,2020-05-06,Operations,Manager,40,Male,1350586,95.0,2.6862041890530866,3.47205953222581,29,9,1.0,18
EMP-001548,2019-03-21,Operations,SENIOR,28,Female,1511806,34.0,2.7422263006160086,,28,0,0.0,38
EMP-001549,2021-06-20,Sales,Lead,32,Male,768230,79.0,1.029161656985301,2.7694294100478274,12,3,0.0,14
EMP-001550,2017-09-30,Operations,Mid,39,Female,1780999,5.0,1.9759235209615373,3.944952297680046,35,2,0.0,43
EMP-001551,2018-02-20,Sales,Lead,30,Female,1061053,25.0,3.5908153078790908,2.876644785861775,29,2,1.0,10
EMP-001552,2015-07-27,IT,Manager,28,Male,1133975,71.0,4.626835342936685,3.5028547784987416,19,2,1.0,29
EMP-001553,2015-04-21,IT,Manager,26,Male,627108,80.0,1.9159663935392177,,44,7,1.0,1
EMP-001554,2015-11-02,Marketing,Junior,43,Male,417111,5.0,3.5975246982926397,2.863304370147336,40,0,1.0,40
EMP-001555,2015-02-23,HR,Manager,48,Female,1645845,4.0,4.96187682750521,4.291454466783737,44,9,1.0,18
EMP-001556,2020-03-27,Operations,Junior,25,Male,1045825,1.0,2.4463183952340777,2.260423275670136,35,3,0.0,11
EMP-001557,2021-04-09,Marketing,Manager,42,Male,361197,46.0,1.5072647002275552,1.8820023024609966,14,7,0.0,42
EMP-001558,2015-08-15,Sales,Junior,54,Male,1027860,34.0,1.870485332152351,4.066681801231498,41,4,1.0,23
EMP-001559,2018-06-25,HR,Senior,50,Male,1298692,,4.548955549929245,3.0871449121550576,29,9,0.0,25
EMP-001560,2017-03-01,Finance,Mid,38,Female,1261806,107.0,3.210002880370649,1.4310177941480635,7,8,1.0,9
EMP-001561,2021-01-08,Finance,Senior,26,Male,1050229,46.0,1.6000216953812911,2.471640273492681,12,2,1.0,20
EMP-001562,2018-05-28,HR,Senior,22,Female,1672083,75.0,3.56176573294103,2.7484886276535323,30,9,0.0,46
EMP-001563,2021-06-30,Operations,Mid,400,Male,1412132,11.0,4.07803841937667,3.4707682128744533,26,3,0.0,7
EMP-001564,2015-01-19,Operations,Mid,48,Female,1726740,78.0,1.4262536464425284,1.6722663668423086,5,8,1.0,37
EMP-001565,2020-08-23,Operations,Lead,48,Male,1630710,77.0,1.3241702973277656,4.536043348000973,31,3,1.0,9
EMP-001566,2016-07-08,Finance,Senior,40,Female,1480413,119.0,3.0605701389150743,1.9117711866112868,24,8,0.0,26
EMP-001567,2021-04-06,Finance,Manager,24,Female,1671463,29.0,2.3858872543455534,2.471166128040895,5,8,1.0,3
EMP-001568,2018-08-13,HR,Junior,42,Female,493499,2.0,2.487929638140604,3.141391119113874,42,1,1.0,33
EMP-001569,2020-11-20,Sales,Manager,50,Female,1583962,85.0,4.360407973064729,2.3198406476494453,34,0,0.0,45
EMP-001570,2021-04-29,IT,Manager,46,Female,1622676,6.0,3.927890378863231,4.315540666643447,10,2,1.0,15
EMP-001571,2017-09-24,HR,Mid,27,Female,1066276,76.0,2.9658248373237885,3.784665782038819,44,3,0.0,8
EMP-001572,2016-03-06,HR,,47,Female,1911016,109.0,1.3162093244674566,2.2602446872342155,10,7,1.0,28
EMP-001573,2016-08-10,Operations,Manager,35,Male,1052353,49.0,4.645429136516011,1.2121618066651934,31,8,1.0,26
EMP-001574,2017-10-18,Sales,Manager,26,Male,1827864,98.0,1.082796426327957,3.2243138711808976,20,7,0.0,24
EMP-001575,2016-01-10,Sales,,33,Female,732820,22.0,1.3514803315566821,4.505125549462214,44,1,0.0,45
EMP-001576,2017-10-28,Operations,Manager,57,Male,1301956,102.0,2.9016919218793222,2.9185518872862977,4,9,1.0,9
EMP-001577,2021-03-09,Marketing,Lead,46,Female,1962871,14.0,1.065570191950064,1.5755253638839442,8,7,0.0,18
EMP-001578,2019-04-20,Sales,Lead,43,Female,658851,78.0,4.988132634444948,2.6000247478700675,24,7,0.0,18
EMP-001579,2016-11-21,Operations,Senior,48,Female,1354225,41.0,1.7632191156785675,1.5501167337374082,49,9,1.0,44
EMP-001580,2019-04-03,Sales,Lead,41,Male,1393930,2.0,3.6202568586869743,3.609016580450187,24,9,,27
EMP-001581,2016-09-22,IT,Manager,58,Female,1849024,67.0,4.256527152002001,1.7665299876361291,11,1,0.0,5
EMP-001582,2017-06-10,Finance,Lead,49,Male,1106511,,1.6764152402504275,1.6282829431802655,21,8,1.0,38
EMP-001583,2019-06-18,HR,Manager,40,Male,848077,52.0,2.7718137112459056,2.9541599165192776,6,1,1.0,20
EMP-001584,2021-02-02,Sales,Mid,34,Female,1694907,108.0,4.154921623158405,1.1005810653876629,41,2,1.0,40
EMP-001585,2018-09-25,Operations,Senior,38,Male,999057,96.0,3.270542287450611,2.823100564473979,9,5,1.0,41
EMP-001586,2015-08-09,Sales,Lead,24,Female,1543296,34.0,2.027613501809373,3.151844815286639,27,5,1.0,5
EMP-001587,2020-09-05,HR,Junior,47,Male,1168124,67.0,3.6934350471343023,2.2789147579082014,24,0,1.0,32
EMP-001588,2016-12-28,Marketing,Lead,59,Female,1279676,116.0,4.765638630569207,3.056801742392324,16,3,0.0,11
EMP-001589,2019-09-28,IT,Senior,36,Male,809276,111.0,3.154214377885108,2.274550100672071,15,1,1.0,13
EMP-001590,2017-07-21,Marketing,Senior,51,Male,1033162,98.0,3.7177713668438193,3.9563772290105352,31,1,,10
EMP-001591,2017-08-16,HR,Lead,27,Male,668797,16.0,3.314551213838027,1.5060015226955752,4,4,0.0,44
EMP-001592,2021-07-09,Finance,Lead,31,Male,466013,77.0,2.7354950170731516,2.281298100555007,36,0,1.0,9
EMP-001593,2021-04-20,IT,Manager,45,Male,1183957,74.0,1.3754201846293896,4.1657441604843655,26,0,0.0,35
EMP-001594,2021-08-16,IT,Junior,46,Female,1290018,7.0,1.3653857647823489,3.9181374851447526,14,3,1.0,15
EMP-001595,2016-08-27,Finance,Manager,42,Female,1621695,,3.81851522780641,1.771809891101443,27,6,1.0,21
EMP-001596,2020-11-01,Operations,Manager,26,Female,1497380,77.0,1.3988920770492412,2.19549528195067,34,1,1.0,13
EMP-001597,2018-06-27,Finance,Senior,41,Female,436568,41.0,2.4687023972681303,3.2646551030759565,47,8,0.0,20
EMP-001598,2019-10-25,HR,Mid,48,Male,1873138,61.0,4.217963331032527,2.7067900436108543,16,6,1.0,20
EMP-001599,2015-04-15,Marketing,Mid,28,Female,1579358,41.0,1.0433329056957232,4.840237191478424,27,0,0.0,44
EMP-001600,2016-05-26,IT,Junior,38,Female,355111,56.0,4.9053468458212315,3.6276041873365896,34,9,1.0,12
EMP-001601,2015-01-27,Marketing,Mid,37,Male,1427677,3.0,2.1515507502639135,3.7253391028257887,27,4,1.0,16
EMP-001602,2016-05-22,Sales,Mid,30,Female,1672310,59.0,1.2762635072206616,1.1104842823758836,39,3,0.0,11
EMP-001603,2021-07-26,Operations,Manager,49,Male,915372,95.0,3.437779702664628,1.747493426299354,22,9,1.0,13
EMP-001604,2018-02-10,HR,Manager,51,Male,394786,17.0,4.552028015843322,1.3421784402838814,28,0,1.0,32
EMP-001605,2021-07-20,IT,Mid,56,Male,337128,28.0,3.5658741947071357,1.9103571498349385,29,8,0.0,43
EMP-001606,2019-11-06,Marketing,Mid,27,Male,1058268,38.0,2.2909762698839495,4.744004537144559,31,1,1.0,47
EMP-001607,2020-12-03,Finance,Mid,50,Male,312461,2.0,3.6887942236405373,1.9616869470651142,49,-9,1.0,1
EMP-001608,2016-10-04,Operations,Manager,44,Female,1555524,,2.7606666142774365,2.6064831850319994,23,9,1.0,38
EMP-001609,2015-07-12,Marketing,Senior,48,,1182399,88.0,3.6972820528580996,4.151156559156961,21,6,0.0,44
EMP-001610,2021-01-17,HR,Junior,42,Female,1975139,45.0,1.2144501112835648,3.4034774718553567,48,8,1.0,1
EMP-001611,2019-08-29,Sales,Lead,54,Female,793167,33.0,4.088766014211007,4.942192695886195,25,3,1.0,20
EMP-001612,2017-03-03,IT,Junior,29,Female,890785,,1.0538740219223954,4.87783538017332,21,6,0.0,21
EMP-001613,2019-11-07,IT,Mid,24,Female,1518590,99.0,1.9847064302773068,2.10713602227866,44,9,0.0,7
EMP-001614,2018-10-20,Finance,Manager,40,Female,1283051,46.0,1.0050738447111458,37.07290142226529,6,4,0.0,42
EMP-001615,2019-11-01,Marketing,,35,Female,1803960,106.0,2.027849140824233,2.4533896368772616,25,6,0.0,36
EMP-001616,2015-09-19,Marketing,Manager,45,Female,1301708,41.0,1.1094629050095755,2.5609855455579926,30,6,1.0,38
EMP-001617,2016-02-02,Finance,Manager,32,Female,1202297,39.0,2.537029483070619,1.1238719760540627,7,8,1.0,10
EMP-001618,2016-03-21,HR,Manager,51,Female,1739168,116.0,2.50634268097298,1.614043343169521,5,9,1.0,26
EMP-001619,2020-08-25,Sales,Lead,28,Female,1246472,56.0,3.1459104435951875,1.2786151970452138,10,8,1.0,39
EMP-001620,2015-07-28,Marketing,Manager,27,Male,334025,15.0,4.289324582168929,2.4982671220034445,47,9,1.0,36
EMP-001621,2016-08-02,IT,Manager,26,Male,891922,86.0,1.139912987416929,4.011363006423955,22,2,0.0,43
EMP-001622,2020-09-11,Sales,Manager,33,Female,1012675,19.0,1.8545990024860126,3.800172997284415,14,4,0.0,27
EMP-001623,2021-07-13,Operations,Lead,48,Female,1344875,9.0,1.19307330629386,1.4109342369615834,6,5,1.0,33
EMP-001624,2018-09-22,HR,Mid,45,Male,509133,101.0,2.4547193806036147,4.1332389418395294,47,2,0.0,43
EMP-001625,2020-03-23,Finance,Mid,23,Male,912432,,2.4223136751481,4.3189717011466655,7,8,0.0,7
EMP-001626,2020-05-09,Operations,Manager,52,Male,1478033,6.0,2.3184346500513633,2.620166144936279,1,7,0.0,10
EMP-001627,2021-02-28,Operations,Mid,25,Male,745821,73.0,3.1649454994497925,2.001382108386397,35,2,1.0,15
EMP-001628,2020-02-18,Finance,Mid,41,,613833,111.0,3.0804490572296097,2.333200791082299,5,3,0.0,25
EMP-001629,2020-05-30,Sales,Lead,55,Female,1589695,33.0,3.5523832172141727,3.742396175773244,45,7,0.0,7
EMP-001630,2021-05-04,HR,Mid,26,Female,1293021,43.0,4.960505426847648,2.278001478130585,31,4,0.0,16
EMP-001631,2015-04-25,Finance,Manager,22,Male,1933343,52.0,4.408263906290933,1.3116182624641821,8,1,1.0,38
EMP-001632,2020-11-23,Sales,Manager,26,Male,1608185,41.0,3.7971425024688017,4.218695943731198,34,6,1.0,15
EMP-001633,2017-02-12,Finance,Lead,38,Female,1208130,102.0,2.2066819188067965,3.177349648543891,38,6,1.0,18
EMP-001634,2021-07-03,Finance,Senior,24,Female,1035113,62.0,2.2280000931772457,1.8052422132981158,48,1,0.0,33
EMP-001635,2021-10-30,IT,Lead,29,Male,647593,97.0,2.7945641551661993,2.1962312604657312,28,6,0.0,26
EMP-001636,2015-09-15,Finance,Senior,45,Male,812201,41.0,2.8094379745562796,4.398645981639354,21,1,0.0,4
EMP-001637,2018-12-14,IT,Lead,44,Male,1361973,92.0,3.802385531168036,3.2129471343640046,15,1,1.0,19
EMP-001638,2017-02-07,HR,Lead,40,Male,500917,61.0,3.5213693754866844,4.930130355866726,38,9,1.0,45
EMP-001639,2016-10-22,Finance,Senior,44,Male,579564,99.0,4.569752812689473,3.0839716205359804,27,0,0.0,33
EMP-001640,2018-04-13,Finance,Mid,55,Female,1102393,81.0,1.6580646479118233,2.234333221843685,12,0,0.0,13
EMP-001641,2016-01-05,Finance,Lead,30,Female,971364,29.0,1.7635844018100535,4.34562045915858,49,6,0.0,37
EMP-001642,2020-04-08,Sales,Junior,46,,1302457,2.0,1.3644673841573378,3.0530907444811333,20,9,1.0,29
EMP-001643,2015-12-16,Operations,Junior,35,Female,1506980,5.0,1.5184493290170442,4.796520269325018,18,1,1.0,39
EMP-001644,2015-09-10,HR,Senior,37,Male,1764410,32.0,2.8401032552019196,2.127556039002725,2,9,0.0,42
EMP-001645,2019-10-25,Marketing,Mid,29,,820708,,3.232868856587583,2.868131303803302,11,1,0.0,9
EMP-001646,2018-08-22,Marketing,Mid,39,Female,1921168,42.0,2.8950704096171314,3.2731034154018595,20,0,1.0,44
EMP-001647,2019-10-10,Sales,Senior,35,Male,1838868,31.0,3.730295100158649,1.0909563767440291,42,9,1.0,37
EMP-001648,2015-09-09,IT,Mid,53,Female,615120,21.0,1.1868470921853351,1.3306499409234074,8,1,1.0,14
EMP-001649,2015-08-28,Finance,Manager,48,Male,1780816,96.0,3.1044332998797843,4.912042956944521,40,5,0.0,8
EMP-001650,2016-07-06,HR,Mid,46,Female,921131,5.0,3.5219167199667356,2.248217984540343,17,7,,24
EMP-001651,2016-04-22,Finance,Mid,26,Female,1898370,15.0,4.531136782280889,1.3794101775682392,28,3,0.0,18
EMP-001652,2015-09-01,Operations,Manager,26,Female,340388,,2.981025281484024,4.320394109157769,31,3,1.0,7
EMP-001653,2019-05-17,Operations,Senior,25,Female,1437154,90.0,2.8260775549399244,3.733018156368962,34,1,1.0,4
EMP-001654,2018-02-06,HR,Junior,43,Female,327875,60.0,2.4010191391988487,4.12537617208765,1,8,1.0,47
EMP-001655,2018-08-27,IT,Lead,25,Female,478896,68.0,2.39203671102505,2.1656204291465255,31,4,1.0,32
EMP-001656,2020-12-22,HR,Lead,42,Female,1922789,9.0,1.887258351062643,1.6258623715139362,40,1,1.0,23
EMP-001657,2020-06-05,Finance,Mid,31,Female,696256,93.0,3.8867162258908428,2.1372092664160616,1,6,0.0,22
EMP-001658,2016-02-01,IT,Lead,30,Female,1942078,63.0,3.9978447563534325,1.6855702365180405,11,7,0.0,37
EMP-001659,2016-09-13,Sales,,37,Male,852044,72.0,4.088671871960846,1.3443269266437068,18,2,1.0,29
EMP-001660,2019-04-16,Operations,Lead,46,Male,1028799,59.0,1.983804962934332,2.6348188911698136,14,0,0.0,44
EMP-001661,2021-01-11,IT,Lead,41,Female,982455,114.0,4.553709926852035,2.925171411758392,16,9,1.0,35
EMP-001662,2018-06-05,Sales,Junior,54,Female,391550,103.0,1.7580826371695277,2.095554965879525,28,1,0.0,41
EMP-001663,2015-04-05,Sales,Lead,46,Female,1735671,55.0,3.4620777899233888,3.1748833331340056,5,5,1.0,37
EMP-001664,2015-09-08,Sales,Mid,54,Female,560110,20.0,1.1628907358278866,1.8246248006816748,25,4,1.0,44
EMP-001665,2016-12-15,IT,Mid,52,Female,1156255,20.0,3.432670414388279,4.8188742645335765,48,0,1.0,9
EMP-001666,2016-10-23,HR,Junior,36,Male,1454696,113.0,3.3132872432030513,4.823113312674346,40,2,0.0,18
EMP-001667,2016-10-01,HR,Manager,37,Male,436113,105.0,1.8942009813188991,3.9848659804871294,3,9,1.0,16
EMP-001668,2017-02-19,Sales,Senior,24,Male,1689983,116.0,3.5321194055644316,3.2677503047743293,15,5,,22
EMP-001669,2018-07-10,Finance,Manager,40,Female,910488,55.0,4.957511896411457,3.298086703853223,13,9,1.0,1
EMP-001670,2017-02-02,HR,Mid,25,Male,1836912,,1.6049597897265486,2.2860583139212065,39,5,0.0,4
EMP-001671,2018-09-01,Operations,Junior,39,Female,617208,4.0,2.627099367690264,,20,4,1.0,33
EMP-001672,2020-04-30,Operations,Manager,44,Male,1705437,85.0,2.339182812459075,4.793069935771808,12,4,1.0,1
EMP-001673,2019-04-04,Sales,Senior,47,Male,1704874,55.0,4.389353783228909,3.9832415246490136,47,7,1.0,11
EMP-001674,2019-07-26,Operations,Lead,23,Male,1129708,107.0,1.2471080715371685,1.7604414471461798,17,6,0.0,23
EMP-001675,2015-10-13,Sales,Manager,37,Male,404519,55.0,2.5519567282132933,2.189651019695224,7,0,0.0,39
EMP-001676,2018-04-23,IT,Manager,57,Male,804048,84.0,1.321246314564207,4.324542807168676,7,3,1.0,9
EMP-001677,2018-09-28,Marketing,Junior,52,Male,724360,92.0,4.711957154526836,,43,2,1.0,28
EMP-001678,2017-03-13,Finance,Senior,36,Female,1139668,33.0,2.836249466573854,1.0324740828387498,45,2,1.0,6
EMP-001679,2021-05-06,Finance,Manager,32,Male,1183569,97.0,4.043325365112427,4.989443475748077,44,6,0.0,24
EMP-001680,2021-06-29,Operations,Senior,53,Female,334802,45.0,2.510886357047183,1.876950888571781,15,6,0.0,24
EMP-001681,2019-12-04,Operations,Manager,31,Female,1227411,64.0,3.941909557415537,3.2887280905552734,21,9,0.0,39
EMP-001682,2020-09-16,Operations,Mid,55,Female,1919040,105.0,1.7363161170797645,2.8457051566424245,23,2,0.0,38
EMP-001683,2020-08-19,IT,Lead,39,Male,526014,86.0,1.6438654008886529,1.4535928699221645,11,3,1.0,27
EMP-001684,2019-01-18,Finance,Junior,31,Female,1995441,,2.119495974817982,2.3103667074693823,45,9,0.0,2
EMP-001685,2019-10-13,Finance,Mid,50,Male,352602,104.0,1.313335113130159,3.1395989726194196,44,9,0.0,34
EMP-001686,2020-08-08,Marketing,Junior,45,Female,1270435,42.0,3.215378150530961,3.70056557862993,46,5,1.0,2
EMP-001687,2019-01-09,Finance,Manager,32,Male,1697489,,1.9078210743163995,4.9536757176991895,41,8,0.0,25
EMP-001688,2015-03-08,Sales,Junior,53,Male,924864,18.0,2.6826222294825204,3.906215456716623,45,7,0.0,14
EMP-001689,2018-03-04,Marketing,Manager,56,Male,1954657,99.0,3.847443361499617,1.5184477779771575,41,9,0.0,17
EMP-001690,2019-07-02,Marketing,Junior,23,Female,526943,59.0,1.6117492112009892,4.638603909773351,11,1,1.0,29
EMP-001691,2019-06-05,Sales,Lead,30,Male,936285,98.0,1.6231986354096057,2.989621506536491,49,3,1.0,7
EMP-001692,2020-01-25,Sales,Manager,32,Male,353588,103.0,4.509070990361291,2.0821085521876572,43,9,0.0,17
EMP-001693,2016-06-04,Operations,Lead,42,Male,1825024,118.0,1.9656020547134552,1.857796923784984,20,4,1.0,18
EMP-001694,2017-06-21,Operations,Manager,55,Female,453005,111.0,2.595103598391026,3.1503867081453647,23,0,,26
EMP-001695,2019-11-18,Marketing,Junior,52,Female,774104,76.0,3.036617991505683,1.800030822036816,34,4,1.0,42
EMP-001696,2019-11-18,Finance,Senior,45,Female,1896087,116.0,4.426676331130157,3.8467002973512106,33,4,0.0,37
EMP-001697,2018-06-09,HR,,23,Male,337136,106.0,1.08683882056367,1.5661276825580015,32,3,1.0,46
EMP-001698,2015-03-06,Marketing,Mid,32,Female,1238243,40.0,4.93982506434211,4.410170672854097,32,6,1.0,44
EMP-001699,2019-10-24,Sales,Manager,31,Male,390083,21.0,4.498512661639385,2.3343912406259073,49,6,0.0,7
EMP-001700,2020-11-09,Marketing,Lead,42,Male,469027,34.0,2.975750605195138,4.148709202822815,45,5,0.0,24
EMP-001701,2016-05-16,HR,Senior,53,Male,1809216,3.0,2.775999110631344,1.2089925391663123,7,9,1.0,36
EMP-001702,2020-08-11,IT,Junior,27,Female,1660448,32.0,4.326635537496953,4.064862344265053,8,4,0.0,1
EMP-001703,2016-01-09,Marketing,Manager,47,Female,739499,42.0,3.938485277666656,2.675378901296292,7,8,0.0,32
EMP-001704,2017-06-27,Finance,Junior,32,Male,1467022,24.0,3.2143487185480484,4.905270232994413,3,6,1.0,38
EMP-001705,2019-06-08,IT,Senior,54,Male,480524,34.0,1.4076449800301423,4.173945327539599,45,2,1.0,4
EMP-001706,2020-03-29,Operations,Junior,54,Female,1543890,37.0,1.1559155290961995,2.0243366869598076,41,3,0.0,46
EMP-001707,2017-08-08,IT,Manager,44,Male,352270,60.0,4.539071275608817,1.6922382779055072,27,5,1.0,29
EMP-001708,2017-04-24,Finance,Lead,45,Male,1344376,14.0,2.700070214631473,1.7525669163306614,21,4,1.0,9
EMP-001709,2016-09-17,HR,Mid,35,Female,1596236,60.0,3.5170340572880128,4.936471351031184,20,6,1.0,23
EMP-001710,2016-07-21,IT,Junior,52,Male,556071,65.0,3.185965149088315,4.037338844253787,20,1,1.0,33
EMP-001711,2021-06-04,Finance,Mid,38,Male,1932516,83.0,1.6185752438606364,2.920090654935775,48,9,0.0,43
EMP-001712,2016-04-30,IT,Senior,35,Male,1697621,47.0,1.4696981263941424,4.254076967796168,24,5,0.0,2
EMP-001713,2021-11-03,Sales,Manager,57,Male,1153855,112.0,2.709719140885199,4.54080891781799,27,4,0.0,4
EMP-001714,2017-01-11,Marketing,Manager,47,Female,361088,107.0,2.8708619525205354,3.9692426931201963,35,-7,0.0,29
EMP-001715,2016-09-25,Sales,Lead,34,Female,1384411,,3.009236142485039,,16,1,1.0,42
EMP-001716,2018-07-17,Operations,Senior,50,Male,1488906,106.0,1.691854591993617,2.712306043700649,11,4,0.0,8
EMP-001717,2021-01-04,Finance,Junior,53,Male,1780651,117.0,4.012365681566042,2.8093905779822435,33,5,,43
EMP-001718,2021-04-16,Marketing,Lead,49,Male,803000,21.0,1.202141832290804,2.885520785001266,44,2,0.0,31
EMP-001719,2019-01-26,Marketing,Lead,50,Male,1675565,70.0,4.838705662308861,3.6911140927001527,14,2,0.0,41
EMP-001720,2018-02-09,HR,Lead,29,Female,1314093,36.0,2.0421579293750174,4.996317603104741,6,6,1.0,32
EMP-001721,2018-06-26,IT,Junior,25,Female,1490816,46.0,1.9508553295609938,2.2012778235222368,25,2,0.0,16
EMP-001722,2018-07-26,HR,,58,Male,949278,23.0,3.6508721533900337,2.052324997355542,21,8,,21
EMP-001723,2017-11-18,Sales,Lead,43,Female,731109,77.0,4.970791480997902,4.869255997749784,33,5,1.0,2
EMP-001724,2015-10-14,Sales,Lead,43,,1438510,77.0,3.9130422584353934,4.271813368366214,32,8,1.0,28
EMP-001725,2020-12-04,IT,Lead,56,Female,1169773,85.0,2.6088390909108665,4.4280969343948415,7,-2,0.0,5
EMP-001726,2020-12-23,Sales,Lead,32,Female,300928,104.0,1.1147109780758724,1.309565497822982,6,9,1.0,5
EMP-001727,2016-05-03,Finance,Junior,38,Female,1716286,32.0,3.2175210512748076,,25,-4,1.0,38
EMP-001728,2017-10-07,Finance,Senior,33,Male,1324554,32.0,4.500151203375049,3.549429951101234,30,0,1.0,47
EMP-001729,2016-04-03,IT,Junior,32,Male,349733,99.0,1.2422795539961422,1.0520638569245553,20,2,1.0,16
EMP-001730,2021-08-14,Operations,Senior,46,Male,329597,11.0,2.0417595595638285,1.8502718581434303,21,0,0.0,31
EMP-001731,2015-01-27,Operations,Junior,46,Male,1269883,116.0,4.518512594086815,4.160511270029821,9,9,1.0,13
EMP-001732,2015-04-20,Finance,Manager,50,Male,1513908,23.0,1.5195251289421998,1.5758156826937726,39,8,1.0,15
EMP-001733,2018-01-19,HR,Senior,28,Female,838165,10.0,1.6120976908463316,4.99631876927644,29,1,1.0,11
EMP-001734,2020-03-29,Marketing,Junior,42,Male,1340618,44.0,4.653036335468348,2.392585057740735,47,2,1.0,31
EMP-001735,2019-10-12,Marketing,Manager,26,Female,1014023,95.0,1.6897883829446099,3.396029563379057,33,1,,44
EMP-001736,2018-03-30,Operations,Junior,28,Female,1854564,24.0,4.530249226386259,4.350101637172168,38,9,0.0,44
EMP-001737,2017-07-02,Sales,Senior,59,Male,1867021,20.0,1.5249257354462342,1.0048353197562108,1,4,1.0,44
EMP-001738,2016-12-06,Marketing,Mid,55,Female,860917,83.0,3.91700616558298,4.718626512429745,14,7,0.0,28
EMP-001739,2021-06-01,HR,Lead,54,Male,1710236,4.0,4.438114468223937,3.5986114518580874,23,1,1.0,10
EMP-001740,2020-09-02,Marketing,Senior,27,Female,926537,82.0,2.172399508076081,3.817109654058592,9,7,1.0,7
EMP-001741,2017-12-05,Marketing,Senior,39,Female,1343512,63.0,2.881103029050963,4.131723627181838,34,6,1.0,12
EMP-001742,2018-02-13,HR,Lead,55,Male,825973,31.0,3.382043598831634,1.197229987135104,45,9,0.0,40
EMP-001743,2019-01-08,IT,Junior,44,Female,1014429,,2.2646188111328365,4.162074452852755,30,5,1.0,28
EMP-001744,2018-10-11,Sales,Junior,23,Male,844628,98.0,3.1740261145496156,1.2047057148840552,29,8,1.0,2
EMP-001745,2017-09-23,Operations,Manager,37,Female,969014,20.0,1.7281894954752048,3.9316906396744837,35,7,0.0,25
EMP-001746,2018-12-11,HR,Senior,44,Male,1937445,32.0,4.907354361963062,2.925682557439351,31,5,1.0,23
EMP-001747,2015-06-27,Operations,Senior,28,Female,1720322,49.0,4.847225142622134,3.636425450809931,30,1,0.0,46
EMP-001748,2016-03-31,IT,Junior,58,Male,856904,3.0,4.373673943722565,3.1295924351985818,43,1,0.0,46
EMP-001749,2021-05-22,Marketing,Junior,34,Male,1610058,45.0,3.322005624588576,4.817744254700278,45,8,1.0,43
EMP-001750,2018-08-01,Operations,,46,Female,358714,26.0,1.0163594515879741,3.8816848498893815,2,6,1.0,4
EMP-001751,2018-03-08,Operations,Lead,37,Male,345719,51.0,2.370794906163787,2.139938499643164,40,0,0.0,47
EMP-001752,2019-09-14,IT,Mid,28,Female,1523430,91.0,4.878836372614046,2.344261226088896,6,2,1.0,28
EMP-001753,2017-08-19,IT,Senior,27,Male,924739,30.0,1.3256632710353173,4.951550836381328,12,8,1.0,32
EMP-001754,2018-10-22,IT,Manager,34,Female,972273,115.0,2.6114682068312627,1.5968965621623274,6,5,0.0,46
EMP-001755,2021-01-26,HR,Mid,45,Male,595490,108.0,1.0195046700499226,2.3672160129565802,44,7,0.0,6
EMP-001756,2015-06-11,HR,Mid,35,Female,1450335,54.0,4.656913315871803,2.439970243106248,27,7,0.0,37
EMP-001757,2017-12-04,Finance,Senior,31,Female,319168,12.0,2.0216148246350323,2.1437530639934694,15,1,0.0,24
EMP-001758,2019-02-26,Marketing,Junior,54,Male,431816,105.0,3.1974056769529704,3.2421117244062767,37,6,1.0,6
EMP-001759,2015-04-29,HR,Lead,37,Male,1617478,77.0,3.9977207173888174,4.125497413940144,10,2,0.0,6
EMP-001760,2018-03-21,Finance,Senior,55,Female,427465,53.0,3.714152889272376,3.7153992381641374,25,9,1.0,44
