flight_id,flight_date,airline,origin,destination,scheduled_departure,actual_departure,delay_minutes,distance_km,aircraft_type,passengers,is_delayed,delay_reason,ticket_price
FL-003205,2023-01-27,IndiGo,,MAA,16:26,23:40,182.0,2174,A320,104,1.0,Weather,15301
FL-003206,2023-07-14,Vistara,HYD,HYD,00:47,18:52,45.0,2145,A321,59,1.0,Technical,11912
FL-003207,2023-03-24,GoAir,CCU,HYD,08:33,20:49,15.0,2005,A320,205,0.0,Crew,6342
FL-003208,2023-04-02,Air India,,BOM,01:39,08:05,192.0,413,B787,89,0.0,Weather,6642
FL-003209,2023-09-16,GoAir,CCU,DEL,08:18,08:20,27.0,603,A321,112,0.0,Weather,10099
FL-003210,2023-01-03,IndiGo,MAA,HYD,10:09,15:37,269.0,2788,B737,83,0.0,Crew,4735
FL-003211,2022-07-25,GoAir,BOM,HYD,19:51,23:21,1.0,1364,A320,135,0.0,Crew,2595
FL-003212,2023-10-17,SpiceJet,BOM,HYD,14:19,11:58,224.0,2724,B737,113,0.0,Technical,9212
FL-003213,2022-06-12,GoAir,MAA,MAA,07:56,19:23,207.0,1979,A320,245,0.0,Weather,15161
FL-003214,2022-08-24,GoAir,BOM,BLR,16:39,,176.0,311,B737,256,,Crew,4205
FL-003215,2022-10-14,Air India,MAA,HYD,01:43,19:10,159.0,2912,A320,246,0.0,Crew,16443
FL-003216,2024-02-24,Air India,CCU,HYD,16:49,09:44,171.0,2109,B737,76,1.0,Technical,11372
FL-003217,2023-11-21,GoAir,MAA,HYD,05:00,03:08,188.0,1691,A321,134,0.0,ATC,16286
FL-003218,2022-10-31,Vistara,HYD,CCU,21:00,01:30,47.0,1855,B787,96,0.0,Crew,13545
FL-003219,2024-01-28,Vistara,MAA,BOM,20:44,18:26,-17.0,2980,B737,268,1.0,None,16883
FL-003220,2023-07-01,Air India,BOM,MAA,11:20,07:11,123.0,2824,B787,115,0.0,Technical,15939
FL-003221,2023-04-30,GoAir,DEL,MAA,06:34,11:35,254.0,2708,B737,217,1.0,None,12284
FL-003222,2022-06-08,Vistara,HYD,HYD,08:57,04:48,294.0,978,A320,115,0.0,Crew,9491
FL-003223,2023-06-28,IndiGo,DEL,HYD,03:58,18:18,144.0,1972,B737,180,0.0,ATC,15400
FL-003224,2024-01-02,Vistara,BLR,HYD,03:40,19:30,113.0,1785,B787,122,0.0,Crew,15704
FL-003225,2023-03-14,GoAir,DEL,HYD,15:27,05:49,55.0,2026,A321,61,0.0,ATC,14568
FL-003226,2022-07-23,SpiceJet,,MAA,23:44,21:54,186.0,1503,B737,166,0.0,Technical,8026
FL-003227,2022-07-31,IndiGo,HYD,CCU,22:17,10:51,192.0,1318,B737,110,0.0,Crew,5992
FL-003228,2024-03-11,IndiGo,CCU,MAA,13:10,12:17,119.0,920,B737,249,1.0,Weather,17966
FL-003229,2023-06-02,Air India,DEL,DEL,21:14,11:07,218.0,1861,B787,293,0.0,ATC,9245
FL-003230,2022-05-30,GoAir,BLR,DEL,06:29,12:58,127.0,389,A321,242,0.0,None,18800
FL-003231,2023-01-28,Vistara,BLR,MAA,23:47,14:03,211.0,1566,B737,197,0.0,Weather,9450
FL-003232,2022-03-01,SpiceJet,HYD,BOM,18:58,08:09,192.0,1759,A321,185,1.0,ATC,11898
FL-003233,2022-10-09,GoAir,BLR,HYD,23:43,06:13,240.0,616,A321,173,0.0,Technical,8929
FL-003234,2023-04-20,Air India,HYD,DEL,09:24,19:16,248.0,243,B787,51,1.0,Crew,6755
FL-003235,2022-11-18,SpiceJet,DEL,MAA,18:18,15:51,164.0,1677,A320,244,0.0,Weather,12947
FL-003236,2022-05-10,SpiceJet,HYD,MAA,23:31,14:46,24.0,981,B787,223,0.0,ATC,14000
FL-003237,2022-01-24,IndiGo,BOM,HYD,15:24,16:04,224.0,1661,B737,56,1.0,None,8800
FL-003238,2024-02-04,GoAir,BOM,MAA,07:57,21:30,81.0,1992,A321,71,1.0,None,7115
FL-003239,2022-03-05,Vistara,CCU,MAA,10:54,19:48,135.0,2798,B787,85,1.0,None,19013
FL-003240,2023-07-02,GoAir,BOM,DEL,14:58,13:59,296.0,591,A320,83,1.0,Technical,13496
FL-003241,2023-11-24,IndiGo,HYD,BLR,18:16,08:53,274.0,966,B737,128,0.0,Weather,14584
FL-003242,2023-07-02,Air India,DEL,BOM,20:06,01:33,53.0,2157,A320,186,1.0,None,19403
FL-003243,2023-02-11,SpiceJet,DEL,BLR,02:37,22:05,178.0,1105,A321,148,1.0,Crew,8495
FL-003244,2022-11-21,SpiceJet,DEL,BOM,10:03,09:54,96.0,864,B787,187,0.0,Technical,9733
FL-003245,2022-08-23,Vistara,BOM,MAA,01:47,10:28,-5.0,207,A320,276,1.0,Technical,14027
FL-003246,2023-11-01,SpiceJet,CCU,CCU,05:24,22:16,191.0,1326,B787,287,0.0,None,5087
FL-003247,2023-11-07,GoAir,BOM,BOM,19:56,02:49,239.0,2372,B787,63,0.0,Technical,11091
FL-003248,2023-04-12,IndiGo,MAA,BOM,10:33,09:52,95.0,1494,A321,199,1.0,Weather,9499
FL-003249,2023-02-22,GoAir,MAA,HYD,04:19,01:17,10.0,1511,A320,64,1.0,None,18666
FL-003250,2023-07-27,SpiceJet,CCU,HYD,08:27,15:47,65.0,332,B787,214,1.0,Weather,-8532
FL-003251,2022-09-26,Air India,BLR,MAA,04:29,05:16,229.0,1125,B737,187,0.0,None,13647
FL-003252,2023-10-03,IndiGo,BOM,HYD,18:17,19:10,190.0,842,A320,220,0.0,Weather,6148
FL-003253,2023-03-25,Air India,MAA,DEL,21:14,09:43,108.0,605,A320,207,0.0,Technical,9123
FL-003254,2022-11-09,GoAir,HYD,HYD,21:23,,131.0,952,B737,243,1.0,Crew,9933
FL-003255,2022-12-13,SpiceJet,CCU,CCU,13:59,08:13,110.0,2490,B787,78,0.0,Weather,11577
FL-003256,2023-11-14,Vistara,BOM,HYD,09:22,00:50,269.0,1765,B787,287,0.0,None,13854
FL-003257,2023-11-19,SpiceJet,HYD,BOM,21:35,13:40,,2139,B787,233,1.0,,10095
FL-003258,2023-06-05,SpiceJet,CCU,CCU,23:24,21:12,237.0,277,A320,75,1.0,Weather,12108
FL-003259,2022-11-03,SpiceJet,MAA,BOM,22:37,15:27,237.0,1206,B787,98,1.0,Technical,19017
FL-003260,2022-10-24,GoAir,MAA,DEL,18:38,03:02,161.0,1513,B737,122,1.0,Technical,8692
FL-003261,2022-09-05,IndiGo,BOM,HYD,08:42,05:22,213.0,2324,B787,76,1.0,ATC,5751
FL-003262,2023-06-26,Vistara,MAA,HYD,21:01,17:29,158.0,448,B787,144,1.0,ATC,3806
FL-003263,2024-01-27,Vistara,,HYD,12:10,18:43,178.0,1698,A320,252,1.0,ATC,18963
FL-003264,2023-11-04,GoAir,BOM,CCU,19:08,11:42,225.0,2021,A320,284,0.0,Crew,19153
FL-003265,2022-03-30,GoAir,DEL,HYD,09:03,05:47,29.0,2152,B787,259,0.0,None,16339
FL-003266,2023-10-21,SpiceJet,DEL,BOM,08:47,11:04,121.0,2856,B787,190,0.0,Technical,9654
FL-003267,2022-11-01,GoAir,MAA,BLR,22:23,06:30,4.0,827,B737,114,0.0,Technical,2397
FL-003268,2022-05-14,IndiGo,DEL,CCU,04:16,09:23,4.0,972,B737,275,0.0,Crew,12713
FL-003269,2024-01-13,Air India,BLR,BOM,20:25,17:16,107.0,2185,A320,73,0.0,ATC,4495
FL-003270,2024-01-19,IndiGo,DEL,MAA,14:34,20:14,23.0,1908,A321,145,0.0,Weather,9577
FL-003271,2022-10-26,GoAir,MAA,BOM,04:40,20:02,266.0,1893,B787,156,1.0,Crew,18829
FL-003272,2023-02-17,GoAir,CCU,MAA,14:12,06:09,8.0,979,B737,184,1.0,ATC,13786
FL-003273,2022-04-05,IndiGo,DEL,DEL,19:43,07:55,-14.0,2956,A320,272,1.0,Crew,12674
FL-003274,2023-07-07,GoAir,CCU,CCU,07:01,19:47,106.0,2203,A321,116,0.0,ATC,13106
FL-003275,2023-07-13,Vistara,MAA,DEL,04:23,00:38,-10.0,1529,B787,106,0.0,Weather,14617
FL-003276,2023-03-29,GoAir,MAA,HYD,23:24,03:37,130.0,992,B787,72,1.0,ATC,16916
FL-003277,2024-02-16,Air India,BLR,DEL,08:55,13:33,209.0,1126,B737,219,0.0,ATC,4604
FL-003278,2023-10-23,GoAir,BLR,BOM,03:39,17:20,72.0,1696,B737,178,1.0,Weather,9449
FL-003279,2023-03-29,Air India,MAA,HYD,22:50,13:47,133.0,839,B737,162,0.0,Weather,2810
FL-003280,2022-12-10,Air India,HYD,HYD,11:56,02:04,48.0,1305,B737,74,0.0,Crew,8843
FL-003281,2023-01-15,GoAir,DEL,HYD,21:57,04:22,167.0,2445,A320,99,0.0,Crew,9602
FL-003282,2022-05-28,Air India,HYD,HYD,12:17,23:55,83.0,670,B787,80,0.0,ATC,10867
FL-003283,2023-11-11,SpiceJet,BOM,BLR,22:46,19:22,2480.0,2308,B737,184,1.0,Weather,12987
FL-003284,2023-08-30,Air India,MAA,HYD,11:13,03:48,64.0,2459,B787,68,0.0,Technical,9051
FL-003285,2024-02-06,Air India,DEL,CCU,21:06,16:43,,2923,B787,268,1.0,Weather,3196
FL-003286,2023-08-24,IndiGo,CCU,CCU,06:54,08:37,213.0,1550,B787,174,1.0,Crew,8632
FL-003287,2022-06-13,IndiGo,DEL,DEL,07:09,23:32,121.0,1697,B787,268,1.0,Crew,14347
FL-003288,2022-06-24,GoAir,CCU,BLR,06:05,09:21,235.0,1079,A320,283,0.0,None,10350
FL-003289,2023-10-11,IndiGo,BLR,BOM,21:47,23:44,30.0,1886,A321,158,1.0,Weather,7012
FL-003290,2023-12-06,Vistara,BOM,DEL,15:05,11:50,195.0,1639,B787,56,0.0,Crew,9240
FL-003291,2023-10-21,SpiceJet,DEL,CCU,01:17,08:01,188.0,1944,B737,186,0.0,Weather,5446
FL-003292,2022-03-07,GoAir,BLR,MAA,21:11,17:31,242.0,2467,B737,172,0.0,None,8692
FL-003293,2022-12-06,IndiGo,DEL,BLR,01:23,11:16,83.0,1083,B787,67,0.0,None,3010
FL-003294,2023-01-30,SpiceJet,BOM,BOM,04:01,09:42,63.0,641,B787,124,0.0,Technical,15174
FL-003295,2023-11-30,GoAir,DEL,CCU,22:21,00:02,-10.0,2677,B787,187,1.0,ATC,6309
FL-003296,2022-10-12,Vistara,,HYD,08:54,18:00,118.0,2288,A320,55,1.0,Technical,19960
FL-003297,2024-03-01,SpiceJet,,BLR,19:26,18:16,112.0,2667,A321,260,1.0,Weather,13583
FL-003298,2023-01-27,SpiceJet,MAA,BOM,23:25,23:23,,1349,B787,64,0.0,Technical,5734
FL-003299,2024-01-06,Air India,MAA,CCU,13:24,16:55,72.0,294,B787,264,0.0,Technical,5612
FL-003300,2022-12-05,SpiceJet,MAA,MAA,09:54,12:42,257.0,2516,A320,60,0.0,ATC,9378
FL-003301,2022-01-18,Air India,CCU,HYD,17:33,13:38,1220.0,552,B787,276,0.0,Weather,15975
FL-003302,2023-09-09,Air India,MAA,CCU,21:51,23:30,,1748,A320,112,1.0,ATC,5127
FL-003303,2023-05-10,Vistara,CCU,BLR,12:47,04:26,-2.0,720,B787,55,1.0,None,9340
FL-003304,2022-05-08,GoAir,BOM,HYD,16:09,19:37,299.0,2101,B737,88,0.0,Technical,6611
FL-003305,2022-01-23,GoAir,HYD,MAA,15:06,17:16,55.0,383,A321,149,0.0,,14616
FL-003306,2022-09-22,GoAir,MAA,DEL,19:21,06:58,270.0,451,A320,271,1.0,ATC,8809
FL-003307,2023-05-08,GoAir,BLR,MAA,05:56,21:42,79.0,2126,B737,117,1.0,None,8730
FL-003308,2022-12-21,SpiceJet,HYD,HYD,15:50,08:20,14.0,1110,A321,52,0.0,Technical,18835
FL-003309,2023-12-25,SpiceJet,BOM,BLR,02:18,18:57,-7.0,1988,A320,105,0.0,ATC,5485
FL-003310,2022-11-08,SpiceJet,BOM,BOM,08:55,13:23,98.0,1747,B737,108,1.0,ATC,2593
FL-003311,2023-05-31,IndiGo,HYD,MAA,23:11,04:33,177.0,1087,A320,232,1.0,ATC,6419
FL-003312,2023-09-11,SpiceJet,BLR,BOM,04:19,03:29,-7.0,2848,B787,188,0.0,Crew,10200
FL-003313,2023-08-12,Vistara,CCU,DEL,14:26,09:01,277.0,2688,B737,215,,Weather,9531
FL-003314,2024-02-14,SpiceJet,BOM,HYD,12:10,01:59,198.0,1719,B737,291,1.0,Crew,7855
FL-003315,2023-08-24,GoAir,BLR,BLR,22:14,22:01,298.0,2531,A321,158,0.0,Technical,4268
FL-003316,2023-07-10,IndiGo,BOM,MAA,05:17,,110.0,854,B787,99,1.0,ATC,5524
FL-003317,2024-01-01,Air India,BOM,DEL,17:02,04:35,33.0,1412,B737,271,1.0,Technical,18623
FL-003318,2022-03-17,SpiceJet,BLR,CCU,11:12,16:28,86.0,201,A321,215,0.0,Crew,2154
FL-003319,2022-02-25,Vistara,MAA,BOM,23:17,,46.0,2223,B737,86,1.0,Technical,14847
FL-003320,2022-11-08,Air India,HYD,BLR,05:30,16:30,236.0,1442,A321,250,0.0,Weather,9500
FL-003321,2023-05-23,SpiceJet,DEL,CCU,14:14,07:34,28.0,436,B787,174,0.0,Crew,-13321
FL-003322,2023-12-11,Air India,,DEL,07:44,08:00,176.0,268,A320,70,1.0,Technical,18308
FL-003323,2023-07-14,Air India,BOM,DEL,04:12,17:50,263.0,1198,B787,166,1.0,Crew,6555
FL-003324,2023-04-17,Air India,MAA,HYD,11:31,14:26,-4.0,2459,B787,158,0.0,None,4929
FL-003325,2023-02-20,Air India,BOM,CCU,23:10,02:10,150.0,767,A320,149,0.0,ATC,17333
FL-003326,2022-09-23,SpiceJet,BOM,MAA,12:57,08:20,144.0,546,B787,69,0.0,Crew,9091
FL-003327,2023-07-11,SpiceJet,BLR,CCU,08:41,11:24,207.0,1582,B787,55,1.0,None,6605
FL-003328,2024-01-08,SpiceJet,MAA,MAA,01:48,02:39,62.0,2859,A321,61,1.0,ATC,-14931
FL-003329,2022-01-06,Air India,BLR,DEL,09:58,13:58,187.0,532,B787,241,0.0,Technical,16367
FL-003330,2022-08-24,SpiceJet,DEL,CCU,08:08,22:47,100.0,1216,A320,204,0.0,Technical,5477
FL-003331,2023-03-05,Vistara,DEL,BOM,08:29,07:30,244.0,2060,B787,56,0.0,ATC,16810
FL-003332,2022-08-13,SpiceJet,MAA,CCU,11:42,15:51,39.0,1629,B787,75,0.0,Technical,19549
FL-003333,2022-07-16,GoAir,BOM,DEL,04:44,,241.0,2178,A321,296,1.0,Technical,12411
FL-003334,2022-08-05,IndiGo,BLR,HYD,12:23,22:58,180.0,2668,B737,228,1.0,None,6890
FL-003335,2022-02-13,IndiGo,MAA,MAA,18:22,20:00,104.0,403,B737,267,0.0,Weather,9631
FL-003336,2023-01-23,IndiGo,BOM,CCU,05:44,16:26,150.0,1355,A320,78,1.0,Crew,15443
FL-003337,2022-08-04,GoAir,BLR,BLR,18:15,15:58,15.0,2727,B737,146,1.0,Technical,16755
FL-003338,2024-02-07,GoAir,HYD,BOM,09:04,12:49,183.0,2388,A321,52,1.0,Crew,16089
FL-003339,2022-05-23,IndiGo,BLR,HYD,21:09,11:40,246.0,1439,A320,149,1.0,None,16498
FL-003340,2022-09-25,Air India,MAA,BOM,10:46,12:33,170.0,1009,B737,95,0.0,Technical,5900
FL-003341,2024-03-04,Vistara,MAA,HYD,02:53,16:13,149.0,2630,A320,285,0.0,ATC,19434
FL-003342,2022-11-01,GoAir,BLR,BOM,09:59,23:33,2660.0,1805,A320,100,0.0,Crew,15323
FL-003343,2023-12-05,SpiceJet,MAA,BOM,11:13,01:19,650.0,1159,B737,124,0.0,None,14311
FL-003344,2023-08-22,GoAir,MAA,DEL,15:59,23:55,,1400,B737,218,1.0,ATC,10977
FL-003345,2023-10-19,GoAir,BOM,DEL,06:24,11:51,-20.0,2149,B737,56,0.0,None,12131
FL-003346,2023-04-17,IndiGo,CCU,HYD,18:10,02:12,33.0,2156,A320,185,0.0,ATC,3935
FL-003347,2023-09-27,IndiGo,CCU,BOM,05:49,11:50,277.0,2870,A320,222,0.0,ATC,18347
FL-003348,2022-10-15,GoAir,MAA,HYD,21:26,15:29,63.0,1228,B737,258,1.0,None,13150
FL-003349,2023-04-24,Vistara,BLR,CCU,21:41,16:29,31.0,1766,B787,130,0.0,,14277
FL-003350,2022-06-15,IndiGo,BOM,HYD,06:12,11:03,-11.0,831,B787,263,1.0,None,9131
FL-003351,2022-11-10,GoAir,MAA,CCU,06:19,23:13,181.0,871,A321,266,0.0,None,13630
FL-003352,2022-03-02,IndiGo,DEL,CCU,23:44,16:18,259.0,2303,B737,129,0.0,Technical,4565
FL-003353,2022-10-19,Air India,CCU,DEL,17:24,13:52,173.0,1980,B787,71,1.0,ATC,4215
FL-003354,2022-09-29,Air India,HYD,BOM,00:28,08:28,299.0,2537,A320,115,0.0,None,13894
FL-003355,2022-03-09,Vistara,BOM,BLR,05:27,07:33,136.0,1183,A320,231,0.0,None,6621
FL-003356,2023-05-19,GoAir,BLR,DEL,19:51,19:27,176.0,2906,B737,196,0.0,None,6619
FL-003357,2022-09-01,Vistara,MAA,CCU,08:24,05:04,140.0,562,B737,238,0.0,,6018
FL-003358,2023-02-06,Air India,MAA,CCU,14:02,04:25,1.0,661,A320,187,0.0,None,11304
FL-003359,2023-12-25,IndiGo,BOM,DEL,00:44,00:55,,2226,B737,290,0.0,Weather,5061
FL-003360,2022-10-13,Air India,CCU,HYD,08:56,20:39,172.0,227,A321,116,1.0,ATC,14583
FL-003361,2024-02-09,SpiceJet,MAA,BLR,15:52,,62.0,2639,A321,51,1.0,None,3186
FL-003362,2024-01-09,Air India,MAA,DEL,14:14,08:31,-17.0,849,A321,161,1.0,Weather,4068
FL-003363,2022-02-06,IndiGo,HYD,CCU,03:09,00:07,140.0,1090,A321,169,1.0,Technical,9449
FL-003364,2023-02-27,Air India,MAA,MAA,01:37,12:15,154.0,294,A320,253,,Technical,6569
FL-003365,2022-08-16,GoAir,CCU,BLR,05:44,11:00,43.0,2776,A321,150,0.0,Weather,13460
FL-003366,2023-10-31,SpiceJet,MAA,CCU,03:47,18:47,11.0,730,A321,69,1.0,Technical,14838
FL-003367,2023-05-08,IndiGo,HYD,CCU,22:28,06:47,120.0,1989,A320,109,1.0,ATC,4642
FL-003368,2022-06-17,Air India,MAA,DEL,18:17,21:18,,893,A320,216,0.0,Crew,8691
FL-003369,2022-03-19,IndiGo,DEL,BLR,08:50,05:05,185.0,1289,B787,293,1.0,Technical,10812
FL-003370,2024-03-09,SpiceJet,HYD,BLR,08:34,17:45,91.0,2808,A320,84,1.0,ATC,5513
FL-003371,2023-03-29,GoAir,BOM,BOM,14:05,21:15,282.0,901,A320,290,1.0,ATC,15054
FL-003372,2024-02-20,SpiceJet,BOM,DEL,13:47,08:01,41.0,1699,B787,140,1.0,ATC,14864
FL-003373,2022-04-18,Vistara,DEL,CCU,20:26,22:49,217.0,923,A320,125,0.0,ATC,2334
FL-003374,2023-11-11,SpiceJet,BLR,BLR,20:43,02:34,164.0,2044,B737,122,1.0,Crew,2834
FL-003375,2023-06-18,Vistara,CCU,MAA,02:17,10:58,52.0,2569,B737,106,1.0,Technical,18726
FL-003376,2023-07-27,GoAir,BLR,BOM,08:27,07:04,200.0,430,A321,94,1.0,Weather,14114
FL-003377,2022-04-14,SpiceJet,MAA,BOM,22:54,20:10,29.0,1184,A321,176,0.0,Technical,19576
FL-003378,2022-09-28,SpiceJet,BLR,MAA,00:33,10:45,190.0,2221,A320,211,1.0,Weather,13199
FL-003379,2022-03-22,SpiceJet,MAA,BLR,02:19,03:42,21.0,377,A321,225,0.0,Crew,14688
FL-003380,2022-01-27,GoAir,DEL,DEL,11:05,04:20,203.0,925,A320,97,1.0,Crew,12797
FL-003381,2023-01-18,Vistara,DEL,MAA,22:43,21:03,170.0,2361,B737,93,1.0,ATC,10815
FL-003382,2023-06-09,SpiceJet,BOM,BLR,15:23,02:01,254.0,1230,B737,203,0.0,Technical,16877
FL-003383,2023-06-15,SpiceJet,MAA,CCU,12:46,22:36,101.0,1770,A320,292,1.0,Technical,8645
FL-003384,2023-10-19,SpiceJet,CCU,CCU,23:02,23:51,-12.0,1849,B787,126,0.0,None,10357
FL-003385,2023-11-13,GoAir,MAA,MAA,04:36,19:14,111.0,2052,B787,146,1.0,Technical,6436
FL-003386,2022-06-22,Air India,CCU,CCU,20:13,05:53,295.0,703,A320,285,0.0,Technical,18570
FL-003387,2022-10-07,SpiceJet,DEL,HYD,06:50,14:32,206.0,1446,B737,162,0.0,Weather,8329
FL-003388,2023-08-12,Vistara,CCU,CCU,00:04,00:24,69.0,2171,B737,65,1.0,Weather,9789
FL-003389,2022-01-24,SpiceJet,MAA,MAA,06:20,02:28,49.0,2414,B737,152,0.0,Weather,7427
FL-003390,2022-12-03,SpiceJet,CCU,CCU,12:07,05:49,32.0,2114,B737,178,0.0,ATC,16198
FL-003391,2023-06-23,Air India,BOM,BLR,04:55,,87.0,712,B787,110,1.0,Technical,6876
FL-003392,2022-09-09,SpiceJet,MAA,BLR,16:54,02:23,0.0,1451,B787,157,1.0,Technical,10117
FL-003393,2022-06-05,SpiceJet,,HYD,02:37,13:35,94.0,965,B737,69,0.0,Weather,18307
FL-003394,2023-10-12,GoAir,BOM,HYD,20:23,08:12,28.0,1286,A321,243,0.0,None,5857
FL-003395,2022-08-07,GoAir,BOM,MAA,03:03,16:30,261.0,2712,B787,161,0.0,None,18613
FL-003396,2023-11-25,IndiGo,BLR,BOM,07:51,14:58,75.0,1816,B737,274,0.0,Technical,12098
FL-003397,2022-05-07,GoAir,BOM,DEL,18:05,00:38,43.0,1492,B737,256,1.0,Technical,16441
FL-003398,2023-11-07,Air India,DEL,BLR,17:27,09:36,212.0,1915,B787,146,1.0,Weather,12213
FL-003399,2023-06-29,GoAir,MAA,BLR,22:55,09:06,235.0,2292,A321,137,0.0,None,12683
FL-003400,2023-07-18,Vistara,BLR,MAA,14:58,00:37,125.0,429,B737,75,1.0,Technical,-12040
FL-003401,2023-11-26,GoAir,DEL,CCU,16:51,19:10,171.0,2207,A320,218,1.0,Technical,12513
FL-003402,2023-08-20,GoAir,DEL,CCU,17:58,12:58,101.0,1308,A320,202,1.0,ATC,12061
FL-003403,2022-08-25,Vistara,MAA,BLR,02:35,,89.0,369,A321,124,1.0,Weather,2113
FL-003404,2022-08-27,SpiceJet,BOM,HYD,20:45,08:07,16.0,1830,A320,103,0.0,ATC,3998
FL-003405,2023-03-26,SpiceJet,MAA,BLR,20:02,23:32,67.0,828,A320,171,0.0,Crew,8001
FL-003406,2022-08-12,GoAir,DEL,BOM,04:34,00:58,124.0,2216,A321,260,1.0,None,6604
FL-003407,2024-01-02,SpiceJet,DEL,BOM,12:59,06:00,166.0,1508,B737,243,0.0,Technical,7381
FL-003408,2022-04-17,SpiceJet,MAA,BOM,04:57,,114.0,1117,B787,112,0.0,ATC,10641
FL-003409,2023-01-01,GoAir,CCU,BLR,10:05,18:14,270.0,2240,B737,125,0.0,Technical,19872
FL-003410,2023-04-10,IndiGo,HYD,BLR,03:52,20:33,62.0,2965,A320,273,0.0,Weather,9936
FL-003411,2023-10-29,Air India,DEL,BOM,05:06,12:45,220.0,718,B737,50,1.0,ATC,9359
FL-003412,2022-08-09,GoAir,MAA,DEL,17:52,15:12,63.0,904,A321,81,0.0,Technical,8667
FL-003413,2024-01-01,Air India,BOM,BLR,07:21,06:58,104.0,2152,B737,171,1.0,None,4256
FL-003414,2022-02-06,SpiceJet,BLR,CCU,07:50,17:14,69.0,2498,B737,140,1.0,Weather,2375
FL-003415,2023-01-31,Air India,CCU,HYD,16:10,02:07,25.0,2791,B787,125,0.0,Crew,15948
FL-003416,2022-01-01,SpiceJet,DEL,BLR,02:11,19:04,0.0,2535,B787,270,0.0,Technical,19216
FL-003417,2023-10-09,IndiGo,CCU,BLR,20:08,19:55,59.0,1834,B787,291,1.0,Technical,16963
FL-003418,2022-02-20,Air India,DEL,BLR,20:26,08:44,64.0,535,B787,182,1.0,Technical,14288
FL-003419,2023-04-10,SpiceJet,BOM,CCU,14:46,22:29,66.0,1572,A320,211,1.0,ATC,10867
FL-003420,2022-08-28,Air India,BOM,BOM,21:45,10:20,82.0,1878,A320,142,1.0,None,9815
FL-003421,2023-08-18,SpiceJet,BLR,DEL,08:59,09:16,2400.0,557,B787,86,1.0,Weather,3595
FL-003422,2023-06-23,Vistara,BLR,BLR,22:59,22:06,49.0,2990,A321,141,0.0,Technical,4942
FL-003423,2024-02-09,Vistara,HYD,CCU,00:47,11:41,133.0,2615,A321,57,1.0,ATC,9395
FL-003424,2023-09-08,Vistara,BLR,DEL,21:40,07:02,207.0,1557,B787,228,1.0,None,15705
FL-003425,2022-08-30,Air India,BLR,HYD,21:32,09:22,155.0,2145,A320,222,1.0,Crew,12786
FL-003426,2023-03-15,IndiGo,CCU,BOM,23:45,23:43,145.0,2819,A320,179,1.0,None,8111
FL-003427,2023-07-29,Vistara,MAA,DEL,07:39,04:09,297.0,839,A320,202,0.0,ATC,7444
FL-003428,2024-02-01,SpiceJet,DEL,DEL,21:19,06:25,151.0,1118,A320,99,0.0,Weather,12349
FL-003429,2022-12-05,Vistara,CCU,CCU,18:15,18:01,168.0,425,B737,218,1.0,None,13575
FL-003430,2022-08-05,IndiGo,DEL,DEL,22:21,14:42,105.0,2889,B787,57,1.0,ATC,14102
FL-003431,2023-09-29,IndiGo,CCU,MAA,20:06,13:01,89.0,823,A320,67,1.0,None,5434
FL-003432,2022-11-28,SpiceJet,CCU,DEL,19:35,03:49,113.0,2047,B787,82,0.0,ATC,13909
FL-003433,2022-06-27,SpiceJet,BLR,BLR,00:52,21:57,277.0,2753,B737,298,1.0,None,6403
FL-003434,2022-03-11,GoAir,HYD,CCU,07:02,11:01,109.0,1658,B787,55,1.0,ATC,18052
FL-003435,2022-04-22,SpiceJet,,BLR,20:28,,289.0,1974,A321,91,0.0,Crew,11021
FL-003436,2023-12-31,IndiGo,DEL,HYD,19:30,19:39,74.0,914,A320,234,1.0,Crew,9152
FL-003437,2022-03-29,IndiGo,CCU,BLR,19:16,09:48,184.0,1232,A320,103,0.0,Crew,3638
FL-003438,2022-01-23,SpiceJet,HYD,MAA,20:24,07:50,112.0,1841,A320,146,1.0,ATC,2270
FL-003439,2022-10-18,Vistara,CCU,DEL,16:31,05:17,145.0,2026,B737,99,0.0,Technical,11794
FL-003440,2022-10-21,Vistara,DEL,BOM,01:00,12:27,96.0,905,B787,184,0.0,Crew,2962
FL-003441,2023-07-31,IndiGo,BLR,BLR,13:44,17:45,81.0,2531,B787,246,0.0,None,14322
FL-003442,2022-08-22,Vistara,BLR,MAA,09:38,21:10,242.0,1519,B787,226,1.0,Technical,3480
FL-003443,2022-12-29,Vistara,MAA,DEL,11:26,15:29,219.0,1362,A320,125,1.0,Technical,18044
FL-003444,2022-12-26,Vistara,BOM,DEL,16:46,14:23,105.0,2931,A321,200,0.0,Crew,8453
FL-003445,2023-05-29,Air India,DEL,MAA,12:53,,52.0,767,B787,139,0.0,Technical,12889
FL-003446,2022-08-26,Vistara,CCU,CCU,10:19,20:27,154.0,1233,A321,285,1.0,Crew,9109
FL-003447,2023-05-02,SpiceJet,HYD,MAA,22:24,18:35,272.0,1923,A321,70,0.0,Weather,16872
FL-003448,2023-07-09,IndiGo,BOM,MAA,21:49,13:10,1340.0,2949,B737,264,0.0,Crew,15490
FL-003449,2022-11-17,IndiGo,MAA,MAA,20:49,21:59,144.0,2125,A321,186,1.0,None,9277
FL-003450,2022-06-27,GoAir,MAA,BOM,18:16,07:48,272.0,1531,B737,175,,None,6930
