post_id,post_date,platform,author_id,content_type,likes,comments,shares,reach,impressions,engagement_rate,followers_at_post,hashtag_count,is_sponsored,sentiment
POST-00002805,2024-08-12 11:00:00,Facebook,USER-01317,Image,93938.0,4930.0,9685,813324,863613,10.519066571939407,55405,3.0,0,Positive
POST-00002806,2023-02-06 01:00:00,Twitter,USER-01204,Video,41630.0,4121.0,7838,804749,860714,0.8336201561812179,504000,7.0,1,Negative
POST-00002807,2023-04-14 18:00:00,Instagram,USER-00466,Image,45971.0,1575.0,8455,764805,910873,9.411070466992996,790460,1.0,1,Negative
POST-00002808,2023-01-26 19:00:00,Twitter,USER-01826,Story,90077.0,1343.0,4401,422839,1756144,14.684923189014912,947505,19.0,1,Positive
POST-00002809,2023-07-30 20:00:00,LinkedIn,USER-01544,Video,16483.0,4700.0,6472,231764,1092304,7.437264283137495,166762,16.0,0,Neutral
POST-00002810,2023-08-26 17:00:00,Twitter,USER-01061,Image,9425.0,507.0,4288,968915,28809,6.621359998175602,801252,,1,Positive
POST-00002811,2023-11-27 11:00:00,Facebook,USER-01841,Reel,82412.0,3462.0,7493,515546,732890,6.729981381076605,113001,27.0,1,Positive
POST-00002812,2023-12-05 18:00:00,LinkedIn,USER-00532,Video,17386.0,3710.0,9139,918600,1981586,14.879011086961718,371544,20.0,1,Positive
POST-00002813,2023-04-26 15:00:00,TikTok,USER-01757,Video,50478.0,1939.0,4575,336745,809360,4.941211929008478,368737,27.0,0,Negative
POST-00002814,2024-06-17 08:00:00,LinkedIn,USER-00718,Video,20400.0,1591.0,5658,61542,593767,5.221037542697675,822272,15.0,1,Neutral
POST-00002815,2024-01-12 21:00:00,Facebook,USER-01333,Reel,81247.0,2144.0,6143,269777,1766914,2.6227443487907505,54956,5.0,1,Neutral
POST-00002816,2024-01-04 08:00:00,TikTok,USER-01285,Image,89983.0,4951.0,1148,584967,296540,2.195365747306919,901214,22.0,0,Neutral
POST-00002817,2023-09-30 00:00:00,Twitter,USER-01007,Image,1156.0,4275.0,5365,197899,18278580,12.779555495324995,447195,8.0,1,Negative
POST-00002818,2023-07-15 15:00:00,Instagram,USER-01646,Story,73950.0,2735.0,8277,599885,1076489,5.014867996583883,192232,13.0,1,Neutral
POST-00002819,2023-04-16 02:00:00,Twitter,USER-00017,Reel,71833.0,1470.0,5630,499390,1855249,2.3341944163910524,227770,,0,Positive
POST-00002820,2023-02-22 12:00:00,Twitter,USER-00499,Reel,6514.0,3576.0,9147,469380,1951832,6.889913932914449,817977,6.0,1,Neutral
POST-00002821,2023-01-07 05:00:00,Twitter,USER-01863,Story,9860.0,1909.0,7484,805705,1976843,12.252381861030987,927872,19.0,0,Negative
POST-00002822,2024-08-10 02:00:00,Instagram,USER-01092,Story,29124.0,3308.0,6155,329474,1828336,10.591910927754315,760236,6.0,1,Neutral
POST-00002823,2023-03-15 15:00:00,Instagram,USER-00777,Image,14241.0,3634.0,4620,35479,1478940,1.1294621859162413,827802,13.0,0,Positive
POST-00002824,2024-01-04 18:00:00,Instagram,USER-01849,Story,90769.0,1329.0,6043,946689,1663190,0.7759828527262919,34463,29.0,1,Negative
POST-00002825,2023-09-05 10:00:00,TikTok,USER-01129,Text,65670.0,2974.0,7297,911205,1009312,6.752834034254586,121244,5.0,0,Positive
POST-00002826,2023-08-10 22:00:00,Facebook,USER-01481,Video,,403.0,6036,679904,1870139,7.534721003741785,581772,19.0,0,Positive
POST-00002827,2023-03-31 22:00:00,Facebook,USER-00421,Story,2118.0,3968.0,9835,379166,205667,7.202168053757921,613875,22.0,0,Negative
POST-00002828,2023-08-06 22:00:00,Facebook,USER-01161,Story,3477.0,2708.0,1130,517856,24176,11.719430081255776,401083,19.0,1,Neutral
POST-00002829,2023-03-26 10:00:00,TikTok,USER-01775,Image,41670.0,148.0,2531,724902,117493,3.675969403828587,803137,6.0,1,Neutral
POST-00002830,2023-11-09 11:00:00,Twitter,USER-01341,Video,50133.0,3782.0,7158,854617,1422568,3.1525298948923024,480500,29.0,1,Positive
POST-00002831,2023-09-06 10:00:00,Twitter,USER-01289,Image,28794.0,3719.0,4761,814340,332844,11.154792222418626,626955,15.0,0,Neutral
POST-00002832,2024-03-22 17:00:00,Facebook,USER-01152,Reel,48364.0,3499.0,782,475185,1457303,12.441765117036246,453637,1.0,1,Neutral
POST-00002833,2023-04-23 23:00:00,Instagram,USER-01951,Story,50471.0,,3665,460393,1309910,5.1116178746214755,321178,24.0,0,Neutral
POST-00002834,2023-05-01 03:00:00,Instagram,USER-01016,Video,28646.0,750.0,1450,353360,935142,9.336212486635597,386919,21.0,1,Negative
POST-00002835,2023-10-16 11:00:00,TikTok,USER-01623,Video,69484.0,,3498,320668,1437873,7.008522312995122,481440,27.0,1,Neutral 
POST-00002836,2023-01-28 22:00:00,Instagram,USER-00526,Story,73923.0,3468.0,6900,432495,1832203,3.4412509251400234,484100,1.0,1,Neutral
POST-00002837,2023-03-18 21:00:00,TikTok,USER-00538,Image,59020.0,1825.0,7041,658203,591980,6.898806808419147,638431,2.0,1,Negative
POST-00002838,2023-06-24 11:00:00,LinkedIn,USER-01111,Reel,64596.0,4864.0,3503,727552,1591784,6.744434032168931,588568,29.0,1,Negative
POST-00002839,2023-05-06 06:00:00,Facebook,USER-01369,Text,355.0,4078.0,7447,75526,1918226,14.467498212248188,509204,3.0,0,Neutral
POST-00002840,2024-08-06 12:00:00,Instagram,USER-01511,Video,21515.0,301.0,8811,43833,1567898,1.8935246953146296,117930,9.0,1,Negative
POST-00002841,2023-08-24 17:00:00,TikTok,USER-01037,Image,98816.0,1004.0,9869,240269,168920,3.717729601458451,772638,10.0,0,Positive
POST-00002842,2024-02-19 20:00:00,Instagram,USER-00042,Text,13490.0,2968.0,1872,344852,1331556,13.359406677913784,161727,9.0,1,Negative
POST-00002843,2024-04-18 03:00:00,Instagram,USER-01604,Image,74674.0,1495.0,6607,26410,692164,10.385103909559488,536719,21.0,0,Positive
POST-00002844,2023-07-13 12:00:00,Instagram,USER-01471,Video,90039.0,758.0,1122,989081,997644,10.53285869851366,214650,3.0,0,Positive
POST-00002845,2024-01-26 23:00:00,Twitter,USER-01791,Image,38447.0,4104.0,4665,694679,1585267,9.46593296572648,72688,0.0,1,Negative
POST-00002846,2023-05-10 21:00:00,Instagram,USER-01620,Text,,3493.0,6816,140027,1868343,2.9667982484588262,806801,0.0,0,Neutral
POST-00002847,2024-05-31 22:00:00,Instagram,USER-01278,Image,79251.0,3591.0,2576,284844,770556,5.84157005793858,383469,2.0,0,Positive
POST-00002848,2024-08-08 03:00:00,Facebook,USER-01953,Image,59807.0,313.0,1198,61559,1991357,7.601322453039646,305720,15.0,0,Neutral
POST-00002849,2024-06-22 06:00:00,Twitter,USER-01397,Text,69506.0,1009.0,9178,497857,1250160,10.919900976287385,476263,15.0,0,Neutral
POST-00002850,2024-01-21 09:00:00,TikTok,USER-01172,Image,98579.0,1047.0,1683,106434,235922,14.109716678198392,562371,19.0,0,Neutral
POST-00002851,2023-06-22 13:00:00,TikTok,USER-01829,Story,70805.0,646.0,9701,39106,1952584,13.299825306781617,601637,7.0,0,Neutral
POST-00002852,2024-04-02 07:00:00,Twitter,USER-01936,Text,14197.0,2515.0,4561,527773,1879607,13.095479560590098,36910,22.0,0,Neutral
POST-00002853,2023-02-07 12:00:00,Facebook,USER-01353,Video,95629.0,1613.0,7239,449032,1977619,5.077695659476385,988342,10.0,0,Positive
POST-00002854,2023-07-02 18:00:00,Twitter,USER-01865,Reel,86342.0,1552.0,255,459515,744459,7.010444512056614,222524,6.0,0,Positive
POST-00002855,2024-08-21 17:00:00,Facebook,USER-01574,Reel,33211.0,1586.0,4989,2229,1522907,10.619831912849323,515960,20.0,1,Neutral
POST-00002856,2023-11-30 12:00:00,Instagram,USER-01417,Story,89952.0,1469.0,6899,433486,485328,10.45891486997717,426835,28.0,1,Positive
POST-00002857,2024-08-01 09:00:00,TikTok,USER-01224,Video,79302.0,3818.0,9824,135218,189457,0.5805172451168722,54690,21.0,1,Negative
POST-00002858,2024-01-10 17:00:00,Instagram,USER-00167,Reel,34117.0,4068.0,4111,878126,1784777,1.4969507691373436,855718,18.0,0,Positive
POST-00002859,2024-01-13 21:00:00,LinkedIn,USER-01783,Text,33218.0,4227.0,1539,440617,1430630,7.621533647945676,299763,4.0,0,Negative
POST-00002860,2024-08-16 14:00:00,Facebook,USER-01792,Reel,82845.0,1979.0,6990,378292,278352,11.621295286857409,840311,11.0,0,Neutral
POST-00002861,2024-08-22 21:00:00,Facebook,USER-01055,Image,,3962.0,8407,35932,79320,4.492922876410895,555720,0.0,1,Negative
POST-00002862,2024-05-05 22:00:00,LinkedIn,USER-01687,Text,1092.0,2911.0,9997,920182,1986538,8.090549382187662,243545,19.0,1,Positive
POST-00002863,2024-05-09 07:00:00,Facebook,USER-00356,Text,71129.0,974.0,1746,830696,1043726,9.571803255410396,725693,16.0,1,Neutral
POST-00002864,2023-10-09 20:00:00,Facebook,USER-00814,Reel,84817.0,3949.0,9165,534704,1563556,8.51387836668548,176269,16.0,1,Negative
POST-00002865,2023-05-07 08:00:00,Instagram,USER-00113,Video,85249.0,919.0,4005,109446,792076,8.738951055086263,108444,6.0,0,Negative
POST-00002866,2023-07-05 21:00:00,TikTok,USER-00436,Video,80642.0,3070.0,7025,580481,1832422,12.270552715961616,213999,25.0,1,Positive
POST-00002867,2023-08-01 01:00:00,Facebook,USER-01313,Reel,64383.0,2962.0,9430,594759,733501,14.197389717760824,530267,22.0,0,Negative
POST-00002868,2024-05-25 00:00:00,Instagram,USER-00917,Story,99365.0,751.0,219,790679,253561,9.238652799856514,810523,6.0,1,Positive
POST-00002869,2024-04-17 07:00:00,Facebook,USER-00558,Image,83060.0,453.0,7644,754084,736214,8.957330293448779,8566,24.0,0,Neutral
POST-00002870,2023-05-19 12:00:00,TikTok,USER-01664,Story,51121.0,1645.0,6971,736645,546817,14.329352751049324,942599,2.0,0,Positive
POST-00002871,2024-06-19 19:00:00,Facebook,USER-01632,Image,30856.0,2071.0,9852,-862813,1367631,14.887518532655045,680138,23.0,0,Positive
POST-00002872,2023-01-20 03:00:00,LinkedIn,USER-01718,Reel,57293.0,4165.0,2684,570798,479736,2.6114278711160117,97103,12.0,1,Neutral
POST-00002873,2024-07-22 21:00:00,Facebook,USER-00607,Text,49698.0,2795.0,298,440665,1506864,8.035803951988257,925969,27.0,1,Positive
POST-00002874,2023-02-27 18:00:00,Twitter,USER-00573,Story,46071.0,442.0,4649,951790,1145552,1.998387973650746,936833,3.0,1,Negative
POST-00002875,2023-12-11 22:00:00,Facebook,USER-00455,Video,73222.0,2238.0,394,75894,606540,6.714221696079471,256740,8.0,0,Negative
POST-00002876,2023-07-10 05:00:00,Twitter,USER-01842,Reel,,1190.0,5330,543838,675639,0.5526505641345641,169985,16.0,1,Positive
POST-00002877,2024-04-21 18:00:00,Facebook,USER-00067,Image,51232.0,1348.0,433,561219,1338785,8.657463780139672,328377,27.0,0,Neutral
POST-00002878,2024-08-21 06:00:00,TikTok,USER-00156,Story,21306.0,695.0,6137,172827,1276418,10.37041547739161,361143,27.0,1,Negative
POST-00002879,2023-12-15 17:00:00,Instagram,USER-01260,Reel,82256.0,1363.0,8176,903630,1509862,1.137478885705785,100442,26.0,1,Negative
POST-00002880,2023-12-27 18:00:00,Twitter,USER-01027,Image,48200.0,387.0,67,972496,1806877,5.623943719254006,840319,3.0,0,Positive
POST-00002881,2023-04-04 16:00:00,LinkedIn,USER-01963,Reel,98286.0,504.0,5658,592397,629656,7.953528036963606,788081,19.0,1,Negative
POST-00002882,2023-01-24 20:00:00,TikTok,USER-01938,Video,56703.0,,5477,226984,1690961,13.8430747919483,168751,17.0,0,Neutral
POST-00002883,2023-12-26 12:00:00,Facebook,USER-00356,Reel,99038.0,3734.0,2314,445247,74967,10.33677056240869,284269,4.0,1,Positive
POST-00002884,2023-07-19 17:00:00,TikTok,USER-01600,Image,28777.0,483.0,2681,45905,333940,11.005176697918305,165176,8.0,1,Positive
POST-00002885,2024-01-01 13:00:00,TikTok,USER-01619,Video,43539.0,4141.0,6354,807896,1596757,11.44807363849687,467712,23.0,1,Neutral
POST-00002886,2024-01-03 03:00:00,TikTok,USER-01312,Text,14517.0,4661.0,3494,536720,643556,3.3709431532673904,733785,20.0,0,Neutral
POST-00002887,2024-07-03 02:00:00,Twitter,USER-01136,Story,22603.0,830.0,8463,551133,770805,9.828822021901273,959707,25.0,1,Positive
POST-00002888,2023-08-28 16:00:00,Twitter,USER-01068,Video,23150.0,2430.0,4162,547871,461290,0.5198638837933717,908242,12.0,1,Positive
POST-00002889,2023-10-24 08:00:00,LinkedIn,USER-00658,Image,23720.0,28.0,4051,200194,1010115,4.696263609913409,922770,16.0,0,Neutral
POST-00002890,2024-05-30 03:00:00,Facebook,USER-01830,Reel,927.0,2252.0,7637,586647,1280521,4.460807882766772,282625,22.0,1,Neutral
POST-00002891,2023-03-04 17:00:00,Twitter,USER-01375,Image,14739.0,1473.0,1547,969828,647241,11.253819050947131,987964,28.0,0,Neutral
POST-00002892,2023-11-29 05:00:00,LinkedIn,USER-00285,Reel,39159.0,4506.0,5696,463819,660048,1.6253473983161648,218195,8.0,0,Neutral
POST-00002893,2023-01-26 09:00:00,Instagram,USER-00057,Story,13721.0,339.0,1205,627805,1331990,10.942809207558668,718875,2.0,1,Positive
POST-00002894,2024-07-18 23:00:00,TikTok,USER-01869,Story,15457.0,4095.0,4855,887792,324451,12.428091542400061,474462,29.0,0,Neutral
POST-00002895,2023-11-20 16:00:00,Instagram,USER-00083,Story,87078.0,4445.0,652,257162,2981,11.71234668760976,84323,,0,Positive
POST-00002896,2023-04-21 03:00:00,Facebook,USER-01141,Image,74809.0,3347.0,6743,87630,86872,12.816375768595966,458304,3.0,0,Neutral
POST-00002897,2023-12-11 22:00:00,LinkedIn,USER-00965,Story,22638.0,1779.0,2746,972972,1064498,14.345750312378215,261375,,1,Negative
POST-00002898,2023-10-16 17:00:00,Facebook,USER-01203,Reel,97961.0,793.0,7094,959580,1237843,1.0914942367645608,120266,13.0,0,Neutral
POST-00002899,2024-06-23 21:00:00,Instagram,USER-00761,Image,21691.0,726.0,6852,427264,1303376,4.596613596416637,382532,18.0,0,Neutral
POST-00002900,2024-08-07 16:00:00,LinkedIn,USER-00352,Reel,18802.0,407.0,4022,419377,1979878,11.229892163169591,827367,8.0,1,Positive
POST-00002901,2023-03-29 11:00:00,LinkedIn,USER-00639,Reel,19688.0,3568.0,246,205703,832347,7.374276326743213,938969,29.0,1,Neutral
POST-00002902,2023-12-19 15:00:00,Facebook,USER-01865,Text,58282.0,1734.0,1265,307187,1064066,13.816674514840132,17895,19.0,1,Negative
POST-00002903,2024-07-10 08:00:00,Facebook,USER-00402,Video,31470.0,2591.0,8478,528284,1888465,0.48268431049971583,721568,27.0,0,Neutral
POST-00002904,2023-08-10 01:00:00,Instagram,USER-01149,Image,85600.0,55.0,8744,140792,1100776,14.302531463749176,727784,26.0,1,Neutral
POST-00002905,2024-01-31 07:00:00,Facebook,USER-00732,Text,4907.0,,4822,98661,23011,10.344183789703049,793130,12.0,0,Negative
POST-00002906,2023-08-04 12:00:00,Twitter,USER-00651,Video,62354.0,17.0,9054,79529,882552,11.481836694483258,211006,15.0,0,Positive
POST-00002907,2023-09-29 00:00:00,LinkedIn,USER-01175,Story,76076.0,360.0,9160,284443,290716,10.458142139875301,669735,28.0,0,Positive
POST-00002908,2024-06-22 16:00:00,TikTok,USER-01255,Text,,516.0,5154,163591,643597,7.246558046870648,401456,24.0,1,Negative
POST-00002909,2024-07-21 07:00:00,Instagram,USER-01550,Image,12282.0,584.0,2768,316194,1265324,3.519957848551862,362118,10.0,0,Positive
POST-00002910,2024-07-03 22:00:00,Twitter,USER-01538,Story,45404.0,,5078,226061,198836,10.646917775800885,487145,26.0,0,Positive
POST-00002911,2023-12-07 11:00:00,Twitter,USER-01886,Image,56861.0,2659.0,561,572555,721768,12.03447982938373,428759,4.0,0,Neutral
POST-00002912,2023-09-18 16:00:00,LinkedIn,USER-00754,Image,60527.0,3231.0,7172,527002,464838,5.117310544703603,389327,10.0,1,Neutral
POST-00002913,2024-08-16 05:00:00,TikTok,USER-00581,Video,70976.0,2010.0,9498,38317,459379,0.8213701186132055,562052,3.0,0,Positive
POST-00002914,2023-04-16 11:00:00,LinkedIn,USER-00285,Text,49454.0,3613.0,180,644803,1424479,4.253726147692733,677640,21.0,1,Negative
POST-00002915,2024-01-28 06:00:00,LinkedIn,USER-00482,Reel,58252.0,3295.0,3301,187484,386000,2.7551039921381286,18143,18.0,0,Neutral
POST-00002916,2024-07-14 14:00:00,TikTok,USER-00069,Video,42831.0,4423.0,2720,39369,799784,6.948474972163164,768572,25.0,1,Positive
POST-00002917,2023-04-15 16:00:00,TikTok,USER-01093,Story,46918.0,,7068,628788,222791,14.24578706667367,761313,10.0,1,Negative
POST-00002918,2024-06-25 14:00:00,Instagram,USER-00015,Video,41479.0,1191.0,3645,517444,1858294,7.865156947592643,988225,5.0,0,Negative
POST-00002919,2023-03-18 21:00:00,Facebook,USER-01100,Text,15296.0,4540.0,8036,285100,484185,14.229172632787938,121309,6.0,0,Neutral
POST-00002920,2024-08-02 12:00:00,TikTok,USER-01523,Image,89556.0,4311.0,6968,22306,1781692,7.026927176978048,259634,15.0,0,Neutral
POST-00002921,2023-08-21 03:00:00,TikTok,USER-01408,Video,50880.0,723.0,7526,976212,427355,8.64176875447076,806311,7.0,0,Positive
POST-00002922,2023-10-21 13:00:00,LinkedIn,USER-01971,Reel,25331.0,2287.0,9946,142102,11436750,13.70694412543398,452912,7.0,1,Neutral
POST-00002923,2024-03-30 08:00:00,Instagram,USER-00362,Reel,76464.0,1799.0,9853,369806,1737560,6.357162101267502,611785,22.0,1,Neutral
POST-00002924,2023-10-14 11:00:00,Twitter,USER-00179,Story,84865.0,1711.0,7858,280172,1367772,7.865253005510735,755562,1.0,1,Neutral
POST-00002925,2024-05-11 06:00:00,Twitter,USER-00245,Reel,89697.0,819.0,2937,214846,1285130,14.643132233793427,216986,17.0,0,Positive
POST-00002926,2024-05-29 11:00:00,Instagram,USER-01691,Text,,4320.0,7572,485160,1014414,14.27372637484488,692998,28.0,0,Negative
POST-00002927,2024-03-05 11:00:00,Instagram,USER-00378,Video,11806.0,640.0,165,479420,101078,13.91438489843345,109145,14.0,1,Neutral
POST-00002928,2023-04-03 00:00:00,LinkedIn,USER-01757,Image,97732.0,,3227,558040,970390,3.8866991667862134,128458,8.0,0,Neutral
POST-00002929,2023-01-19 18:00:00,Instagram,USER-01868,Image,6674.0,612.0,754,883397,1554177,8.149873412158604,374140,28.0,1,Negative
POST-00002930,2024-08-22 14:00:00,LinkedIn,USER-01285,Video,60566.0,925.0,4541,971151,267437,2.7725556614142057,193223,18.0,0,Negative
POST-00002931,2024-03-01 08:00:00,TikTok,USER-01769,Text,53881.0,520.0,9736,127431,885566,13.872829235941959,166910,4.0,0,Positive
POST-00002932,2024-06-17 11:00:00,LinkedIn,USER-01209,Image,42929.0,4879.0,9605,693904,1327538,11.04870399421292,864445,12.0,1,Negative
POST-00002933,2024-03-05 06:00:00,TikTok,USER-01422,Image,9281.0,3685.0,9825,595056,1830503,7.588723307238171,868319,6.0,1,Negative
POST-00002934,2024-08-04 20:00:00,TikTok,USER-01210,Video,37894.0,1923.0,3968,521520,14212,1.1411962163997242,767689,16.0,1,Negative
POST-00002935,2024-04-27 04:00:00,LinkedIn,USER-01125,Video,22387.0,3909.0,3687,558854,1454352,11.896238124531237,28901,29.0,1,Positive
POST-00002936,2023-08-12 13:00:00,Twitter,USER-00228,Text,44887.0,3932.0,4266,903540,1333963,10.394429167397929,115358,6.0,1,Negative
POST-00002937,2024-05-19 13:00:00,LinkedIn,USER-01404,Image,29498.0,4188.0,181,700546,171462,5.642068293672179,105977,28.0,0,Neutral
POST-00002938,2024-07-21 14:00:00,Instagram,USER-01201,Text,14667.0,3.0,7664,777680,930016,8.489672827966945,117519,10.0,1,Positive
POST-00002939,2024-05-13 13:00:00,Instagram,USER-00590,Image,42768.0,893.0,6892,471043,842021,9.886402252659321,878172,5.0,1,Positive
POST-00002940,2023-03-16 02:00:00,TikTok,USER-01538,Video,98689.0,,3390,79748,1846676,4.882108625073568,203221,16.0,0,Positive
POST-00002941,2023-03-22 08:00:00,Facebook,USER-00150,Story,71829.0,4430.0,8976,123590,903917,1.9641598618283485,463060,21.0,1,Neutral
POST-00002942,2023-07-31 04:00:00,Facebook,USER-00086,Video,27884.0,4072.0,6038,149554,917712,3.389110336796051,727811,25.0,1,Neutral
POST-00002943,2023-03-07 17:00:00,Facebook,USER-00055,Story,56502.0,1699.0,5606,150588,1251005,14.225473900380848,760250,14.0,0,Neutral
POST-00002944,2024-08-17 06:00:00,Instagram,USER-00771,Image,85374.0,2150.0,643,680091,996933,8.016870748259105,999968,23.0,0,Negative
POST-00002945,2024-08-20 23:00:00,TikTok,USER-01599,Image,35578.0,4670.0,4993,968539,900060,4.636623522231914,436693,20.0,1,Neutral
POST-00002946,2023-02-02 02:00:00,Instagram,USER-00186,Story,57016.0,3632.0,3644,715018,1763247,11.317604436064595,625739,0.0,0,Negative
POST-00002947,2024-05-23 10:00:00,LinkedIn,USER-00398,Story,59905.0,1051.0,92,594784,1152857,7.846754834306947,950163,25.0,0,Positive
POST-00002948,2024-03-26 19:00:00,LinkedIn,USER-00171,Video,27796.0,2015.0,3827,473107,641716,13.873838953167022,315621,20.0,1,Positive
POST-00002949,2023-03-25 09:00:00,TikTok,USER-00933,Text,47092.0,4956.0,4285,911541,163983,4.075242125640483,938745,14.0,0,Positive
POST-00002950,2024-01-28 06:00:00,TikTok,USER-00438,Story,98773.0,3636.0,6493,845594,252137,6.606960281029972,518715,16.0,1,Negative
POST-00002951,2023-03-24 01:00:00,TikTok,USER-00174,Text,65573.0,552.0,7642,29771,638005,3.202904625919725,596366,18.0,0,Positive
POST-00002952,2024-03-04 19:00:00,Twitter,USER-01144,Video,31086.0,1288.0,8249,546655,1877975,11.481662303251762,103162,16.0,1,Neutral
POST-00002953,2023-07-08 06:00:00,Twitter,USER-00039,Reel,21960.0,2883.0,9688,864484,1022165,10.074211709491383,777244,26.0,1,Positive
POST-00002954,2024-02-21 13:00:00,Twitter,USER-01023,Video,88369.0,4596.0,792,702543,1875169,2.1016809826141953,469393,10.0,0,Neutral
POST-00002955,2024-03-22 14:00:00,TikTok,USER-01360,Video,57093.0,218.0,1064,380046,689178,5.625899081054846,867411,20.0,0,Neutral
POST-00002956,2024-04-15 15:00:00,Facebook,USER-01927,Story,29356.0,4408.0,9634,474203,342851,5.868148916653072,861483,28.0,1,Negative
POST-00002957,2023-07-13 11:00:00,Facebook,USER-00581,Story,34544.0,1858.0,4765,238328,52190,13.394103922121051,6288,15.0,1,Positive
POST-00002958,2024-06-29 12:00:00,LinkedIn,USER-00373,Video,69896.0,4220.0,4962,282427,1518058,9.567307390000337,302817,21.0,1,Positive
POST-00002959,2023-06-07 23:00:00,Instagram,USER-00079,Text,69131.0,3430.0,5255,602582,1492224,7.076019534558992,654890,12.0,1,Negative
POST-00002960,2023-02-12 10:00:00,LinkedIn,USER-01633,Story,17182.0,321.0,1557,964982,1011219,6.838173000728224,435599,3.0,1,Positive
POST-00002961,2024-05-17 18:00:00,Facebook,USER-01369,Image,62871.0,3770.0,1662,899658,1297751,6.572584458509891,340938,22.0,1,Neutral
POST-00002962,2024-07-13 03:00:00,Instagram,USER-01862,Video,86035.0,3292.0,1253,505883,951598,2.138686850710232,426696,5.0,0,Neutral
POST-00002963,2023-05-31 03:00:00,LinkedIn,USER-01472,Story,53117.0,109.0,4506,526502,68055,6.176172081313162,49362,0.0,0,Positive
POST-00002964,2023-10-14 20:00:00,LinkedIn,USER-01019,Text,79685.0,2589.0,1228,652495,957903,4.895945938035179,593081,28.0,1,Neutral
POST-00002965,2023-02-12 19:00:00,Instagram,USER-01236,Reel,68995.0,715.0,4567,514552,1523955,8.139383255014843,821268,4.0,1,Neutral
POST-00002966,2024-01-29 19:00:00,TikTok,USER-00959,Text,78584.0,3779.0,6452,544602,1122153,3.3528928999702523,753254,18.0,0,Neutral
POST-00002967,2023-09-23 03:00:00,Twitter,USER-01257,Image,87616.0,4315.0,3389,895384,1071032,6.701954267277113,717563,25.0,0,Positive
POST-00002968,2023-05-07 14:00:00,Instagram,USER-01930,Reel,32240.0,4384.0,4792,633415,1185240,7.8383432256624275,134814,3.0,0,Positive
POST-00002969,2024-02-01 02:00:00,TikTok,USER-01706,Reel,25146.0,1281.0,6944,373473,1098672,4.617481582368719,636988,20.0,1,Positive
POST-00002970,2024-03-31 20:00:00,LinkedIn,USER-01020,Story,26516.0,2753.0,9934,138816,1429327,10.86662652925875,211941,28.0,1,Negative
POST-00002971,2024-01-04 09:00:00,TikTok,USER-00776,Image,11607.0,2194.0,116,288237,1579632,10.250625775412729,928894,2.0,1,Negative
POST-00002972,2023-02-24 11:00:00,Facebook,USER-00370,Story,22163.0,2125.0,4620,845975,103554,3.5915356194948496,498861,,0,Neutral
POST-00002973,2024-02-17 06:00:00,Instagram,USER-00682,Text,12130.0,860.0,6639,22813,1685530,11.26649045482831,864040,3.0,0,Neutral
POST-00002974,2024-02-21 19:00:00,Instagram,USER-00118,Text,36294.0,3498.0,750,448472,141058,10.38679364007442,867204,29.0,0,Negative
POST-00002975,2023-10-05 08:00:00,TikTok,USER-00802,Image,30478.0,4898.0,2207,384017,1641726,13.816874939835714,662598,7.0,1,Negative
POST-00002976,2023-02-21 08:00:00,Instagram,USER-00189,Reel,10384.0,1634.0,5785,772621,825903,7.852105416508849,656939,25.0,0,Neutral
POST-00002977,2024-01-13 15:00:00,Facebook,USER-01175,Video,,1127.0,6871,355593,1019383,4.142143314822381,117700,3.0,0,Negative
POST-00002978,2024-06-21 15:00:00,Instagram,USER-01801,Image,22974.0,3647.0,4159,619629,1761101,3.7265561285812088,787206,20.0,0,Neutral
POST-00002979,2023-09-15 22:00:00,TikTok,USER-01271,Story,64677.0,3635.0,578,705578,1731383,13.293525412966224,936943,26.0,1,Neutral
POST-00002980,2024-03-09 16:00:00,Twitter,USER-01840,Reel,56556.0,1034.0,917,225410,381623,7.479748325595908,984008,13.0,0,Neutral
POST-00002981,2023-02-27 04:00:00,TikTok,USER-00707,Text,96177.0,3162.0,1891,587256,1997528,0.716046569130826,774371,19.0,1,Neutral
POST-00002982,2023-03-07 23:00:00,Facebook,USER-01609,Reel,2484.0,3303.0,8925,487548,551516,7.926997981988169,863977,18.0,0,Neutral
POST-00002983,2024-03-22 14:00:00,TikTok,USER-00182,Reel,68205.0,1888.0,2335,625755,822217,4.29935908766581,932467,0.0,1,Negative
POST-00002984,2023-10-19 03:00:00,TikTok,USER-00524,Text,34236.0,4474.0,5755,643913,1556456,8.551768475814658,295199,8.0,1,Negative
POST-00002985,2023-04-23 02:00:00,Facebook,USER-00131,Video,11951.0,3229.0,554,399293,822480,3.9394891711235704,760373,4.0,0,Positive
POST-00002986,2023-03-18 03:00:00,Twitter,USER-00434,Story,54581.0,1692.0,7682,639891,531793,0.7120423448421542,780991,25.0,1,Positive
POST-00002987,2024-02-14 00:00:00,Instagram,USER-01865,Image,48219.0,2555.0,149,6281,715764,12.390232471687384,805812,18.0,1,Positive
POST-00002988,2023-01-10 06:00:00,TikTok,USER-00685,Video,41547.0,3109.0,282,118345,945649,1.3241474939280085,842504,22.0,0,Negative
POST-00002989,2023-09-20 09:00:00,TikTok,USER-01516,Text,39874.0,161.0,8972,712618,1138935,11.412054118979782,16089,5.0,1,Negative
POST-00002990,2024-03-14 10:00:00,Instagram,USER-01220,Text,28815.0,2964.0,7772,344550,455286,12.588988987311911,436325,6.0,0,Neutral
