shipment_id,order_date,delivery_date,origin_city,destination_city,carrier,weight_kg,distance_km,shipping_cost,delivery_days,on_time,package_type,customer_rating
SHIP-003165,2022-03-28,2022-06-19,Chennai,Pune,DHL,36.91986658639666,2993,715.0,7.0,0,Envelope,1
SHIP-003166,2023-10-11,2023-07-17,Delhi,Kolkata,DTDC,24.546580641901514,1713,2667.0,7.0,1,Pallet,1
SHIP-003167,2024-06-14,2022-02-15,Chennai,Delhi,FedEx,47.22495629259523,18720,677.0,3.0,0,,2
SHIP-003168,2022-12-29,2023-11-20,Chennai,Bangalore,DTDC,69.67076180675271,1148,1941.0,14.0,1,Envelope,5
SHIP-003169,2024-01-16,2023-01-16,Chennai,Pune,BlueDart,45.692131317041266,190,990.0,11.0,0,Pallet,4
SHIP-003170,2024-06-12,2022-03-19,Mumbai,Pune,DTDC,2.2649114599753064,22340,2388.0,7.0,1,Box,4
SHIP-003171,2023-02-18,2023-01-10,Chennai,Chennai,DTDC,62.54797227161615,1666,2370.0,5.0,0,Pallet,4
SHIP-003172,2022-11-22,2024-02-17,Mumbai,Kolkata,BlueDart,10.928488365520652,2448,2989.0,4.0,0,Envelope,5
SHIP-003173,2023-12-01,2022-09-27,Mumbai,Chennai,DHL,6.884033157491939,2978,3161.0,5.0,1,Envelope,3
SHIP-003174,2023-05-15,2022-02-15,Mumbai,Chennai,BlueDart,49.58964332837415,815,1024.0,10.0,1,Pallet,5
SHIP-003175,2022-12-15,2024-02-09,Mumbai,Mumbai,DHL,79.54307333902538,2955,1009.0,4.0,0,Pallet,2
SHIP-003176,2023-05-12,2022-03-21,Delhi,Kolkata,BlueDart,41.99107307788345,1004,4174.0,2.0,0,Pallet,5
SHIP-003177,2022-12-29,2024-02-12,Mumbai,Bangalore,BlueDart,34.48852112355418,2522,4210.0,10.0,1,Pallet,4
SHIP-003178,2023-07-02,2023-02-08,Mumbai,Delhi,DTDC,85.99561129423117,442,,12.0,1,Pallet,5
SHIP-003179,2023-10-19,2022-10-22,Bangalore,Mumbai,FedEx,66.1646187117402,88,4965.0,5.0,1,Pallet,4
SHIP-003180,2023-02-19,2024-01-01,Delhi,Chennai,DTDC,48.289137151664676,1873,4068.0,13.0,0,Envelope,5
SHIP-003181,2022-02-05,2022-12-12,Chennai,Pune,FedEx,82.47953726555973,2917,2331.0,13.0,1,Envelope,4
SHIP-003182,2023-08-08,2022-08-25,Bangalore,Mumbai,FedEx,84.66106040099478,2789,1456.0,3.0,0,Box,3
SHIP-003183,2024-05-21,2024-01-12,Mumbai,Bangalore,DHL,27.121060734772904,2224,2370.0,8.0,0,Box,2
SHIP-003184,2023-01-12,2024-06-06,Chennai,Kolkata,FedEx,59.97752919029359,1053,4159.0,6.0,0,Pallet,5
SHIP-003185,2023-11-08,2023-02-18,Mumbai,Bangalore,BlueDart,32.57565417527224,1873,1306.0,14.0,0,Pallet,2
SHIP-003186,2022-04-20,2023-09-23,Mumbai,Bangalore,FedEx,52.19502338612197,2766,385.0,2.0,0,Box,2
SHIP-003187,2022-11-17,2023-12-31,Delhi,Chennai,BlueDart,1.3736736802120424,636,3926.0,14.0,1,Pallet,1
SHIP-003188,2022-10-06,2023-07-12,Chennai,Chennai,DHL,97.80175378654249,344,2067.0,2.0,0,Envelope,4
SHIP-003189,2022-01-04,2024-05-24,Mumbai,Mumbai,DTDC,53.86522915920789,1634,4211.0,4.0,1,Envelope,1
SHIP-003190,2023-09-26,2023-01-23,Mumbai,Kolkata,DTDC,79.94484043787202,2900,4124.0,13.0,0,Pallet,1
SHIP-003191,2022-05-12,2023-07-19,Mumbai,Kolkata,BlueDart,84.53103291727095,63,1928.0,2.0,0,Pallet,4
SHIP-003192,2022-06-26,2024-01-09,Bangalore,Bangalore,DTDC,32.76851672356886,1080,1705.0,7.0,0,Box,4
SHIP-003193,2023-03-28,2023-12-28,Chennai,Chennai,DHL,56.66788073302093,540,4287.0,11.0,1,Box,4
SHIP-003194,2022-05-11,2022-11-10,Chennai,Bangalore,DHL,29.43432903990056,1798,2533.0,7.0,1,Box,2
SHIP-003195,2023-04-26,2022-01-31,Chennai,Delhi,FedEx,65.29175842047162,1277,4465.0,11.0,1,Pallet,3
SHIP-003196,2023-12-07,2022-10-28,Delhi,Kolkata,DTDC,65.99088215561187,141,4890.0,4.0,1,Box,2
SHIP-003197,2024-03-01,2023-02-11,Mumbai,Bangalore,FedEx,65.47194226181497,427,2750.0,2.0,0,Envelope,5
SHIP-003198,2022-10-25,2023-06-18,Bangalore,Kolkata,DTDC,38.12964250030591,1729,233.0,12.0,1,Pallet,5
SHIP-003199,2022-02-11,2022-04-11,Mumbai,Bangalore,DHL,9.692804843205495,2354,4891.0,10.0,1,Envelope,5
SHIP-003200,2024-01-18,2022-09-02,Bangalore,Mumbai,DTDC,11.139306232040964,1538,1896.0,7.0,0,Box,3
SHIP-003201,2024-02-04,2024-05-18,Chennai,Chennai,FedEx,42.0822076836182,95,2105.0,5.0,1,Box,5
SHIP-003202,2022-06-26,2023-08-08,Mumbai,Delhi,BlueDart,68.82134493906948,1509,1778.0,2.0,0,Envelope,3
SHIP-003203,2022-12-26,2022-09-13,Chennai,Chennai,DHL,70.07206279535876,2031,4506.0,3.0,1,Pallet,2
SHIP-003204,2022-04-04,2023-04-07,Bangalore,Kolkata,FedEx,64.84585586024268,61,178.0,13.0,0,Box,1
SHIP-003205,2024-03-15,2023-08-23,Chennai,Mumbai,BlueDart,30.755073847434243,1377,245.0,5.0,0,Envelope,5
SHIP-003206,2022-02-23,2024-03-15,Chennai,Bangalore,DTDC,91.3033218978003,1131,2149.0,9.0,0,Pallet,1
SHIP-003207,2023-06-07,2022-08-14,Delhi,Bangalore,DTDC,54.83270246121933,2295,4709.0,11.0,0,Pallet,5
SHIP-003208,2022-06-28,2023-10-30,Bangalore,Bangalore,BlueDart,27.7534245809837,589,1417.0,10.0,1,Box,3
SHIP-003209,2023-05-11,2024-05-24,Bangalore,Delhi,BlueDart,56.32844474316939,2603,1905.0,1.0,0,Envelope,2
SHIP-003210,2022-06-21,2023-03-11,Delhi,Bangalore,FedEx,66.63409745399326,832,2534.0,2.0,0,Pallet,1
SHIP-003211,2023-07-13,2023-04-03,Chennai,Kolkata,BlueDart,80.90699959050785,2031,2988.0,9.0,1,Envelope,3
SHIP-003212,2023-11-19,2024-02-27,Chennai,Mumbai,FedEx,68.37277382413612,1590,2109.0,12.0,1,Envelope,4
SHIP-003213,2024-01-08,2023-07-30,Delhi,Chennai,FedEx,10.701971776152453,2091,1262.0,13.0,1,Pallet,3
SHIP-003214,2022-10-19,2023-08-07,Mumbai,Pune,FedEx,31.75253307653922,2101,999.0,7.0,0,Box,3
SHIP-003215,2022-03-10,2023-04-04,Mumbai,Mumbai,DTDC,63.22831807923232,1462,2085.0,8.0,0,Box,4
SHIP-003216,2023-02-05,2024-05-29,Chennai,Bangalore,BlueDart,11.132464146233627,900,3048.0,3.0,1,Envelope,4
SHIP-003217,2024-05-03,2023-07-11,Bangalore,Bangalore,BlueDart,43.99729254871189,1674,2291.0,3.0,1,Box,3
SHIP-003218,2024-04-28,2024-01-17,Bangalore,Chennai,DTDC,27.664100140838155,2499,1278.0,2.0,1,Box,3
SHIP-003219,2023-12-01,2023-09-16,Chennai,Pune,DTDC,75.90695167076939,776,1436.0,2.0,0,Box,1
SHIP-003220,2023-05-25,2022-12-18,Bangalore,Chennai,DHL,32.12266375957734,859,4647.0,2.0,0,Pallet,5
SHIP-003221,2022-05-19,2024-04-09,Mumbai,Delhi,BlueDart,67.03413336071809,2819,3908.0,12.0,1,Pallet,5
SHIP-003222,2022-02-06,2022-06-17,Delhi,Delhi,DTDC,41.659978184229914,645,753.0,11.0,0,Pallet,2
SHIP-003223,2023-08-02,2022-05-01,Chennai,Delhi,DHL,8.245860178053087,250,4459.0,1.0,1,Pallet,5
SHIP-003224,2022-10-11,2023-02-20,Bangalore,Bangalore,DHL,34.44546351408446,2276,2879.0,13.0,1,Pallet,1
SHIP-003225,2022-12-18,2024-04-06,Bangalore,Kolkata,DHL,8.398887991452982,2093,3417.0,13.0,0,Box,2
SHIP-003226,2023-09-18,2022-10-29,Bangalore,Delhi,DTDC,46.729294869420954,1652,2473.0,4.0,0,Pallet,2
SHIP-003227,2022-04-20,2023-12-12,Bangalore,Mumbai,DHL,66.17794116821943,446,4636.0,13.0,1,Pallet,1
SHIP-003228,2024-01-26,2024-06-10,Mumbai,Kolkata,DTDC,20.29527468072938,2511,4181.0,8.0,0,Envelope,5
SHIP-003229,2022-07-27,2023-07-30,Bangalore,Chennai,BlueDart,86.02040522895423,2756,3276.0,14.0,1,Envelope,1
SHIP-003230,2022-12-01,2024-02-09,Chennai,Kolkata,FedEx,65.50388080542135,114,3697.0,5.0,1,Box,1
SHIP-003231,2023-02-26,2024-02-28,Delhi,Pune,DTDC,48.528587370192156,941,3138.0,7.0,1,Pallet,1
SHIP-003232,2024-04-01,2022-06-09,Delhi,Bangalore,BlueDart,46.86011156290118,1907,2374.0,14.0,1,Pallet,2
SHIP-003233,2022-03-12,2022-09-25,Bangalore,Pune,DHL,51.225787274534405,933,4054.0,10.0,0,Envelope,4
SHIP-003234,2022-10-28,2022-10-08,Mumbai,Kolkata,DTDC,67.69630601774578,1840,3391.0,13.0,0,Envelope,1
SHIP-003235,2023-02-19,2022-03-24,Delhi,Mumbai,FedEx,80.93893622732577,886,3700.0,12.0,1,Box,4
SHIP-003236,2022-12-13,2023-12-31,Mumbai,Chennai,BlueDart,15.853842323281068,2914,955.0,5.0,0,Envelope,5
SHIP-003237,2024-01-23,2022-01-18,Chennai,Chennai,DHL,14.84372936858177,1896,3329.0,6.0,0,Envelope,3
SHIP-003238,2023-12-25,2023-03-04,Mumbai,Kolkata,DHL,40.16102665062739,972,1315.0,1.0,0,,4
SHIP-003239,2022-06-27,2024-05-02,Chennai,Delhi,DHL,77.49892889750522,2930,3260.0,9.0,0,Box,2
SHIP-003240,2023-06-12,2022-03-15,Mumbai,Pune,BlueDart,25.50783936927628,770,421.0,6.0,0,Pallet,3
SHIP-003241,2024-01-15,2023-04-26,Bangalore,Delhi,DHL,5.5134919787510634,2071,4214.0,13.0,1,Envelope,1
SHIP-003242,2022-12-17,2023-01-30,Delhi,Kolkata,DHL,13.36824185485965,2956,4134.0,11.0,0,Pallet,1
SHIP-003243,2022-09-13,2022-07-22,Mumbai,Kolkata,DTDC,85.08338669854054,1499,625.0,1.0,0,Pallet,4
SHIP-003244,2024-05-04,2023-09-26,Mumbai,Kolkata,DTDC,64.08736573394415,229,,5.0,0,Envelope,1
SHIP-003245,2022-03-23,2024-06-04,Bangalore,Delhi,DHL,54.97247746509344,581,3244.0,12.0,1,Envelope,5
SHIP-003246,2023-04-07,2022-12-27,Delhi,Delhi,DTDC,90.73254592451131,2339,2948.0,14.0,1,Pallet,4
SHIP-003247,2022-07-19,2024-04-02,Delhi,Delhi,DHL,13.9839904889201,1904,4412.0,12.0,1,Envelope,1
SHIP-003248,2023-11-02,2023-01-06,Delhi,Chennai,FedEx,35.64707499925324,109,1671.0,5.0,0,Envelope,4
SHIP-003249,2023-11-28,2023-03-31,Chennai,Delhi,FedEx,7.842921981174647,1132,1987.0,12.0,0,Pallet,1
SHIP-003250,2024-06-01,2022-09-04,Bangalore,Mumbai,FedEx,26.172181531234823,1141,1593.0,11.0,0,Box,5
SHIP-003251,2023-07-26,2024-03-08,Delhi,Bangalore,DHL,3.6998880199901287,257,2658.0,8.0,1,,1
SHIP-003252,2023-03-24,2023-01-28,Delhi,Kolkata,DTDC,66.01332817492614,1872,2514.0,14.0,1,Box,4
SHIP-003253,2023-12-13,2023-01-16,Chennai,Pune,DTDC,76.32122323114736,566,1859.0,11.0,0,Envelope,3
SHIP-003254,2022-06-23,2024-05-03,Delhi,Pune,FedEx,37.12894401837951,2186,109.0,1.0,1,Box,2
SHIP-003255,2023-03-25,2022-07-23,Mumbai,Pune,DTDC,36.62713326991593,2490,3209.0,10.0,0,,2
SHIP-003256,2022-12-07,2024-01-09,Chennai,Mumbai,FedEx,14.069324112811222,2666,4318.0,13.0,0,Pallet,3
SHIP-003257,2023-10-01,2022-03-19,Bangalore,Bangalore,FedEx,63.38875488886391,1362,751.0,14.0,1,Envelope,1
SHIP-003258,2023-04-09,2023-10-05,Mumbai,Mumbai,BlueDart,25.32469090540814,474,2481.0,10.0,1,Pallet,3
SHIP-003259,2023-12-28,2022-11-14,Chennai,Bangalore,FedEx,29.361354714675134,1104,573.0,4.0,1,Envelope,3
SHIP-003260,2024-01-29,2022-03-21,Chennai,Chennai,FedEx,68.95498279133436,686,571.0,8.0,1,Envelope,3
SHIP-003261,2023-10-19,2022-11-06,Mumbai,Mumbai,FedEx,75.12021149712429,2994,2459.0,4.0,1,Pallet,5
SHIP-003262,2023-10-05,2023-03-30,Bangalore,Pune,DHL,4.586067560483312,2908,1997.0,7.0,1,Envelope,3
SHIP-003263,2023-11-19,2023-12-03,Chennai,Mumbai,FedEx,37.99590720341846,2455,3876.0,6.0,1,Box,3
SHIP-003264,2023-10-08,2024-03-11,Mumbai,Delhi,BlueDart,37.59263579344945,2100,4772.0,14.0,1,Box,4
SHIP-003265,2023-05-31,2023-04-14,Delhi,Delhi,FedEx,82.49918599684021,2973,56.0,9.0,0,Pallet,5
SHIP-003266,2024-06-16,2022-12-07,Delhi,Pune,DHL,85.55419104738992,1423,928.0,4.0,0,Box,3
SHIP-003267,2023-01-30,2023-07-07,Delhi,Chennai,FedEx,49.39296686893768,2514,1991.0,4.0,1,Pallet,5
SHIP-003268,2022-07-20,2022-12-30,Chennai,Pune,BlueDart,87.29547527635371,602,2801.0,10.0,0,Box,3
SHIP-003269,2022-03-26,2023-04-22,Mumbai,Chennai,DTDC,97.024194720306,1160,625.0,7.0,1,Pallet,1
SHIP-003270,2022-12-26,2022-05-08,Delhi,Bangalore,FedEx,84.44317361993402,507,1523.0,13.0,1,Box,3
SHIP-003271,2022-06-06,2023-04-10,Bangalore,Chennai,BlueDart,39.346130526836326,383,4431.0,12.0,1,Pallet,1
SHIP-003272,2022-06-01,2023-01-03,Delhi,Delhi,DTDC,97.86530533185145,401,4883.0,14.0,0,Envelope,5
SHIP-003273,2024-01-21,2022-03-30,Bangalore,Delhi,DHL,6.936746052967729,2076,149.0,6.0,1,Box,5
SHIP-003274,2022-08-07,2023-10-29,Mumbai,Mumbai,FedEx,19.04106183188823,1083,4495.0,9.0,0,Pallet,5
SHIP-003275,2024-01-18,2022-05-28,Chennai,Bangalore,DHL,37.73337771934314,2113,309.0,4.0,0,Pallet,2
SHIP-003276,2023-10-20,2023-05-26,Bangalore,Chennai,BlueDart,80.58372911682285,1342,4275.0,14.0,1,Envelope,4
SHIP-003277,2024-04-25,2022-12-12,Chennai,Chennai,BlueDart,53.767931964305035,1366,4010.0,6.0,1,Box,3
SHIP-003278,2022-04-03,2024-01-16,Bangalore,Bangalore,BlueDart,27.370213170193875,873,190.0,3.0,0,Envelope,5
SHIP-003279,2022-06-14,2023-08-09,Mumbai,Delhi,DTDC,17.050747089861574,1175,4657.0,4.0,0,Envelope,1
SHIP-003280,2022-09-29,2023-02-06,Mumbai,Pune,DHL,41.562312117106316,658,4817.0,10.0,1,Pallet,1
SHIP-003281,2023-09-14,2023-07-27,Delhi,Kolkata,FedEx,66.75482057222443,604,4319.0,11.0,1,,3
SHIP-003282,2024-06-15,2022-07-28,Chennai,Delhi,FedEx,63.56651170628799,553,2016.0,1.0,0,Pallet,5
SHIP-003283,2023-09-08,2022-01-28,Mumbai,Pune,DHL,61.89419899703049,1500,2190.0,14.0,1,Box,2
SHIP-003284,2023-05-17,2023-06-26,Chennai,Kolkata,DTDC,26.895118630935183,2554,1164.0,14.0,1,Envelope,4
SHIP-003285,2024-03-08,2022-08-29,Delhi,Chennai,BlueDart,38.10320726650615,2557,1065.0,8.0,0,Box,1
SHIP-003286,2024-01-10,2024-02-09,Chennai,Chennai,DTDC,59.69923358969537,1693,358.0,10.0,1,Box,3
SHIP-003287,2022-01-16,2023-11-28,Delhi,Chennai,DTDC,91.00252451110734,2429,3674.0,6.0,1,Box,1
SHIP-003288,2024-03-16,2023-02-04,Delhi,Delhi,DHL,12.446637680199135,407,4035.0,10.0,1,Pallet,3
SHIP-003289,2023-12-01,2023-08-05,Delhi,Mumbai,DTDC,68.06729315987727,220,90.0,14.0,1,Envelope,3
SHIP-003290,2023-12-03,2024-05-09,Mumbai,Pune,DTDC,57.48692233300538,288,4093.0,11.0,1,Envelope,2
SHIP-003291,2023-10-03,2023-04-08,Mumbai,Delhi,FedEx,61.98442140623237,2856,4189.0,14.0,0,Box,5
SHIP-003292,2022-02-01,2023-05-12,Delhi,Mumbai,DTDC,13.814896394196932,1241,3495.0,10.0,1,Box,4
SHIP-003293,2022-01-12,2022-03-19,Delhi,Chennai,DTDC,61.53353676134737,983,1023.0,13.0,1,Box,3
SHIP-003294,2023-07-30,2022-09-13,Bangalore,Delhi,DHL,54.18528832213621,2147,3961.0,6.0,0,Box,5
SHIP-003295,2022-07-16,2022-04-18,Mumbai,Chennai,FedEx,99.35451225729845,280,2975.0,7.0,1,Box,1
SHIP-003296,2022-10-10,2022-03-07,Bangalore,Chennai,FedEx,91.17209905772309,2658,4151.0,14.0,0,Pallet,20
SHIP-003297,2022-07-01,2023-05-20,Chennai,Chennai,BlueDart,10.049382197561231,2921,4179.0,5.0,0,Pallet,4
SHIP-003298,2023-09-19,2023-12-21,Chennai,Delhi,DTDC,44.67794518648689,2809,309.0,2.0,1,Box,1
SHIP-003299,2022-01-10,2023-10-25,Delhi,Kolkata,DTDC,78.33583113094464,1379,,4.0,0,,5
SHIP-003300,2024-02-23,2022-04-03,Chennai,Kolkata,FedEx,8.99859886009753,632,2727.0,14.0,0,Pallet,5
SHIP-003301,2022-11-18,2022-12-25,Mumbai,Kolkata,DTDC,52.31785209462218,1547,1548.0,14.0,1,Envelope,4
SHIP-003302,2023-05-09,2022-01-17,Mumbai,Bangalore,DTDC,95.74647356304968,1368,3776.0,1.0,0,Envelope,3
SHIP-003303,2022-08-17,2022-06-19,Chennai,Delhi,FedEx,11.9777249870596,2069,3314.0,4.0,1,Envelope,3
SHIP-003304,2022-04-15,2023-11-09,Bangalore,Pune,DTDC,2.615172974803447,2226,1646.0,13.0,1,Box,2
SHIP-003305,2022-04-05,2022-09-17,Delhi,Pune,DTDC,41.99211001738865,2896,740.0,3.0,1,Envelope,5
SHIP-003306,2024-02-14,2023-03-03,Bangalore,Bangalore,FedEx,1.49200412307942,2400,4771.0,1.0,0,Envelope,2
SHIP-003307,2023-08-08,2022-10-06,Delhi,Bangalore,DTDC,89.86211761532297,2695,1179.0,6.0,1,Box,1
SHIP-003308,2022-02-13,2022-06-06,Mumbai,Kolkata,DHL,89.9685851272174,1435,516.0,8.0,0,Envelope,3
SHIP-003309,2022-09-07,2022-11-24,Delhi,Bangalore,DTDC,59.32459748373845,2420,2527.0,110.0,1,Box,2
SHIP-003310,2023-01-16,2022-05-01,Mumbai,Pune,DHL,36.536058022017464,2411,4654.0,,0,Box,2
SHIP-003311,2023-08-26,2023-05-02,Bangalore,Bangalore,FedEx,77.48110269017364,2387,3902.0,14.0,1,Envelope,2
SHIP-003312,2022-07-18,2023-11-29,Mumbai,Mumbai,DHL,59.6776549161884,1558,795.0,1.0,0,Box,5
SHIP-003313,2023-07-12,2022-06-14,Chennai,Mumbai,DTDC,80.9269611035191,1852,4272.0,13.0,0,Pallet,4
SHIP-003314,2022-07-04,2022-10-15,Mumbai,Delhi,BlueDart,97.70004228802955,954,4523.0,6.0,1,Box,5
SHIP-003315,2022-10-23,2023-02-03,Chennai,Pune,BlueDart,94.0736236615541,1111,3251.0,14.0,1,Envelope,2
SHIP-003316,2024-03-31,2023-02-13,Delhi,Kolkata,DTDC,4.292097712897042,1198,490.0,13.0,1,Pallet,4
SHIP-003317,2022-10-04,2022-04-09,Mumbai,Bangalore,FedEx,90.70555825848706,2897,157.0,5.0,1,Envelope,4
SHIP-003318,2022-02-23,2022-11-22,Mumbai,Pune,DHL,62.36741617296064,2859,3744.0,130.0,0,,4
SHIP-003319,2024-01-24,2022-05-23,Bangalore,Chennai,DHL,68.90731610810812,495,609.0,3.0,1,Envelope,3
SHIP-003320,2024-06-03,2022-11-24,Mumbai,Pune,DTDC,90.25149406439515,2318,2760.0,1.0,0,Envelope,4
SHIP-003321,2022-06-14,2022-02-03,Chennai,Mumbai,BlueDart,55.88911766978704,2135,4596.0,7.0,1,Envelope,1
SHIP-003322,2023-08-17,2022-03-26,Bangalore,Bangalore,FedEx,82.80900131340327,311,4865.0,2.0,1,Pallet,3
SHIP-003323,2022-04-16,2024-01-15,Mumbai,Kolkata,DTDC,61.570549220605464,537,1351.0,7.0,1,Envelope,3
SHIP-003324,2024-01-02,2024-05-28,Bangalore,Delhi,DHL,14.408358383489594,2797,1862.0,7.0,0,Pallet,4
SHIP-003325,2022-06-30,2023-11-15,Mumbai,Pune,DHL,79.58629205352615,2872,1996.0,4.0,1,Envelope,1
SHIP-003326,2022-06-13,2022-07-05,Chennai,Pune,FedEx,59.51350630838698,187,1352.0,5.0,1,Pallet,5
SHIP-003327,2023-09-22,2023-08-02,Bangalore,Mumbai,DTDC,11.38059222025159,556,1684.0,7.0,1,Box,4
SHIP-003328,2022-06-07,2024-05-29,Delhi,Chennai,FedEx,12.18743876728973,2165,2876.0,14.0,1,Pallet,4
SHIP-003329,2023-03-11,2024-02-25,Delhi,Bangalore,BlueDart,18.968542755733928,457,3052.0,8.0,1,Pallet,1
SHIP-003330,2022-09-10,2024-02-08,Chennai,Kolkata,DHL,3.7896816607353636,1019,457.0,1.0,1,Pallet,4
SHIP-003331,2023-07-24,2022-09-05,Chennai,Chennai,DTDC,62.33455996966687,1571,3228.0,4.0,0,Envelope,2
SHIP-003332,2022-08-28,2024-05-05,Delhi,Delhi,FedEx,19.092015032697333,2895,4789.0,1.0,0,Box,1
SHIP-003333,2023-09-09,2022-03-13,Chennai,Kolkata,FedEx,62.578101032824364,2616,175.0,14.0,1,Pallet,2
SHIP-003334,2023-07-12,2022-07-04,Mumbai,Kolkata,DHL,89.17218343660404,2366,2965.0,14.0,1,Box,1
SHIP-003335,2022-11-11,2023-05-26,Bangalore,Kolkata,DTDC,55.937024700141414,1677,3954.0,3.0,0,Envelope,4
SHIP-003336,2023-07-10,2024-05-11,Mumbai,Pune,BlueDart,16.95302132827547,171,1897.0,14.0,1,,2
SHIP-003337,2022-02-02,2023-08-10,Mumbai,Chennai,DTDC,32.53043696573066,324,4329.0,14.0,0,Envelope,3
SHIP-003338,2022-10-29,2023-07-05,Bangalore,Delhi,BlueDart,58.33471054585856,1801,4797.0,3.0,0,Box,1
SHIP-003339,2022-11-11,2022-12-29,Chennai,Kolkata,DHL,26.77494467290564,1242,2212.0,12.0,0,Box,4
SHIP-003340,2023-04-05,2022-03-21,Chennai,Chennai,BlueDart,3.6782499913354627,1037,4611.0,3.0,0,Envelope,1
SHIP-003341,2022-03-30,2022-04-11,Bangalore,Delhi,FedEx,17.244986718315335,1011,1708.0,14.0,1,Box,2
SHIP-003342,2022-09-04,2022-06-01,Delhi,Delhi,BlueDart,57.102833272696806,2836,959.0,1.0,1,Box,4
SHIP-003343,2022-08-20,2022-06-09,Delhi,Bangalore,DTDC,47.489446763816865,1273,4651.0,7.0,0,Box,2
SHIP-003344,2023-06-15,2022-10-28,Bangalore,Pune,DTDC,85.9075796176879,1055,2960.0,7.0,0,Envelope,3
SHIP-003345,2022-06-17,2022-06-22,Mumbai,Pune,DTDC,48.30804261140978,954,3573.0,1.0,0,Envelope,2
SHIP-003346,2022-08-22,2024-04-10,Delhi,Delhi,DHL,51.30330641779525,2624,1591.0,2.0,0,Box,4
SHIP-003347,2022-11-27,2023-09-06,Delhi,Bangalore,FedEx,62.366391600945725,2367,2844.0,7.0,1,Envelope,1
SHIP-003348,2024-06-01,2023-10-08,Bangalore,Mumbai,BlueDart,23.673309118819006,79,2253.0,7.0,0,Pallet,5
SHIP-003349,2024-05-31,2023-09-06,Chennai,Chennai,BlueDart,48.26351890857067,867,4584.0,10.0,1,Envelope,2
SHIP-003350,2023-10-26,2023-03-16,Delhi,Kolkata,FedEx,93.14545877481473,1536,2417.0,13.0,0,Box,5
SHIP-003351,2022-02-26,2022-12-02,Chennai,Kolkata,FedEx,75.95862387131777,2852,3992.0,2.0,1,Envelope,4
SHIP-003352,2023-03-24,2022-01-24,Delhi,Kolkata,DTDC,65.55925475501657,2714,4761.0,14.0,0,Pallet,3
SHIP-003353,2023-08-06,2022-01-23,Mumbai,Mumbai,DTDC,30.183870314449763,2327,622.0,8.0,0,Pallet,1
SHIP-003354,2024-06-03,2022-03-10,Mumbai,Pune,BlueDart,39.14086940936726,818,3720.0,13.0,0,Pallet,4
SHIP-003355,2023-10-04,2023-07-07,Delhi,Mumbai,DTDC,23.752625652925563,584,654.0,9.0,0,Pallet,4
SHIP-003356,2022-12-28,2024-03-21,Mumbai,Delhi,BlueDart,68.03142175976839,1559,3493.0,5.0,1,Box,1
SHIP-003357,2024-05-04,2024-03-29,Chennai,Pune,DTDC,33.85520909389733,1115,2302.0,11.0,0,Box,2
SHIP-003358,2023-01-13,2023-07-12,Delhi,Mumbai,DTDC,69.61627251820099,863,4033.0,6.0,0,Envelope,4
SHIP-003359,2023-05-24,2022-05-18,Delhi,Chennai,DHL,58.98099643046615,205,695.0,14.0,1,Box,3
SHIP-003360,2022-03-23,2023-05-21,Chennai,Bangalore,FedEx,47.305618420216064,401,1999.0,2.0,0,Envelope,1
SHIP-003361,2022-06-07,2024-05-23,Delhi,Pune,DTDC,34.9360132624178,2099,1818.0,12.0,1,Envelope,3
SHIP-003362,2023-11-29,2024-01-06,Delhi,Kolkata,BlueDart,97.98520391548098,1021,2906.0,7.0,1,Envelope,3
SHIP-003363,2023-12-13,2023-12-05,Chennai,Pune,DTDC,54.00755589491336,314,4705.0,4.0,1,Pallet,1
SHIP-003364,2022-09-26,2023-09-03,Mumbai,Pune,FedEx,87.8270859125273,2338,4013.0,10.0,0,Box,4
SHIP-003365,2023-09-04,2023-09-12,Mumbai,Bangalore,DTDC,15.198876369137036,1173,570.0,12.0,1,Envelope,5
SHIP-003366,2022-12-10,2023-08-03,Chennai,Delhi,FedEx,98.33141325313376,935,1874.0,2.0,0,Envelope,5
SHIP-003367,2023-12-29,2022-02-04,Delhi,Pune,BlueDart,67.98698780080854,2476,3539.0,1.0,0,Box,3
SHIP-003368,2022-01-25,2024-04-25,Chennai,Pune,DHL,80.15312218584599,1921,4741.0,11.0,1,Envelope,4
SHIP-003369,2022-09-28,2023-09-05,Chennai,Kolkata,DTDC,4.0514693401493,1824,3863.0,9.0,0,Pallet,3
SHIP-003370,2022-03-09,2022-02-18,Delhi,Mumbai,BlueDart,31.438983820892307,2421,3755.0,14.0,1,Pallet,3
SHIP-003371,2022-06-05,2022-03-23,Bangalore,Bangalore,FedEx,44.2086978081751,1533,3437.0,12.0,1,Box,2
SHIP-003372,2022-12-29,2023-08-06,Chennai,Bangalore,DTDC,66.71261591788198,555,965.0,6.0,0,,3
SHIP-003373,2022-07-18,2022-04-01,Chennai,Bangalore,FedEx,34.69260706690945,1612,,10.0,0,Box,1
SHIP-003374,2022-11-29,2022-01-11,Bangalore,Pune,BlueDart,90.6526406370693,2914,104.0,,1,Pallet,4
SHIP-003375,2023-07-26,2023-01-10,Mumbai,Bangalore,DTDC,36.496781264674524,889,3499.0,1.0,0,Envelope,1
SHIP-003376,2023-11-13,2024-05-31,Mumbai,Bangalore,DHL,39.61344364779237,213,3740.0,11.0,0,Pallet,5
