sensor_id,timestamp,location,temperature_c,humidity_pct,pressure_hpa,vibration,battery_level,signal_strength,error_code,operational_status
SENSOR-0044,2024-09-25 14:39:00,Factory A,7.528739484312965,32.53263298585396,1044.0686358178725,0.8619813254056019,54.51375241841158,-58,0,Warning
SENSOR-0083,2024-01-13 00:23:00,Warehouse,52.99907960037822,83.7433968032366,972.5605329058858,2.054965321947473,83.83868182856861,-58,0,Normal
SENSOR-0014,2024-11-20 17:05:00,Lab,34.68413323028959,42.236843865897846,918.5432389015829,5.283172677027286,,-52,1,Normal
SENSOR-0062,2024-11-15 19:38:00,Factory A,0.1368947123076385,40.237804659792815,1017.223381598293,9.763349066989898,41.0315882356248,-42,2,Critical
SENSOR-0072,2024-04-25 06:54:00,Factory A,75.33228132783078,84.54629745429236,1051.7264133686176,9.965631988872296,36.80410271994054,-50,0,Critical
SENSOR-0062,2024-12-18 13:21:00,Office,55.05683858636226,83.99503975217971,1034.622722123161,8.018346085127204,8.514010819430462,-32,0,Warning
SENSOR-0090,2024-06-03 17:43:00,Warehouse,47.21802708386504,59.58759614259436,945.9451620957033,3.2074120897572165,96.93972218490096,-86,0,Normal
SENSOR-0088,2024-06-02 23:54:00,Office,-4.311508016102785,21.732314255593217,933.7033055731346,9.879871738309854,39.25743590051444,-46,2,Warning
SENSOR-0050,2024-11-30 16:35:00,Warehouse,5.34166780877576,44.892364826238804,946.8207192274455,5.114981522712921,13.271056831837624,-76,0,Critical
SENSOR-0033,2024-03-04 02:28:00, Factory A ,26.565760018179006,40.15126526041353,1051.785326598866,2.081116553394924,7.088576147603098,-42,3,Critical
SENSOR-0036,2024-01-12 12:17:00,Factory B,68.34037900272527,27.896967447501613,922.012177558892,0.27053898400714815,13.982244106925156,-86,1,Critical
SENSOR-0081,2024-09-05 03:21:00,Factory B,61.99052462709605,45.56233860742542,984.409919032862,0.36618177772797855,27.31298592411949,60,3,Warning
SENSOR-0025,2024-02-21 19:07:00,Lab,63.011230813225524,63.886398210670315,1090.8187281040437,7.192506688328706,37.43982264129158,-94,3,Normal
SENSOR-0083,2024-05-23 12:33:00,Lab,31.080742598795503,84.4460534078743,1001.761892399756,4.097391803506768,2.094300737907595,-39,2,Normal
SENSOR-0031,2024-10-02 02:56:00,Factory A,54.95614282511548,27.88683956940738,962.8464172959893,7.116958448220449,94.93527951201983,-73,0,Critical
SENSOR-0064,2024-07-07 07:42:00,Warehouse,70.86070260637686,54.82253021004961,910.0829378107885,5.822304184651279,96.72962216721407,-43,0,Normal
SENSOR-0015,2024-01-20 04:32:00,Factory A,54.780708779348515,21.010405601106097,1058.028166802208,1.8024686171563986,68.73598122642765,-33,0,Critical
SENSOR-0003,2024-10-19 02:30:00,Factory B,55.6504040314545,97.40306290598858,1020.2992935353853,5.235613026146338,10.044335535623583,-37,0,Normal
SENSOR-0050,2024-04-19 01:22:00,Lab,47.82025252167054,41.391115467691684,982.242224623018,7.425932679577273,67.05824765662982,-53,0,Warning
SENSOR-0078,2024-01-30 00:57:00,Warehouse,45.76914489320919,37.31253892685889,1095.7351477898917,2.638654233627604,70.70156304732747,85,0,Warning
SENSOR-0001,2024-07-20 17:29:00,Lab,37.20091696244198,64.78425719465172,942.889464050232,9.144169966256124,19.29485858240456,-41,0,Normal
SENSOR-0033,2024-09-15 14:59:00,Factory B,60.10917485282161,98.55449945901049,996.0753340499404,1.6875565080051902,33.26742936848815,-91,0,Warning
SENSOR-0081,2024-01-01 01:50:00,Factory B,5.298924914241736,43.04317301890763,1030.4619506316444,6.9111573927778105,93.31985500081088,-69,0,Critical
SENSOR-0020,2024-05-24 12:42:00,Factory B,24.597355122779774,57.06854883215631,1086.9079725589038,9.95706426765095,13.377662410924962,-99,0,Normal
SENSOR-0066,2024-05-12 22:52:00,Warehouse,-8.617536242365984,72.90587712411273,1046.868612086053,2.0011492652584773,63.09275666101664,-65,0,Warning
SENSOR-0041,2024-12-23 11:41:00,Factory A,33.688844360136905,90.55348710040835,1028.464395020415,1.1559878513272748,25.129471043110186,-68,0,Critical
SENSOR-0066,2024-04-15 17:46:00,Warehouse,0.7899017448139869,79.62967076503412,976.9572537068352,7.537681118965476,61.51257976388821,-51,0,Normal
SENSOR-0054,2024-04-13 07:18:00,Factory B,27.085852189218826,98.80767214795353,992.972066524103,6.1519894380364315,12.02464020035955,-90,0,Normal
SENSOR-0012,2024-05-19 05:14:00,Warehouse,54.30959741494907,78.18157400696651,1018.5481504263307,6.6006604116898915,97.64955256206224,-63,0,Normal
SENSOR-0077,2024-06-03 14:28:00,Warehouse,73.1637643160456,48.007962982890206,999.1764187647381,2.443548120783073,,-98,1,Critical
SENSOR-0041,2024-02-07 06:51:00,Lab,41.88927488109679,52.13177661697081,1001.76362413305,1.6948594239858916,26.879361364958086,-37,0,Critical
SENSOR-0013,2024-03-20 09:13:00,Warehouse,49.91355677291779,68.71066275970058,1056.3293242676596,3.0707267588258294,10.49202328903508,-79,0,Critical
SENSOR-0021,2024-02-02 13:44:00,Factory B,61.499252072697004,61.40095339910661,1011.2083750803971,3.7310217200015092,76.76143597549577,-34,2,Normal
SENSOR-0032,2024-12-16 06:55:00,Factory A,49.66524061700034,42.5311580792323,935.7239086126468,4.292131925695813,79.66821596254452,-81,0,Critical
SENSOR-0036,2024-02-28 19:22:00,Lab,69.14467701285395,60.52801610533537,948.5766488143588,2.178673316749462,79.30483233973172,-57,1,Normal
SENSOR-0025,2024-08-02 10:39:00,Lab,24.411126922549897,29.092429660580088,1023.5314613694627,9.829327126126179,73.51523297874077,-83,2,Warning
SENSOR-0073,2024-11-12 05:08:00,Factory B,70.13872002238935,99.83697837116055,1028.9572278780115,3.6522112579058796,59.860181323249925,-41,0,Normal
SENSOR-0073,2024-04-30 04:33:00,Warehouse,72.28972711099146,92.21454504611029,924.5818109198397,8.585653334642414,97.87336672109132,-36,0,Critical
SENSOR-0019,2024-12-22 11:58:00,Factory A,26.67614414918748,26.325713704424423,1037.8076767925734,6.472689138904225,40.72965431935182,-98,0,Warning
SENSOR-0016,2024-02-14 21:48:00,Lab,69.95220439225943,41.335818826679265,1089.0827012236286,7.826167770345277,84.23143134350941,-48,0,Normal
SENSOR-0011,2024-09-10 10:48:00,Factory B,39.856975508287945,74.49688172268579,1096.6940689883154,3.567112215000412,22.957271840269613,-79,0,Normal
SENSOR-0020,2024-03-27 07:35:00,Lab,53.925962407124594,28.964932177383062,916.6966599902697,5.481227138938389,57.763395825382545,-93,0,Warning
SENSOR-0049,2024-10-05 00:06:00,Factory B,51.19315147465859,33.248738954910586,1053.3972673894705,6.596728185977164,44.88252470953802,-89,0,Warning
SENSOR-0063,2024-05-20 14:27:00,Warehouse,75.93472606202647,81.21786793624605,904.6873479171968,4.326157056982806,19.469359562346767,-88,0,Critical
SENSOR-0039,2024-06-25 15:52:00,Lab,31.207055692245973,67.50265071296326,949.0586931511195,9.917877059066903,43.672234017541356,-76,3,Critical
SENSOR-0022,2024-04-03 10:08:00,Factory B,46.58375573358229,77.0969189395369,956.0757769609412,2.0058135177878156,96.13857074161787,-32,0,Warning
SENSOR-0013,2024-04-22 04:21:00,Lab,43.54880998400482,94.9386302600145,1055.41483109137,3.6790637183859634,43.5211964054271,-61,3,Critical
SENSOR-0057,2024-01-15 08:13:00,Office,70.25474314481696,29.52833066077141,905.0590082724998,2.376455999891993,65.49927234438522,-46,0,Warning
SENSOR-0070,2024-01-29 17:16:00,Factory A,18.19922595053351,51.99878084705554,1089.6671132843328,5.104785180524405,21.96694649580039,-47,1,Normal
SENSOR-0069,2024-04-13 19:36:00,Lab,16.236394153405758,59.553536542880835,1075.4312832233004,6.8677344521279835,90.44107823035297,-81,0,Critical
SENSOR-0040,2024-07-01 01:44:00,Office,-9.662462004878098,51.6400656414114,1024.352590967641,1.4098826467924441,42.10112642089936,-52,0,Normal
SENSOR-0052,2024-10-07 16:50:00,Factory A,53.00833275347195,49.28195688763274,1060.7547878061935,5.987937362874516,46.04362934360008,-55,0,Warning
SENSOR-0029,2024-02-17 08:16:00,Factory B,63.560099240370945,92.95968334645173,950.8668571893967,7.584728611973287,73.30973693361496,-66,2,Critical
SENSOR-0008,2024-03-04 21:51:00,Lab,56.828696206731706,91.64593976413505,1027.7952023849084,1.1038572564183213,,-46,0,Warning
SENSOR-0071,2024-02-27 03:33:00,Office,-0.09994457520583744,91.7488162905718,1041.0084054176573,6.213154315499692,23.116229406963086,-65,2,Critical
SENSOR-0088,2024-10-05 13:43:00,Office,68.4565300599057,85.76053970881573,1034.4522437630017,4.1591228956943365,79.99317506831878,-72,0,Critical
SENSOR-0022,2024-04-26 01:18:00,Warehouse,57.08325554111126,42.264027826405304,1024.53722887913,4.959368322871986,30.15371401993062,-31,0,Normal
SENSOR-0013,2024-03-30 19:25:00,Warehouse,50.358570642713694,65.37314615969638,1093.7640109267527,6.819943879827088,75.52514416422889,-92,0,Normal
SENSOR-0017,2024-10-13 02:56:00,Warehouse,73.96156438748537,20.31954879659814,1002.7629573146754,6.404183621358879,74.80877745464197,-32,0,Critical
SENSOR-0091,2024-02-20 13:57:00,Warehouse,68.48314954110647,54.732305366378505,1005.4909462001415,9.4306156128964,64.74197626622818,-88,0,Normal
SENSOR-0066,2024-12-25 19:30:00,Office,23.52813395217509,73.853513937092,1089.5852135487094,9.63479910653569,23.212366822209773,-98,0,Critical
SENSOR-0023,2024-08-22 04:11:00,Factory A,68.48882082006928,29.838678716561937,983.3600613739002,7.040672292772569,65.02137456494289,-88,0,Critical
SENSOR-0099,2024-12-29 08:48:00,Warehouse,7.5950572358614,89.71308610777376,1031.7160483473572,4.734745537511474,50.3140338711548,-42,0,Warning
SENSOR-0009,2024-08-03 01:48:00,Lab,30.83244928118249,51.930742368394846,947.7648519019892,0.3602755829155957,42.89339651870032,-95,2,Critical
SENSOR-0046,2024-01-28 00:04:00,Factory B,24.08609145764899,30.718976670186038,1000.1340572104536,4.427721287374071,34.609500173006666,-96,0,Critical
SENSOR-0099,2024-05-19 08:45:00,Factory A,35.8640842307371,39.26850894823034,1083.7066336540383,3.7605283311443936,22.64270578016291,-56,1,Normal
SENSOR-0054,2024-11-24 04:51:00,Factory B,-3.8317978195341906,41.408123638627465,930.5229673431146,8.16899332889948,98.38316484747254,-92,0,Normal
SENSOR-0034,2024-07-25 21:04:00,Factory B,71.98390957564892,76.03126175621767,1043.8932583443545,7.324034986973586,7.865799938142281,-98,0,Normal
SENSOR-0092,2024-09-16 18:01:00,Factory B,9.008621909070946,25.920668391168398,992.1744134397221,0.8027160762554619,68.65111201251283,-76,0,Normal
SENSOR-0098,2024-09-11 11:56:00,Lab,9.294331237953855,97.3292986932128,974.2736651723263,0.11874043544072288,66.07577092549465,-48,0,Warning
SENSOR-0062,2024-07-09 19:46:00,Office,16.206929778229068,86.185077561515,1087.3629074403752,0.3959603806653611,51.35078408322873,-36,0,Critical
SENSOR-0086,2024-08-04 16:29:00,Factory B,7.357944880967398,35.83627907641127,995.249943612147,2.385802215977998,48.45515884730136,-34,0,Critical
SENSOR-0040,2024-08-21 18:05:00,Warehouse,15.167840350068438,83.9410293902463,1003.057278023567,9.65131564392144,42.0080892784845,-49,2,Critical
SENSOR-0002,2024-06-30 12:22:00,Lab,51.43609720727731,74.03945612594504,937.0552902512364,8.698557580417363,51.86360316986788,-48,0,Critical
SENSOR-0069,2024-04-25 03:40:00,Factory A,72.22494860239756,37.14763528440278,959.1448286986968,0.9804247624285112,2.73195152712008,-89,3,Critical
SENSOR-0041,2024-05-16 04:51:00,Lab,26.701954781557603,98.95431771469305,1001.943062336816,4.992610385142048,57.556826936167724,-71,2,Normal
SENSOR-0092,2024-01-13 05:52:00,Warehouse,47.89558642086911,40.85951884876502,930.022656113344,8.159716987930366,84.68065435700413,-71,0,Warning
SENSOR-0038,2024-06-05 11:37:00,Factory B,18.966922409490664,21.81733388924779,965.847378852886,5.239067742649464,9.675417536692454,-32,3,Critical
SENSOR-0060,2024-05-21 08:19:00,Office,50.99912685202619,31.771158722078656,1001.2127392398094,2.592277886555964,3.5386677133698474,-49,0,Warning
SENSOR-0059,2024-06-16 04:19:00,Lab,18.326339134592846,88.26125652015038,1033.0849435896666,5.6674034642158455,43.351063267982425,-36,0,Normal
SENSOR-0049,2024-02-19 15:29:00,Office,39.24601899967855,49.03366853392534,913.2919042997161,6.178747973381037,42.302068087797316,-45,1,Normal
SENSOR-0098,2024-10-26 00:50:00,Lab,46.118430452758965,58.32618234455654,1044.3867697214425,8.285168201252622,62.66022092593937,-74,0,Critical
SENSOR-0005,2024-02-29 03:22:00,Factory B,62.133554050053505,48.8427758716535,988.6450729261667,8.681658930520829,8.872025463379241,-93,1,Warning
SENSOR-0043,2024-12-09 04:08:00,Warehouse,61.244131343068474,89.30727628709826,1031.1078213831363,4.26840364805341,5.8354604010784294,-84,1,Critical
SENSOR-0021,2024-08-14 12:34:00,Warehouse,30.511201670246194,34.299077985602906,915.6299919763924,1.6895820279953433,69.86567199340489,-88,1,Critical
SENSOR-0015,2024-06-12 12:23:00,Factory B,42.61134072625592,72.03582579424527,924.8972843875216,4.419351648547103,36.05470868706428,-75,0,Warning
SENSOR-0100,2024-02-19 18:42:00,Factory A,0.554513866257512,62.888452458788535,1037.9396555362648,4.653752966491779,14.127936148003728,-85,3,Critical
SENSOR-0094,2024-07-17 11:11:00,Warehouse,60.35890306366615,98.3955316555751,999.0880248712587,3.8761641442353048,95.52531331679663,-38,0,Warning
SENSOR-0039,2024-02-06 01:08:00,Lab,22.888626498451586,45.85313218478554,959.8610534686388,9.628184365372043,69.51516247377077,-48,2,Normal
SENSOR-0002,2024-01-01 12:31:00,Warehouse,7.94346770013826,27.02854790036156,978.6422982041066,7.4001086182443885,56.205728814162846,-61,0,Critical
SENSOR-0055,2024-04-14 10:25:00,Warehouse,2.1627189015207833,39.16102132395857,1094.0276408777506,8.918479384114997,9.522085458465689,-71,1,Warning
SENSOR-0052,2024-08-01 06:40:00,Factory B,41.818495877585754,83.44565366978506,906.9403833757781,6.9921136390913,10.344754571925485,-67,2,Warning
SENSOR-0050,2024-04-16 09:09:00,Warehouse,60.36401265251824,62.50759677744619,998.6248844984251,0.7685958991247888,90.02762079165615,-99,0,Warning
SENSOR-0071,2024-07-13 13:34:00,Warehouse,56.52915022291077,62.274323944760006,952.5184688824088,9.516453181091704,26.05266730983641,-94,1,Warning
SENSOR-0038,2024-12-08 22:28:00,Warehouse,35.085688706803374,53.44318988079159,1011.8464486865346,9.973731858970718,71.75087478182495,-78,0,Normal
SENSOR-0072,2024-10-31 16:17:00,Office,32.53408143909465,60.204859330067336,1014.7042547530564,4.845492525644625,65.95340026768518,-48,3,Critical
SENSOR-0032,2024-11-12 10:11:00,Office,-8.541387474139468,54.548092975966355,1011.9957869016795,2.7126530699866027,46.04385066914508,-57,0,Warning
SENSOR-0031,2024-01-31 08:42:00,Office,7.048897151011946,78.52267970335737,1066.9897005921198,9.441701734493734,74.26719091118206,-76,2,Critical
SENSOR-0049,2024-05-31 20:12:00,Office,12.540956916885722,61.435599632699656,1013.8452506411669,7.079112426487963,2.4551404693353263,-48,1,Warning
SENSOR-0003,2024-03-04 11:46:00,Lab,64.18447041608808,31.355051136325773,956.0624340235224,1.0572038043397114,12.327747831842284,-95,0,Critical
SENSOR-0025,2024-07-06 06:13:00,Warehouse,68.38212759909918,48.954152541916436,967.1976905278142,7.1836043681796475,17.724036785495233,-69,0,Critical
SENSOR-0037,2024-01-05 13:46:00,Factory B,62.851673328763454,79.82356944112264,1066.4065280756336,1.2810865222451395,29.43325988456671,-87,0,Critical
SENSOR-0041,2024-12-19 18:06:00,Factory A,8.981402785366939,27.201031887025245,905.856325986784,8.149517853806662,56.18941576973481,-49,0,Normal
SENSOR-0015,2024-08-10 08:39:00,Lab,72.90083299619651,48.672803339676534,1037.9019334397342,3.4709122650642907,79.98310261431084,-33,0,Normal
SENSOR-0072,2024-08-24 16:38:00,Lab,-0.0958585173828137,89.49623482976318,1092.578163502921,3.1576744192198323,38.78000863338754,-58,3,Critical
SENSOR-0092,2024-08-05 11:16:00,Warehouse,74.54384222528759,53.92490850877779,1039.7358610984716,1.3286266393520374,17.605437834742432,-74,0,Normal
SENSOR-0028,2024-10-03 00:07:00,Factory A,66.76888558151467,87.01190129141459,911.4686740608867,5.34226095200888,94.92857755755931,-55,0,Warning
SENSOR-0013,2024-09-14 17:23:00,Warehouse,4.693480138246235,21.014018286155753,983.1154725424202,1.9720684760487994,52.710250948126436,-46,0,Warning
SENSOR-0010,2024-02-10 12:26:00,Office,13.997720449249602,97.15873123752628,991.8792930547371,0.889280231210493,16.602885530956268,-40,2,Normal
SENSOR-0035,2024-08-17 22:23:00,Factory A,26.401751533522543,50.72044742579952,937.0794522124452,4.065973679983569,28.073508424696247,-49,0,Warning
SENSOR-0028,2024-01-15 09:12:00,Office,16.59226004206157,85.17107189950903,980.1858989866771,1.7375454392028145,6.654964356373649,-78,0,Warning
SENSOR-0030,2024-01-12 21:14:00,Factory B,12.015438895421255,64.25895815621361,980.9642667541227,1.4567252862196167,3.700262509855312,-34,0,Critical
SENSOR-0062,2024-03-12 23:25:00,Warehouse,-8.829995884365296,36.79160509422474,1028.172546516576,1.188112541764883,52.292534055921095,-50,0,Normal
SENSOR-0036,2024-02-12 12:34:00,Office,32.87405268965209,86.27288461793538,1013.0746986953255,2.9778958730069505,56.34747009575077,-45,2,Normal
SENSOR-0049,2024-08-02 02:40:00,Warehouse,25.66330480310051,84.42980087635449,1057.1974577372152,2.5982668991755276,97.69718108061532,-66,3,Critical
SENSOR-0076,2024-10-28 12:21:00,Factory A,40.90560750183583,34.25402602828534,1000.2297383116235,1.3381681064402817,32.82707285095911,-54,0,Warning
SENSOR-0084,2024-04-03 11:44:00,Factory B,65.95768621815465,47.43986832787418,1071.237716271243,7.707910294336856,54.663981144884275,-41,0,Critical
SENSOR-0022,2024-09-07 02:19:00,Office,34.70295954816266,68.22618716661648,1094.0029778483881,6.305035456302789,81.35088120426572,-31,0,Warning
SENSOR-0045,2024-11-19 06:47:00,Warehouse,59.658100601376475,83.3507590597402,1026.133564598503,7.1966839593508585,89.57976517256904,-46,0,Normal
SENSOR-0086,2024-05-29 10:41:00,Office,44.39494532115833,36.03385496236238,934.4546845565065,0.8314221118454668,99.19472815441637,-38,1,Critical
SENSOR-0001,2024-08-17 18:23:00,Factory A,19.371598359876515,62.53859987131478,1020.7545736006834,3.2896150081566846,,-62,0,Warning
SENSOR-0057,2024-09-29 09:24:00,Office,76.87180031047635,30.344050271368683,916.2068700041922,3.1191449427843967,54.90432262231464,-42,0,Normal
SENSOR-0054,2024-06-16 01:30:00,Factory B,-3.1219337909438867,92.08731595810642,1020.708558927463,2.6044270472785946,25.083438462382347,-100,0,Normal
SENSOR-0001,2024-06-29 13:50:00,Office,15.736838213999977,85.74681058541447,1013.5336610562431,2.4207932489443893,12.366709646679386,-79,3,Critical
SENSOR-0015,2024-06-11 11:34:00,Lab,1.9865223067985873,91.81456304036001,924.5752555665431,4.290375768325334,84.08482446419329,-43,0,Critical
SENSOR-0007,2024-03-07 00:17:00,Office,46.23906698407973,85.65230384596784,992.2358838114951,9.39713431067123,20.220180168302228,-76,1,Warning
SENSOR-0034,2024-02-06 17:54:00,Factory B,77.83933188324546,99.66969384618574,971.3856494714779,6.991269132664258,38.40368925584432,-36,0,Normal
SENSOR-0078,2024-01-13 13:37:00,Office,-2.5550833507562647,41.12477513958468,1027.0882982217447,3.435888508087892,14.216630002129815,-40,3,Critical
SENSOR-0042,2024-02-10 08:56:00,Warehouse,35.376512573369396,34.21974092050177,1029.764328967779,3.220776476610545,39.76982538580274,-80,3,Normal
SENSOR-0028,2024-06-21 05:06:00,Factory B,52.846337731071316,29.77957064609739,975.5601945689937,2.9122389977018703,72.91950948570992,-83,1,Normal
SENSOR-0082,2024-08-18 09:05:00,Factory A,-7.379511267444846,44.701909976032006,951.9401647434865,7.199923308281022,27.385446105230137,-78,1,Critical
SENSOR-0085,2024-04-02 13:57:00,Office,36.912811849374336,40.59172398891823,916.6244714354683,9.037705406410817,54.1550052592764,-98,3,Critical
SENSOR-0095,2024-05-06 07:56:00,Warehouse,-1.2925809130226824,48.65502590006749,973.2181055669859,8.364525300224441,87.09614703682327,-86,0,Warning
SENSOR-0099,2024-10-19 22:30:00,Factory A,43.82358933478895,76.67551923573042,934.8347612881904,7.616146574516824,65.59430347187129,-66,1,Critical
SENSOR-0023,2024-08-30 17:41:00,Factory A,59.873341022464345,71.93190762346433,1034.8576335331113,0.03901271369149306,48.82148994044005,-88,0,Warning
SENSOR-0073,2024-08-16 09:43:00,Factory B,44.86672268577419,84.09541648502115,962.01305034229,3.730859901721333,74.35285628491059,-56,1,Critical
SENSOR-0043,2024-06-06 02:58:00,Factory A,60.931085466478095,40.40587788295828,1077.3015864713113,9.267113346348197,47.03119620752902,-31,0,Critical
SENSOR-0098,2024-12-18 13:39:00,Warehouse,62.96625762218224,20.397298952744187,975.2312664165711,3.360956460742368,45.71228911592181,-41,2,Critical
SENSOR-0057,2024-03-13 05:32:00,Office,33.742975964591544,86.8048933676273,923.576542798011,0.07062638941222388,69.4661385869202,-68,1,Critical
SENSOR-0013,2024-06-29 13:30:00,Factory A,60.36752582580188,75.14980866933792,1097.877279617883,2.712652429779494,2.822153757531498,-74,1,Warning
SENSOR-0041,2024-10-22 10:32:00,Office,1.6577668205604787,83.01784569664203,1024.6872458886958,1.7655961565997602,93.5966427692324,-60,2,Warning
SENSOR-0038,2024-03-31 05:58:00,Factory B,8.036115008364394,37.152161460165594,978.8116307536986,1.3147669197607703,95.62233892315945,-52,0,Critical
SENSOR-0093,2024-06-03 01:15:00,Factory B,16.403232859999562,24.72676777519756,1019.5834170068812,2.5028423659881116,93.3573511124967,-54,2,Critical
SENSOR-0063,2024-05-02 11:17:00,Warehouse,17.84777979057337,32.95424157913763,986.8649355443531,4.06978896560498,53.5018814991569,-41,0,Warning
SENSOR-0053,2024-04-18 20:37:00,Factory A,48.268102505324556,46.308631981794974,1013.1258047039515,1.3043335712061133,14.356393026599312,-53,0,Critical
SENSOR-0047,2024-09-24 06:55:00,Warehouse,22.359020015112975,61.48841673636387,919.6457555198211,3.0378740816040195,65.75983662198246,-92,2,Normal
SENSOR-0005,2024-09-12 04:15:00,Factory B,63.4539406408455,38.76792328822571,995.2804696770972,0.6100339546087108,74.89506902018506,-51,0,Warning
SENSOR-0062,2024-12-26 12:30:00,Office,48.4150272891104,34.860025860176194,973.8984738808637,4.46529593295791,95.84080140095446,-37,3,Critical
SENSOR-0070,2024-03-22 06:05:00,Factory B,51.72517626094877,66.43689665735512,901.4650353305991,2.0211634965269285,5.903657918019478,-92,2,Warning
SENSOR-0041,2024-06-09 03:09:00,Office,-7.066199826486921,86.44117952759709,948.8275320073129,7.1378297770360035,,-46,2,Critical
SENSOR-0065,2024-12-02 00:09:00,Factory A,76.81936540255718,30.383331453411664,1007.5684532917296,0.3835680589942103,20.459135494566226,-85,0,Normal
SENSOR-0009,2024-08-18 05:34:00,Warehouse,32.23437003013499,49.235105635521165,1032.8438494477261,0.5722065056421588,53.56791652001229,-57,2,Normal
SENSOR-0067,2024-08-03 07:38:00,Lab,36.66727974911983,28.102700115725405,969.4930767290499,3.762606084652218,17.832743379271786,60,0,Normal
SENSOR-0076,2024-01-15 17:51:00,Factory A,5.740765212938172,33.84545127306728,971.3798551893642,1.0335985961929728,79.70989596718925,-88,0,Warning
SENSOR-0071,2024-03-05 09:54:00,Warehouse,3.7755535884058418,32.606749604151055,1073.12915901924,8.429828170770055,74.73413074173789,-51,0,Critical
SENSOR-0069,2024-08-20 20:08:00,Lab,53.855303458403824,36.876412879520046,906.071972395872,1.7752395467596693,24.411165996616713,-61,3,Critical
SENSOR-0038,2024-12-15 05:19:00,Factory A,41.16448909750551,63.206112697365064,938.5813256900018,2.9556037666535104,4.845723712298344,-43,1,Critical
SENSOR-0056,2024-10-18 03:15:00,Warehouse,65.4410463557487,73.32784055044323,910.8068385528028,3.5587801879007728,96.17093853485912,-49,2,Warning
SENSOR-0009,2024-09-01 10:28:00,Office,5.562587941350737,28.88083007984994,1035.5924314311178,4.3457093888609775,41.18552798581319,-89,1,Normal
SENSOR-0017,2024-09-24 10:11:00,Lab,-6.838461834182425,42.49867859430815,952.685253085007,4.5291785005048535,34.63524512640518,-83,0,Warning
SENSOR-0077,2024-02-12 13:58:00,Warehouse,-1.5110919556373474,79.76724323899832,1076.6669805548531,7.725899615348137,42.22839078613011,-43,3,Critical
SENSOR-0096,2024-04-28 14:14:00,Office,64.37489021228177,73.00930153581264,902.2837475242827,0.850226459520318,67.55568950102283,-42,3,Warning
SENSOR-0058,2024-08-07 22:26:00,Factory B,43.109094501407185,98.75733939181542,962.2771778689059,1.8839215068755877,94.98695004323923,-77,0,Normal
SENSOR-0099,2024-07-14 14:49:00,Lab,3.891949884640301,80.50961781942996,1044.3243420124577,4.497970533401392,46.45211312943386,-57,0,Critical
SENSOR-0070,2024-04-29 08:50:00,Lab,68.81585856706808,38.19676156007867,973.775792062125,0.10001167242131848,51.28504366933904,-70,0,Normal
SENSOR-0048,2024-07-28 02:57:00,Lab,65.72930173495396,71.54646875633897,1091.4208621018445,4.189764013131414,15.72883769068605,-37,3,Critical
SENSOR-0037,2024-03-23 23:39:00,Warehouse,-4.556843783897909,80.67402236923897,1086.6919911367038,7.684591194407595,27.02088382373343,-79,0,Critical
SENSOR-0055,2024-12-30 22:20:00,Warehouse,62.69049075836527,71.24071632253272,1073.781899781216,0.9105339020282222,85.48615021357766,-92,2,Critical
SENSOR-0013,2024-06-10 10:00:00,Warehouse,71.50190966757243,48.39600354857576,985.0256401839139,6.891039584535706,23.40062194598399,-43,0,Critical
SENSOR-0023,2024-10-28 23:04:00,Office,1.1615301241320495,90.7684506852487,1036.3281167537164,0.2666403257996408,76.7768528183138,-66,1,Warning
SENSOR-0088,2024-08-16 07:18:00,Lab,30.499236197346498,24.217968512066797,912.9752582430839,2.6853941768661107,35.21693815909524,-50,0,Warning
SENSOR-0030,2024-03-04 16:08:00,Factory A,-5.874010947002862,86.93217967320562,957.2305095557108,4.4073163227900505,31.372814840391637,-86,0,Critical
SENSOR-0021,2024-08-10 16:59:00,Factory B,70.71904096384633,38.356874440206255,1065.98977856478,9.675310609227406,50.049100792826565,-40,1,Warning
SENSOR-0092,2024-12-13 23:56:00,Factory A,71.64725877606752,45.29318965583171,1002.2352632673957,7.985444557638594,21.613800214898937,-63,2,Normal
SENSOR-0021,2024-06-13 20:54:00,Factory B,25.980506269711796,24.318117668178765,991.4273448538952,4.088691813444624,32.21096601284622,-78,3,Critical
SENSOR-0064,2024-08-13 12:21:00,Factory A,69.97003562495829,71.76714458544753,910.392728098647,5.914885771076057,92.82041225806769,-35,1,Critical
SENSOR-0028,2024-11-15 03:01:00,Factory B,60.96397128979717,65.61005959067663,930.6433878244302,6.731900418942775,6.259634651370616,-98,0,Normal
SENSOR-0008,2024-08-18 21:00:00,Warehouse,-4.994102940519057,61.511910643574346,972.7531378233484,6.7216044629292515,16.930924912048205,-87,1,Normal
SENSOR-0012,2024-05-22 22:13:00,Office,60.851277078276695,42.25655044014771,911.3418846919732,1.1542455446657063,96.30620952353769,-75,1,Critical
SENSOR-0056,2024-02-11 04:54:00,Factory A,-8.36293604733923,59.21784133626397,961.0959792788872,9.244816725382346,55.61370038704837,-72,0,Critical
SENSOR-0050,2024-05-25 12:16:00,Warehouse,12.65467730349603,37.906431262560396,1005.8784428282005,1.8149752372144234,32.859454100642516,-61,3,Normal
SENSOR-0031,2024-08-10 09:39:00,Warehouse,15.484609497146767,83.61392804063294,915.6751911321377,9.855588521472022,28.56947135393756,-94,0,Critical
