return_id,order_id,return_date,customer_id,product_id,category,return_reason,refund_amount,return_shipping_cost,days_to_return,is_fraudulent,customer_rating_after_return
RET-001749,ORD-007821,2023-04-02,CUST-00116,PROD-0279,Beauty,Not as Described,441.1311143391977,13.717954325276938,4,1,4.0
RET-001750,ORD-007271,2024-01-30,CUST-01217,PROD-0188,Home,Defective,1596.8727916756513,73.53425080675459,12,0,
RET-001751,ORD-003900,2023-05-17,CUST-01001,PROD-0069,Electronics,Not as Described,883.7315400331353,75.33921103771328,1,0,3.0
RET-001752,ORD-008514,2022-08-27,CUST-00856,PROD-0120,Beauty,Wrong Item,214.6710939261185,96.53562799916281,10,0,2.0
RET-001753,ORD-000420,2023-09-30,CUST-01838,PROD-0388,Clothing,Changed Mind,609.6830196133347,50.5159081767673,2,0,2.0
RET-001754,ORD-003560,2023-06-04,CUST-01075,PROD-0280,Beauty,Size Issue,602.8619986624429,54.64541154762343,9,0,1.0
RET-001755,ORD-001626,2024-02-23,CUST-01029,PROD-0119,Clothing,Not as Described,222.4427265871925,84.48742920766223,12,0,5.0
RET-001756,ORD-001129,2023-08-25,CUST-01201,PROD-0330,Clothing,Size Issue,310.97579128410723,75.43864804268743,29,0,5.0
RET-001757,ORD-003225,2023-02-15,CUST-00602,PROD-0347,Beauty,Not as Described,917.5805411353875,97.34485479950456,20,0,1.0
RET-001758,ORD-003306,2023-04-02,CUST-00700,PROD-0085,Home,Not as Described,705.9082709563131,33.452676775299636,28,0,2.0
RET-001759,ORD-007273,,CUST-01202,PROD-0127,Home,Changed Mind,344.64776265354215,68.54654857767721,19,0,4.0
RET-001760,ORD-007812,2023-03-08,CUST-01453,PROD-0328,Clothing,Changed Mind,775.9120807937268,49.019133137197315,7,0,2.0
RET-001761,ORD-003008,2023-04-11,CUST-01551,PROD-0421,Beauty,Wrong Item,148.5142868617945,68.17376093344156,17,0,5.0
RET-001762,ORD-001768,2023-05-10,CUST-00741,PROD-0385,Home,Wrong Item,702.8005886474208,15.243677055913762,27,1,1.0
RET-001763,ORD-003674,2024-03-06,CUST-01024,PROD-0027,Beauty,Size Issue,918.5673640387749,18.76256318932513,9,0,4.0
RET-001764,ORD-000916,2022-08-07,CUST-00791,PROD-0219,Home,Wrong Item,1866.1109828407266,90.68583473318564,8,0,3.0
RET-001765,ORD-004291,2023-05-16,CUST-00092,PROD-0365,Home,Changed Mind,1851.2514015252614,16.109616557146133,15,1,5.0
RET-001766,,2023-08-13,CUST-01762,PROD-0092,Clothing,Defective,495.95800959684647,7.579487975418287,17,0,5.0
RET-001767,ORD-002922,2023-02-25,CUST-00819,PROD-0355,Clothing,Size Issue,30.88035827572479,42.48104858580186,5,0,3.0
RET-001768,ORD-004079,2023-11-27,CUST-00283,PROD-0360,Beauty,Defective,1446.1871850414414,16.243146508146467,28,0,4.0
RET-001769,ORD-001079,2023-10-09,CUST-01838,,Home,Changed Mind,1484.4923670002884,18.456995308981938,12,1,4.0
RET-001770,ORD-006469,2022-08-21,CUST-01743,PROD-0107,Electronics,Wrong Item,71.50611594643237,34.58743063194996,23,0,1.0
RET-001771,ORD-006700,2024-01-23,CUST-00907,PROD-0314,Electronics,Defective,1622.86758491949,4.648496591334094,28,0,2.0
RET-001772,ORD-004422,2022-12-21,CUST-00379,PROD-0241,Beauty,Defective,103.37443199025857,55.959630641637645,23,1,1.0
RET-001773,ORD-006535,2022-12-21,CUST-01663,PROD-0331,Home,Not as Described,554.9341313668291,16.182721781675724,13,1,3.0
RET-001774,ORD-000921,2024-02-19,CUST-01901,PROD-0402,Beauty,Wrong Item,847.5353374186419,33.30410989405404,25,0,5.0
RET-001775,ORD-009548,2023-08-26,CUST-01879,PROD-0375,Electronics,Not as Described,1395.3606869056684,31.57912840585113,23,1,2.0
RET-001776,ORD-008380,2024-04-11,CUST-00529,PROD-0324,Electronics,Changed Mind,226.37120875636987,86.54099434922631,23,0,4.0
RET-001777,ORD-003549,2023-01-22,CUST-01110,PROD-0500,Home,Changed Mind,440.6057663057428,95.65487284557479,13,0,5.0
RET-001778,ORD-007827,2022-11-30,CUST-01032,PROD-0452,Beauty,Changed Mind,1512.9006303115327,73.07663150449285,3,0,1.0
RET-001779,ORD-006430,2023-03-24,CUST-01663,PROD-0302,Beauty,Changed Mind,701.8230577500939,74.6397602304768,13,1,4.0
RET-001780,ORD-002684,2024-04-11,CUST-01216,PROD-0321,Beauty,Wrong Item,1969.6433469075328,47.777122541609906,14,0,5.0
RET-001781,ORD-001473,,CUST-01707,PROD-0136,Clothing,Not as Described,1573.9104832331946,64.35091108560064,14,0,1.0
RET-001782,ORD-007667,2022-08-15,CUST-00599,PROD-0079,Electronics,Size Issue,1430.5423219580266,61.16145416418779,17,0,3.0
RET-001783,ORD-005388,2023-11-30,CUST-01628,PROD-0462,Beauty,Changed Mind,1503.3616939006026,40.26300438535587,24,0,1.0
RET-001784,ORD-007586,2023-12-14,CUST-01213,PROD-0428,Clothing,Defective,1065.6864730117832,56.3081728829938,22,0,1.0
RET-001785,ORD-000795,2023-08-31,CUST-01495,PROD-0274,Home,Changed Mind,1646.6179642301581,15.74387362256584,22,0,1.0
RET-001786,ORD-004362,2023-07-04,CUST-01758,PROD-0013,Electronics,Size Issue,1071.1827721955326,81.14288015939529,13,0,1.0
RET-001787,ORD-007733,2023-06-17,CUST-00321,PROD-0134,Clothing,Not as Described,681.0453634810393,94.75145413190994,17,0,4.0
RET-001788,ORD-000206,2023-03-29,CUST-00471,PROD-0484,Beauty,Not as Described,1467.38892000635,65.74005427360818,12,0,4.0
RET-001789,ORD-004980,2023-12-01,CUST-00968,PROD-0025,Electronics,Size Issue,1340.718023620207,19.3271836415434,3,0,3.0
RET-001790,ORD-002401,2022-07-08,CUST-00616,PROD-0193,Beauty,Size Issue,353.10876948373834,85.09248544218413,18,0,1.0
RET-001791,,2022-10-31,CUST-00315,PROD-0421,Clothing,Changed Mind,638.6972177412341,8.544034798318446,10,1,5.0
RET-001792,ORD-007901,2022-08-30,CUST-01559,PROD-0450,Electronics,Wrong Item,555.2402185685577,30.46526873550539,29,0,4.0
RET-001793,ORD-000418,2023-09-24,CUST-00639,PROD-0379,Electronics,Defective,29.471528287141865,46.6612877265089,4,0,3.0
RET-001794,ORD-003845,2023-10-04,CUST-00689,PROD-0182,Home,Size Issue,802.9657890776061,75.48725175279436,19,0,2.0
RET-001795,ORD-006488,2023-01-16,CUST-00466,PROD-0206,Clothing,Not as Described,321.3475154726515,52.36294991706806,12,0,2.0
RET-001796,ORD-005068,2023-08-22,CUST-01577,PROD-0103,Home,Changed Mind,1582.3414958237734,54.09371354872107,17,0,4.0
RET-001797,ORD-002663,2022-11-16,CUST-00777,PROD-0067,Home,Wrong Item,1690.1165738181137,13.360456558689137,3,0,5.0
RET-001798,ORD-005743,2023-12-09,CUST-00159,PROD-0096,Home,Changed Mind,1506.4405811940587,26.441241374178926,8,0,5.0
RET-001799,ORD-007746,2022-11-01,CUST-00918,PROD-0423,Beauty,Wrong Item,1402.0526876618233,70.0939272082526,0,0,3.0
RET-001800,ORD-006330,2022-07-12,CUST-00658,PROD-0442,Home,Not as Described,842.3947416077128,58.048949109751725,16,0,5.0
RET-001801,ORD-009447,2022-07-20,CUST-00442,PROD-0406,Home,Not as Described,1620.3961696703548,53.654600206941204,5,1,1.0
RET-001802,ORD-008719,2024-04-16,CUST-00095,PROD-0480,Clothing,Not as Described,1126.3252009022747,43.638215317343175,18,0,4.0
RET-001803,ORD-003418,2023-09-01,CUST-01600,PROD-0042,Beauty,Size Issue,1118.9688132286124,13.806606858787063,15,0,2.0
RET-001804,ORD-008838,2022-08-26,CUST-01973,PROD-0227,Home,Changed Mind,258.2355552909098,23.74400341769094,25,1,4.0
RET-001805,,2023-08-10,CUST-01966,,Clothing,Wrong Item,1043.1735636993371,67.31622743879056,2,0,4.0
RET-001806,ORD-005116,2023-05-21,CUST-00879,PROD-0133,Electronics,Defective,1112.2659889880536,44.250051133532075,27,0,2.0
RET-001807,ORD-008790,2023-10-04,CUST-00188,PROD-0176,Home,Size Issue,1126.213908278473,39.59385570045097,27,0,2.0
RET-001808,ORD-000880,2023-12-19,CUST-00555,PROD-0485,Clothing,Not as Described,1283.2735208630615,64.18264729524404,3,0,5.0
RET-001809,ORD-006454,2023-02-20,CUST-00739,PROD-0169,Beauty,Defective,142.9048692892746,61.617066352336245,1,0,4.0
RET-001810,,2022-09-01,CUST-01448,PROD-0194,Home,Not as Described,1934.0613516135504,63.28494500600278,7,1,3.0
RET-001811,ORD-009614,2022-11-22,CUST-01017,PROD-0036,Clothing,Size Issue,151.74121371395637,86.06773822256433,2,0,2.0
RET-001812,ORD-008146,2022-07-18,CUST-00944,PROD-0349,Home,Not as Described,998.9259626436949,31.338543789030048,26,0,1.0
RET-001813,ORD-007475,2022-08-24,CUST-00293,PROD-0226,Beauty,Changed Mind,735.1309685424773,40.7268573875455,28,0,5.0
RET-001814,ORD-001262,2023-08-20,CUST-00478,PROD-0175,Clothing,Wrong Item,164.2905022087105,94.40517227732614,19,0,2.0
RET-001815,ORD-000959,2024-02-26,CUST-00696,PROD-0319,Beauty,Size Issue,462.857454120193,78.9501503335463,16,1,5.0
RET-001816,ORD-001938,2022-06-29,CUST-00578,PROD-0343,Electronics,Not as Described,10.905716723093494,18.742331299474337,12,0,2.0
RET-001817,ORD-007915,2023-10-19,CUST-00919,PROD-0342,Electronics,Defective,1635.6203136641016,51.983878338773025,0,0,5.0
RET-001818,ORD-001948,2022-10-14,CUST-00406,PROD-0434,Beauty,Defective,13.006889507950932,99.72503466095529,29,1,5.0
RET-001819,ORD-000733,2023-06-12,CUST-01605,PROD-0015,Electronics,Size Issue,1758.535377005773,44.02478471810257,12,0,5.0
RET-001820,ORD-002107,2022-09-13,CUST-01209,PROD-0163,Beauty,Wrong Item,1989.2226885516236,93.58600063164232,22,0,
RET-001821,ORD-000343,2023-07-21,CUST-01892,PROD-0178,Home,Size Issue,1192.5692900585987,31.631254625542947,11,1,2.0
RET-001822,ORD-005282,2023-08-03,CUST-01009,PROD-0321,Electronics,Changed Mind,1104.9566345237192,22.32225750947765,3,0,1.0
RET-001823,ORD-006331,2023-04-21,CUST-00655,PROD-0181,Home,Not as Described,1982.7632936340965,42.166177660448426,24,0,5.0
RET-001824,ORD-005486,2023-07-31,CUST-01041,PROD-0225,Clothing,Size Issue,931.6902599255833,55.93086666281778,29,0,5.0
RET-001825,ORD-004819,2022-10-28,CUST-01789,PROD-0030,Home,Wrong Item,1676.0608768098132,39.210231388473616,11,0,5.0
RET-001826,ORD-007865,2024-04-30,CUST-01886,PROD-0364,Electronics,Wrong Item,777.1300228745271,64.70822084368915,23,0,1.0
RET-001827,ORD-000786,2024-01-18,CUST-01261,PROD-0065,Beauty,Not as Described,1528.05100466225,51.85822218883559,25,1,1.0
RET-001828,ORD-001233,2023-01-07,CUST-00407,PROD-0182,Electronics,Defective,1121.9216800438276,6.408173688468144,22,0,2.0
RET-001829,ORD-001990,,CUST-00999,PROD-0467,Home,Size Issue,454.0967929712341,57.46544214182732,8,0,2.0
RET-001830,ORD-000538,2022-06-01,CUST-01796,PROD-0439,Clothing,Not as Described,1681.2375855030527,64.28028635527735,14,0,2.0
RET-001831,ORD-009263,2022-09-26,CUST-01457,PROD-0206,Clothing,Defective,690.9045245294906,13.551221712573113,20,1,5.0
RET-001832,,2023-02-14,CUST-01263,PROD-0419,Beauty,Defective,291.1972231643842,48.96971784631277,24,0,3.0
RET-001833,ORD-008739,2022-11-06,CUST-01847,PROD-0226,Clothing,Not as Described,1137.4053174132134,56.01359766051761,11,1,5.0
RET-001834,ORD-001320,2023-08-20,CUST-01067,PROD-0498,Beauty,Size Issue,1023.5563526210307,1.660412364593078,3,0,5.0
RET-001835,ORD-001536,2022-11-09,CUST-01223,PROD-0493,Electronics,Defective,999.4324862996577,35.21106256653602,15,1,4.0
RET-001836,ORD-002390,2023-06-24,CUST-00672,PROD-0109,Electronics,Not as Described,983.735838685418,42.359498100032376,14,1,5.0
RET-001837,ORD-001530,2022-10-19,CUST-01265,PROD-0202,Home,Not as Described,505.5914274319203,18.817767548060573,3,0,3.0
RET-001838,ORD-003814,2023-12-29,CUST-01766,PROD-0475,Clothing,Wrong Item,1622.0602627027142,49.208734603845,4,0,4.0
RET-001839,ORD-008308,2024-01-20,CUST-00177,PROD-0349,Clothing,Wrong Item,677.4206462713562,12.989394128075581,20,0,2.0
RET-001840,ORD-005273,2023-10-25,CUST-00536,PROD-0484,Clothing,Not as Described,1046.262814410169,52.172417423350126,5,0,3.0
RET-001841,ORD-002202,2023-09-27,CUST-00890,PROD-0003,Electronics,Size Issue,1176.1861042772791,85.7005819402045,26,0,4.0
RET-001842,ORD-008903,2022-10-04,CUST-00818,PROD-0363,Beauty,Defective,1349.1980399776733,59.83133247581706,11,0,5.0
RET-001843,ORD-006442,2023-10-24,CUST-01111,PROD-0407,Beauty,Size Issue,702.1814130439511,9.570615082026734,0,0,4.0
RET-001844,ORD-004140,2023-05-20,CUST-00813,PROD-0411,Electronics,Wrong Item,340.9818901972276,34.42483622223621,18,0,2.0
RET-001845,ORD-004879,2023-09-08,CUST-00353,PROD-0041,Clothing,Size Issue,262.6539338839906,37.204425563267826,4,0,5.0
RET-001846,ORD-004528,2022-10-12,CUST-00652,PROD-0047,Home,Wrong Item,1453.6053766290545,72.91118811380677,5,1,1.0
RET-001847,ORD-006793,2022-11-29,CUST-01979,PROD-0494,Clothing,Defective,1423.5103836952624,56.616786503224226,3,1,3.0
RET-001848,ORD-006412,2023-07-02,CUST-01763,PROD-0090,Home,Not as Described,993.959325399118,40.99855440406815,3,1,4.0
RET-001849,ORD-000766,2023-11-19,CUST-01442,,Home,Wrong Item,1074.516540830262,81.13410553784313,24,0,3.0
RET-001850,ORD-006582,2023-12-19,CUST-01513,PROD-0444,Home,Defective,261.3299724136533,79.97731458909769,26,0,4.0
RET-001851,ORD-003927,2024-04-18,CUST-00280,PROD-0486,Electronics,Not as Described,144.4685512227385,11.162140388639951,29,1,4.0
RET-001852,ORD-002539,2023-05-04,CUST-01909,PROD-0117,Clothing,Not as Described,555.9529860260516,58.86978361327454,14,0,2.0
RET-001853,ORD-001507,2023-10-18,CUST-01718,PROD-0127,Clothing,Not as Described,467.217379944957,127.24868194471418,19,0,3.0
RET-001854,ORD-003722,2022-07-26,CUST-00514,PROD-0495,Home,Defective,1645.4475684630631,78.04124257637555,12,0,1.0
RET-001855,ORD-005994,2023-08-04,CUST-01104,PROD-0411,Home,Changed Mind,353.6747770574616,66.77018223758799,19,0,5.0
RET-001856,ORD-006758,2023-12-06,CUST-01482,PROD-0044,Clothing,Changed Mind,320.77126749093367,26.887484685371497,20,0,1.0
RET-001857,ORD-002948,2022-09-23,CUST-00222,PROD-0230,Clothing,Not as Described,1021.3713181996142,40.625568077049344,7,0,4.0
RET-001858,ORD-007280,2023-12-10,CUST-00281,PROD-0176,Electronics,Defective,537.7434459280786,73.2866621746662,3,1,4.0
RET-001859,ORD-007351,2022-12-02,CUST-00029,PROD-0106,Electronics,Not as Described,1013.4560687822377,51.70251430639829,29,0,1.0
RET-001860,ORD-005558,2024-04-12,CUST-00852,PROD-0131,Clothing,Defective,1464.4014388038574,91.098240149458,26,1,
RET-001861,ORD-005288,2023-12-27,CUST-00122,PROD-0304,Home,Changed Mind,444.45559513040365,82.20302449629416,0,1,3.0
RET-001862,ORD-000537,2023-11-10,CUST-01416,PROD-0250,Clothing,Wrong Item,1497.0091891237703,29.393499488066112,29,0,5.0
RET-001863,ORD-008055,2023-04-26,CUST-00806,PROD-0166,Beauty,Wrong Item,1583.9277303501947,27.40416383507641,9,1,1.0
RET-001864,ORD-001631,2023-10-27,CUST-00262,PROD-0225,Beauty,Size Issue,1991.8415593654952,5.944891877181857,1,0,4.0
RET-001865,ORD-005678,2024-03-22,CUST-00497,PROD-0487,Home,Changed Mind,1899.7372685512007,26.730267743362724,23,0,3.0
RET-001866,ORD-001708,2023-07-01,CUST-00871,PROD-0026,Electronics,Defective,494.70964264276375,11.92946375021724,15,0,5.0
RET-001867,ORD-000555,2023-07-13,CUST-01310,PROD-0298,Beauty,Changed Mind,1929.848824025178,30.416714192662553,13,1,1.0
RET-001868,ORD-000820,2023-11-01,CUST-01344,PROD-0256,Electronics,Not as Described,796.9000763648838,50.76216794606623,17,0,4.0
RET-001869,ORD-006261,2022-06-06,CUST-01989,PROD-0135,Beauty,Changed Mind,1536.933855994145,30.861081254590694,5,0,4.0
RET-001870,ORD-000063,2023-05-07,CUST-01365,PROD-0061,Home,Wrong Item,1348.4141227762746,48.605793460990576,28,0,5.0
RET-001871,ORD-000841,2024-04-28,CUST-00670,PROD-0237,Electronics,Wrong Item,1451.2952108184675,87.89196236820717,25,0,3.0
RET-001872,ORD-000332,2022-07-28,CUST-00316,PROD-0327,Home,Wrong Item,1043.4758805795286,51.90573867732455,16,0,3.0
RET-001873,ORD-004712,2022-12-13,CUST-00325,PROD-0383,Electronics,Changed Mind,1308.4295612983858,24.725599285134304,16,0,1.0
RET-001874,ORD-009771,2024-02-12,CUST-00372,PROD-0471,Clothing,Defective,922.118413692819,72.00435760510655,24,0,4.0
RET-001875,ORD-007925,2022-07-07,CUST-00354,PROD-0015,Electronics,Defective,582.4432689459949,30.93850320580692,2,0,5.0
RET-001876,ORD-001188,2024-03-29,CUST-00560,PROD-0166,Electronics,Wrong Item,1826.345489549716,6.793695054239645,22,0,2.0
RET-001877,ORD-007907,2024-01-13,CUST-01574,PROD-0134,Clothing,Size Issue,402.84884987541335,63.985491071915405,18,0,1.0
RET-001878,ORD-001466,2022-09-11,CUST-01295,PROD-0059,Electronics,Size Issue,796.6454841391306,30.564283150322,15,0,5.0
RET-001879,ORD-009792,2022-10-05,CUST-00688,PROD-0218,Beauty,Wrong Item,381.75255112529226,17.016095258507924,20,0,5.0
RET-001880,ORD-004805,,CUST-01003,PROD-0358,Clothing,Wrong Item,996.9802671722358,5.707613539540279,25,0,3.0
RET-001881,ORD-001703,2023-02-01,CUST-01583,PROD-0044,Beauty,Wrong Item,1827.1622728715176,10.577371078414144,1,0,
RET-001882,ORD-004006,2023-06-10,CUST-01557,PROD-0438,Clothing,Size Issue,703.6551201752226,70.24760533875035,6,0,4.0
RET-001883,ORD-008322,2022-07-28,CUST-00275,PROD-0147,Home,Changed Mind,1537.7115655937732,16.540974159043053,7,0,5.0
RET-001884,ORD-007247,2023-08-25,CUST-00588,PROD-0087,Electronics,Not as Described,136.29096787441392,44.52231308171063,11,0,2.0
RET-001885,ORD-007270,2022-08-29,CUST-00850,PROD-0243,Beauty,Size Issue,1856.2463872119529,73.08378748533066,18,1,4.0
RET-001886,ORD-005642,2022-07-06,CUST-00203,PROD-0333,Electronics,Defective,1474.2750700079637,30.504385995482664,15,0,2.0
RET-001887,ORD-006435,2023-06-03,CUST-01204,PROD-0099,Home,Defective,1424.1018120947283,45.539617782926875,4,0,4.0
RET-001888,ORD-003469,2024-03-11,CUST-01554,PROD-0356,Electronics,Wrong Item,1350.1329373319475,97.59748705960241,19,1,2.0
RET-001889,ORD-004217,2023-01-05,CUST-01786,PROD-0049,Electronics,Changed Mind,434.6263704270172,33.15416482651603,27,0,2.0
RET-001890,ORD-004774,2023-02-18,CUST-01351,PROD-0424,Home,Changed Mind,1368.8005704820027,89.32451172691034,17,0,5.0
RET-001891,ORD-003203,2024-04-09,CUST-00585,PROD-0237,Electronics,Defective,909.4622080636099,43.99724757494179,19,0,3.0
RET-001892,ORD-008028,2022-06-20,CUST-01158,PROD-0359,Beauty,Changed Mind,827.6791614391775,34.607767195413906,10,0,5.0
RET-001893,ORD-008541,2023-03-04,CUST-00639,PROD-0057,Beauty,Changed Mind,1130.1413161497408,67.12795807207152,28,1,5.0
RET-001894,ORD-005081,2022-07-30,CUST-01912,PROD-0270,Clothing,Defective,999.3467963169336,89.6683284235027,29,0,5.0
RET-001895,ORD-006868,2023-12-21,CUST-01882,PROD-0321,Electronics,Wrong Item,1566.4746004140893,59.95719140043775,28,0,4.0
RET-001896,ORD-009822,2022-07-16,CUST-00819,PROD-0258,Beauty,Size Issue,1596.956319579339,67.10881961433596,26,0,1.0
RET-001897,ORD-004917,2022-07-21,CUST-01899,PROD-0002,Clothing,Changed Mind,98.9911987014734,11.621076835577625,17,0,1.0
RET-001898,ORD-009065,2022-11-10,CUST-01467,PROD-0375,Home,Size Issue,1592.0741415500859,43.79714879506346,29,0,3.0
RET-001899,ORD-001520,2023-04-12,CUST-01769,PROD-0247,Electronics,Defective,1014.6173787801356,37.6926591317162,21,0,1.0
RET-001900,,2023-12-06,CUST-01885,PROD-0202,Clothing,Wrong Item,1673.74229666086,80.28793082631337,28,0,3.0
RET-001901,ORD-004025,2023-12-04,CUST-00479,PROD-0347,Clothing,Size Issue,102.62882951007086,64.53490747084449,20,1,2.0
RET-001902,ORD-006795,2023-01-11,CUST-00655,PROD-0377,Home,Defective,704.9917755800217,22.36860180487269,6,1,5.0
RET-001903,ORD-001020,2023-12-22,CUST-00727,PROD-0418,Electronics,Not as Described,917.2438060966748,53.658789958587064,21,1,3.0
RET-001904,ORD-002404,2023-12-31,CUST-00705,PROD-0151,Beauty,Size Issue,941.2272934217555,31.424841829927963,17,0,2.0
RET-001905,ORD-008315,2023-05-13,CUST-01853,PROD-0123,Electronics,Not as Described,77.46754286504256,29.80635746220085,5,0,4.0
RET-001906,ORD-000668,2022-09-28,CUST-01826,PROD-0041,Electronics,Changed Mind,889.4085556141955,60.97666203815702,19,0,1.0
RET-001907,ORD-005146,2022-08-27,CUST-00330,PROD-0341,Electronics,Defective,822.4691282844434,85.09946216341838,13,0,1.0
RET-001908,ORD-002567,2023-03-15,CUST-01557,PROD-0345,Clothing,Not as Described,1340.871380110288,28.95121609265967,26,0,5.0
RET-001909,ORD-008465,2023-02-14,CUST-01993,PROD-0345,Electronics,Defective,62.33759934309583,77.77640408120334,9,0,3.0
RET-001910,ORD-007908,2023-10-25,CUST-00898,PROD-0396,Clothing,Changed Mind,233.13597649567927,66.11804203143872,7,1,2.0
RET-001911,ORD-000611,2023-03-29,CUST-00941,PROD-0343,Electronics,Wrong Item,320.3337159797437,86.04462956252561,15,0,4.0
RET-001912,ORD-009955,2023-10-09,CUST-01127,PROD-0167,Electronics,Not as Described,268.470669434536,12.099874933209387,7,0,1.0
RET-001913,ORD-004706,2024-03-27,CUST-00848,PROD-0291,Electronics,Changed Mind,417.94956217161274,18.61124771670766,15,0,3.0
RET-001914,ORD-005255,2022-08-01,CUST-01128,PROD-0268,Clothing,Changed Mind,1632.645811658222,79.38072504817917,14,0,2.0
RET-001915,ORD-005258,2023-12-28,CUST-01684,PROD-0040,Beauty,Size Issue,243.64778487541784,59.8471456635004,18,0,2.0
RET-001916,ORD-009359,2023-03-10,CUST-00370,PROD-0242,Electronics,Wrong Item,1622.996440433941,78.73205811917317,26,0,5.0
RET-001917,ORD-005702,2022-12-01,CUST-00327,PROD-0235,Home,Defective,931.4314897034257,21.95424917904353,29,0,5.0
RET-001918,ORD-003525,2023-11-11,CUST-01505,PROD-0012,Beauty,Changed Mind,529.8475841003107,96.80883427974847,26,1,5.0
RET-001919,ORD-002878,2023-09-17,CUST-00174,PROD-0051,Home,Size Issue,1545.2818662665986,92.66307551327911,23,0,2.0
RET-001920,ORD-006500,2024-03-08,CUST-00027,PROD-0458,Clothing,Size Issue,430.05648929307114,69.24668683797101,0,0,5.0
RET-001921,ORD-005211,2023-11-10,CUST-01574,PROD-0204,Clothing,Defective,718.6828050479548,38.227130399951,19,1,1.0
RET-001922,ORD-009315,2022-12-17,CUST-00610,PROD-0401,Electronics,Wrong Item,581.187677091286,65.75202632438051,14,0,2.0
RET-001923,ORD-002711,2022-08-26,CUST-01321,PROD-0321,Beauty,Changed Mind,316.7133682841264,96.60164297814875,17,0,5.0
RET-001924,ORD-008124,2023-05-22,CUST-01979,PROD-0377,Home,Wrong Item,1773.7227918067197,89.98983110189947,21,0,1.0
RET-001925,ORD-005206,2023-07-04,CUST-00336,PROD-0410,Beauty,Size Issue,1034.8349573281162,44.690172968772224,26,0,5.0
RET-001926,ORD-003163,2023-10-31,CUST-01320,PROD-0109,Home,Wrong Item,419.34540733168535,49.84558221250508,16,0,2.0
RET-001927,ORD-005644,2023-08-31,CUST-01362,PROD-0350,Clothing,Defective,1340.188870380267,63.52355489583149,15,0,2.0
RET-001928,ORD-009521,2024-02-06,CUST-00625,PROD-0034,Clothing,Defective,1053.7218852437913,15.685374433255783,0,0,5.0
RET-001929,ORD-004062,2023-01-04,CUST-01773,PROD-0232,Beauty,Not as Described,1534.0716110698197,49.95657105247518,8,0,2.0
RET-001930,ORD-004509,2024-03-01,CUST-01646,PROD-0325,Electronics,Defective,888.0611925627195,6.571008170060644,26,0,5.0
RET-001931,ORD-009811,2022-06-11,CUST-00884,PROD-0354,Electronics,Not as Described,1972.7910699696642,84.35405596585919,26,0,1.0
RET-001932,ORD-004823,2024-04-20,CUST-00890,PROD-0325,Beauty,Size Issue,1753.0112419051204,3.519336272964757,19,0,4.0
RET-001933,ORD-003535,2022-08-09,CUST-01824,PROD-0304,Home,Defective,1664.5755371590392,9.393774899760654,6,0,2.0
RET-001934,ORD-006230,2024-03-30,CUST-00018,PROD-0268,Clothing,Changed Mind,1466.9268815114706,53.63162209879151,12,0,3.0
RET-001935,ORD-008032,2022-12-01,CUST-00172,PROD-0012,Beauty,Changed Mind,1566.1253100882623,68.51816123221464,13,0,1.0
RET-001936,ORD-000328,2023-01-13,CUST-01771,PROD-0457,Electronics,Wrong Item,1170.2796864820923,88.22493469590106,19,0,3.0
RET-001937,ORD-005781,2023-03-27,CUST-01167,PROD-0132,Clothing,Not as Described,719.1311779175225,21.190708144607928,26,0,5.0
RET-001938,ORD-001676,2023-01-25,CUST-01624,PROD-0475,Home,Changed Mind,1029.2257680211396,60.357127937038356,28,1,1.0
RET-001939,ORD-007087,2022-07-28,CUST-01183,PROD-0343,Beauty,Size Issue,1772.8420872614113,48.077025455666835,23,0,3.0
RET-001940,ORD-004036,2023-02-05,CUST-00287,PROD-0493,Electronics,Size Issue,587.7429322925055,35.05455202197696,8,1,2.0
RET-001941,ORD-006243,2023-11-18,CUST-01542,PROD-0040,Electronics,Wrong Item,947.3469305951081,85.94678891843166,24,0,
RET-001942,,2024-03-25,CUST-00358,PROD-0087,Electronics,Not as Described,227.66986579964612,12.434013830076962,3,1,3.0
RET-001943,ORD-001686,2022-08-25,CUST-00828,PROD-0480,Clothing,Not as Described,265.28321205696693,9.591930936303484,22,1,4.0
RET-001944,ORD-009204,,CUST-01129,PROD-0246,Home,Wrong Item,1820.6565050763916,55.90565348516373,3,0,5.0
RET-001945,ORD-001305,,CUST-00778,PROD-0378,Beauty,Changed Mind,570.2145178023147,4.135617503628319,4,0,5.0
RET-001946,ORD-002229,2023-10-22,CUST-01692,PROD-0387,Electronics,Defective,933.5956978368853,82.4183193458518,15,1,5.0
RET-001947,ORD-005628,2022-08-18,CUST-00527,PROD-0421,Beauty,Defective,1949.7827681929084,9.932751663232775,11,1,4.0
RET-001948,ORD-002634,2023-05-28,CUST-01325,PROD-0424,Clothing,Wrong Item,1565.404722708348,49.266580882886544,1,0,4.0
RET-001949,ORD-000167,2022-07-30,CUST-00969,PROD-0066,Beauty,Not as Described,745.2531964765632,44.09371183577143,0,1,4.0
RET-001950,ORD-003620,2023-09-29,CUST-01611,PROD-0208,Clothing,Not as Described,273.35571410140807,95.30466627348424,9,0,5.0
RET-001951,ORD-006272,2023-08-13,CUST-00881,PROD-0424,Electronics,Size Issue,32.89378623824466,74.83533826142803,22,0,5.0
