order_id,customer_id,order_date,product,category,region,quantity,unit_price,discount,sales,profit,payment_method,shipping_days,customer_segment,sales_rep,total_sales
ORD-002119,CUST-02849,2022-08-05,Watch,Accessories,Central,6,1956,0.05,4893,949.0,UPI,8,VIP,Priya,11149.199999999999
ORD-002120,CUST-01961,2022-08-17,Mouse,Wearables,Central,9,145,0.0,15688,705.0,PayPal,14,Premium,Priya,1305.0
ORD-002121,CUST-02588,2024-03-06,Speaker,Wearables,West,6,629,0.15,282,338.0,PayPal,5,Regular,John,3207.9
ORD-002122,CUST-00747,2023-04-11,Mouse,Electronics,East,2,1520,0.1,450,-4.0,UPI,7,Regular,Sarah,2736.0
ORD-002123,CUST-00553,2023-07-19,Laptop,Accessories,East,2,1788,0.1,11058,293.0,UPI,5,Premium,John,3218.4
ORD-002124,CUST-00259,2023-01-26,Keyboard,Wearables,East,5,1099,0.2,4503,166.0,Credit Card,4,VIP,Aman,4396.0
ORD-002125,CUST-02933,2022-04-28,Speaker,Accessories,East,4,875,0.1,5710,729.0,Net Banking,6,Regular,Sarah,3150.0
ORD-002126,CUST-01875,2022-07-20,Tablet,Wearables,South,2,173,0.1,19492,-964.0,UPI,14,Premium,Priya,311.40000000000003
ORD-002127,CUST-00152,2024-05-26,Speaker,Accessories,West,3,1539,0.2,11796,20.0,PayPal,8,Premium,Sarah,3693.6000000000004
ORD-002128,CUST-01202,2023-04-26,Headphones,Electronics,North,7,1780,0.0,9070,324.0,UPI,12,VIP,Priya,12460.0
ORD-002129,CUST-00826,2024-08-31,Tablet,Accessories,East,8,1737,0.0,6624,-97.0,UPI,10,Regular,John,13896.0
ORD-002130,CUST-00180,2022-05-08,Headphones,Accessories,,6,434,0.05,12918,542.0,PayPal,1,Regular,Priya,2473.7999999999997
ORD-002131,CUST-00818,2022-12-26,Tablet,Wearables,North,5,1970,0.0,8134,922.0,PayPal,3,VIP,Priya,9850.0
ORD-002132,CUST-00172,2024-09-17,Phone,Electronics,West,1,732,0.1,4027,,Net Banking,4,VIP,Aman,658.8000000000001
ORD-002133,CUST-01293,2024-03-23,Watch,Wearables,North,8,787,0.1,7058,82.0,UPI,5,Premium,Priya,5666.400000000001
ORD-002134,CUST-01271,2024-07-24,Speaker,Wearables,East,3,674,0.1,3588,398.0,Credit Card,1,Regular,Priya,1819.8
ORD-002135,CUST-02112,2023-04-21,Headphones,Accessories,East,6,395,0.2,3990,-29.0,PayPal,9,VIP,Aman,1896.0
ORD-002136,CUST-01632,2023-02-27,Speaker,Accessories,West,3,1207,0.0,9024,-31.0,Credit Card,8,VIP,John,3621.0
ORD-002137,CUST-02225,2024-07-18,Headphones,Accessories,North,7,1138,0.1,6044,480.0,Credit Card,2,Premium,Priya,7169.400000000001
ORD-002138,CUST-01940,2024-04-20,Laptop,Electronics,East,7,1990,0.05,3482,22.0,Credit Card,5,Premium,Aman,13233.5
ORD-002139,CUST-01038,2023-10-23,Laptop,Accessories,South,9,1257,0.0,8172,291.0,Credit Card,9,VIP,Priya,11313.0
ORD-002140,CUST-00150,2023-12-22,Mouse,Wearables,Central,5,577,0.0,4099,814.0,Net Banking,13,VIP,John,2885.0
ORD-002141,CUST-02650,2024-03-14,Headphones,Wearables,East,8,732,0.15,12872,267.0,UPI,3,VIP,Priya,4977.599999999999
ORD-002142,CUST-00783,2024-01-29,Headphones,Electronics,North,8,418,0.05,2265,357.0,Net Banking,5,VIP,Aman,3176.7999999999997
ORD-002143,CUST-01172,2023-02-10,Speaker,Wearables,Central,1,1515,0.1,449,82.0,PayPal,9,Regular,Aman,1363.5
ORD-002144,CUST-01463,2022-01-08,Headphones,Accessories,West,5,578,0.05,8196,995.0,Credit Card,6,Regular,Priya,2745.5
ORD-002145,CUST-00196,2024-08-20,Keyboard,Electronics,Central,3,1763,0.0,3729,411.0,Credit Card,13,Premium,Aman,5289.0
ORD-002146,CUST-02686,2023-01-19,Speaker,Electronics,,1,467,0.0,1988,931.0,Credit Card,5,Premium,John,467.0
ORD-002147,CUST-01360,2024-03-11,Tablet,Electronics,East,4,466,0.0,745,995.0,UPI,8,Regular,Priya,1864.0
ORD-002148,CUST-01120,2022-08-18,Watch,Electronics,East,8,1411,0.2,13824,623.0,Net Banking,14,Premium,,9030.4
ORD-002149,CUST-00510,2023-06-04,Phone,Accessories,North,3,1936,0.0,16928,-55.0,PayPal,5,Regular,Aman,5808.0
ORD-002150,CUST-01508,2022-10-18,Phone,Electronics,South,2,477,0.2,2334,492.0,PayPal,9,VIP,Sarah,763.2
ORD-002151,CUST-01790,2022-10-02,Tablet,Accessories,South,9,1815,0.2,4615,839.0,Net Banking,11,Premium,Priya,13068.0
ORD-002152,CUST-01639,2024-06-19,Watch,Accessories,East,5,562,0.2,8616,672.0,Credit Card,13,VIP,,2248.0
ORD-002153,CUST-01802,,Tablet,Wearables,Central,7,1717,0.0,6332,381.0,Credit Card,3,Premium,Priya,12019.0
ORD-002154,CUST-01584,2022-09-28,Keyboard,Wearables,Central,2,112,0.2,9336,554.0,Credit Card,1,VIP,John,179.20000000000002
ORD-002155,CUST-01389,2022-11-11,Headphones,Accessories,Central,9,635,0.0,2083,136.0,UPI,4,VIP,Sarah,5715.0
ORD-002156,CUST-00766,2024-05-08,Keyboard,Electronics,Central,9,1291,0.0,8248,890.0,Credit Card,7,VIP,Sarah,11619.0
ORD-002157,CUST-02033,2024-07-13,Phone,Accessories,West,4,369,0.0,1818,586.0,UPI,13,VIP,Aman,1476.0
ORD-002158,CUST-02835,2024-03-25,Keyboard,Accessories,,4,1193,0.15,6592,-37.0,UPI,3,VIP,Sarah,4056.2
ORD-002159,CUST-02038,2024-07-20,Keyboard,Wearables,East,6,1441,0.0,4515,178.0,Net Banking,13,VIP,John,8646.0
ORD-002160,CUST-01505,2023-03-01,Mouse,Wearables,Central,6,475,0.05,2452,-51.0,Credit Card,10,VIP,Aman,2707.5
ORD-002161,CUST-02127,2023-11-21,Watch,Wearables,West,1,1212,0.0,433,114.0,Net Banking,8,VIP,Sarah,1212.0
ORD-002162,CUST-01093,2022-09-05,Watch,Wearables,Central,9,1824,0.0,5224,-65.0,UPI,2,Regular,,16416.0
ORD-002163,CUST-00339,2022-01-05,Headphones,Electronics,South,2,356,0.0,4195,330.0,Credit Card,9,VIP,Sarah,712.0
ORD-002164,CUST-02979,2024-07-10,Tablet,Accessories,West,5,316,0.15,4919,404.0,Credit Card,14,Regular,Aman,1343.0
ORD-002165,CUST-01739,2024-07-19,Keyboard,Electronics,South,9,549,0.05,321,148.0,UPI,3,Premium,Priya,4693.95
ORD-002166,CUST-00324,2023-03-01,Tablet,Electronics,East,4,993,0.15,6309,633.0,Net Banking,11,Regular,Aman,3376.2
ORD-002167,CUST-01764,2022-02-03,Laptop,Electronics,West,3,1667,0.05,8718,704.0,UPI,14,VIP,Priya,4750.95
ORD-002168,CUST-02468,,Watch,Accessories,North,7,1264,0.2,19904,367.0,PayPal,6,VIP,Aman,7078.400000000001
ORD-002169,CUST-00740,2022-01-27,Mouse,Accessories,North,6,1284,0.05,4456,660.0,UPI,7,VIP,Sarah,7318.799999999999
ORD-002170,CUST-02235,2022-06-07,Tablet,Wearables,West,8,131,0.05,5592,409.0,UPI,5,Regular,Aman,995.5999999999999
ORD-002171,CUST-01204,,Phone,Wearables,South,3,1947,0.05,12184,625.0,UPI,10,Premium,Sarah,5548.95
ORD-002172,CUST-01316,2023-01-19,Keyboard,Electronics,East,5,1275,0.0,5832,709.0,UPI,13,VIP,Priya,6375.0
ORD-002173,CUST-00421,2024-05-10,Speaker,Electronics,East,4,1982,0.1,11133,65.0,PayPal,5,Premium,Sarah,7135.2
ORD-002174,CUST-00328,2024-04-16,Laptop,Electronics,North,4,1383,0.05,6330,979.0,Credit Card,14,Regular,Sarah,5255.4
ORD-002175,CUST-01344,2023-06-16,Laptop,Accessories,East,4,1851,0.1,2404,745.0,Credit Card,1,Premium,Sarah,6663.6
ORD-002176,CUST-02708,2024-04-19,Phone,Accessories,North,8,1402,0.1,1558,911.0,UPI,4,Premium,Sarah,10094.4
ORD-002177,CUST-01211,2024-01-30,Mouse,Wearables,West,6,1408,0.0,13899,445.0,PayPal,1,VIP,John,8448.0
ORD-002178,CUST-01256,2023-09-07,Watch,Wearables,Central,3,709,0.05,10407,-38.0,Credit Card,9,Premium,Priya,2020.6499999999999
ORD-002179,CUST-01827,2022-11-22,Laptop,Electronics,West,5,1016,0.0,4147,601.0,UPI,9,Regular,Priya,5080.0
ORD-002180,CUST-02469,2022-12-10,Headphones,Wearables,East,6,641,0.05,5846,454.0,Credit Card,5,VIP,Priya,3653.7
ORD-002181,CUST-02940,2022-06-24,Speaker,Wearables,North,5,1725,0.05,109,506.0,PayPal,5,Premium,Priya,8193.75
ORD-002182,CUST-01746,,Watch,Accessories,Central,6,247,0.2,17412,47.0,Net Banking,13,Regular,John,1185.6000000000001
ORD-002183,CUST-00683,2023-08-09,Laptop,Electronics,South,8,755,0.0,5862,207.0,UPI,5,Regular,John,6040.0
ORD-002184,CUST-02826,2023-03-17,Mouse,Wearables,West,7,166,0.0,12141,-3.0,UPI,7,Regular,John,
ORD-002185,CUST-01819,2022-09-05,Watch,Accessories,Central,5,1992,0.0,8632,965.0,Credit Card,6,Regular,Sarah,9960.0
ORD-002186,CUST-01440,2023-07-24,Speaker,Electronics,East,6,669,0.0,4572,215.0,Net Banking,2,VIP,Aman,4014.0
ORD-002187,CUST-01832,2024-09-23,Tablet,Accessories,Central,4,1916,0.1,2319,653.0,Net Banking,11,VIP,Aman,6897.6
ORD-002188,CUST-00174,2023-02-05,Headphones,Electronics,,9,1402,0.1,6381,489.0,PayPal,10,Premium,Sarah,11356.2
ORD-002189,CUST-02978,2022-07-17,Watch,Electronics,South,4,847,0.1,6224,955.0,UPI,3,Regular,John,3049.2000000000003
ORD-002190,CUST-01445,2023-09-24,Speaker,Wearables,North,1,542,0.15,286,,UPI,5,Regular,John,460.7
ORD-002191,CUST-02519,2023-10-22,Watch,Electronics,South,7,996,0.0,8586,578.0,Credit Card,7,VIP,John,6972.0
ORD-002192,CUST-01782,2023-02-07,Headphones,Accessories,,7,1988,0.0,7418,953.0,UPI,2,Regular,Sarah,13916.0
ORD-002193,CUST-01125,2024-04-28,Laptop,Wearables,South,4,498,0.0,3988,580.0,UPI,11,VIP,Aman,1992.0
ORD-002194,CUST-02620,2022-02-22,Laptop,Accessories,East,3,1251,0.15,15524,,Credit Card,4,Premium,Aman,3190.0499999999997
ORD-002195,CUST-00235,2024-03-31,Phone,Wearables,East,8,1460,0.1,4772,292.0,UPI,1,Regular,Sarah,
ORD-002196,CUST-00308,2024-08-12,Phone,Accessories,East,5,581,0.05,18680,955.0,Credit Card,7,VIP,Aman,2759.75
ORD-002197,CUST-02750,2023-08-15,Mouse,Wearables,Central,7,1844,0.0,10684,595.0,Credit Card,11,VIP,John,12908.0
ORD-002198,CUST-02612,2023-03-16,Keyboard,Wearables,North,4,1047,0.0,4545,871.0,PayPal,14,Premium,John,4188.0
ORD-002199,CUST-01664,2022-05-12,Keyboard,Accessories,North,4,285,0.2,216,818.0,Net Banking,2,VIP,John,912.0
ORD-002200,CUST-01489,2024-08-19,Headphones,Wearables,,8,268,0.0,5886,748.0,UPI,8,Regular,Aman,2144.0
ORD-002201,CUST-02102,2023-10-14,Phone,Electronics,West,8,1807,0.1,5332,847.0,Net Banking,10,Premium,John,13010.4
ORD-002202,CUST-02783,2023-02-04,Mouse,Electronics,West,2,1383,0.0,3225,999.0,Net Banking,12,Regular,Priya,2766.0
ORD-002203,CUST-00656,2024-09-27,Speaker,Accessories,South,2,1840,0.0,4811,881.0,Credit Card,11,Premium,Sarah,3680.0
ORD-002204,CUST-00128,2024-01-16,Tablet,Wearables,North,3,1770,0.1,5114,306.0,Net Banking,1,VIP,Aman,4779.0
ORD-002205,CUST-00585,2022-06-27,Headphones,Accessories,South,3,1681,0.0,109,173.0,Net Banking,2,Premium,John,5043.0
ORD-002206,CUST-02489,2023-02-17,Headphones,Wearables,East,1,606,0.1,9312,640.0,Credit Card,8,VIP,John,545.4
ORD-002207,CUST-02778,2024-07-14,Headphones,Accessories,West,3,620,0.1,4747,448.0,Net Banking,5,VIP,Aman,1674.0
ORD-002208,CUST-01795,2022-11-22,Speaker,Accessories,North,6,1594,0.05,367,-40.0,Credit Card,14,Regular,Priya,9085.8
ORD-002209,CUST-00143,2023-06-14,Headphones,Accessories,West,8,260,0.1,15844,412.0,Net Banking,5,Premium,Aman,1872.0
ORD-002210,CUST-00518,2022-06-12,Headphones,Accessories,East,6,1412,0.05,8442,983.0,UPI,11,Premium,Priya,8048.4
ORD-002211,CUST-00276,2023-03-24,Mouse,Accessories,West,5,439,0.0,9292,801.0,Credit Card,7,Premium,Priya,2195.0
ORD-002212,CUST-00967,2022-08-25,Laptop,Wearables,North,4,1956,0.1,8223,,PayPal,14,Premium,Aman,7041.6
ORD-002213,CUST-02643,2022-04-12,Watch,Wearables,East,3,1625,0.05,11718,246.0,UPI,4,Regular,Aman,4631.25
ORD-002214,CUST-01501,2023-12-29,Speaker,Electronics,South,4,1229,0.0,2982,298.0,Credit Card,9,VIP,Sarah,4916.0
ORD-002215,CUST-01484,2024-03-31,Phone,Electronics,West,7,1925,0.15,3546,-94.0,PayPal,3,Premium,Sarah,11453.75
ORD-002216,CUST-01569,2022-05-10,Keyboard,Wearables,East,1,1598,0.05,1572,828.0,UPI,8,Premium,Aman,1518.1
ORD-002217,CUST-02324,2023-06-01,Watch,Electronics,South,7,1976,0.15,8358,854.0,PayPal,3,Premium,John,11757.199999999999
ORD-002218,CUST-00133,2022-05-02,Keyboard,Accessories,South,1,1723,0.15,11740,943.0,Net Banking,8,Premium,Aman,1464.55
ORD-002219,CUST-02479,2023-10-09,Phone,Wearables,South,2,1586,0.0,12915,226.0,UPI,14,Premium,John,3172.0
ORD-002220,CUST-00629,2023-08-14,Laptop,Wearables,South,4,1606,0.05,2254,,UPI,1,VIP,Sarah,6102.799999999999
ORD-002221,CUST-02782,2024-03-14,Speaker,Electronics,East,1,803,0.0,4888,42.0,UPI,10,Premium,Aman,803.0
ORD-002222,CUST-01843,2023-02-06,Watch,Electronics,West,9,1276,0.0,8046,293.0,PayPal,13,Premium,Aman,11484.0
ORD-002223,CUST-01520,2024-05-13,Phone,Wearables,North,6,922,0.15,1954,382.0,Net Banking,10,VIP,Aman,4702.2
ORD-002224,CUST-01524,2024-02-20,Tablet,Accessories,Central,1,1772,0.1,3968,886.0,Net Banking,35,Regular,Sarah,1594.8
ORD-002225,CUST-01819,2023-10-05,Keyboard,Accessories,North,1,884,0.0,7780,390.0,Credit Card,12,Regular,Priya,884.0
ORD-002226,CUST-00315,2024-07-27,Headphones,Accessories,North,6,1272,0.05,3132,850.0,Net Banking,1,Regular,Sarah,7250.4
ORD-002227,CUST-02351,2022-09-24,Mouse,Accessories,North,4,1311,0.2,3776,311.0,PayPal,10,Regular,Aman,4195.2
ORD-002228,CUST-00564,2024-05-07,Mouse,Electronics,East,4,1776,0.05,5421,253.0,PayPal,11,Regular,Sarah,6748.799999999999
ORD-002229,CUST-02169,2023-07-21,Tablet,Accessories,,6,230,0.1,8428,331.0,Net Banking,11,Regular,Sarah,1242.0
ORD-002230,CUST-01504,,Laptop,Accessories,North,7,1575,0.1,4119,,Credit Card,12,Premium,John,9922.5
ORD-002231,CUST-01631,2024-08-29,Headphones,Accessories,South,9,615,0.0,13602,855.0,UPI,12,Regular,Aman,5535.0
ORD-002232,CUST-01288,2022-11-27,Speaker,Wearables,Central,5,1614,0.0,2204,30.0,Net Banking,1,Regular,Sarah,8070.0
ORD-002233,CUST-02661,2022-07-28,Keyboard,Electronics,West,9,1599,0.1,3067,998.0,UPI,10,VIP,John,12951.9
ORD-002234,CUST-01142,2022-04-06,Tablet,Electronics,North,4,1386,0.0,17368,923.0,Credit Card,3,Regular,Aman,5544.0
ORD-002235,CUST-01023,2022-04-06,Keyboard,Accessories,Central,2,1661,0.05,4941,59.0,Net Banking,9,VIP,Sarah,3155.8999999999996
ORD-002236,CUST-00465,2022-01-27,Phone,Electronics,Central,3,1582,0.1,5248,-84.0,Credit Card,1,VIP,John,4271.400000000001
ORD-002237,CUST-00107,2023-03-24,Headphones,Wearables,Central,1,635,0.1,4790,255.0,PayPal,3,Regular,Aman,571.5
ORD-002238,CUST-00763,2022-01-12,Keyboard,Wearables,East,6,1901,0.0,9188,955.0,Net Banking,2,Premium,Aman,11406.0
ORD-002239,CUST-02045,,Tablet,Accessories,North,6,840,0.0,14727,788.0,Net Banking,5,VIP,John,5040.0
ORD-002240,CUST-02121,2024-02-28,Headphones,Wearables,Central,1,880,0.0,6768,382.0,Credit Card,12,Premium,John,880.0
ORD-002241,CUST-01586,2023-08-31,Mouse,Wearables,Central,3,1760,0.05,9456,509.0,Credit Card,7,VIP,John,
ORD-002242,CUST-02301,2022-06-06,Watch,Accessories,East,5,1807,0.0,6840,672.0,Credit Card,6,VIP,John,9035.0
ORD-002243,CUST-00483,2022-01-29,Laptop,Electronics,South,3,1869,0.05,3036,,PayPal,10,Regular,Aman,5326.65
ORD-002244,CUST-01073,2023-09-25,Phone,Electronics,West,3,1418,0.0,3772,695.0,PayPal,5,Regular,Priya,4254.0
ORD-002245,CUST-01067,2023-12-26,Mouse,Accessories,East,3,1558,0.05,13497,861.0,UPI,13,Regular,Priya,4440.3
ORD-002246,CUST-02884,2023-07-11,Headphones,Wearables,Central,5,1398,0.0,10746,701.0,Credit Card,3,Premium,Sarah,6990.0
ORD-002247,CUST-01828,2024-07-31,Tablet,Electronics,North,5,687,0.05,5931,241.0,PayPal,13,VIP,Priya,3263.25
ORD-002248,CUST-00879,2024-09-22,Headphones,Electronics,South,4,1431,0.0,3007,305.0,Credit Card,7,VIP,John,5724.0
ORD-002249,CUST-02507,2022-03-22,Tablet,Electronics,West,1,825,0.0,1437,459.0,UPI,12,VIP,Priya,825.0
ORD-002250,CUST-01170,2023-08-09,Watch,Electronics,Central,5,1042,0.15,3400,476.0,UPI,9,Premium,Aman,4428.5
ORD-002251,CUST-02843,2023-01-27,Watch,Electronics,North,5,1096,0.0,3172,120.0,Net Banking,2,Premium,Aman,5480.0
ORD-002252,CUST-02012,2022-01-26,Keyboard,Accessories,West,4,475,0.05,14704,,Credit Card,6,Regular,Sarah,1805.0
ORD-002253,CUST-00820,2024-01-31,Tablet,Wearables,Central,6,1281,0.15,16980,900.0,UPI,12,VIP,Sarah,6533.099999999999
ORD-002254,CUST-00503,2024-01-22,Watch,Wearables,,4,1937,0.05,1547,,Net Banking,5,VIP,John,7360.599999999999
ORD-002255,CUST-00556,2022-05-14,Watch,Wearables,,7,303,0.15,9960,252.0,PayPal,9,VIP,Sarah,1802.85
ORD-002256,CUST-00304,2023-04-10,Phone,Accessories,North,7,1088,0.0,7420,910.0,UPI,8,Regular,Priya,7616.0
ORD-002257,CUST-01852,2023-10-12,Tablet,Electronics,Central,2,760,0.0,3184,-20.0,UPI,9,Regular,John,1520.0
ORD-002258,CUST-00708,2023-10-09,Phone,Electronics,North,3,174,0.0,5937,769.0,PayPal,7,Regular,Priya,522.0
ORD-002259,CUST-02922,2024-03-07,Keyboard,Wearables,East,1,1503,0.0,8727,604.0,UPI,5,Regular,Priya,1503.0
ORD-002260,CUST-01824,2023-01-02,Laptop,Electronics,Central,8,840,0.0,2841,333.0,Net Banking,4,Premium,,6720.0
ORD-002261,CUST-00360,2022-07-11,Mouse,Accessories,Central,9,403,0.0,9213,639.0,PayPal,14,Regular,John,3627.0
ORD-002262,CUST-02794,2022-09-03,Tablet,Accessories,Central,4,1185,0.05,8322,409.0,PayPal,13,Regular,Sarah,4503.0
ORD-002263,CUST-01310,2023-10-31,Watch,Accessories,Central,6,669,0.15,5180,493.0,Net Banking,8,Regular,John,3411.9
ORD-002264,CUST-02736,2024-07-08,Tablet,Wearables,North,9,885,0.0,4836,812.0,UPI,2,VIP,John,7965.0
ORD-002265,CUST-01424,2022-08-16,Laptop,Wearables,East,6,1231,0.0,12006,379.0,UPI,1,VIP,Aman,7386.0
ORD-002266,CUST-02907,2022-11-01,Watch,Electronics,Central,9,1310,0.0,10260,654.0,Credit Card,3,Premium,Priya,11790.0
ORD-002267,CUST-00266,2022-07-18,Tablet,Electronics,North,4,1086,0.0,7671,626.0,PayPal,7,VIP,Priya,4344.0
ORD-002268,CUST-02253,2023-07-03,Tablet,Wearables,Central,8,328,0.1,10686,245.0,Net Banking,1,Regular,Sarah,2361.6
ORD-002269,CUST-02221,2024-05-10,Phone,Wearables,North,9,1171,0.0,7100,854.0,Net Banking,5,Regular,John,10539.0
ORD-002270,CUST-01190,2022-09-09,Laptop,Wearables,East,4,1954,0.0,652,4.0,Credit Card,14,Premium,Priya,7816.0
ORD-002271,CUST-01229,2024-01-14,Phone,Wearables,North,5,367,0.1,1907,687.0,Credit Card,5,VIP,Priya,1651.5
ORD-002272,CUST-00646,2024-03-09,Laptop,Wearables,South,8,826,0.15,4408,694.0,Credit Card,3,Premium,John,5616.8
ORD-002273,CUST-02916,2024-04-06,Tablet,Wearables,South,6,901,0.05,1554,292.0,Credit Card,11,VIP,John,5135.7
ORD-002274,CUST-02907,2024-03-15,Watch,Wearables,East,7,353,0.05,1975,95.0,Credit Card,1,VIP,Priya,2347.45
ORD-002275,CUST-02869,2023-01-23,Tablet,Wearables,North,3,1056,0.0,6510,321.0,PayPal,5,Premium,Priya,3168.0
ORD-002276,CUST-02613,2024-02-28,Laptop,Electronics,East,7,969,0.0,3054,780.0,PayPal,8,Premium,Aman,6783.0
ORD-002277,CUST-00714,2022-09-24,Laptop,Electronics,North,8,186,0.0,4972,117.0,Net Banking,9,Premium,Sarah,1488.0
ORD-002278,CUST-01481,,Phone,Wearables,Central,6,1304,0.0,4154,52.0,UPI,12,Regular,Aman,7824.0
ORD-002279,CUST-02084,2022-02-22,Mouse,Accessories,North,9,1148,0.15,7836,-64.0,PayPal,13,Regular,Sarah,8782.199999999999
ORD-002280,CUST-00919,2022-10-09,Keyboard,Accessories,North,6,1511,0.05,17484,589.0,PayPal,6,Regular,John,8612.699999999999
ORD-002281,CUST-00498,2022-03-26,Mouse,Accessories,East,9,321,0.0,8193,611.0,PayPal,1,Premium,Sarah,2889.0
ORD-002282,CUST-00824,2024-08-15,Mouse,Electronics,West,4,1089,0.0,3774,209.0,Credit Card,14,Premium,Sarah,4356.0
ORD-002283,CUST-00569,2022-05-28,Phone,Wearables,South,8,496,0.0,2890,149.0,UPI,13,VIP,John,3968.0
ORD-002284,CUST-00970,2023-10-05,Laptop,Electronics,East,4,1037,0.05,14190,841.0,PayPal,5,VIP,Sarah,3940.6
ORD-002285,CUST-02024,2022-01-24,Laptop,Wearables,Central,2,610,0.0,3858,639.0,PayPal,2,Regular,Priya,
ORD-002286,CUST-00108,2023-10-16,Keyboard,Electronics,West,9,660,0.0,5289,524.0,UPI,1,Regular,Priya,
ORD-002287,CUST-01479,2023-08-17,Mouse,Wearables,Central,5,945,0.05,18076,-9.0,Credit Card,13,Regular,John,4488.75
ORD-002288,CUST-02270,2024-06-06,Phone,Wearables,Central,4,539,0.0,736,474.0,Net Banking,3,VIP,Sarah,2156.0
ORD-002289,CUST-02345,2022-04-16,Laptop,Wearables,North,2,1298,0.0,11736,383.0,Credit Card,11,Regular,Sarah,2596.0
ORD-002290,CUST-01512,2022-04-24,Phone,Wearables,South,1,410,0.0,2958,733.0,Net Banking,10,Regular,Aman,410.0
ORD-002291,CUST-01915,2023-04-16,Headphones,Accessories,North,7,1397,0.0,6878,201.0,Credit Card,5,Premium,Sarah,9779.0
ORD-002292,CUST-02260,2024-08-07,Watch,Wearables,South,6,134,0.0,12921,387.0,PayPal,9,Premium,Priya,804.0
ORD-002293,CUST-00532,2023-09-03,Speaker,Wearables,North,2,316,0.0,2775,383.0,Net Banking,7,Regular,John,632.0
ORD-002294,CUST-02507,2022-05-06,Mouse,Electronics,,8,820,0.1,8691,547.0,Net Banking,6,Premium,Sarah,5904.0
ORD-002295,CUST-00354,2022-04-20,Phone,Accessories,West,4,1795,0.1,12741,450.0,Net Banking,9,Regular,Sarah,6462.0
ORD-002296,CUST-00270,2022-05-26,Headphones,Electronics,West,8,1115,0.05,8924,362.0,PayPal,14,Regular,John,8474.0
ORD-002297,CUST-01267,2022-10-17,Laptop,Wearables,Central,7,1531,0.15,15176,202.0,PayPal,14,VIP,Aman,9109.449999999999
ORD-002298,CUST-01631,2022-09-26,Watch,Accessories,East,5,618,0.0,5718,317.0,Net Banking,6,Regular,Priya,3090.0
ORD-002299,CUST-02937,2024-07-05,Headphones,Wearables,West,8,368,0.15,8634,-33.0,Credit Card,11,Premium,Aman,2502.4
ORD-002300,CUST-02945,2022-07-04,Speaker,Accessories,North,9,737,0.0,840,-44.0,Credit Card,4,Regular,John,6633.0
ORD-002301,CUST-01961,2022-04-06,Watch,Electronics,South,5,574,0.0,2976,100.0,PayPal,7,Premium,John,2870.0
ORD-002302,CUST-02154,2022-03-21,Phone,Electronics,North,5,1448,0.0,13860,498.0,PayPal,13,Regular,Sarah,7240.0
ORD-002303,CUST-01683,2023-05-22,Laptop,Electronics,South,2,1479,0.0,3622,729.0,PayPal,2,Regular,Priya,2958.0
ORD-002304,CUST-01678,,Keyboard,Wearables,East,5,189,0.2,155,962.0,Credit Card,2,Premium,Sarah,756.0
ORD-002305,CUST-02355,2023-01-06,Headphones,Wearables,West,3,1165,0.0,6924,34.0,PayPal,6,Premium,Sarah,3495.0
ORD-002306,CUST-00303,2024-07-23,Mouse,Accessories,West,7,1488,0.0,8877,762.0,PayPal,13,Premium,Sarah,10416.0
ORD-002307,CUST-00514,2024-05-08,Tablet,Wearables,West,5,1794,0.0,1812,,Credit Card,5,Premium,Priya,8970.0
ORD-002308,CUST-01299,2022-08-01,Watch,Wearables,East,8,1325,0.0,9468,849.0,UPI,6,VIP,Aman,10600.0
ORD-002309,CUST-02632,2023-02-05,Speaker,Wearables,South,1,1489,0.0,19400,494.0,UPI,2,Premium,Priya,1489.0
ORD-002310,CUST-00304,2022-04-14,Headphones,Wearables,Central,3,1917,0.0,3318,112.0,UPI,2,VIP,Sarah,5751.0
ORD-002311,CUST-01844,2023-05-18,Mouse,Accessories,North,3,1081,0.0,8406,686.0,PayPal,1,Premium,Aman,3243.0
ORD-002312,CUST-01909,2024-03-25,Speaker,Electronics,South,9,1967,0.15,1881,401.0,UPI,2,Premium,Sarah,15047.55
ORD-002313,CUST-02786,2022-01-23,Phone,Wearables,East,5,387,0.0,3267,70.0,Credit Card,14,VIP,Priya,1935.0
ORD-002314,CUST-02120,2023-02-28,Laptop,Accessories,Central,9,1726,0.0,12099,319.0,Net Banking,11,Regular,John,15534.0
ORD-002315,CUST-01412,2022-03-17,Laptop,Wearables,Central,9,580,0.05,9792,723.0,Credit Card,10,Premium,,4959.0
ORD-002316,CUST-00526,2023-05-14,Watch,Wearables,South,1,736,0.2,13876,-80.0,Net Banking,7,Regular,John,588.8000000000001
ORD-002317,CUST-02259,2024-09-09,Laptop,Wearables,West,2,600,0.0,8712,189.0,UPI,2,VIP,Sarah,1200.0
ORD-002318,CUST-02621,2023-10-03,Keyboard,Wearables,South,5,1761,0.0,1908,521.0,UPI,3,Regular,Priya,8805.0
ORD-002319,CUST-02408,2022-03-20,Mouse,Wearables,North,4,151,0.2,2477,6.0,Net Banking,11,Regular,Sarah,483.20000000000005
ORD-002320,CUST-00746,2022-08-04,Tablet,Accessories,,9,202,0.0,381,588.0,Credit Card,13,Regular,Priya,1818.0
ORD-002321,CUST-00529,2023-12-05,Laptop,Wearables,East,7,1484,0.05,14502,844.0,Credit Card,6,Premium,John,9868.6
