customer_id,plan,status,signup_date,tenure_months,mrr,engagement_score,support_tickets,last_active_date
CUST-00871,Enterprise,Active,2024-05-09,7,994,46.0,6,2024-07-27
CUST-00872,Professional,Active,2023-10-06,15,303,,11,2024-12-15
CUST-00873,Professional,Trial,2024-05-25,7,300,6.0,10,2024-09-23
CUST-00874,Starter,Trial,2022-02-08,35,33,38.0,13,2022-03-22
CUST-00875,Enterprise,Churned,2024-08-27,4,999,1.0,1,2024-12-09
CUST-00876,Growth,Churned,2022-10-20,26,96,1.0,4,2023-02-27
CUST-00877,Starter,Churned,2022-09-13,28,27,33.0,5,2024-08-30
CUST-00878,Professional,Active,2022-04-08,33,300,44.0,0,2022-09-22
CUST-00879,Growth,Churned,2022-01-01,36,94,11.0,5,2024-07-13
CUST-00880,Professional,Trial,2022-01-08,36,296,21.0,10,2023-06-20
CUST-00881,Starter,Churned,2023-08-17,16,29,19.0,11,2023-10-31
CUST-00882,Enterprise,Active,2022-01-02,36,1003,19.0,14,2024-12-25
CUST-00883,Enterprise,Active,2023-05-03,20,998,12.0,12,2024-06-26
CUST-00884,Professional,Active,2024-04-05,9,300,49.0,0,2024-09-07
CUST-00885,Growth,Active,2023-09-03,16,102,58.0,12,2024-10-13
CUST-00886,Starter,Trial,2024-07-20,5,31,40.0,5,2024-12-15
CUST-00887,Growth,Active,2023-11-21,13,103,39.0,11,2024-12-18
CUST-00888,Professional,Active,2023-08-30,16,299,51.0,12,2023-09-29
CUST-00889,Starter,Active,2022-10-10,27,30,70.0,2,2024-08-19
CUST-00890,Growth,Active,2023-01-16,23,95,97.0,8,2024-03-03
CUST-00891,Enterprise,Churned,2023-07-23,17,1000,5.0,4,2024-09-07
CUST-00892,Growth,Active,2023-01-12,23,97,46.0,8,2024-10-07
CUST-00893,Professional,Churned,2023-10-29,14,297,29.0,7,2023-11-25
CUST-00894,Enterprise,Churned,2023-06-21,18,1003,21.0,9,2023-06-23
CUST-00895,Growth,Churned,2024-04-09,8,102,11.0,10,2024-10-11
CUST-00896,Starter,Active,2024-05-10,7,28,41.0,9,2024-05-30
CUST-00897,Growth,Trial,2023-09-05,16,102,3.0,0,2023-12-22
CUST-00898,Starter,Active,2022-11-22,25,24,44.0,5,2024-04-20
CUST-00899,Growth,Churned,2024-02-26,10,102,7.0,10,2024-09-10
CUST-00900,Enterprise,Active,2023-04-26,20,995,86.0,8,2024-09-26
CUST-00901,Starter,Active,2024-08-04,4,26,94.0,5,2024-10-31
CUST-00902,Professional,Active,2024-12-02,0,300,76.0,1,2024-12-18
CUST-00903,Growth,Trial,2023-07-12,17,102,90.0,10,2023-11-03
CUST-00904,Professional,Trial,2022-08-01,29,298,86.0,10,2023-03-23
CUST-00905,Enterprise,Churned,2024-11-03,1,995,7.0,12,2024-12-01
CUST-00906,Starter,Active,2024-01-12,11,27,85.0,11,2024-06-16
CUST-00907,Enterprise,Active,2023-01-25,23,1000,38.0,4,2024-06-14
CUST-00908,Growth,Active,2022-07-01,30,96,28.0,5,2023-08-19
CUST-00909,Enterprise,Trial,2024-10-08,2,999,43.0,10,2024-12-27
CUST-00910,Professional,Active,2024-02-22,10,294,13.0,8,2024-11-25
CUST-00911,Professional,Churned,2022-06-20,30,302,37.0,4,2023-04-20
CUST-00912,Enterprise,Churned,2022-11-12,26,997,8.0,1,2024-09-23
CUST-00913,Professional,Churned,2024-03-20,9,302,17.0,3,2024-09-17
CUST-00914,Starter,Active,2024-06-01,7,26,34.0,13,2024-10-19
CUST-00915,Growth,Active,2022-08-14,29,103,81.0,8,2023-02-24
CUST-00916,Professional,Trial,2022-11-22,25,298,81.0,10,2024-10-12
CUST-00917,Enterprise,Churned,2022-11-01,26,1003,16.0,5,2023-10-27
CUST-00918,Starter,Active,2023-08-17,16,29,82.0,13,2023-11-27
CUST-00919,Growth,Active,2023-06-17,18,99,3.0,1,2024-12-18
CUST-00920,Starter,Active,2024-10-20,2,27,7.0,10,2024-12-15
CUST-00921,Starter,Active,2024-04-07,8,28,62.0,13,2024-05-14
CUST-00922,Professional,Churned,2023-04-06,21,300,36.0,0,2024-02-01
CUST-00923,Professional,Churned,2022-06-29,30,299,24.0,10,2023-11-14
CUST-00924,Growth,Active,2024-12-30,0,94,23.0,6,2024-12-31
CUST-00925,Enterprise,Churned,2022-05-10,32,994,27.0,14,2023-11-22
CUST-00926,Professional,Active,2024-06-24,6,297,98.0,4,2024-09-30
CUST-00927,Enterprise,Churned,2024-08-03,5,1001,18.0,7,2024-11-30
CUST-00928,Growth,Churned,2024-03-10,9,97,29.0,6,2024-08-05
CUST-00929,Starter,Active,2023-03-12,22,29,20.0,5,2023-08-09
CUST-00930,Growth,Active,2022-10-17,26,96,90.0,13,2023-12-23
CUST-00931,Starter,Churned,2022-10-23,26,27,36.0,11,2023-04-02
CUST-00932,Professional,Churned,2022-08-11,29,302,33.0,12,2024-03-06
CUST-00933,Growth,Active,2023-11-28,13,101,73.0,7,2024-02-08
CUST-00934,Enterprise,Active,2022-12-02,25,998,,14,2024-05-25
CUST-00935,Professional,Active,2024-07-21,5,298,20.0,9,2024-11-07
CUST-00936,Professional,Active,2023-08-28,16,299,96.0,5,2024-03-31
CUST-00937,Professional,Active,2023-12-29,12,299,33.0,12,2024-10-16
CUST-00938,Growth,Active,2024-06-11,6,96,49.0,8,2024-12-31
CUST-00939,Professional,Active,2024-06-15,6,296,29.0,7,2024-07-15
CUST-00940,Growth,Active,2022-08-12,29,98,55.0,10,2022-11-22
CUST-00941,Professional,Active,2022-12-18,24,295,15.0,3,2023-07-07
CUST-00942,Growth,Active,2023-10-15,14,97,62.0,1,2024-10-24
CUST-00943,Starter,Active,2024-01-29,11,33,94.0,8,2024-06-04
CUST-00944,Professional,Trial,2023-03-05,22,295,17.0,4,2023-04-06
CUST-00945,Starter,Active,2022-12-16,24,31,69.0,0,2023-11-19
CUST-00946,Starter,Trial,2023-04-07,21,30,39.0,9,2024-11-12
CUST-00947,Growth,Active,2024-12-07,0,100,86.0,11,2024-12-13
CUST-00948,Enterprise,Active,2022-07-15,30,995,88.0,0,2024-08-18
CUST-00949,Professional,Churned,2022-10-27,26,294,7.0,0,2023-05-27
CUST-00950,Enterprise,Active,2024-09-12,3,997,91.0,12,2024-12-06
CUST-00951,Starter,Active,2024-06-08,6,33,70.0,4,2024-10-31
CUST-00952,Growth,Trial,2023-06-29,18,102,8.0,10,2024-05-12
CUST-00953,Enterprise,Active,2024-02-23,10,996,83.0,5,2024-08-28
CUST-00954,Starter,Active,2024-11-26,1,26,28.0,0,2024-12-30
CUST-00955,Professional,Active,2024-01-28,11,299,12.0,0,2024-06-02
CUST-00956,Professional,Active,2022-12-15,24,295,98.0,12,2023-12-20
CUST-00957,Professional,Active,2022-12-28,24,295,76.0,4,2024-12-17
CUST-00958,Growth,Active,2023-03-10,22,97,67.0,3,2024-06-17
CUST-00959,Professional,Trial,2023-06-15,18,300,61.0,11,2023-09-22
CUST-00960,Starter,Active,2024-12-21,0,26,11.0,5,2024-12-31
CUST-00961,Enterprise,Active,2023-07-02,18,996,86.0,9,2023-12-26
CUST-00962,Starter,Churned,2023-07-02,18,24,15.0,2,2024-03-01
CUST-00963,Growth,Churned,2024-11-24,1,97,4.0,12,2024-12-02
CUST-00964,Enterprise,Active,2024-02-23,10,997,29.0,13,2024-05-21
CUST-00965,Growth,Active,2023-02-17,22,94,18.0,0,2024-10-05
CUST-00966,Growth,Churned,2022-05-17,31,97,25.0,12,2023-04-20
CUST-00967,Starter,Active,2023-06-25,18,31,,7,2023-09-17
CUST-00968,Growth,Active,2023-11-27,13,95,11.0,4,2023-12-08
CUST-00969,Enterprise,Churned,2023-08-05,17,1002,32.0,0,2024-01-13
CUST-00970,Starter,Active,2024-02-02,11,32,75.0,5,2024-04-02
CUST-00971,Growth,Active,2023-06-28,18,94,16.0,6,2023-12-26
CUST-00972,Growth,Active,2022-08-16,28,96,94.0,12,2024-03-31
CUST-00973,Enterprise,Active,2024-04-27,8,996,99.0,3,2024-07-01
CUST-00974,Starter,Active,2022-10-07,27,26,50.0,11,2024-03-16
CUST-00975,Growth,Active,2023-10-04,15,94,94.0,8,2024-10-18
CUST-00976,Starter,Trial,2023-05-01,20,30,81.0,7,2024-02-08
CUST-00977,Growth,Active,2022-08-21,28,94,81.0,5,2024-01-21
CUST-00978,Professional,Active,2024-10-09,2,303,59.0,14,2024-10-16
CUST-00979,Enterprise,Churned,2022-10-24,26,996,18.0,9,2024-01-23
CUST-00980,Growth,Churned,2024-09-22,3,94,6.0,4,2024-10-31
CUST-00981,Professional,Active,2022-06-03,31,303,71.0,4,2022-11-29
CUST-00982,Starter,Active,2022-01-20,35,29,45.0,0,2024-04-13
CUST-00983,Starter,Active,2023-12-03,13,29,50.0,2,2024-05-26
CUST-00984,Professional,Trial,2024-02-25,10,294,88.0,6,2024-12-14
CUST-00985,Professional,Active,2022-12-13,24,303,72.0,14,2023-02-27
CUST-00986,Starter,Active,2022-05-11,32,28,54.0,2,2022-05-22
CUST-00987,Professional,Trial,2024-09-30,3,300,4.0,1,2024-10-03
CUST-00988,Starter,Active,2024-04-21,8,30,86.0,0,2024-06-07
CUST-00989,Professional,Active,2024-07-10,5,302,75.0,8,2024-10-29
CUST-00990,Starter,Active,2023-11-04,14,33,15.0,11,2023-11-19
CUST-00991,Enterprise,Active,2022-04-27,32,1003,44.0,6,2024-10-12
CUST-00992,Starter,Active,2023-03-08,22,27,78.0,2,2024-11-01
CUST-00993,Growth,Trial,2023-08-25,16,101,57.0,12,2024-08-12
CUST-00994,Enterprise,Churned,2023-01-17,23,1001,36.0,6,2024-09-22
CUST-00995,Growth,Active,2023-11-11,13,95,45.0,0,2024-02-20
CUST-00996,Enterprise,Churned,2023-04-28,20,994,5.0,8,2024-10-11
CUST-00997,Enterprise,Active,2022-03-21,33,997,62.0,3,2024-03-12
CUST-00998,Growth,Active,2023-01-05,24,100,74.0,0,2023-12-04
CUST-00999,Enterprise,Churned,2024-11-25,1,995,23.0,13,2024-12-08
CUST-01000,Enterprise,Active,2023-03-20,21,1003,40.0,2,2024-07-22
CUST-01001,Starter,Active,2023-08-15,16,32,33.0,1,2023-09-02
CUST-01002,Enterprise,Active,2022-09-16,27,995,30.0,7,2024-04-26
CUST-01003,Professional,Churned,2022-08-23,28,297,16.0,2,2022-08-23
CUST-01004,Professional,Active,2022-07-23,29,301,58.0,0,2023-11-13
CUST-01005,Enterprise,Churned,2023-11-06,14,996,17.0,14,2024-07-14
CUST-01006,Professional,Active,2023-12-22,12,296,12.0,5,2024-02-16
CUST-01007,Professional,Active,2024-05-23,7,301,62.0,5,2024-06-08
CUST-01008,Growth,Active,2022-07-27,29,98,34.0,4,2022-08-04
CUST-01009,Enterprise,Active,2024-05-26,7,999,73.0,0,2024-09-30
CUST-01010,Growth,Churned,2023-01-22,23,95,9.0,8,2024-09-26
CUST-01011,Starter,Active,2022-12-20,24,28,42.0,10,2023-10-25
CUST-01012,Enterprise,Churned,2024-08-30,4,1000,6.0,14,2024-09-14
CUST-01013,Starter,Churned,2022-01-02,36,33,,10,2022-04-28
CUST-01014,Enterprise,Active,2024-10-10,2,994,6.0,13,2024-12-24
CUST-01015,Starter,Active,2024-09-14,3,33,83.0,9,2024-12-01
CUST-01016,Professional,Churned,2023-04-16,20,301,31.0,12,2024-06-28
CUST-01017,Enterprise,Churned,2022-02-14,35,1000,3.0,14,2022-11-12
CUST-01018,Enterprise,Active,2024-09-14,3,994,24.0,4,2024-12-04
CUST-01019,Enterprise,Active,2022-04-12,33,996,31.0,14,2024-04-10
CUST-01020,Professional,Active,2024-10-10,2,301,6.0,0,2024-11-20
CUST-01021,Growth,Active,2024-01-29,11,95,36.0,8,2024-04-04
CUST-01022,Enterprise,Active,2022-01-07,36,1002,98.0,0,2023-02-07
CUST-01023,Enterprise,Active,2023-12-01,13,994,66.0,14,2024-03-10
CUST-01024,Growth,Active,2023-06-20,18,103,73.0,7,2024-05-12
CUST-01025,Enterprise,Active,2024-02-27,10,996,44.0,10,2024-06-03
CUST-01026,Enterprise,Active,2022-04-24,32,994,48.0,5,2024-10-11
CUST-01027,Growth,Active,2023-12-14,12,103,77.0,12,2024-04-20
CUST-01028,Growth,Trial,2023-09-29,15,100,34.0,10,2024-07-17
CUST-01029,Growth,Active,2024-05-21,7,99,78.0,13,2024-09-12
CUST-01030,Starter,Trial,2022-11-26,25,24,88.0,13,2023-03-08
CUST-01031,Starter,Active,2022-11-02,26,26,11.0,13,2024-06-30
CUST-01032,Growth,Active,2022-09-01,28,102,26.0,9,2023-07-04
CUST-01033,Enterprise,Churned,2024-07-07,5,1001,34.0,14,2024-10-19
CUST-01034,Starter,Active,2022-01-01,36,25,22.0,8,2023-09-15
CUST-01035,Growth,Trial,2022-02-10,35,96,82.0,11,2024-04-27
CUST-01036,Enterprise,Trial,2023-04-28,20,996,70.0,3,2024-09-29
CUST-01037,Starter,Active,2022-05-10,32,25,76.0,4,2023-09-08
CUST-01038,Starter,Churned,2022-07-11,30,31,21.0,14,2023-03-31
CUST-01039,Professional,Churned,2022-06-09,31,299,14.0,8,2023-11-04
CUST-01040,Starter,Active,2024-05-12,7,24,16.0,1,2024-09-11
CUST-01041,Enterprise,Active,2023-04-14,20,1001,12.0,13,2023-08-20
CUST-01042,Professional,Trial,2024-04-01,9,301,94.0,4,2024-06-25
CUST-01043,Growth,Active,2022-10-01,27,99,24.0,12,2023-06-03
CUST-01044,Enterprise,Active,2022-03-22,33,997,92.0,0,2023-04-28
CUST-01045,Starter,Active,2023-08-18,16,33,77.0,10,2024-06-18
CUST-01046,Growth,Churned,2023-10-10,14,94,7.0,4,2024-07-19
CUST-01047,Growth,Churned,2022-09-08,28,98,33.0,1,2024-02-23
CUST-01048,Starter,Active,2022-10-01,27,26,85.0,1,2022-11-18
CUST-01049,Starter,Active,2024-08-06,4,30,48.0,9,2024-08-26
CUST-01050,Professional,Trial,2024-12-27,0,301,28.0,0,2024-12-29
CUST-01051,Enterprise,Active,2024-05-23,7,1001,13.0,2,2024-06-14
CUST-01052,Growth,Active,2022-03-03,34,101,86.0,12,2024-01-21
CUST-01053,Enterprise,Active,2024-02-12,10,996,50.0,4,2024-02-25
CUST-01054,Professional,Active,2022-11-24,25,294,99.0,3,2023-06-23
CUST-01055,Starter,Active,2023-12-15,12,29,10.0,7,2024-04-24
CUST-01056,Enterprise,Active,2024-02-09,10,999,52.0,7,2024-02-15
CUST-01057,Enterprise,Active,2022-11-16,25,1003,49.0,3,2024-09-09
CUST-01058,Professional,Churned,2023-01-09,24,295,32.0,11,2023-03-26
CUST-01059,Professional,Churned,2024-07-23,5,303,25.0,4,2024-11-30
CUST-01060,Professional,Active,2022-11-13,25,299,10.0,2,2023-10-01
CUST-01061,Starter,Active,2024-09-08,3,31,77.0,11,2024-09-22
CUST-01062,Starter,Active,2024-10-17,2,27,3.0,2,2024-11-06
CUST-01063,Professional,Active,2023-04-17,20,296,3.0,10,2024-05-13
CUST-01064,Growth,Churned,2022-04-20,32,98,8.0,14,2023-04-02
CUST-01065,Growth,Active,2022-10-18,26,97,27.0,8,2023-08-23
CUST-01066,Growth,Active,2022-04-16,33,99,20.0,3,2023-02-07
CUST-01067,Enterprise,Active,2024-09-05,3,1003,28.0,3,2024-10-19
CUST-01068,Enterprise,Active,2024-03-14,9,997,2.0,5,2024-12-16
CUST-01069,Enterprise,Active,2024-04-30,8,994,43.0,9,2024-10-28
CUST-01070,Enterprise,Active,2023-04-22,20,996,69.0,5,2023-07-31
CUST-01071,Growth,Trial,2023-08-21,16,101,16.0,11,2024-09-28
CUST-01072,Enterprise,Active,2024-04-04,9,997,14.0,11,2024-09-17
CUST-01073,Starter,Churned,2024-08-11,4,24,24.0,1,2024-10-23
CUST-01074,Professional,Active,2023-08-11,16,299,70.0,0,2024-11-13
CUST-01075,Enterprise,Churned,2022-11-07,26,998,24.0,11,2024-11-16
CUST-01076,Professional,Active,2022-07-04,30,294,,1,2023-05-18
CUST-01077,Starter,Active,2022-05-10,32,32,37.0,12,2022-09-28
CUST-01078,Professional,Active,2024-07-08,5,297,61.0,3,2024-09-14
CUST-01079,Professional,Active,2024-06-20,6,298,80.0,12,2024-07-25
CUST-01080,Growth,Active,2022-05-25,31,97,67.0,5,2022-09-01
CUST-01081,Professional,Active,2022-07-26,29,303,14.0,11,2022-10-27
CUST-01082,Professional,Active,2023-07-15,17,294,81.0,1,2023-09-07
CUST-01083,Enterprise,Trial,2023-03-02,22,1003,28.0,12,2024-01-28
CUST-01084,Starter,Active,2024-08-30,4,28,12.0,8,2024-11-09
CUST-01085,Enterprise,Churned,2024-06-15,6,997,20.0,8,2024-10-25
CUST-01086,Enterprise,Active,2023-12-16,12,1003,49.0,12,2024-04-07
CUST-01087,Professional,Active,2024-09-26,3,296,74.0,6,2024-09-28
CUST-01088,Professional,Trial,2023-04-25,20,299,64.0,4,2023-11-11
CUST-01089,Growth,Active,2023-01-21,23,100,66.0,1,2024-03-23
CUST-01090,Enterprise,Active,2024-07-02,6,1000,82.0,12,2024-11-17
CUST-01091,Growth,Active,2022-12-29,24,94,93.0,10,2024-09-19
CUST-01092,Professional,Active,2023-01-28,23,298,17.0,9,2024-03-15
CUST-01093,Growth,Active,2022-07-30,29,103,9.0,4,2023-09-21
CUST-01094,Growth,Active,2022-03-10,34,101,65.0,14,2023-04-27
CUST-01095,Starter,Trial,2022-02-03,35,32,27.0,13,2024-05-13
CUST-01096,Enterprise,Active,2023-06-24,18,997,59.0,14,2024-06-19
CUST-01097,Growth,Active,2023-04-12,20,96,30.0,1,2023-08-23
CUST-01098,Enterprise,Churned,2022-08-03,29,994,17.0,3,2024-04-20
CUST-01099,Professional,Active,2022-10-20,26,295,47.0,11,2023-06-28
CUST-01100,Enterprise,Active,2024-11-21,1,1001,37.0,10,2024-12-04
CUST-01101,Professional,Active,2022-11-07,26,296,92.0,13,2024-03-16
CUST-01102,Starter,Churned,2024-05-12,7,27,35.0,9,2024-06-20
CUST-01103,Professional,Churned,2023-05-18,19,295,6.0,13,2024-01-24
CUST-01104,Enterprise,Active,2023-12-07,13,999,85.0,11,2024-04-05
CUST-01105,Growth,Trial,2022-01-31,35,102,13.0,14,2022-12-19
CUST-01106,Enterprise,Trial,2022-07-07,30,1003,23.0,13,2023-05-12
CUST-01107,Enterprise,Active,2022-09-04,28,994,54.0,12,2023-04-23
CUST-01108,Growth,Active,2022-11-25,25,98,68.0,12,2023-03-17
CUST-01109,Enterprise,Churned,2023-12-17,12,996,11.0,0,2024-09-09
CUST-01110,Professional,Active,2024-03-19,9,298,41.0,5,2024-07-13
CUST-01111,Starter,Churned,2023-03-29,21,33,13.0,13,2023-10-26
CUST-01112,Professional,Active,2024-04-19,8,297,52.0,8,2024-08-28
CUST-01113,Professional,Churned,2022-12-28,24,298,19.0,9,2023-10-04
CUST-01114,Starter,Churned,2023-11-26,13,31,24.0,14,2024-07-29
CUST-01115,Growth,Churned,2024-09-30,3,97,4.0,8,2024-10-27
CUST-01116,Enterprise,Active,2022-09-21,27,998,94.0,12,2024-01-06
CUST-01117,Starter,Trial,2023-11-21,13,28,68.0,4,2023-12-23
CUST-01118,Professional,Active,2024-08-10,4,294,16.0,10,2024-08-22
CUST-01119,Growth,Active,2023-05-08,20,94,66.0,7,2024-10-31
CUST-01120,Starter,Active,2024-09-17,3,25,25.0,1,2024-10-11
CUST-01121,Professional,Active,2024-04-30,8,294,78.0,12,2024-10-09
CUST-01122,Enterprise,Active,2024-01-08,11,1001,83.0,13,2024-09-03
CUST-01123,Enterprise,Churned,2022-08-18,28,1000,5.0,6,2024-01-31
CUST-01124,Enterprise,Active,2024-10-05,2,1001,99.0,4,2024-12-15
CUST-01125,Growth,Active,2024-04-13,8,98,71.0,14,2024-09-29
CUST-01126,Starter,Active,2023-12-31,12,25,87.0,11,2024-09-16
CUST-01127,Growth,Active,2023-03-26,21,103,71.0,4,2024-12-14
CUST-01128,Enterprise,Churned,2022-08-03,29,1001,17.0,14,2022-11-20
CUST-01129,Professional,Active,2024-08-05,4,300,73.0,7,2024-11-18
CUST-01130,Enterprise,Active,2023-08-21,16,997,88.0,14,2024-02-12
CUST-01131,Professional,Churned,2022-12-26,24,301,17.0,13,2024-05-14
CUST-01132,Enterprise,Trial,2022-10-04,27,994,43.0,8,2024-09-29
CUST-01133,Growth,Active,2023-07-07,18,94,16.0,2,2024-05-21
CUST-01134,Growth,Active,2023-09-18,15,96,52.0,12,2024-05-26
CUST-01135,Professional,Active,2022-06-30,30,296,94.0,2,2023-08-03
CUST-01136,Growth,Active,2024-08-05,4,98,,6,2024-08-31
CUST-01137,Growth,Active,2023-03-02,22,102,47.0,11,2023-07-14
CUST-01138,Starter,Active,2023-12-07,13,28,20.0,11,2024-11-24
CUST-01139,Growth,Active,2023-07-20,17,97,45.0,12,2024-11-23
CUST-01140,Starter,Active,2022-01-10,36,25,57.0,6,2023-08-19
CUST-01141,Starter,Active,2024-12-02,0,25,42.0,7,2024-12-25
CUST-01142,Professional,Active,2022-05-15,32,295,31.0,1,2023-08-17
CUST-01143,Starter,Trial,2022-02-09,35,27,48.0,14,2024-06-12
CUST-01144,Enterprise,Active,2024-05-25,7,1000,80.0,9,2024-10-03
CUST-01145,Professional,Active,2024-11-10,1,302,35.0,14,2024-12-28
CUST-01146,Professional,Active,2022-01-19,35,299,73.0,1,2022-09-06
CUST-01147,Enterprise,Active,2022-11-20,25,1000,91.0,9,2023-04-03
CUST-01148,Starter,Trial,2024-06-06,6,27,54.0,14,2024-09-01
CUST-01149,Professional,Active,2024-11-17,1,297,53.0,13,2024-12-12
CUST-01150,Professional,Active,2023-12-02,13,296,3.0,9,2024-09-04
CUST-01151,Starter,Active,2023-12-25,12,26,50.0,3,2024-11-03
CUST-01152,Enterprise,Active,2023-08-07,17,1000,66.0,3,2024-01-14
CUST-01153,Enterprise,Active,2024-01-30,11,998,26.0,2,2024-08-13
CUST-01154,Growth,Active,2023-09-03,16,98,63.0,4,2024-04-28
CUST-01155,Starter,Active,2024-01-16,11,25,33.0,14,2024-10-31
CUST-01156,Growth,Active,2022-09-22,27,95,28.0,4,2023-08-15
CUST-01157,Enterprise,Active,2022-01-21,35,1001,49.0,13,2024-04-26
CUST-01158,Enterprise,Active,2022-12-15,24,999,14.0,2,2023-11-20
CUST-01159,Professional,Active,2022-06-26,30,298,26.0,10,2024-09-20
CUST-01160,Professional,Active,2024-11-01,2,294,69.0,9,2024-12-18
CUST-01161,Enterprise,Active,2023-04-04,21,995,73.0,2,2024-02-09
CUST-01162,Starter,Active,2022-10-20,26,33,59.0,10,2024-02-06
CUST-01163,Enterprise,Active,2022-12-11,25,1003,78.0,2,2023-12-09
CUST-01164,Starter,Active,2024-04-25,8,33,21.0,13,2024-10-22
CUST-01165,Growth,Trial,2024-08-08,4,98,40.0,7,2024-12-28
CUST-01166,Enterprise,Churned,2022-07-08,30,999,2.0,8,2024-11-01
CUST-01167,Professional,Churned,2022-05-21,31,299,39.0,10,2023-03-13
CUST-01168,Enterprise,Trial,2023-10-15,14,998,74.0,3,2024-12-05
CUST-01169,Enterprise,Active,2023-06-10,19,1000,38.0,6,2024-03-26
CUST-01170,Growth,Churned,2023-12-23,12,97,18.0,9,2024-01-28
CUST-01171,Growth,Active,2022-03-08,34,102,7.0,3,2022-09-18
CUST-01172,Starter,Churned,2022-08-18,28,25,8.0,7,2022-10-13
CUST-01173,Starter,Active,2022-08-21,28,33,40.0,2,2023-10-22
CUST-01174,Growth,Active,2023-04-12,20,103,20.0,1,2023-06-25
CUST-01175,Starter,Active,2024-05-02,8,30,23.0,0,2024-08-27
CUST-01176,Enterprise,Trial,2022-05-09,32,1002,57.0,4,2022-07-22
CUST-01177,Growth,Active,2022-09-29,27,100,26.0,14,2022-11-27
CUST-01178,Professional,Active,2024-06-23,6,301,51.0,6,2024-06-25
CUST-01179,Growth,Active,2024-02-09,10,98,58.0,1,2024-06-14
CUST-01180,Growth,Active,2024-04-20,8,100,77.0,6,2024-07-01
CUST-01181,Starter,Active,2024-01-21,11,33,42.0,11,2024-08-02
CUST-01182,Growth,Active,2024-03-25,9,101,27.0,3,2024-09-11
CUST-01183,Starter,Active,2023-04-30,20,33,66.0,10,2024-09-08
CUST-01184,Growth,Active,2024-05-11,7,96,49.0,14,2024-10-25
CUST-01185,Starter,Active,2022-08-06,29,29,40.0,9,2023-09-04
CUST-01186,Enterprise,Active,2022-09-18,27,1001,68.0,3,2024-03-18
CUST-01187,Professional,Active,2022-04-30,32,303,93.0,11,2022-10-11
CUST-01188,Professional,Active,2022-11-07,26,294,22.0,3,2024-12-15
CUST-01189,Growth,Churned,2022-03-10,34,102,8.0,12,2023-09-09
CUST-01190,Growth,Active,2022-08-07,29,100,8.0,1,2023-06-16
CUST-01191,Enterprise,Active,2023-03-02,22,1003,60.0,8,2023-11-29
CUST-01192,Enterprise,Active,2023-11-04,14,997,31.0,0,2024-03-07
CUST-01193,Enterprise,Active,2023-11-10,13,999,79.0,1,2024-01-13
CUST-01194,Professional,Active,2023-11-30,13,294,54.0,7,2024-07-07
CUST-01195,Starter,Active,2023-08-26,16,26,74.0,7,2024-05-02
CUST-01196,Starter,Active,2022-06-27,30,32,98.0,3,2022-10-17
CUST-01197,Enterprise,Trial,2023-03-03,22,999,23.0,3,2023-09-28
CUST-01198,Enterprise,Trial,2024-02-15,10,997,61.0,6,2024-04-06
CUST-01199,Starter,Active,2023-11-20,13,30,87.0,4,2024-09-15
CUST-01200,Professional,Active,2023-06-27,18,297,45.0,5,2023-09-26
CUST-01201,Growth,Active,2023-10-18,14,100,42.0,8,2024-07-08
CUST-01202,Professional,Active,2023-03-05,22,298,62.0,4,2023-03-25
CUST-01203,Starter,Active,2023-03-06,22,28,30.0,2,2024-04-20
CUST-01204,Growth,Churned,2024-06-15,6,94,39.0,10,2024-09-23
CUST-01205,Starter,Churned,2023-11-24,13,27,10.0,2,2024-08-12
CUST-01206,Professional,Active,2023-12-20,12,297,8.0,6,2024-01-28
CUST-01207,Enterprise,Active,2022-05-21,31,1001,65.0,0,2022-08-13
CUST-01208,Enterprise,Trial,2023-07-23,17,997,13.0,12,2024-02-22
CUST-01209,Growth,Active,2024-07-16,5,102,31.0,5,2024-08-09
CUST-01210,Professional,Active,2023-12-13,12,295,47.0,13,2024-06-11
CUST-01211,Professional,Active,2024-09-19,3,297,,12,2024-11-01
CUST-01212,Professional,Active,2022-04-11,33,297,25.0,4,2022-06-26
CUST-01213,Enterprise,Active,2022-08-03,29,999,67.0,8,2022-11-05
CUST-01214,Starter,Active,2022-01-26,35,27,29.0,8,2023-10-14
CUST-01215,Growth,Active,2022-05-04,32,97,82.0,5,2024-11-13
CUST-01216,Enterprise,Trial,2024-07-07,5,1001,21.0,14,2024-11-22
CUST-01217,Enterprise,Active,2022-12-21,24,995,17.0,4,2024-10-10
CUST-01218,Starter,Active,2024-09-20,3,27,90.0,8,2024-11-20
CUST-01219,Growth,Trial,2023-03-31,21,97,60.0,6,2024-05-07
CUST-01220,Enterprise,Churned,2022-06-30,30,999,2.0,3,2022-10-20
CUST-01221,Enterprise,Active,2024-05-06,7,996,29.0,11,2024-06-04
CUST-01222,Enterprise,Churned,2024-06-24,6,999,27.0,6,2024-10-12
CUST-01223,Enterprise,Active,2022-08-04,29,998,38.0,13,2023-08-04
CUST-01224,Enterprise,Active,2024-11-28,1,997,44.0,6,2024-12-27
CUST-01225,Starter,Active,2022-10-18,26,27,99.0,13,2022-12-03
CUST-01226,Starter,Active,2024-11-17,1,32,51.0,6,2024-12-01
CUST-01227,Enterprise,Active,2024-09-30,3,998,14.0,14,2024-11-10
CUST-01228,Professional,Active,2024-02-08,10,296,11.0,12,2024-03-22
