order_id,customer_id,order_date,product,category,region,quantity,price,discount_pct,revenue,profit,customer_age,payment_method,shipping_status
ORD-001420,CUST-02455,2023-04-02 03:00:00,Keyboard K,Accessories,East,1,245,5,232.75,87.75,18.0,Credit Card,Returned
ORD-001421,CUST-00225,2024-02-18 18:00:00,Phone X,Electronics,West,1,279,0,279.0,94.6,33.0,Net Banking,Shipped
ORD-001422,CUST-00032,2024-12-18 21:00:00,Watch S,Wearables,East,1,324,5,307.8,100.4,28.0,UPI,Shipped
ORD-001423,CUST-00838,2024-02-01 13:00:00,Keyboard K,Accessories,East,3,157,5,447.45,200.85,48.0,UPI,Processing
ORD-001424,CUST-01235,2024-01-26 22:00:00,Keyboard K,Accessories,North,3,1521,0,4563.0,1798.2,50.0,PayPal,Shipped
ORD-001425,CUST-00866,2024-04-30 04:00:00,Laptop Pro,Electronics,Central,4,296,15,1006.4,252.0,53.0,UPI,Shipped
ORD-001426,CUST-00563,2023-12-18 05:00:00,Laptop Pro,Electronics,North,2,1466,0,2932.0,1188.8,47.0,Credit Card,Shipped
ORD-001427,CUST-01047,2023-04-09 09:00:00,Keyboard K,Accessories,South,3,842,5,2399.7,893.1,55.0,UPI,Processing
ORD-001428,CUST-01186,2023-12-30 05:00:00,Phone X,Electronics,Central,3,1344,5,3830.4,1408.2,21.0,UPI,Processing
ORD-001429,CUST-01344,2024-12-25 13:00:00,Phone X,Electronics,Central,2,1035,25,1552.5,344.5,42.0,UPI,Shipped
ORD-001430,CUST-00492,2023-09-16 15:00:00,Laptop Pro,Electronics,South,3,1459,0,4377.0,1744.8,51.0,Net Banking,Delivered
ORD-001431,CUST-00032,2023-04-03 05:00:00,Tablet A,Electronics,East,1,1510,5,1434.5,542.5,,PayPal,Returned
ORD-001432,CUST-02038,2023-09-24 12:00:00,Speaker B,Accessories,South,1,1532,5,1455.4,546.2,50.0,Net Banking,Delivered
ORD-001433,CUST-01764,2023-07-25 07:00:00,Tablet A,Electronics,North,2,467,0,934.0,337.6,47.0,Credit Card,Shipped
ORD-001434,CUST-00720,2023-12-26 20:00:00,Tablet A,Electronics,South,4,348,10,1252.8,365.6,30.0,UPI,Shipped
ORD-001435,CUST-00530,2024-10-10 02:00:00,Mouse M,Accessories,Central,4,338,0,1352.0,604.8,29.0,UPI,Shipped
ORD-001436,CUST-01558,2023-12-14 14:00:00,Tablet A,Electronics,Central,2,522,0,1044.0,409.6,49.0,PayPal,Delivered
ORD-001437,CUST-02182,2023-04-07 16:00:00,Speaker B,Accessories,West,2,272,0,544.0,203.6,40.0,UPI,Shipped
ORD-001438,CUST-00943,2023-09-21 00:00:00,Headphones Z,Accessories,West,1,461,15,391.85,122.25,46.0,UPI,Processing
ORD-001439,CUST-02050,2024-09-12 01:00:00,Phone X,Electronics,Central,4,1494,0,5976.0,2366.4,51.0,UPI,Shipped
ORD-001440,CUST-02289,2024-07-24 01:00:00,Keyboard K,Accessories,North,3,201,5,572.85,226.05,36.0,UPI,Delivered
ORD-001441,CUST-01451,2024-11-30 11:00:00,Headphones Z,Accessories,East,1,846,0,846.0,332.4,29.0,Credit Card,Delivered
ORD-001442,CUST-00296,2023-04-08 05:00:00,Tablet A,Electronics,Central,2,1477,0,2954.0,1219.6,21.0,Credit Card,Returned
ORD-001443,CUST-01627,2023-01-02 16:00:00,Watch S,Wearables,East,4,784,0,3136.0,1262.4,42.0,PayPal,Shipped
ORD-001444,CUST-00174,2023-01-13 00:00:00,Laptop Pro,Electronics,West,3,1319,5,3759.15,1378.95,43.0,UPI,Shipped
ORD-001445,CUST-01787,2023-12-01 12:00:00,Speaker B,Accessories,Central,3,1542,0,4626.0,1871.4,35.0,Net Banking,Shipped
ORD-001446,CUST-00077,2023-11-10 00:00:00,Phone X,Electronics,Central,1,965,0,965.0,381.0,47.0,Net Banking,Processing
ORD-001447,CUST-01884,2024-08-04 18:00:00,Speaker B,Accessories,Central,4,296,15,1006.4,348.0,51.0,UPI,Processing
ORD-001448,CUST-00319,2024-01-19 02:00:00,Speaker B,Accessories,East,4,1025,5,3895.0,1411.0,50.0,UPI,Processing
ORD-001449,CUST-01283,2023-06-26 06:00:00,Mouse M,Accessories,South,2,172,0,344.0,99.6,48.0,UPI,Processing
ORD-001450,CUST-02359,2024-10-13 19:00:00,Mouse M,Accessories,Central,4,802,5,3047.6,1094.8,48.0,UPI,Processing
ORD-001451,CUST-01759,2024-05-25 05:00:00,Tablet A,Electronics,Central,4,1543,0,6172.0,2536.8,30.0,PayPal,Delivered
ORD-001452,CUST-02349,2024-07-02 06:00:00,Phone X,Electronics,South,1,239,5,227.05,66.65,41.0,Credit Card,Processing
ORD-001453,CUST-01657,2023-12-20 03:00:00,Watch S,Wearables,Central,4,233,0,932.0,412.8,22.0,Credit Card,Delivered
ORD-001454,CUST-01711,2024-11-30 04:00:00,Tablet A,Electronics,East,3,249,0,747.0,289.8,68.0,Credit Card,Shipped
ORD-001455,CUST-01186,2024-09-06 11:00:00,Keyboard K,Accessories,West,1,227,0,227.0,83.8,,PayPal,Returned
ORD-001456,CUST-00472,2024-08-10 05:00:00,Laptop Pro,Electronics,North,1,1515,0,1515.0,609.0,51.0,Credit Card,Processing
ORD-001457,CUST-01660,2024-03-27 22:00:00,Mouse M,Accessories,East,2,1454,15,2471.8,727.0,63.0,PayPal,Returned
ORD-001458,CUST-00086,2023-07-01 16:00:00,Phone X,Electronics,South,4,826,0,3304.0,1301.6,26.0,PayPal,Delivered
ORD-001459,CUST-01331,2023-06-02 14:00:00,Phone X,Electronics,North,2,1503,0,3006.0,1238.4,25.0,Credit Card,Processing
ORD-001460,CUST-00704,2023-02-01 19:00:00,Speaker B,Accessories,South,3,986,5,2810.1,1059.3,60.0,PayPal,Processing
ORD-001461,CUST-01885,2023-02-09 17:00:00,Watch S,Wearables,North,1,781,5,741.95,256.35,53.0,Credit Card,Processing
ORD-001462,CUST-01483,2023-05-04 09:00:00,Headphones Z,Accessories,South,1,256,0,256.0,95.4,46.0,Net Banking,Delivered
ORD-001463,CUST-00361,2023-10-26 03:00:00,Phone X,Electronics,South,1,838,0,838.0,342.2,52.0,Credit Card,Delivered
ORD-001464,CUST-01789,2023-12-24 21:00:00,Phone X,Electronics,Central,3,527,0,1581.0,692.4,,Net Banking,Processing
ORD-001465,CUST-00434,2023-07-04 18:00:00,Speaker B,Accessories,Central,3,1026,0,3078.0,1210.2,63.0,Net Banking,Returned
ORD-001466,CUST-00997,2024-06-14 05:00:00,Watch S,Wearables,Central,2,468,0,936.0,344.4,27.0,PayPal,Shipped
ORD-001467,CUST-01785,2023-04-13 15:00:00,Phone X,Electronics,West,2,503,0,1006.0,422.4,55.0,UPI,Processing
ORD-001468,CUST-02413,2023-07-17 19:00:00,Headphones Z,Accessories,North,2,1296,10,2332.8,739.6,27.0,Credit Card,Shipped
ORD-001469,CUST-01641,2023-06-08 19:00:00,Mouse M,Accessories,South,4,1531,25,4593.0,986.6,28.0,Net Banking,Processing
ORD-001470,CUST-02147,2023-12-12 14:00:00,Speaker B,Accessories,South,1,304,10,273.6,78.2,69.0,PayPal,Processing
ORD-001471,CUST-00323,2024-11-05 17:00:00,Speaker B,Accessories,South,1,245,0,245.0,118.0,25.0,Credit Card,Shipped
ORD-001472,CUST-01622,2024-02-03 14:00:00,Phone X,Electronics,North,2,548,10,986.4,350.8,21.0,Credit Card,Delivered
ORD-001473,CUST-01271,2023-04-30 21:00:00,Keyboard K,Accessories,South,1,836,5,794.2,296.6,35.0,PayPal,Shipped
ORD-001474,CUST-01391,2024-07-21 02:00:00,Tablet A,Electronics,West,2,158,15,268.6,107.0,37.0,PayPal,Shipped
ORD-001475,CUST-00908,2023-12-13 07:00:00,Tablet A,Electronics,West,4,800,10,2880.0,888.0,63.0,PayPal,Shipped
ORD-001476,CUST-01365,2024-01-10 04:00:00,Mouse M,Accessories,Central,4,798,10,2872.8,989.6,20.0,Credit Card,Shipped
ORD-001477,CUST-00689,2023-09-03 15:00:00,Mouse M,Accessories,West,3,182,0,546.0,215.4,,PayPal,Delivered
ORD-001478,CUST-00313,2023-07-12 12:00:00,Mouse M,Accessories,East,4,184,5,699.2,337.6,32.0,Net Banking,Processing
ORD-001479,CUST-02091,2023-02-12 11:00:00,Watch S,Wearables,South,2,1509,0,3018.0,1193.2,25.0,UPI,Shipped
ORD-001480,CUST-00468,2023-03-02 15:00:00,Phone X,Electronics,West,4,848,0,3392.0,1308.8,63.0,PayPal,Shipped
ORD-001481,CUST-02174,2024-11-06 22:00:00,Watch S,Wearables,West,3,264,0,792.0,340.8,23.0,Credit Card,Shipped
ORD-001482,CUST-02089,2024-08-28 03:00:00,Tablet A,Electronics,Central,1,1527,5,1450.65,554.45,63.0,Credit Card,Shipped
ORD-001483,CUST-00795,2024-06-16 02:00:00,Phone X,Electronics,West,2,966,5,1835.4,642.2,53.0,Credit Card,Shipped
ORD-001484,CUST-01432,2024-11-10 20:00:00,Tablet A,Electronics, South,1,1319,20,1055.2,259.8,37.0,Net Banking,Shipped
ORD-001485,CUST-01439,2023-11-25 16:00:00,Keyboard K,Accessories,West,3,995,0,2985.0,1194.0,49.0,UPI,Delivered
ORD-001486,CUST-00605,2024-07-30 18:00:00,Watch S,Wearables,Central,3,334,0,1002.0,364.8,23.0,Net Banking,Delivered
ORD-001487,CUST-00968,2024-12-20 17:00:00,Laptop Pro,Electronics,East,3,1480,20,3552.0,840.0,33.0,Credit Card,Returned
ORD-001488,CUST-00422,2024-06-18 12:00:00,Laptop Pro,Electronics,South,1,1291,20,1032.8,245.2,66.0,Credit Card,Delivered
ORD-001489,CUST-00600,2024-07-13 20:00:00,Phone X,Electronics,West,1,1531,5,1454.45,553.85,19.0,UPI,Returned
ORD-001490,CUST-01049,2023-07-25 09:00:00,Laptop Pro,Electronics,South,1,188,0,188.0,66.2,35.0,UPI,Shipped
ORD-001491,CUST-00809,2023-11-25 04:00:00,Phone X,Electronics,Central,1,1313,5,1247.35,477.55,62.0,UPI,Returned
ORD-001492,CUST-00711,2024-04-03 06:00:00,Phone X,Electronics,West,3,783,0,2349.0,948.6,43.0,Credit Card,Processing
ORD-001493,CUST-02468,2023-10-27 20:00:00,Laptop Pro,Electronics,West,3,1017,20,2440.8,604.2,37.0,UPI,Processing
ORD-001494,CUST-00627,2024-03-12 12:00:00,Mouse M,Accessories,North,2,1298,10,2336.4,804.8,33.0,PayPal,Returned
ORD-001495,CUST-00309,2024-03-21 12:00:00,Tablet A,Electronics,South,2,760,0,1520.0,632.0,38.0,Credit Card,Delivered
ORD-001496,CUST-00726,2023-03-26 15:00:00,Headphones Z,Accessories,South,1,1524,20,1219.2,323.8,62.0,Credit Card,Delivered
ORD-001497,CUST-02024,2023-01-25 15:00:00,Headphones Z,Accessories,North,4,333,10,1198.8,475.6,31.0,Net Banking,Returned
ORD-001498,CUST-01901,2023-04-17 10:00:00,Watch S,Wearables,Central,4,1306,25,3918.0,759.6,35.0,Net Banking,Returned
ORD-001499,CUST-02310,2024-07-28 15:00:00,Watch S,Wearables,West,3,831,25,1869.75,319.95,25.0,Net Banking,Shipped
ORD-001500,CUST-02374,2024-09-16 12:00:00,Tablet A,Electronics,West,3,1511,0,4533.0,1768.2,22.0,UPI,Delivered
ORD-001501,CUST-01839,2023-11-10 15:00:00,Headphones Z,Accessories,Central,3,1521,0,4563.0,1873.2,41.0,Credit Card,Delivered
ORD-001502,CUST-02313,2023-10-22 21:00:00,Mouse M,Accessories,South,2,1497,5,2844.3,1087.9,58.0,UPI,Shipped
ORD-001503,CUST-01324,2024-12-16 01:00:00,Speaker B,Accessories,East,2,284,25,426.0,83.2,64.0,PayPal,Processing
ORD-001504,CUST-01295,2024-06-24 01:00:00,Watch S,Wearables,West,3,202,25,454.5,123.9,46.0,PayPal,Returned
ORD-001505,CUST-00619,2023-07-12 02:00:00,Speaker B,Accessories,North,3,295,5,840.75,300.75,26.0,Net Banking,Delivered
ORD-001506,CUST-01802,2023-11-11 18:00:00,Phone X,Electronics,North,3,280,0,840.0,354.0,69.0,PayPal,Processing
ORD-001507,CUST-00280,2024-08-07 17:00:00,Phone X,Electronics,West,4,1047,0,4188.0,1627.2,,PayPal,Delivered
ORD-001508,CUST-01921,2023-06-27 20:00:00,Keyboard K,Accessories,South,2,1543,15,2623.1,767.5,35.0,PayPal,Shipped
ORD-001509,CUST-01812,2023-11-18 23:00:00,Speaker B,Accessories,Central,4,801,5,3043.8,1149.4,63.0,PayPal,Shipped
ORD-001510,CUST-01241,2023-02-19 17:00:00,Speaker B,Accessories,South,4,1280,5,4864.0,1804.0,35.0,PayPal,Returned
ORD-001511,CUST-01126,2023-01-29 01:00:00,Phone X,Electronics,south,3,1010,5,2878.5,1048.5,65.0,Net Banking,Processing
ORD-001512,CUST-02423,2023-11-07 12:00:00,Keyboard K,Accessories,East,3,1485,10,4009.5,1333.5,45.0,UPI,Shipped
ORD-001513,CUST-00231,2023-07-12 11:00:00,Phone X,Electronics,East,1,544,20,435.2,92.8,54.0,Net Banking,Delivered
ORD-001514,CUST-01442,2024-07-04 01:00:00,Speaker B,Accessories,East,1,286,0,286.0,128.4,27.0,UPI,Delivered
ORD-001515,CUST-02079,2024-12-01 13:00:00,Watch S,Wearables,West,4,478,0,1912.0,744.8,37.0,UPI,Shipped
ORD-001516,CUST-00304,2024-06-04 16:00:00,Tablet A,Electronics,South,2,1506,10,2710.8,897.6,55.0,UPI,Shipped
ORD-001517,CUST-01272,2023-07-02 16:00:00,Mouse M,Accessories,East,3,980,20,2352.0,612.0,58.0,Net Banking,Processing
ORD-001518,CUST-01892,2024-01-15 21:00:00,Laptop Pro,Electronics,West,3,814,0,2442.0,1021.8,40.0,UPI,Processing
ORD-001519,CUST-01852,2024-12-16 01:00:00,Tablet A,Electronics,South,4,999,0,3996.0,1598.4,65.0,PayPal,Shipped
ORD-001520,CUST-00155,2023-08-08 03:00:00,Watch S,Wearables,South,1,759,0,759.0,317.6,60.0,Credit Card,Returned
ORD-001521,CUST-00234,2024-04-13 05:00:00,Speaker B,Accessories,South,2,807,0,1614.0,651.6,37.0,UPI,Shipped
ORD-001522,CUST-01511,2023-08-15 22:00:00,Watch S,Wearables,West,1,1468,0,1468.0,593.2,40.0,UPI,Delivered
ORD-001523,CUST-01176,2023-11-24 02:00:00,Tablet A,Electronics,West,1,185,5,175.75,77.75,67.0,UPI,Processing
ORD-001524,CUST-00315,2023-07-28 15:00:00,Laptop Pro,Electronics,North,1,1521,0,1521.0,613.4,22.0,Credit Card,Returned
ORD-001525,CUST-00370,2023-07-31 18:00:00,Watch S,Wearables,North,1,297,10,267.3,107.1,44.0,Net Banking,Shipped
ORD-001526,CUST-02434,2024-10-17 19:00:00,Watch S,Wearables,East,3,967,0,2901.0,1196.4,26.0,PayPal,Returned
ORD-001527,CUST-02077,2023-01-16 01:00:00,Laptop Pro,Electronics,East,3,803,0,2409.0,948.6,60.0,PayPal,Delivered
ORD-001528,CUST-01575,2024-01-26 06:00:00,Laptop Pro,Electronics,South,1,1488,5,1413.6,515.8,58.0,UPI,Shipped
ORD-001529,CUST-01896,2024-12-06 03:00:00,Phone X,Electronics,East,2,1455,5,2764.5,1000.5,53.0,Net Banking,Processing
ORD-001530,CUST-02378,2023-10-25 00:00:00,Laptop Pro,Electronics,Central,4,953,0,3812.0,1500.8,57.0,Credit Card,Returned
ORD-001531,CUST-02271,2023-09-04 21:00:00,Laptop Pro,Electronics,East,2,990,15,1683.0,505.0,54.0,Net Banking,Returned
ORD-001532,CUST-00169,2023-12-05 05:00:00,Mouse M,Accessories,Central,2,836,0,1672.0,702.8,20.0,PayPal,Shipped
ORD-001533,CUST-01843,2024-02-04 07:00:00,Speaker B,Accessories,West,2,1296,0,2592.0,1040.8,,Credit Card,Returned
ORD-001534,CUST-02342,2024-01-16 12:00:00,Mouse M,Accessories,South,1,455,5,432.25,146.25,65.0,Net Banking,Delivered
ORD-001535,CUST-00772,2023-02-15 04:00:00,Phone X,Electronics,North,3,259,20,621.6,200.4,62.0,Net Banking,Shipped
ORD-001536,CUST-01317,2023-05-26 19:00:00,Tablet A,Electronics,South,2,321,5,609.9,236.7,,PayPal,Shipped
ORD-001537,CUST-02479,2023-09-10 19:00:00,Tablet A,Electronics,West,1,1297,0,1297.0,529.8,53.0,Net Banking,Shipped
ORD-001538,CUST-01949,2024-11-15 08:00:00,Tablet A,Electronics,south,2,178,5,338.2,94.6,46.0,PayPal,Returned
ORD-001539,CUST-02054,2024-03-08 21:00:00,Phone X,Electronics,South,2,1289,0,2578.0,993.2,50.0,UPI,Delivered
ORD-001540,CUST-00618,2024-08-07 22:00:00,Mouse M,Accessories,South,1,151,10,135.9,60.3,,PayPal,Returned
ORD-001541,CUST-00254,2024-10-03 09:00:00,Keyboard K,Accessories,Central,3,234,0,702.0,223.8,25.0,PayPal,Shipped
ORD-001542,CUST-01846,2023-07-29 20:00:00,Headphones Z,Accessories,East,3,1288,15,3284.4,1011.0,26.0,PayPal,Processing
ORD-001543,CUST-00424,2023-10-07 13:00:00,Mouse M,Accessories,West,4,299,0,1196.0,502.4,39.0,Credit Card,Delivered
ORD-001544,CUST-01407,2024-12-07 00:00:00,Mouse M,Accessories,North,1,532,25,399.0,71.8,22.0,Net Banking,Returned
ORD-001545,CUST-00346,2024-03-01 13:00:00,Watch S,Wearables,East,4,280,0,1120.0,432.0,61.0,Net Banking,Returned
ORD-001546,CUST-02067,2024-01-22 08:00:00,Laptop Pro,Electronics,South,4,1496,20,4787.2,1204.8,58.0,PayPal,Delivered
ORD-001547,CUST-00707,2023-07-14 15:00:00,Tablet A,Electronics,East,4,319,0,1276.0,538.4,53.0,Net Banking,Shipped
ORD-001548,CUST-00161,2023-09-17 19:00:00,Laptop Pro,Electronics,North,3,319,0,957.0,436.8,49.0,PayPal,Shipped
ORD-001549,CUST-01015,2023-01-11 20:00:00,Keyboard K,Accessories,South,1,1268,0,1268.0,514.2,,UPI,Delivered
ORD-001550,CUST-01794,2024-12-10 12:00:00,Speaker B,Accessories,East,4,1337,20,4278.4,997.6,,Credit Card,Returned
ORD-001551,CUST-01800,2023-02-12 22:00:00,Laptop Pro,Electronics,East,1,1483,0,1483.0,575.2,61.0,Net Banking,Processing
ORD-001552,CUST-02147,2024-04-04 04:00:00,Speaker B,Accessories,East,1,1472,0,1472.0,588.8,62.0,Credit Card,Delivered
ORD-001553,CUST-02142,2024-11-09 22:00:00,Laptop Pro,Electronics,East,3,1288,0,3864.0,1575.6,60.0,Credit Card,Delivered
ORD-001554,CUST-02498,2023-08-17 02:00:00,Mouse M,Accessories,West,4,325,25,975.0,239.0,34.0,PayPal,Delivered
ORD-001555,CUST-00651,2024-10-14 03:00:00,Watch S,Wearables,Central,4,500,0,2000.0,824.0,47.0,Credit Card,Processing
ORD-001556,CUST-01491,2023-04-29 05:00:00,Laptop Pro,Electronics,Central,1,187,0,187.0,65.8,64.0,Credit Card,Shipped
ORD-001557,CUST-01528,2024-05-15 02:00:00,Phone X,Electronics,South,2,1016,20,1625.6,414.4,26.0,UPI,Processing
ORD-001558,CUST-01159,2023-07-07 17:00:00,Laptop Pro,Electronics,Central,3,209,20,501.6,101.4,21.0,Credit Card,Shipped
ORD-001559,CUST-01587,2023-12-02 05:00:00,Mouse M,Accessories,West,3,1524,0,4572.0,1840.8,29.0,Net Banking,Delivered
ORD-001560,CUST-01675,2023-09-20 21:00:00,Keyboard K,Accessories,West,3,1529,20,3669.6,881.4,52.0,UPI,Returned
ORD-001561,CUST-01386,2024-12-12 12:00:00,Phone X,Electronics,North,3,213,0,639.0,204.6,37.0,PayPal,Shipped
ORD-001562,CUST-02449,2023-10-19 17:00:00,Laptop Pro,Electronics,East,4,1010,0,4040.0,1616.0,34.0,PayPal,Shipped
ORD-001563,CUST-00215,2023-10-21 09:00:00,Phone X,Electronics,North,4,329,15,1118.6,357.0,39.0,PayPal,Returned
ORD-001564,CUST-01371,2024-08-06 08:00:00,Keyboard K,Accessories,North,2,450,15,765.0,247.0,24.0,Net Banking,Processing
ORD-001565,CUST-00270,2023-04-22 03:00:00,Mouse M,Accessories,West,3,454,0,1362.0,538.8,56.0,PayPal,Shipped
ORD-001566,CUST-01351,2024-02-09 06:00:00,Speaker B,Accessories,West,3,223,0,669.0,213.6,,UPI,Shipped
ORD-001567,CUST-00388,2023-03-30 17:00:00,Phone X,Electronics,Central,1,991,0,991.0,378.4,,UPI,Delivered
ORD-001568,CUST-02286,2024-05-24 06:00:00,Laptop Pro,Electronics,Central,4,1530,15,5202.0,1558.0,25.0,PayPal,Delivered
ORD-001569,CUST-01584,2023-05-11 16:00:00,Speaker B,Accessories,North,3,788,25,1773.0,351.6,26.0,Credit Card,Returned
ORD-001570,CUST-01164,2023-02-06 15:00:00,Headphones Z,Accessories,East,2,337,0,674.0,255.6,63.0,Net Banking,Processing
ORD-001571,CUST-01033,2024-05-05 03:00:00,Laptop Pro,Electronics,Central,2,187,15,317.9,117.5,23.0,UPI,Processing
ORD-001572,CUST-02469,2023-04-25 07:00:00,Mouse M,Accessories,West,4,476,0,1904.0,753.6,36.0,Net Banking,Returned
ORD-001573,CUST-00616,2023-02-08 12:00:00,Speaker B,Accessories,East,2,1528,10,2750.4,944.8,39.0,Net Banking,Delivered
ORD-001574,CUST-01366,2023-07-08 02:00:00,Tablet A,Electronics,West,2,1311,0,2622.0,1042.8,64.0,PayPal,Shipped
ORD-001575,CUST-00334,2024-12-11 02:00:00,Keyboard K,Accessories,West,4,1312,5,4985.6,1772.8,37.0,UPI,Shipped
ORD-001576,CUST-02387,2023-09-05 13:00:00,Watch S,Wearables,South,3,960,0,2880.0,1188.0,37.0,Credit Card,Processing
ORD-001577,CUST-00580,2024-09-22 11:00:00,Watch S,Wearables,Central,3,989,20,2373.6,542.4,44.0,UPI,Delivered
ORD-001578,CUST-01433,2024-03-24 23:00:00,Speaker B,Accessories,West,2,177,0,354.0,169.6,44.0,PayPal,Delivered
ORD-001579,CUST-01271,2023-05-27 14:00:00,Speaker B,Accessories,East,2,771,0,1542.0,612.8,,Net Banking,Shipped
ORD-001580,CUST-01606,2024-09-03 01:00:00,Tablet A,Electronics,West,3,533,15,1359.15,387.75,41.0,Net Banking,Delivered
ORD-001581,CUST-00529,2024-11-09 16:00:00,Tablet A,Electronics,Central,4,228,5,866.4,315.2,25.0,Net Banking,Returned
ORD-001582,CUST-02438,2023-07-13 06:00:00,Phone X,Electronics,North,2,799,0,1598.0,667.2,20.0,Net Banking,Returned
ORD-001583,CUST-00348,2023-11-22 01:00:00,Speaker B,Accessories,East,1,1493,5,1418.35,537.55,28.0,Net Banking,Delivered
ORD-001584,CUST-01269,2024-08-05 00:00:00,Mouse M,Accessories,East,4,1038,15,3529.2,978.0,53.0,Credit Card,Returned
ORD-001585,CUST-02290,2023-06-06 10:00:00,Mouse M,Accessories,Central,2,1270,5,2413.0,887.0,19.0,PayPal,Shipped
ORD-001586,CUST-01543,2023-09-14 05:00:00,Speaker B,Accessories,East,2,258,0,516.0,178.4,18.0,Net Banking,Processing
ORD-001587,CUST-01346,2023-12-25 14:00:00,Watch S,Wearables,West,1,1455,0,1455.0,570.0,24.0,PayPal,Shipped
ORD-001588,CUST-00524,2023-07-25 20:00:00,Tablet A,Electronics,West,1,1321,25,990.75,198.15,41.0,Net Banking,Returned
ORD-001589,CUST-02157,2023-02-27 12:00:00,Watch S,Wearables,South,3,537,0,1611.0,674.4,29.0,Net Banking,Delivered
ORD-001590,CUST-00383,2024-01-25 04:00:00,Keyboard K,Accessories,South,4,463,5,1759.4,680.2,25.0,Net Banking,Shipped
ORD-001591,CUST-01735,2023-10-26 16:00:00,Phone X,Electronics,South,4,1325,10,4770.0,1662.0,,PayPal,Delivered
ORD-001592,CUST-02083,2023-03-07 07:00:00,Headphones Z,Accessories,South,3,1494,0,4482.0,1816.8,23.0,Credit Card,Processing
ORD-001593,CUST-01483,2023-07-08 20:00:00,Mouse M,Accessories,Central,4,1338,0,5352.0,2088.8,56.0,PayPal,Returned
ORD-001594,CUST-00075,2023-07-19 10:00:00,Phone X,Electronics,North,4,833,20,2665.6,638.4,41.0,Net Banking,Returned
ORD-001595,CUST-01486,2024-11-04 23:00:00,Laptop Pro,Electronics,South,4,235,0,940.0,300.0,69.0,Net Banking,Returned
ORD-001596,CUST-01266,2024-03-25 00:00:00,Keyboard K,Accessories,East,4,1009,15,3430.6,957.0,41.0,Credit Card,Returned
ORD-001597,CUST-00739,2024-03-27 02:00:00,Mouse M,Accessories,Central,4,840,15,2856.0,796.0,55.0,UPI,Returned
ORD-001598,CUST-00878,2023-09-09 19:00:00,Tablet A,Electronics,Central,1,309,0,309.0,121.6,61.0,Net Banking,Delivered
ORD-001599,CUST-01400,2024-06-25 09:00:00,Headphones Z,Accessories,East,4,1299,0,5196.0,2066.4,24.0,UPI,Delivered
ORD-001600,CUST-01992,2024-07-24 05:00:00,Laptop Pro,Electronics,East,1,286,20,228.8,77.2,,Credit Card,Delivered
ORD-001601,CUST-00787,2023-05-27 17:00:00,Phone X,Electronics,Central,4,260,15,884.0,248.0,47.0,Credit Card,Delivered
ORD-001602,CUST-00928,2023-11-22 01:00:00,Keyboard K,Accessories,West,3,836,0,2508.0,1057.2,56.0,PayPal,Shipped
ORD-001603,CUST-00564,2023-04-25 21:00:00,Laptop Pro,Electronics,West,2,1025,0,2050.0,828.0,41.0,PayPal,Shipped
ORD-001604,CUST-00635,2023-03-08 13:00:00,Tablet A,Electronics,North,1,1514,10,1362.6,468.2,44.0,UPI,Shipped
ORD-001605,CUST-00317,2024-06-14 17:00:00,Laptop Pro,Electronics,North,4,502,5,1907.6,746.8,47.0,Net Banking,Delivered
ORD-001606,CUST-01212,2023-01-18 19:00:00,Keyboard K,Accessories,West,3,187,5,532.95,202.35,32.0,PayPal,Returned
ORD-001607,CUST-00415,2023-06-23 23:00:00,Phone X,Electronics,South,2,524,25,786.0,151.2,19.0,PayPal,Returned
ORD-001608,CUST-02080,2023-11-26 11:00:00,Keyboard K,Accessories,South,1,987,5,937.65,357.45,25.0,PayPal,Shipped
ORD-001609,CUST-02211,2023-02-09 04:00:00,Mouse M,Accessories,Central,2,526,20,841.6,222.4,34.0,UPI,Processing
ORD-001610,CUST-02157,2023-04-17 21:00:00,Headphones Z,Accessories,East,3,1278,10,3450.6,1147.2,65.0,Net Banking,Returned
ORD-001611,CUST-00155,2023-08-28 00:00:00,Tablet A,Electronics,East,1,1296,0,1296.0,522.4,30.0,Credit Card,Shipped
ORD-001612,CUST-01380,2024-01-26 00:00:00,Headphones Z,Accessories,Central,2,831,10,1495.8,502.6,35.0,PayPal,Delivered
ORD-001613,CUST-00537,2024-07-30 01:00:00,Speaker B,Accessories,Central,4,279,5,1060.2,438.6,,UPI,Returned
ORD-001614,CUST-02447,2024-02-01 18:00:00,Speaker B,Accessories,East,1,973,0,973.0,372.2,53.0,Credit Card,Processing
ORD-001615,CUST-01544,2023-05-03 07:00:00,Phone X,Electronics,South,2,1016,0,2032.0,816.8,29.0,Net Banking,Returned
ORD-001616,CUST-00632,2024-10-05 01:00:00,Phone X,Electronics,West,3,499,5,1422.15,562.95,60.0,PayPal,Shipped
ORD-001617,CUST-00665,2024-07-31 17:00:00,Phone X,Electronics,East,3,761,10,2054.7,729.9,19.0,Net Banking,Processing
ORD-001618,CUST-00741,2023-03-17 00:00:00,Headphones Z,Accessories,North,1,548,25,411.0,65.2,37.0,PayPal,Delivered
ORD-001619,CUST-00679,2024-10-26 15:00:00,Keyboard K,Accessories,West,2,511,20,817.6,204.4,40.0,UPI,Returned
ORD-001620,CUST-01793,2024-08-08 20:00:00,Keyboard K,Accessories,West,1,990,0,990.0,388.0,38.0,PayPal,Delivered
