campaign_id,channel,date,impressions,clicks,conversions,spend,revenue,ctr,cpa,roas
CMP-0022,Facebook,2024-02-07,48589,3770,475,1762.6839625747416,29971.376706294825,7.758957788799934,3.7109136054205085,17.00326169786887
CMP-0013,Instagram,2024-08-31,43920,2552,273,2937.23122480258,13774.85981006209,5.81056466302368,10.759088735540587,4.689743079722278
CMP-0004,Instagram,2023-07-25,45008,1859,89,3145.037574197585,22687.719260714293,4.130376821898329,35.33750083368073,7.213815010303261
CMP-0018,Facebook,2023-01-30,48734,1782,263,576.5480997917812,80019.30618076382,3.6565847252431567,2.192198098067609,138.79033893210746
CMP-0030,Instagram,2024-03-31,60526,1181,27,1908.1490016163634,2013.617576991727,1.9512275716221126,70.6721852450505,1.0552727147020609
CMP-0031,LinkedIn,2024-02-03,2787,151,8,2297.2420668280256,2673.30208105657,5.418012199497667,287.1552583535032,1.1637006476848122
CMP-0005,Facebook,2023-01-02,15383,1194,122,2865.5088470037654,49363.72689581342,7.761814990574011,23.487777434457094,17.22686249858525
CMP-0015,Google Ads,2024-02-21,56589,2855,122,269.4698097916945,24838.57073750846,5.045150117514004,2.2087689327188076,92.17570887332116
CMP-0042,Google Ads,2023-04-19,98859,3247,250,4679.461426564819,78446.04476708689,3.2844758696729683,18.717845706259276,16.763904564263914
CMP-0038,Instagram,2024-01-30,70322,4556,263,4860.321143713869,46093.085373370115,6.478769090753961,18.48030853123144,9.48354728225828
CMP-0029,LinkedIn,2023-07-18,93752,3948,422,3821.7991625038953,153153.9697425477,4.21111016298319,9.056396119677476,40.07378808524494
CMP-0006,YouTube,2024-06-29,93086,4959,205,1746.6367025040881,57513.35697621622,5.327331714758396,8.520179036605308,32.9280593346982
CMP-0036,Instagram,2023-05-28,22150,478,18,4571.235202495647,2362.187133383326,2.1580135440180586,253.95751124975817,0.5167502936829196
CMP-0050,Facebook,2023-09-30,49618,1711,97,4502.911305723963,39249.398419403675,3.44834535853924,46.42176603839137,8.716449371212585
CMP-0032,Email,2024-09-05,67475,5017,120,1117.8124803108658,50508.25870046267,7.435346424601705,9.315104002590548,45.18491212982004
CMP-0013,Google Ads,2024-01-29,37709,1541,50,3996.35376894924,19070.373118720858,4.086557585722241,79.9270753789848,4.771943181530454
CMP-0037,Organic,2023-05-29,52203,1552,187,4440.119406662682,27103.65571769856,2.9730092140298447,23.743954046324504,6.104262799110266
CMP-0040,Google Ads,2023-12-18,55865,2588,303,1265.2085599858062,18049.336708465264,4.632596437841224,4.175605808534014,14.26589835012478
CMP-0048,Instagram,2023-10-28,20511,1027,83,3382.1460874808067,31202.79360475797,5.0070693774072454,40.74874804193743,9.225737977509832
CMP-0043,Facebook,2024-06-13,68959,2350,202,2053.7720123275594,73731.698602323,3.4078220391827028,10.167188179839403,35.90062487937118
CMP-0005,Facebook,2024-07-28,39303,2218,256,1171.4098179040209,30201.09835737516,5.64333511436786,4.575819601187582,25.781838171216076
CMP-0047,Instagram,2024-12-13,38545,866,98,1278.0648481780847,45479.796692841766,2.2467246076015046,13.041478042633518,35.584889732062045
CMP-0035,Facebook,2024-08-29,26940,400,55,3807.508226954095,5540.725397231639,1.4847809948032664,69.22742230825627,1.4552103546376502
CMP-0018,Facebook,2024-07-06,14355,734,105,248.78899972411494,29476.711805940988,5.113200975269941,2.369419044991571,118.48076819565198
CMP-0003,Google Ads,2023-07-08,45697,2657,214,2240.7710526764154,87917.9548575901,5.814386064730726,10.47089276951596,39.23558132035818
CMP-0020,Google Ads,2024-12-27,39052,2318,186,2404.5215752855684,88975.73094705837,5.935675509576974,12.92753535099768,37.00350700179987
CMP-0011,LinkedIn,2023-02-03,41131,2670,354,2945.575983062399,142969.4122813119,6.49145413435122,8.320836110345759,48.53699687375651
CMP-0014,Instagram,2023-11-12,12926,132,16,2522.691326129021,2212.781664028592,1.0211975862602507,157.66820788306381,0.8771511762495436
CMP-0012,Instagram,2024-10-16,76067,2764,263,3366.7897737472617,20485.575064774643,3.633638765824865,12.801482029457269,6.084601784320513
CMP-0041,YouTube,2024-12-15,47422,1094,160,2894.5486416686617,17204.804988915246,2.3069461431403147,18.090929010429136,5.943864525626679
CMP-0036,Instagram,2024-12-02,82546,2231,200,3784.7552331059164,98286.37273933807,2.702735444479442,18.92377616552958,25.969016933938015
CMP-0040,Instagram,2024-06-07,89915,4750,506,2658.141869955477,124252.46240007566,5.282767057776789,5.253244802283551,46.744104896913136
CMP-0003,YouTube,2023-03-14,12732,285,18,4895.548063275205,5531.01614178239,2.2384542884071634,271.97489240417804,1.129805298670083
CMP-0013,Facebook,2024-02-04,23837,680,79,1898.2647023916593,11749.057916946229,2.8527079749968536,24.028667118881764,6.1893675324328425
CMP-0018,Instagram,2024-05-11,25053,575,15,4950.256380515329,5726.181689601259,2.2951343152516666,330.01709203435524,1.1567444692642677
CMP-0014,YouTube,2024-08-22,42800,2580,184,3316.57963857845,73110.39804174536,6.02803738317757,18.024889340100273,22.043914517029926
CMP-0036,Instagram,2024-05-07,66288,2006,120,4322.341975173161,36458.70949636108,3.026188752111996,36.01951645977634,8.434943302907095
CMP-0002,Email,2024-04-26,38975,1532,83,3080.227480232288,37391.93378244579,3.9307248236048746,37.111174460629975,12.1393416630469
CMP-0042,Instagram,2024-06-25,55035,1456,210,3911.5308500905353,86601.2509706198,2.645589170527846,18.6263373813835,22.139989249634922
CMP-0049,Organic,2024-02-25,38638,1159,106,947.9496246977176,40743.982618937516,2.9996376624048864,8.942920987714317,42.98116857415284
CMP-0041,Organic,2024-01-04,98553,5208,194,4089.728097374791,58420.81484295303,5.284466226294481,21.081072666880367,14.284767459346142
CMP-0014,Google Ads,2023-06-28,20883,854,82,1354.2659185050254,6177.167798292447,4.089450749413399,16.51543803054909,4.561266523720411
CMP-0045,Organic,2024-07-19,45449,2359,174,3197.457166424211,47611.92517715675,5.190433232854408,18.376190611633398,14.89055918469183
CMP-0042,Instagram,2024-01-18,65621,5059,674,4713.770851858021,40765.3570427898,7.709422288596639,6.993725299492613,8.648141440036563
CMP-0011,LinkedIn,2024-09-06,95529,6922,960,790.3006289783119,244043.769249042,7.245967193208346,0.8232298218524082,308.79865243753875
CMP-0039,YouTube,2023-07-23,87613,3648,97,1490.662649826345,42204.56187101517,4.163765651216144,15.367656183776752,28.312617798488343
CMP-0025,LinkedIn,2023-07-05,97502,6371,833,2399.30413352225,294921.1538840871,6.534224938975611,2.880317087061525,122.91945392147265
CMP-0023,Instagram,2024-05-30,8235,254,11,3373.305303519684,4342.59842475346,3.0843958712811173,306.66411850178946,1.2873422456670085
CMP-0042,Organic,2024-10-22,3081,171,10,376.5739189317034,1519.1677805087468,5.550146056475171,37.65739189317034,4.034182146279407
CMP-0001,Google Ads,2024-10-07,17873,1422,75,4896.034229789395,16042.39603689941,7.95613495216248,65.28045639719193,3.2766102694485206
CMP-0045,Google Ads,2023-08-21,84834,4222,194,2893.111344134243,27517.53013328722,4.976778178560483,14.912945072856923,9.511396852761564
CMP-0048,Google Ads,2024-04-12,65951,3827,462,710.217695308663,189206.38165356568,5.802792982668952,1.5372677387633398,266.40617785696816
CMP-0044,Instagram,2024-11-01,72395,4435,419,3454.858786194943,138393.738993019,6.1261136818841075,8.245486363233754,40.05771221273009
CMP-0033,LinkedIn,2023-01-30,1459,105,8,2021.6376666435217,1271.8851528353005,7.196710075394106,252.7047083304402,0.6291360582665547
CMP-0019,Google Ads,2024-06-23,2228,173,7,2343.427670557621,2776.563139875973,7.764811490125672,334.77538150823153,1.1848298860511821
CMP-0044,LinkedIn,2024-03-26,53203,3567,78,4565.602535399859,6053.446992504956,6.70450914422119,58.53336583845974,1.3258812929003225
CMP-0035,YouTube,2024-01-26,57116,733,15,4352.433348806212,2516.013372838678,1.2833531759927166,290.16222325374747,0.578070511643509
CMP-0016,YouTube,2023-01-19,15790,1139,102,4501.188360262502,35438.48190746243,7.213426219126029,44.12929764963237,7.873139062635388
CMP-0030,Email,2023-03-08,26903,1087,46,419.1531030042769,10038.051873860404,4.040441586440173,9.112023978353845,23.94841360331759
CMP-0034,Google Ads,2024-01-27,53998,1724,97,4352.495874329929,18875.67756987441,3.1927108411422647,44.87109148793741,4.336747952180503
CMP-0022,Email,2024-04-11,74254,2953,261,4451.962479586772,65629.34595789356,3.9768901338648424,17.057327507995296,14.741666458066202
CMP-0015,Facebook,2024-10-05,14412,761,83,2847.4446737901326,17424.089300846783,5.280321953927283,34.306562334820875,6.119202055523767
CMP-0034,YouTube,2023-04-04,57824,3397,506,3584.0798000007253,211954.69491543056,5.87472329828445,7.083161660080485,59.13782804595692
CMP-0020,Organic,2023-09-02,72586,4198,563,3294.05601845679,71444.03942262237,5.783484418482903,5.850898789443677,21.6887748788476
CMP-0021,Organic,2024-09-01,9357,398,33,1608.1100343280111,7287.365292026195,4.25350005343593,48.73060710084882,4.531633493022387
CMP-0029,Facebook,2024-12-14,49196,978,95,2741.193793893004,46741.43991002902,1.9879665013415724,28.854671514663202,17.051490490808202
CMP-0046,Facebook,2023-12-21,66715,5035,727,714.639237616284,240592.26446435665,7.547028404406805,0.9829975758133206,336.6625449602579
CMP-0047,Google Ads,2023-03-24,93857,3126,76,569.025794029242,14389.965146991219,3.3305986767103146,7.487181500384763,25.288774776089895
CMP-0022,Instagram,2023-06-01,27921,1678,243,1896.0407204420135,49642.44063488658,6.009813402098779,7.802636709637915,26.18215953891207
CMP-0017,Google Ads,2023-12-23,67013,1594,198,1900.5194132889892,77014.1924249895,2.378642949875397,9.598582895398936,40.52270757482595
CMP-0047,LinkedIn,2024-04-01,95139,5261,413,1198.3748967256147,105397.27809167371,5.5298037608131265,2.9016341325075414,87.95017183659009
CMP-0039,Facebook,2024-10-16,6342,341,31,505.2354197723734,2556.3861650252134,5.376852727846106,16.297916766850754,5.059792059268047
CMP-0022,Email,2024-10-05,62744,1951,61,991.0089482708302,7290.549546716906,3.1094606655616475,16.246048332308693,7.356693962691133
CMP-0046,Instagram,2023-08-10,6351,442,24,1670.014611725684,1880.3293271222108,6.959533931664305,69.58394215523684,1.1259358534469355
CMP-0002,Email,2023-05-26,21920,718,88,4489.652728280379,7200.996641331825,3.2755474452554743,51.01878100318613,1.603909495265114
CMP-0011,LinkedIn,2024-01-24,43379,532,74,4213.110154443864,36564.69016845198,1.2263998709052768,56.933921005998165,8.678788075333047
CMP-0024,Organic,2024-06-14,95960,1511,197,1267.943292214176,19000.497888873968,1.5746144226761152,6.436260366569421,14.985289961741033
CMP-0009,Organic,2024-10-09,5629,349,46,3287.460537149701,9712.530554272798,6.200035530289572,71.46653341629785,2.9544173822064406
CMP-0042,Facebook,2024-11-04,20220,1287,180,681.2605931143482,20359.619885682987,6.364985163204747,3.7847810728574904,29.88521586520955
CMP-0033,Google Ads,2023-10-02,40352,2065,67,2719.42232786075,11959.645706437617,5.117466296590008,40.58839295314552,4.397862584237052
CMP-0019,YouTube,2024-09-02,74113,5484,303,2649.664626492114,57240.751388919016,7.399511556676966,8.744767744198397,21.603017535355008
CMP-0013,Facebook,2024-07-20,54853,3056,329,3224.484630665409,72601.85963095495,5.571254079084097,9.800865138800635,22.51580266207463
CMP-0039,YouTube,2023-12-22,27671,1570,146,4537.129229793981,30971.123018210936,5.673810126124824,31.076227601328636,6.826149631099939
CMP-0022,LinkedIn,2024-09-08,99193,1902,198,1259.135208550773,39505.20621296596,1.9174740153034993,6.35926873005441,31.374872169951683
CMP-0008,Email,2024-11-21,7286,445,63,3434.127691766931,30456.613361806354,6.107603623387318,54.50996336137986,8.868806315741796
CMP-0004,Instagram,2023-07-13,45316,2261,138,4712.909256685558,39080.1378173876,4.989407714714449,34.1515163527939,8.29214731048555
CMP-0048,Facebook,2024-04-28,29882,1275,50,278.61924782328447,12512.907496196447,4.266782678535573,5.572384956465689,44.91042020231429
CMP-0047,YouTube,2024-07-28,42442,3203,402,4785.238565294867,179557.00221898357,7.546769709250271,11.903578520633998,37.52310355459138
CMP-0049,Instagram,2024-10-25,89481,1054,88,281.03817777674954,4922.232205758577,1.1779036890513068,3.193615656553972,17.514461005610023
CMP-0008,YouTube,2023-06-21,20740,789,49,609.4438567482433,3997.559619179108,3.804243008678881,12.437629729555987,6.559356657573907
CMP-0010,Facebook,2024-08-08,30429,2081,220,1770.6384878036133,17041.818130890104,6.838870814026094,8.048356762743698,9.62467395138892
CMP-0024,Organic,2024-09-25,78500,1584,195,2849.9443563576197,61630.92183659021,2.0178343949044586,14.615099263372409,21.625307069278296
CMP-0014,YouTube,2023-12-09,49071,960,109,2609.9717732294084,52654.814736922934,1.9563489637464082,23.94469516724228,20.17447670392669
CMP-0042,LinkedIn,2023-10-06,3575,117,16,2637.4066872646604,4886.0600950875705,3.272727272727273,164.83791795404127,1.8526001767876994
CMP-0027,Google Ads,2023-01-14,31110,1528,144,2919.54987376886,25100.077308800952,4.911603985856638,20.27465190117264,8.597242175691676
CMP-0024,LinkedIn,2023-04-27,77631,3955,360,743.0584696283454,152560.97704933913,5.094614264919942,2.064051304523182,205.31490223864262
CMP-0019,Google Ads,2023-02-17,99323,2651,168,4519.74798207085,55737.67044981917,2.6690696012001247,26.903261798040777,12.332030606777632
CMP-0018,YouTube,2024-07-26,92767,7075,869,178.64781711822712,92071.05119686169,7.626634471309841,0.20557861578622225,515.3774206820009
CMP-0033,LinkedIn,2024-06-02,52728,2926,266,1848.3724770885117,95968.78972359042,5.549233803671673,6.948768710859066,51.920698297107805
CMP-0038,LinkedIn,2023-12-18,20342,963,32,947.1322771727453,5087.502674397996,4.734047782912201,29.59788366164829,5.37148062315492
CMP-0029,Google Ads,2024-12-02,93788,7452,687,1196.5538559751933,132437.65561192375,7.945579391819849,1.741708669541766,110.68256974023693
CMP-0017,LinkedIn,2024-05-30,27444,458,57,1337.6593496048608,28087.840567706844,1.6688529368896663,23.467707887804576,20.997752960052107
CMP-0018,Organic,2024-11-12,49747,3968,562,,266253.3996974259,7.976360383540716,3.3143652455104657,142.94154765350422
CMP-0032,Facebook,2024-05-30,96267,5405,683,1971.6516476302309,96808.60152917965,5.61459274725503,2.8867520463107335,49.10025645023852
CMP-0038,LinkedIn,2023-08-17,86893,6517,395,1128.5041015506233,125812.62709419618,7.500028771017228,2.85697240898892,111.48619391043691
CMP-0001,Email,2023-05-08,32704,2316,200,2909.644084781656,86844.30400764078,7.0817025440313115,14.548220423908282,29.847053961638643
CMP-0009,Organic,2024-11-30,8372,381,26,1601.8947702682142,2849.6210212357732,4.550883898709985,61.61133731800824,1.7789065013044805
CMP-0044,Google Ads,2024-08-26,70390,4288,223,3317.283426273463,57313.577856324155,6.091774399772695,14.875710431719567,17.277262896016246
CMP-0028,LinkedIn,2024-10-10,56234,2973,104,4636.16198012378,28614.104532303845,5.286837144787851,44.57848057811327,6.171938050261971
CMP-0016,Organic,2024-09-13,1379,40,3,2495.1006321048135,1036.1770344821066,2.9006526468455403,831.7002107016045,0.4152846667382749
CMP-0031,Google Ads,2023-05-29,89572,4866,248,1639.3727755800298,79739.96455976395,5.432501228062341,6.610374095080766,48.6405323716267
CMP-0041,LinkedIn,2023-08-05,6089,89,4,3479.174254030928,732.3907383005437,1.4616521596321235,869.793563507732,0.21050705852171817
CMP-0031,Organic,2024-03-25,33521,1378,159,2381.768961400556,46067.84267014884,4.110855881387787,14.97967900251922,19.341860363760677
CMP-0012,LinkedIn,2023-07-26,41681,1402,129,1846.282626419939,62012.9653557353,3.3636429068400466,14.312268421859994,33.58801326965982
CMP-0001,YouTube,2024-10-23,48550,3363,187,3686.3583258684907,58315.76582788209,6.926879505664265,19.71314612763899,15.819342742310091
CMP-0007,Instagram,2023-02-01,58043,2475,327,3301.9041181954526,117303.87494453731,4.264080078562445,10.097566110689458,35.526129998179925
CMP-0034,Instagram,2023-01-30,81845,4867,316,3487.9875265181427,107214.22569218045,5.94660639012768,11.037935210500452,30.738133343959014
CMP-0042,LinkedIn,2023-02-11,38475,1704,85,2875.8208789769933,25813.66990493662,4.428849902534114,33.83318681149404,8.976104907520957
CMP-0033,Instagram,2023-03-26,78953,1361,67,143.9545531141319,18770.01886958134,1.7238103681937356,2.148575419613909,130.38850431288446
CMP-0030,LinkedIn,2024-03-30,74343,838,31,1579.7751374979712,12855.264767717845,1.127207672544826,50.96048830638617,8.137401622915688
CMP-0022,Organic,2023-03-23,80423,4687,694,4087.242668376931,300319.32018169033,5.82793479477264,5.889398657603647,73.47724237302235
CMP-0043,Organic,2024-02-14,9969,726,83,1688.0078456262297,23336.2108410205,7.282575985555222,20.337443923207587,13.824705199970833
CMP-0005,Google Ads,2023-05-11,90360,1118,164,2227.7945802657555,29221.994482770235,1.2372731297034085,13.584113294303387,13.117005823438317
CMP-0032,Organic,2024-03-27,76168,1653,195,1030.8139239916509,90894.3273749747,2.1702027097993906,5.286225251239236,88.17724058577123
CMP-0038,Email,2024-06-04,80804,2279,208,3929.768417310487,51835.4843941319,2.8204049304489875,18.893117390915805,13.19046795882385
CMP-0022,Facebook,2023-08-14,75957,2511,158,3350.8609584220176,46340.08307536313,3.3058177653145857,21.20798074950644,13.829306452985604
CMP-0041,Email,2024-03-19,90223,2458,335,468.08701795785095,74382.57357271237,2.7243607505846623,1.3972746804711969,158.90757641009856
CMP-0006,Email,2023-07-25,23974,1585,124,4863.748658836696,40720.35715337585,6.611328939684659,39.223779506747555,8.372216578131173
CMP-0044,YouTube,2024-06-10,20274,237,34,1794.4840456972527,13148.235172313933,1.168984906777153,52.77894252050743,7.327028180518118
CMP-0006,YouTube,2023-02-14,71363,2184,295,981.802178890425,34922.91050003359,3.060409455880498,3.3281429792895763,35.57021083361356
CMP-0031,Email,2023-05-27,50822,2461,133,2483.02948375893,11961.299744037824,4.84239109047263,18.669394614728798,4.817220182955794
CMP-0050,Email,2023-09-06,86038,1302,61,2575.293337134944,9934.806094289741,1.5132848276343012,42.217923559589245,3.8577376608065843
CMP-0027,LinkedIn,2024-09-11,48566,3062,360,4447.72790448497,41569.899746038114,6.3048223036692335,12.354799734680473,9.346322580596745
CMP-0027,Organic,2024-12-20,62978,3578,155,2127.7927949542654,45373.308332898814,5.681349042522785,13.727695451317842,21.324119735951104
CMP-0008,YouTube,2023-05-23,43292,648,23,3729.5485366857397,2488.025514735949,1.4968123440820476,162.15428420372783,0.667111713458737
CMP-0047,Google Ads,2024-11-11,20082,1201,67,2662.479005687892,26157.3721469434,5.980480031869336,39.73849262220734,9.82444259318591
CMP-0032,Email,2024-01-06,89153,6820,161,3389.7626851227697,45913.68104197867,7.649770619048153,21.054426615669378,13.544806910373957
CMP-0037,LinkedIn,2023-01-17,14214,615,74,4353.094918845598,20524.160562335404,4.326720135078093,58.825607011426996,4.71484333444726
CMP-0040,Facebook,2023-06-12,69957,1802,58,1762.2718803762514,13129.135199622791,2.5758680332204067,30.383997937521574,7.450118988915419
CMP-0007,Instagram,2023-04-26,93934,1939,138,4533.031394993619,31031.46321189883,2.064215300104329,32.84805358691028,6.845631655269512
CMP-0036,YouTube,2023-03-28,50783,1939,184,2644.4027085514085,86354.44121686996,3.818206880255204,14.371753850822872,32.655556181975975
CMP-0044,Email,2023-10-30,37310,1019,83,426.9809160250057,36354.528557657904,2.7311712677566335,5.144348385843442,85.14321646058964
CMP-0015,YouTube,2024-09-10,52873,4002,243,3928.333283341475,94002.7826667898,7.569080627163202,16.165980589882615,23.929431615545155
CMP-0031,Organic,2024-09-28,49641,854,62,535.1639672075585,14998.143605929816,1.7203521282810579,8.631676890444492,28.02532405944461
CMP-0004,Google Ads,2024-05-20,15122,964,86,4421.058396858722,27225.834549982123,6.374818145747916,51.407655777426996,6.15821645091293
CMP-0046,Instagram,2023-01-23,1937,108,10,3099.37785314663,2523.6949180919128,5.575632421270005,309.937785314663,0.8142585504796527
CMP-0016,Email,2024-03-29,3310,233,30,4414.297416702956,13363.062860992026,7.039274924471299,147.14324722343187,3.027223043564861
CMP-0012,Organic,2023-07-10,20035,1575,120,1140.8266586854475,7242.355665392211,7.861242825056151,9.506888822378729,6.348340135860288
CMP-0016,Instagram,2023-06-27,72592,3853,90,3953.1618787247558,39768.82028177504,5.307747410182941,43.92402087471951,10.060002980349493
CMP-0043,Organic,2023-04-04,71968,5554,445,4193.611425327439,208881.83285403694,7.717318808359271,9.423845899612223,49.80953447248093
CMP-0021,Instagram,2023-08-11,36392,2335,135,1381.3363710323579,55907.65022935962,6.416245328643658,10.232121266906354,40.47359600585655
CMP-0035,Google Ads,2023-01-19,16115,1134,166,,77612.16710310108,7.036922122246354,10.044463906778203,46.5473498296289
CMP-0030,Facebook,2024-11-15,37273,2229,236,166.44324824412917,95028.59678117091,5.980200144876989,0.7052680010344456,570.936927653494
CMP-0037,Facebook,2023-08-03,91151,4068,217,3656.3922316441317,41445.48946148718,4.462924158813397,16.849733786378486,11.335077539766793
CMP-0027,Instagram,2024-12-13,70444,3956,299,348.7910033060924,114806.61517345079,5.615808301629664,1.1665250946692054,329.1558958953384
CMP-0029,YouTube,2024-09-08,91010,2554,303,2445.712765397035,96276.24418061294,2.8062850236237775,8.07165929173939,39.365311226555065
CMP-0034,Email,2023-04-17,91014,2212,144,246.09059145219484,50547.36400707212,2.4303953237963394,1.708962440640242,205.4014487461272
CMP-0019,LinkedIn,2024-07-27,54552,3958,412,3553.0821601662537,145162.78484434815,7.2554626778119955,8.623985825646248,40.85545402573966
CMP-0022,LinkedIn,2023-09-20,37022,1300,70,4835.871042045397,27646.302089461202,3.5114256388093565,69.08387202921996,5.71692293882341
CMP-0039,Facebook,2023-06-07,18419,1454,91,3161.781901161376,27873.25101633874,7.89402247679027,34.74485605671842,8.815677958717021
CMP-0028,YouTube,2023-03-04,9545,249,21,484.9607864787594,9457.605887162126,2.608695652173913,23.09337078470283,19.501795095295517
CMP-0017,Facebook,2023-04-22,54063,1706,183,3924.004249799756,79498.64369547594,3.1555777518820634,21.44264617376916,20.259571252893725
CMP-0031,Facebook,2024-01-06,67382,2668,122,1095.7613048551088,49811.882796443344,3.9595144103766584,8.981650039795975,45.45869851010107
CMP-0047,Instagram,2023-02-07,62093,4692,419,3319.4086440910114,162298.0797658281,7.556407324497124,7.922216334346089,48.893672689182225
CMP-0007,Instagram,2024-07-26,97944,6694,990,2020.4046510034013,336261.3616508037,6.834517683574287,2.0408127787913144,166.43268044537757
CMP-0028,Google Ads,2023-06-01,43046,587,74,4733.251934793638,29426.158736684236,1.363657482692933,63.96286398369781,6.216901010566464
CMP-0029,Google Ads,2023-08-29,25201,1526,122,2746.4819601845475,10590.06414357288,6.055315265267251,22.51214721462744,3.855865174829435
CMP-0048,Organic,2024-09-01,7535,304,16,3147.6445048270452,4483.886813260127,4.034505640345056,196.72778155169033,1.4245213544235693
CMP-0002,Instagram,2023-07-18,99663,5912,566,342.76292728914143,277320.9533676114,5.931990809026419,0.6055882107582004,809.0751107796272
CMP-0027,Facebook,2024-03-17,1830,49,7,4931.045560097165,554.6395442488238,2.677595628415301,704.4350800138808,0.1124790954553449
CMP-0005,LinkedIn,2024-05-25,67800,5348,161,876.3325248617624,79796.79154049998,7.887905604719764,5.443059160632065,91.05766278968999
CMP-0006,Organic,2023-08-26,33606,1033,28,2039.6447419297733,1855.6539881048866,3.073855859072785,72.84445506892048,0.9097927447645577
CMP-0021,Facebook,2024-06-15,97632,6981,830,4979.000631028553,375566.87200022594,7.150319567354965,5.9987959409982565,75.4301716010512
CMP-0042,Email,2024-09-12,20212,1009,76,1476.1314380364022,26407.734645847206,4.992083910548189,19.422782079426344,17.889826044878244
CMP-0004,Email,2024-02-03,40644,2628,317,1691.2156509245774,33597.74575518069,6.465899025686449,5.335065144872484,19.86603289581255
CMP-0050,Organic,2024-08-23,29242,1976,190,1961.6120610434846,57203.8260911322,6.757403734354696,10.324274005492024,29.161640686845328
CMP-0023,Email,2023-10-26,57429,3219,93,4597.393843918725,28852.401744378345,5.6051820508802175,49.434342407728224,6.275816848396253
CMP-0042,YouTube,2024-02-05,89462,2730,208,533.789509587911,22639.16130161127,3.0515749703784847,2.5662957191726488,42.41215103513153
CMP-0039,LinkedIn,2023-06-04,89612,1522,220,1128.7130791798272,42373.957919901775,1.6984332455474715,5.130513996271942,37.54183299682552
CMP-0037,Facebook,2023-11-05,4631,349,8,427.8000596089298,3143.5523266861005,7.536169293889008,53.47500745111623,7.34818113293335
CMP-0001,Instagram,2024-07-26,91529,4727,406,4043.215151982924,31781.387731171984,5.164483387778737,9.958658009810158,7.860424572158956
CMP-0043,Google Ads,2024-03-29,30889,1819,265,2326.151097102996,69360.43378133696,5.888827738029719,8.777928668313193,29.8176820360977
CMP-0016,LinkedIn,2023-12-30,30129,1032,38,1225.5869221511882,13090.857499888973,3.425271333266952,32.25228742503127,10.681296661448943
CMP-0026,Google Ads,2023-03-26,29815,711,53,4446.00561600246,10125.682154347,2.384705685057857,83.88689841514075,2.2774784894336935
CMP-0033,Organic,2024-04-08,14997,1194,93,4742.524420171317,16118.199437067273,7.961592318463692,50.99488623840126,3.3986539676025593
CMP-0048,YouTube,2023-09-22,12647,227,5,3736.5180991753605,1773.4183611681883,1.7948920692654386,747.3036198350721,0.4746178966882502
CMP-0004,Organic,2024-05-05,97124,2161,57,881.6715719531754,21996.68092509482,2.2249907334953254,15.46792231496799,24.948837667937237
CMP-0045,Instagram,2024-09-18,71920,4127,513,221.5006162482818,174147.02518170606,5.738320355951057,0.4317750804060074,786.2146306017645
CMP-0038,Organic,2023-03-16,29650,1183,102,4134.107288928556,34433.12896426509,3.989881956155143,40.530463616946626,8.329036127455991
CMP-0049,YouTube,2023-05-02,31958,1114,155,4259.546877641055,25676.212770253525,3.485825145503473,27.480947597684228,6.027921163406249
CMP-0024,YouTube,2024-01-03,7766,329,10,,3115.922385362,4.236415142930724,430.0012842153134,0.7246309487303235
CMP-0013,Email,2023-01-30,82385,3808,411,4487.381422894373,146344.64665150314,4.622200643320993,10.9182029754121,32.61248217164265
CMP-0008,Instagram,2024-08-13,40111,486,26,970.3572100744354,11719.657523486649,1.2116377053676048,37.32143115670905,12.077673460670882
CMP-0040,YouTube,2024-03-25,97510,1954,249,3932.878362603051,32072.333807371946,2.003897036201415,15.794692219289361,8.154926455987379
CMP-0013,LinkedIn,2023-10-25,16437,490,68,2434.1141355944437,7627.688126410398,2.981079272373304,35.795796111682996,3.133660831622266
CMP-0015,YouTube,2023-12-01,77682,1272,137,834.2837528447875,7323.308118353251,1.6374449679462424,6.0896624295239965,8.777958450445457
CMP-0048,Google Ads,2024-10-23,28010,374,46,2186.378346802852,21062.83900227851,1.335237415208854,47.52996406093156,9.633666118711233
CMP-0031,Google Ads,2023-04-27,18568,400,57,858.1018281896246,11475.922488946038,2.1542438604049976,15.054418038414466,13.37361384389228
CMP-0041,YouTube,2024-09-27,64682,660,32,3136.240746004867,15660.837962630694,1.020376611731239,98.0075233126521,4.993506312479492
CMP-0011,YouTube,2024-08-18,20944,1181,119,2821.7361100640364,56777.20340110993,5.638846447669977,23.712068151798626,20.121372511982145
CMP-0024,Google Ads,2024-10-17,93338,5267,611,2685.779738445553,274628.78492827347,5.64293213910733,4.395711519550823,102.25290666881722
CMP-0023,YouTube,2023-02-11,6561,466,66,917.3952787590299,17619.611895277056,7.102575826855661,13.899928466045907,19.20612881190242
CMP-0034,LinkedIn,2024-02-04,10783,731,35,1725.6871359177676,12415.116199648422,6.779189464898451,49.305346740507645,7.194303035147634
CMP-0006,Google Ads,2024-09-14,59145,1406,88,3671.635039967438,40108.57456027101,2.377208555245583,41.72312545417543,10.923900149026444
CMP-0007,Organic,2024-12-07,94452,3942,165,4918.519050851569,33853.70038696899,4.173548469063651,29.809206368797387,6.8829052072305625
CMP-0028,Instagram,2023-02-08,4408,293,16,1928.2822084283077,3798.3163303032343,6.647005444646098,120.51763802676923,1.9697927583946035
